code,description
EDU_audd_385,"Transport mv., ivu (eud)"
EDU_audd_3850,Akademiuddannelse i sundhedspraksis
EDU_audd_3851,Akademiuddannelse i Ungdomspædagogik
EDU_audd_3852,Akademiuddannelse i retail
EDU_audd_3853,Akademiuddannelse i velfærdsteknologi i praksis
EDU_audd_3854,Teknonom i indkøb- og materialestyring
EDU_audd_3855,Akademiuddannelse til beredskabstekniker
EDU_audd_3856,Teknonom uden liniebetegnelse
EDU_audd_3857,"Teknonom, håndværkslinie"
EDU_audd_3858,Teknonom i ledelsesteknik
EDU_audd_3859,Teknonom i driftsteknik og kvalitetsstyring
EDU_audd_3860,Teknonom i driftsteknik og produktionsstyring
EDU_audd_3861,Teknonom i kvalitetsstyring
EDU_audd_3862,Teknonom i produktionsstyring
EDU_audd_3863,Teknonom i produktionsteknik
EDU_audd_3864,Teknonom i produktionsteknik edb
EDU_audd_3865,Teknonom una
EDU_audd_3866,Teknonom i infomationsteknologi i virksomhed
EDU_audd_3867,Teknonom i miljøstyring
EDU_audd_3868,"Amu bai, planlægning, styring og samarbejde i bygge & anlæg"
EDU_audd_3869,"Amu.lev, slagtning, forædling og salg af kød og convenience"
EDU_audd_3870,Tilsynstekniker
EDU_audd_3871,"Amu.trp, personbefordring med bybus og rutebil"
EDU_audd_3872,Værkstedsfunktionær
EDU_audd_3873,"Amu.trp, personbefordring med letbane"
EDU_audd_3874,"Amu. trp, personbefordring med metro og letbane"
EDU_audd_3875,Akademiøkonom una
EDU_audd_3876,Akademiuddannelse i særskilte moduler
EDU_audd_3877,Akademiuddannelse i naturvejledning
EDU_audd_3878,Akademiuddannelse i bæredygtighed og grøn omstilling
EDU_audd_3879,"Amu.bai, diamantskæring, nedrivning og ressourcehåndtering"
EDU_audd_3880,Arbejdsstudietekniker
EDU_audd_3881,"Amu.mej, landbrugdsproduktionen"
EDU_audd_3882,"Amu.ind-met, svejsning, skæring og maritim produktion i metal"
EDU_audd_3883,"Amu.trp, personbefordring med mindre køretøjer"
EDU_audd_3884,"Amu.eli, vvs-installationer og vedvarende energiløsninger"
EDU_audd_3885,"Landmand, efteruddannelse"
EDU_audd_3886,"Amu.ind, belysningsanlæg"
EDU_audd_3887,"Amu.eli, bygningers el-installationer"
EDU_audd_3888,"Amu.eli, vedvarende energi- og forsyningsanlæg - el"
EDU_audd_3889,"Amu.mej, etablering og pleje af golf- og idrætsbaner (ude)"
EDU_audd_390,"Social/sundhed, ivu (eud)"
EDU_audd_3910,Merkantile grundfag
EDU_audd_3915,Merkantile område- og specialefag
EDU_audd_3920,Tekniske grundfag
EDU_audd_3925,Tekniske område- og specialefag
EDU_audd_3930,Korte kurser ved erhvervsskoler
EDU_audd_3935,"Ledere af håndværksvirksomhed, kursus"
EDU_audd_3939,Iværksætteruddannelse
EDU_audd_3940,Særligt tilrettelagte forløb ved erhvervsskoler
EDU_audd_3941,"Erhvervsuddannelser, fagspecifikke kurser"
EDU_audd_3942,Tx-enkeltfag
EDU_audd_3943,"Mellemlange videregående uddannelser, fagspecifikke kurser"
EDU_audd_3944,"Lange videregående uddannelser, korte kurser"
EDU_audd_3945,"Maler, videreuddannelse"
EDU_audd_3950,Videregående tekniker
EDU_audd_3955,Tf-kursus una
EDU_audd_3960,"Sektoroverskridende, åben uddannelse"
EDU_audd_3961,Indledende kurser til VVU
EDU_audd_3965,Blomsterbinder
EDU_audd_3970,Akademiuddannelse i service og oplevelser
EDU_audd_3971,Merkonom i service og oplevelser
EDU_audd_3972,Akademiuddannelse i Kvalitet og måleteknologi
EDU_audd_400,"Kort videregående uddannelse una, ivu (KVU)"
EDU_audd_4000,Markedsøkonom
EDU_audd_4001,"Handelseksamen, almen linie"
EDU_audd_4002,"Handelseksamen, sproglig linie"
EDU_audd_4003,"Handelseksamen, regnskabslinie"
EDU_audd_4004,"Handelseksamen, butikslinie"
EDU_audd_4005,Akademiøkonom i indkøb og import
EDU_audd_4006,Akademiøkonom i logistik og transport
EDU_audd_4007,Markedsøkonom una
EDU_audd_4008,"Hhx, 1-årig"
EDU_audd_4009,Systemprogrammør
EDU_audd_4010,Edb-assistent
EDU_audd_4011,Akademiøkonom i international handel
EDU_audd_4012,Akademiøkonom i international markedsføring
EDU_audd_4013,Mikroinstruktør
EDU_audd_4014,Datamatiker
EDU_audd_4015,Eksportkonsulent
EDU_audd_4017,Hotel- og restaurationstekniker
EDU_audd_4018,Rejselivstekniker
EDU_audd_4019,Eksporttekniker
EDU_audd_4020,Akademiøkonom i transport
EDU_audd_4021,Akademiøkonom i afsætning
EDU_audd_4022,Akademiøkonom i eksport
EDU_audd_4023,Akademiøkonom i indenlandsk afsætning
EDU_audd_4024,Akademiøkonom i detailhandel
EDU_audd_4025,Akademiøkonom i udenrigshandel
EDU_audd_4026,Akademiøkonom i markedsføring og service
EDU_audd_4027,Akademiøkonom i økonomi og informatik
EDU_audd_4028,Akademiøkonom i turisme
EDU_audd_4029,"Procesteknolog, kemisk-bioteknologisk"
EDU_audd_4030,Akademiøkonom i markedsføring og service una
EDU_audd_4032,"Designer - Kommunikationsdesign, bach."
EDU_audd_4033,"Designer digital, bach."
EDU_audd_4034,"Designer rum og produktion, bach."
EDU_audd_4035,"Designer illustration, bach."
EDU_audd_4036,Laborant
EDU_audd_4037,Produktudvikler
EDU_audd_4038,Trikotageassistent
EDU_audd_4039,Tekstilassistent
EDU_audd_4040,"Maskinmester m. maritimt valgfag (ledelse-drift), prof.bach."
EDU_audd_4041,"Maskinmester u. maritimt valgfag (ledelse-drift), prof.bach."
EDU_audd_4044,Farveriassistent
EDU_audd_4045,Teknisk tegner
EDU_audd_4048,"Computerteknologi, bach."
EDU_audd_4049,"Laboratorietekniker, biologi"
EDU_audd_4050,"Laboratorietekniker, kemi"
EDU_audd_4051,"Amu.met, cykel-, knallert- og motorcykeltekniske område"
EDU_audd_4052,Fødevareteknolog
EDU_audd_4053,Konfektionsassistent
EDU_audd_4054,Konfektionstekniker
EDU_audd_4055,Industriel designer
EDU_audd_4056,"Værkstedsskoleforløb, bygningsteknik"
EDU_audd_4057,"Værkstedsskoleforløb, maskinteknik"
EDU_audd_4058,"Værkstedsskoleforløb, svagstrømsteknik"
EDU_audd_4059,"Værkstedsskoleforløb, stærkstrømsteknik"
EDU_audd_4060,Byggetekniker
EDU_audd_4061,"Bygningskonstruktør, prof.bach."
EDU_audd_4062,Byggetekniker una
EDU_audd_4063,Gastekniker
EDU_audd_4064,Elektroniktekniker
EDU_audd_4065,Maskintekniker
EDU_audd_4066,"Maskintekniker, konstruktion"
EDU_audd_4067,"Maskintekniker, driftsteknik"
EDU_audd_4068,"Maskintekniker, værktøjskonstruktion"
EDU_audd_4069,Vvs-installatør
EDU_audd_4070,"Designer keramik og glas, bach."
EDU_audd_4071,"Designer grafisk, bach."
EDU_audd_4072,"Designer - Beklædningsdesign, bach."
EDU_audd_4073,"Designer tekstil, bach."
EDU_audd_4074,"Designer møbe og rum, bach."
EDU_audd_4075,"Kunsthåndværker, guld- og sølvformgivning"
EDU_audd_4076,"Designer indretning, bach."
EDU_audd_4077,"Designer interaktive medier, bach."
EDU_audd_4078,"Designer - Colour Material Finish Design, bach."
EDU_audd_4079,Bygningskonstruktør una
EDU_audd_4080,Maskinist
EDU_audd_4081,"Maskintekniker, stålkonstruktion"
EDU_audd_4082,Maskinmester (gl.ordning)
EDU_audd_4083,"Maskinmester, udvidet"
EDU_audd_4084,Grafonom i teknik og økonomi
EDU_audd_4085,Grafonom i kommunikation
EDU_audd_4086,"Designer mode, bach."
EDU_audd_4087,Bygningskonstruktør una
EDU_audd_4088,"Crafts in Glass and Ceramics, prof.bach."
EDU_audd_4089,Byggekoordinator
EDU_audd_4090,Vildtforvalter
EDU_audd_4091,Trætekniker
EDU_audd_4092,Kort- og landmålingstekniker
EDU_audd_4093,"Skov- og landskabsingeniør, prof.bach."
EDU_audd_4094,Herregårdsskytte
EDU_audd_4096,Kvalitets- og måletekniker
EDU_audd_4097,Miljøtekniker
EDU_audd_4098,Levnedsmiddelassistent
EDU_audd_4099,"Laboratorie-, kemo- og miljøtekniker una"
EDU_audd_4100,"Industrioperatør, montage"
EDU_audd_4101,"Industrioperatør, produktivitet"
EDU_audd_4102,"Skibsteknik og Marin konstruktion, prof.bach"
EDU_audd_4103,Støberitekniker una
EDU_audd_4108,Lastvognsmekaniker
EDU_audd_4117,Støberitekniker
EDU_audd_4118,Støberiassistent
EDU_audd_4119,"Støberitekniker, sandstøbning"
EDU_audd_4120,"Støberitekniker, støbning i permanente forme"
EDU_audd_4121,Industriel reparatør
EDU_audd_4122,Ædelstensfatter
EDU_audd_4123,Ædelmetalstøber
EDU_audd_4124,"Sundhed, omsorg og pædagogik, individuel eud"
EDU_audd_4125,Personvognsmekaniker
EDU_audd_4126,Industrisvejser
EDU_audd_4127,Personvognsmontør
EDU_audd_4128,Lastvognsmontør
EDU_audd_4129,Håndværksbager
EDU_audd_4134,Akademiuddannelse i ernæring
EDU_audd_4135,Produktør
EDU_audd_4140,Kloakrørlægger
EDU_audd_4141,Profil aftagelig protetik
EDU_audd_4142,"Teater-, event- og av-teknisk produktionsassistent"
EDU_audd_4143,Profil fast protetik
EDU_audd_4144,Tandtekniker i fast protetik
EDU_audd_4145,Tandtekniker i aftagelig protetik
EDU_audd_4166,Ferskvareassistent
EDU_audd_4168,Hotel- og fritidsassistent
EDU_audd_4188,Eventassistent
EDU_audd_4189,Sundhedsservicesekretær
EDU_audd_4192,"Convenience, Coffee shop"
EDU_audd_4193,Finansuddannelsen
EDU_audd_4194,"Kontoruddannelse, kontorservice"
EDU_audd_4195,Teknik 2. skoleperiode
EDU_audd_4196,"Kontoruddannelse, kundekontaktcenter"
EDU_audd_4197,Eventkoordinator
EDU_audd_4198,Hg
EDU_audd_4199,Ti teknisk introduktionskursus
EDU_audd_4200,Hg una
EDU_audd_4201,Kontoruddannelse una
EDU_audd_4202,Hi handel introduktionskursus
EDU_audd_4203,Finansuddannelse una
EDU_audd_4204,Stenindustriarbejder
EDU_audd_4205,Stentekniker
EDU_audd_4206,"Træoperatør, døre og vinduer"
EDU_audd_4207,"Træoperatør, møbel"
EDU_audd_4208,"Biochemistry, cand.scient."
EDU_audd_4211,"Automatiktekniker, elevatorbranchen"
EDU_audd_4212,Medicotekniker
EDU_audd_4213,Elektronik udviklingstekniker
EDU_audd_4214,Kedelanlægstekniker
EDU_audd_4215,Lastvognsmekaniker
EDU_audd_4216,Bådassistent
EDU_audd_4217,Bådmekaniker
EDU_audd_4218,IT-supporter
EDU_audd_4219,Ventilationssmed
EDU_audd_4220,"Smed, energiteknik"
EDU_audd_4221,"Smed, rustfast"
EDU_audd_4222,Maskinarbejder
EDU_audd_4223,Værktøjstekniker
EDU_audd_4224,Værktøjsmager
EDU_audd_4225,Vvs-energiteknik
EDU_audd_4226,"Smed, aluminium"
EDU_audd_4227,Plade- og konstruktionssmed
EDU_audd_4228,Industriel rørsmed
EDU_audd_4229,Vvs-rørsmed
EDU_audd_4230,Skibsbygger
EDU_audd_4231,Radio- og tv fagtekniker
EDU_audd_4232,Kranmekaniker
EDU_audd_4233,Landbrugssmed
EDU_audd_4234,Automontør
EDU_audd_4235,Automekaniker
EDU_audd_4236,Finmekaniker
EDU_audd_4237,Materielmekaniker
EDU_audd_4238,"Finmekaniker, måleinstrumenter"
EDU_audd_4239,Cykelmontør
EDU_audd_4240,Kontorservicetekniker
EDU_audd_4241,Skibsmontør
EDU_audd_4242,Automatiktekniker
EDU_audd_4243,Stærkstrømsmekaniker
EDU_audd_4244,Lastvognsmekaniker (gl.)
EDU_audd_4245,Knallertmekaniker
EDU_audd_4246,Motorcykelmekaniker
EDU_audd_4247,Flymekaniker
EDU_audd_4248,Landbrugsmaskinmekaniker
EDU_audd_4249,Bygnings- og landbrugssmed
EDU_audd_425,"Formidling/erhvervssprog, ivu (kvu)"
EDU_audd_4250,Elektronikfagtekniker
EDU_audd_4251,Klejnsmed
EDU_audd_4252,Karrosserismed
EDU_audd_4253,Svejser
EDU_audd_4254,Elektrotekniker
EDU_audd_4255,Cykelmekaniker
EDU_audd_4256,Beslagsmed
EDU_audd_4257,Industriformer
EDU_audd_4258,Former
EDU_audd_4259,Køletekniker
EDU_audd_4260,Datatekniker
EDU_audd_4261,Motormekaniker
EDU_audd_4262,Entreprenørmaskinmekaniker
EDU_audd_4263,Traktormekaniker
EDU_audd_4264,Autoelektromekaniker
EDU_audd_4265,Træskibstømrer
EDU_audd_4266,"Bådebygger, træ"
EDU_audd_4267,"Bådebygger, plast"
EDU_audd_4268,Modelsnedker
EDU_audd_4269,Anlægsstruktør
EDU_audd_4270,"Produktionsassistent, massivtræsmøbler"
EDU_audd_4271,Brolægger
EDU_audd_4272,"Elektriker, installationsteknik"
EDU_audd_4273,"Glarmester, glas"
EDU_audd_4274,Bygningsmaler
EDU_audd_4275,Skiltetekniker
EDU_audd_4276,Autolakerer
EDU_audd_4277,Maskinsnedker
EDU_audd_4278,Murer
EDU_audd_4279,Bygningssnedker
EDU_audd_4280,Møbelsnedker
EDU_audd_4281,Stenhugger
EDU_audd_4282,Stukkatør
EDU_audd_4283,Tømrer
EDU_audd_4284,Blikkenslager og vvs
EDU_audd_4285,Rustfast industriblikkenslager
EDU_audd_4286,Vvs-montør
EDU_audd_4287,"Produktionsassistent, plademøbler"
EDU_audd_4288,Bygningsstruktør
EDU_audd_4289,Skorstensfejer
EDU_audd_4290,"Produktionsassistent, døre og vinduer"
EDU_audd_4291,"Elektriker, kommunikationsteknik"
EDU_audd_4292,Teknisk isolatør
EDU_audd_4293,Vvs- og energispecialist
EDU_audd_4294,Trædrejer
EDU_audd_4295,El-montør
EDU_audd_4296,"Elektriker, styrings- og reguleringsteknik"
EDU_audd_4297,Rustfast industrimontør
EDU_audd_4298,Orgelbygger
EDU_audd_4299,Vvs- og ventilationsmontør
EDU_audd_430,"Kunstnerisk, ivu (kvu)"
EDU_audd_4300,Mureruddannelse una
EDU_audd_4301,Industrioperatør (skibsmontør)
EDU_audd_4302,Bådserviceassistent
EDU_audd_4303,Brolægger- og struktøruddannelse una
EDU_audd_4304,Træfagenes byggeuddannelse
EDU_audd_4305,Snedkeruddannelsen
EDU_audd_4306,"Teknisk designer, industriel produktion"
EDU_audd_4307,"Teknisk designer, bygge og anlæg"
EDU_audd_4308,Teknisk designer
EDU_audd_4309,Maskinsnedker mm. una
EDU_audd_4310,"Eventtekniker, illuminationsteknik"
EDU_audd_4311,Vvs-uddannelse una
EDU_audd_4312,Elektronikoperatør
EDU_audd_4313,Forsyningsoperatør
EDU_audd_4314,Teatertekniker
EDU_audd_4315,Teater- og udstillingstekniker
EDU_audd_4316,"Eventtekniker, audioteknik"
EDU_audd_4317,"Produktionsassistent, teater og udstilling mv"
EDU_audd_4318,Industrimontør
EDU_audd_4319,Karrosseriopretter
EDU_audd_4320,"Forsyningsoperatør, kraftværkssektor"
EDU_audd_4321,Elektriker una
EDU_audd_4322,CNC-assistent
EDU_audd_4323,CNC-tekniker
EDU_audd_4324,Metalstøber
EDU_audd_4325,Grovsmed
EDU_audd_4326,"Klejnsmed, rustfast"
EDU_audd_4327,Skibsbygningsarbejder
EDU_audd_4328,"Industritekniker, plast"
EDU_audd_4329,CNC-drejer
EDU_audd_4330,CNC-fræser
EDU_audd_4331,Skruestikarbejder
EDU_audd_4332,Skibsmekaniker
EDU_audd_4333,Våbenmekaniker
EDU_audd_4334,Låsesmed
EDU_audd_4335,Bådebygger og skibstømrer
EDU_audd_4336,"Industritekniker, produktion"
EDU_audd_4337,Industrimekaniker
EDU_audd_4338,"Industritekniker, maskin"
EDU_audd_4339,Gravør
EDU_audd_4340,"Sølvsmed, bestik"
EDU_audd_4341,Ciselør
EDU_audd_4342,Guldsmed
EDU_audd_4343,"Sølvsmed, korpus"
EDU_audd_4344,Skriftgravør
EDU_audd_4345,Stempelgravør
EDU_audd_4346,Stålgravør
EDU_audd_4347,Kobbersmed
EDU_audd_4348,Gørtler
EDU_audd_4349,"Gørtler, armatur"
EDU_audd_4350,Metaltrykker
EDU_audd_4351,Jern- og metalsliber
EDU_audd_4352,Bygningsmontør
EDU_audd_4353,"Glarmester, aluminium"
EDU_audd_4354,Tækkemand
EDU_audd_4355,Telesystemtekniker
EDU_audd_4356,Teleinstallationstekniker
EDU_audd_4357,Frontline radio-tv-supporter
EDU_audd_4358,Frontline PC-supporter
EDU_audd_4359,Flisemontør
EDU_audd_4360,Smedeuddannelsen una
EDU_audd_4361,Butiksguldsmed
EDU_audd_4362,Overfladebehandler
EDU_audd_4363,"Overfladebehandler, konstruktion"
EDU_audd_4364,"Overfladebehandler, komponenter"
EDU_audd_4365,Automatikmontør
EDU_audd_4366,Personliftmekaniker
EDU_audd_4367,Ventilationstekniker
EDU_audd_4368,"Elektriker, bygningsautomatik"
EDU_audd_4369,Byggemontagetekniker
EDU_audd_4370,Karrosserismed una
EDU_audd_4371,Guld- og sølvsmedeuddannelsen una
EDU_audd_4372,Hjemmeserviceassistent
EDU_audd_4373,"Serviceassistent, hospitalservice"
EDU_audd_4374,Fritidsserviceassistent
EDU_audd_4375,"Serviceassistent, virksomhedsservice"
EDU_audd_4376,Finmekanikassistent
EDU_audd_4377,Industriassistent
EDU_audd_4378,Maritime håndværksfag una
EDU_audd_4379,Karrosseribygger
EDU_audd_4380,Maskinuddannelse una
EDU_audd_4381,Rengøringstekniker
EDU_audd_4382,"Støberitekniker, sandstøbning"
EDU_audd_4383,Værktøjsmager una
EDU_audd_4384,Former una
EDU_audd_4385,Industriteknikeruddannelse una
EDU_audd_4386,"Skibstekniker, reparation"
EDU_audd_4387,"Skibstekniker, konstruktion"
EDU_audd_4388,"Skibstekniker, rør"
EDU_audd_4389,"Smed, bearbejdning"
EDU_audd_439,"Samfundsfaglig, ivu (kvu)"
EDU_audd_4390,Skibstekniker una
EDU_audd_4391,Industrioperatør una
EDU_audd_4392,Flymekaniker una
EDU_audd_4393,Finmekaniker una
EDU_audd_4394,Mekaniker una
EDU_audd_4395,Entreprenør- og landbrugsmaskinmekanik una
EDU_audd_4396,Cykel- og motorcykelmekanik una
EDU_audd_4397,Elektronik- og svagstrømsuddannelse una
EDU_audd_4398,Automatik- og procesuddannelse una
EDU_audd_4399,Data- og kommunikationsuddannelse una
EDU_audd_4400,Teknisk designer una
EDU_audd_4401,Teater- og udstillingsteknikeruddannelse una
EDU_audd_4402,Serviceassistent una
EDU_audd_4403,"Forsyningsoperatør, el-forsyning"
EDU_audd_4404,Udstillingstekniker
EDU_audd_4405,Skibsteknikerassistent
EDU_audd_4406,"Skibstekniker, design"
EDU_audd_4407,Gourmetslagteraspirant
EDU_audd_4410,Kagekonditor
EDU_audd_4411,Kagekonditor med profil
EDU_audd_4412,Brødbager
EDU_audd_4413,Brødbager med profil
EDU_audd_4414,Bager og konditor una
EDU_audd_4415,Slagter
EDU_audd_4416,Selskabstjener
EDU_audd_4417,Industrislagter
EDU_audd_4418,Cater
EDU_audd_4419,Forædler
EDU_audd_4420,Detailslagteraspirant
EDU_audd_4421,"Gourmetslagter, slagtning"
EDU_audd_4422,Tjener
EDU_audd_4423,Juniortjener
EDU_audd_4424,Kok
EDU_audd_4425,"Gourmetslagter, butik"
EDU_audd_4426,Juniorreceptionist
EDU_audd_4427,Industritarmrenser
EDU_audd_4428,Kantinemedhjælper
EDU_audd_4429,Smørrebrødsjomfru
EDU_audd_4430,Køkkenhjælper
EDU_audd_4431,Ernæringsassistent
EDU_audd_4432,Mejerist
EDU_audd_4433,"Gourmetslagter, delikatesse"
EDU_audd_4434,Svineslagter
EDU_audd_4435,Pølsemager
EDU_audd_4436,Kreaturslagter
EDU_audd_4437,Tarmrenser
EDU_audd_4438,Kogejomfru
EDU_audd_4439,Industripølsemager
EDU_audd_4440,Bager
EDU_audd_4441,Konditor
EDU_audd_4442,Receptionist
EDU_audd_4443,Møller
EDU_audd_4444,Chokolade- og konfektureassistent
EDU_audd_4445,Cafeteria- og kantineassistent
EDU_audd_4446,Mejerioperatør
EDU_audd_4447,"Detailslagter, fisk og vildt"
EDU_audd_4448,Gastronomassistent
EDU_audd_4449,Ernæringshjælper
EDU_audd_4450,"Have- og parkingeniør, prof.bach."
EDU_audd_4451,Grafisk integrator
EDU_audd_4452,Digital integrator
EDU_audd_4453,Multimedie integrator
EDU_audd_4454,Multimedie animator
EDU_audd_4455,Digital media uddannelse una
EDU_audd_4456,Webudvikler
EDU_audd_4457,Mejerist una
EDU_audd_4458,Mediegrafiker
EDU_audd_4459,Trykker
EDU_audd_4460,Mediegrafiker una
EDU_audd_4461,Fotograf
EDU_audd_4462,Reprofotograf
EDU_audd_4463,Detailslagter una
EDU_audd_4464,Reprokopist
EDU_audd_4465,"Grafiker, ombryd-databehandling"
EDU_audd_4466,Industrislagter una
EDU_audd_4467,Grafisk tekniker
EDU_audd_4468,Tryktekniker
EDU_audd_4469,Grafisk tekniker una
EDU_audd_4470,Håndbogbinder
EDU_audd_4471,Industribogbinder
EDU_audd_4472,"Grafiker, layout og montage"
EDU_audd_4473,Serigraf
EDU_audd_4474,"Fotojournalist, prof.bach."
EDU_audd_4475,"Grafiker, billedfremstilling"
EDU_audd_4476,Bogbinder una
EDU_audd_4477,Ernæringsassistent una
EDU_audd_4478,Film- og TV-assistent
EDU_audd_4479,Film- og TV-produktionstekniker
EDU_audd_4480,Film- og TV produktionsuddannelse una
EDU_audd_4481,Pottemager
EDU_audd_4482,Frisøraspirant
EDU_audd_4483,Urmager
EDU_audd_4484,Laboratorietandtekniker
EDU_audd_4485,Modist
EDU_audd_4486,Skrædder
EDU_audd_4487,Buntmager
EDU_audd_4488,Frisør
EDU_audd_4489,Farverioperatør
EDU_audd_4490,Tekstiloperatør
EDU_audd_4491,Hue- og kasketmager
EDU_audd_4492,Pottemager una
EDU_audd_4493,Buntmagersyer
EDU_audd_4494,Beklædningshåndværker una
EDU_audd_4495,Autopolstrer
EDU_audd_4496,Gardindekoratør
EDU_audd_4497,Gulvlægger
EDU_audd_4498,Optometrist (erhvervsfaglig)
EDU_audd_4499,Frisør una
EDU_audd_4500,Ortopædiskomager
EDU_audd_4501,Modellør
EDU_audd_4502,Glasmager
EDU_audd_4503,Glassliber
EDU_audd_4504,Glasrørsblæser
EDU_audd_4505,Cafeteria- og kantineassistent una
EDU_audd_4506,Keramisk former
EDU_audd_4507,Blåmaler
EDU_audd_4508,Figur- og vasemaler
EDU_audd_4509,Overglasurmaler
EDU_audd_4510,Beklædningsoperatør
EDU_audd_4511,Tandklinikassistent
EDU_audd_4512,Møbelpolstrer
EDU_audd_4513,Autosadelmager
EDU_audd_4514,"Tandtekniker, aftagelig protetik"
EDU_audd_4515,Beklædningshåndværker
EDU_audd_4516,Modelindretter
EDU_audd_4517,Serviceskomager
EDU_audd_4518,Strikkeoperatør
EDU_audd_4519,Textil- og beklædningsassistent
EDU_audd_4520,Porcelænsmaler una
EDU_audd_4521,Basistandtekniker
EDU_audd_4522,Fitnessinstruktør
EDU_audd_4523,Kosmetikerassistent
EDU_audd_4524,Kosmetiker
EDU_audd_4525,Ortopædist
EDU_audd_4526,Nådler
EDU_audd_4527,Lager- og terminaldisponent
EDU_audd_4528,Handskemager
EDU_audd_4529,Håndsyer
EDU_audd_4530,Sejlmager
EDU_audd_4531,Skomager una
EDU_audd_4532,Modelsyer
EDU_audd_4533,"Audiologiassistent, hospitalsteknisk"
EDU_audd_4534,"Neurofysiologiassistent, hospitalsteknisk"
EDU_audd_4535,Tekstile erhvervsuddannelser una
EDU_audd_4536,Kosmetiker una
EDU_audd_4537,Gastronom una
EDU_audd_4538,Tjener una
EDU_audd_4539,Receptionist una
EDU_audd_4540,Mediegrafisk assistent
EDU_audd_4541,Lager- og terminaluddannelse una
EDU_audd_4542,Hospitalsteknisk assistent una
EDU_audd_4543,Laboratorietandtekniker una
EDU_audd_4544,Gardinmontør
EDU_audd_4545,"Kosmetiker, hud- og skønhedspleje"
EDU_audd_4546,"Kosmetiker, spa- og wellnessbehandling"
EDU_audd_4547,Plastspecialist
EDU_audd_4548,Plastmager
EDU_audd_4549,Procesoperatør
EDU_audd_4550,Plast- og procesoperatør una
EDU_audd_4551,Procesarbejder
EDU_audd_4552,Plastmager una
EDU_audd_4553,Procesoperatør una
EDU_audd_4554,Plastmedhjælper
EDU_audd_4555,Tekstilarbejder
EDU_audd_4556,"Bygnings- og brugerservice, individuel eud"
EDU_audd_4557,"Ejendomsservicetekniker, boligservice"
EDU_audd_4558,"Ejendomsservicetekniker, erhvervs- og institutionsservice"
EDU_audd_4559,Ejendomsmedhjælper
EDU_audd_4560,Ejendomsservice una
EDU_audd_4561,Audiometrist
EDU_audd_4562,"Odontologisk praksis, videreuddannelse"
EDU_audd_4563,Bygningssnedker
EDU_audd_4564,"Væksthusgartner, produktion"
EDU_audd_4565,"Væksthusgartner, handel"
EDU_audd_4566,Væksthusgartner una
EDU_audd_4567,Procesoperatør med speciale i pharma og fødevareingrediens
EDU_audd_4568,Møbelsnedker
EDU_audd_4569,Havne- og terminaluddannelse una
EDU_audd_4570,"Skov- og naturtekniker, biotop-vildtpleje"
EDU_audd_4571,Elevatortekniker
EDU_audd_4572,Karrosseritekniker - opretter
EDU_audd_4573,A-flymekaniker
EDU_audd_4574,Ambulancebehandler
EDU_audd_4575,Veterinærsygeplejerske
EDU_audd_4576,Skovbrugsmaskinfører
EDU_audd_4577,Arborist
EDU_audd_4578,Detailbager
EDU_audd_4579,Av-tekniker
EDU_audd_4580,Digital handel B2B
EDU_audd_4581,Automatiseringstekniker
EDU_audd_4582,"B2-flytekniker, elektronik"
EDU_audd_4583,Karrosseritekniker-bygger
EDU_audd_459,"Teknisk, ivu (kvu)"
EDU_audd_4599,"Paramedicin og præhospitalt arbejde, prof.bach."
EDU_audd_4600,"Lufthavnsoperatør, brand og redning"
EDU_audd_4601,"Lufthavnsoperatør, bagage loading"
EDU_audd_4602,"Lufthavnsoperatør, bagage sorting"
EDU_audd_4603,Tagdækker
EDU_audd_4604,Rangerleder
EDU_audd_4605,"Togklargører, godstog med speciale"
EDU_audd_4606,"Lufthavnsuddannelse, rampe service"
EDU_audd_4607,"Lufthavnsuddannelse, ground handling"
EDU_audd_4608,"Lufthavnsuddannelse, cleaning"
EDU_audd_4609,"Lufthavnsuddannelse, fuel"
EDU_audd_4610,"Lufthavnsuddannelse, airport service"
EDU_audd_4611,"Lufthavnsuddannelse, aircraft service"
EDU_audd_4612,"Lufthavnsuddannelse, cargo"
EDU_audd_4613,Landbrugsuddannelse una (ny)
EDU_audd_4614,Landbrugsassistent
EDU_audd_4615,Greenkeeper
EDU_audd_4616,Groundman
EDU_audd_4617,"Landmand, husdyr"
EDU_audd_4618,"Landmand, planter"
EDU_audd_4619,"Anlægsgartner, plejeteknik"
EDU_audd_4620,Anlægsgartnerassistent
EDU_audd_4621,"Planteskolegartner, handel"
EDU_audd_4622,"Anlægsgartner, anlægsteknik"
EDU_audd_4623,Frilandsgartner
EDU_audd_4624,Frugt- og bæravler
EDU_audd_4625,"Planteskolegartner, produktion"
EDU_audd_4626,Væksthusgartner
EDU_audd_4627,"Skov- og naturtekniker, skovbrug"
EDU_audd_4628,Godsarbejder
EDU_audd_4629,Dyrepasser
EDU_audd_4630,Væksthusgartnerassistent
EDU_audd_4631,Skovbrugsmaskinfører
EDU_audd_4632,Markbruger 1 1/2 år
EDU_audd_4633,Savværks- og træindustriarbejder
EDU_audd_4634,Greenkeeperassistent
EDU_audd_4635,"Skov- og naturtekniker, træ- og landskabspleje"
EDU_audd_4636,Jordbrugsmaskinfører
EDU_audd_4637,"Skov- og naturtekniker, naturformidler"
EDU_audd_4638,Fiskeassistent
EDU_audd_4639,Jordbrugsassistent
