code,description
EDU_audd_5941,"Fransk erhvervssprog kombineret una, bach."
EDU_audd_5942,"Tysk erhvervssprog kombineret una, bach."
EDU_audd_5943,"Erhvervssprog og kulturformidling, bach."
EDU_audd_5944,"Erhvervssprog og IT, bach."
EDU_audd_5945,"Erhvervssprog og pædagogik, bach."
EDU_audd_5946,"Engelsk erhvervssprog kombineret una, bach."
EDU_audd_5947,"Markedsføringsøkonomi og engelsk erhvervssprog, bach."
EDU_audd_5948,"Information management, bach."
EDU_audd_5949,"Spansk erhvervssprog kombineret una, bach."
EDU_audd_595,"Forsvar, ivu (mvu)"
EDU_audd_5950,"Erhvervssprog, bach."
EDU_audd_5951,"Engelsk-fransk erhvervssprog, bach."
EDU_audd_5952,"Engelsk-italiensk erhvervssprog, bach."
EDU_audd_5953,"Engelsk-russisk erhvervssprog, bach."
EDU_audd_5954,"Engelsk-spansk erhvervssprog, bach."
EDU_audd_5955,"Engelsk-tysk erhvervssprog, bach."
EDU_audd_5956,"Fransk-italiensk erhvervssprog, bach."
EDU_audd_5957,"Fransk-spansk erhvervssprog, bach."
EDU_audd_5958,"Fransk-tysk erhvervssprog, bach."
EDU_audd_5959,"Tysk-italiensk erhvervssprog, bach."
EDU_audd_5960,"Tysk-russisk erhvervssprog, bach."
EDU_audd_5961,"Tysk-spansk erhvervssprog, bach."
EDU_audd_5962,"Business, Language and Culture, english, cand.negot."
EDU_audd_5963,"Erhvervsøkonomi-erhvervssprog, fransk, cand.negot."
EDU_audd_5964,"Business, Language and Culture, german, cand.negot."
EDU_audd_5965,"Business, Language and Culture, spanish, cand.negot."
EDU_audd_5966,"Business, Language and Culture, arabic, cand.negot."
EDU_audd_5967,"Polsk, cand.negot."
EDU_audd_5968,"Business, Language and Culture, chinese, cand.negot."
EDU_audd_5969,"Business, Language and Culture - International Tourism and Leisure Management, cand.negot."
EDU_audd_5970,"Internat. virksomhedskommunik., tysk-fransk, bach."
EDU_audd_5971,"Internat. virksomhedskommunik., tysk-spansk, bach."
EDU_audd_5972,"Internat. virksomhedskommunik., engelsk-fransk, bach."
EDU_audd_5973,"Internat. virksomhedskommunik., engelsk-spansk, bach."
EDU_audd_5974,"Internat. virksomhedskommunik., engelsk-tysk, bach."
EDU_audd_5975,"Internat. virksomhedskommunik., fransk-spansk, bach."
EDU_audd_5976,"International virksomhedskommunikation, engelsk, bach."
EDU_audd_5977,"International virksomhedskommunikation, fransk, bach."
EDU_audd_5978,"International virksomhedskommunikation, spansk, bach."
EDU_audd_5979,"International virksomhedskommunikation, tysk, bach."
EDU_audd_5980,"Hotelmanagement, bach.negot."
EDU_audd_5981,"Business, Language and Culture, chinese, bach.negot."
EDU_audd_5982,"Erhvervsøkonomi-erhvervssprog, engelsk, bach.negot."
EDU_audd_5983,"Fransk, bach.negot."
EDU_audd_5984,"Erhvervsøkonomi-erhvervssprog, tysk, bach.negot."
EDU_audd_5985,"Erhvervsøkonomi-erhvervssprog, spansk, bach.negot."
EDU_audd_5986,"Erhvervsøkonomi-erhvervssprog, arabisk, bach.negot."
EDU_audd_5987,"Polsk, bach.negot."
EDU_audd_5988,"Engelsk-amerikanske studier erhvervssproglig, bach."
EDU_audd_5989,"Erhvervsøk.-erhv.spr., internat. turisme-fritidsman., bach.negot."
EDU_audd_5990,"Erhvervssprog og medie, bach."
EDU_audd_5991,"Erhvervssprog og europæiske studier, bach."
EDU_audd_5992,"International marketing erhvervssproglig, bach."
EDU_audd_5993,"Kommunikation, bach."
EDU_audd_5994,"Russisk-spansk erhvervssprog, bach."
EDU_audd_5995,Folkemusik
EDU_audd_5996,"Tidlig musik, diplom 5år"
EDU_audd_5997,"Skibsteknik og maritimt design, ing.prof.bach."
EDU_audd_5998,"Bæredygtig energiteknik, ing.prof.bach."
EDU_audd_600,"Kandidat una, ivu (lvu)"
EDU_audd_6000,Kandidatsupplering (DPU)
EDU_audd_6001,"Samfundsvidenskab, basis (bach.) (AAU)"
EDU_audd_6002,"Teknik-naturvidenskab, basis (bach.) (AAU)"
EDU_audd_6003,"Sproglig-pædagogik, basis (bach.) (AAU)"
EDU_audd_6004,"Musisk-æstetisk, basis (bach.) (AAU)"
EDU_audd_6005,"Samfundsvidenskab, basis (kand.) (AAU)"
EDU_audd_6006,"Teknik- naturvidenskab, basis (kand.) (AAU)"
EDU_audd_6007,"Sproglig pædagogik, basis (kand.) (AAU)"
EDU_audd_6008,"Musisk-æstetisk, basis (kand.) (AAU)"
EDU_audd_6011,"Samfundsvindenskab, cand.samf. (AAU)"
EDU_audd_6012,"Sundhedsfremme-sundhedsstrategier (komb. HUM), cand.mag."
EDU_audd_6013,"Sundhedsfremme-sundhedsstrategier (komb. SAM), cand.mag."
EDU_audd_6014,"Sundhedsfremme-sundhedsstrategier (komb. NAT), cand.mag."
EDU_audd_6015,"Sundhedsfremme-sundhedsstrategier (komb. HUM-TEK), cand.mag."
EDU_audd_6016,"Sundhedsfremme og sundhedsstrategier, cand.mag."
EDU_audd_6017,"Interaktionsdesign, bach."
EDU_audd_6018,"International virksomhedskommunikation, bach."
EDU_audd_6020,Kirkemusiker Orgel og Korledelse (KMOK)
EDU_audd_6021,Basislinje orgel
EDU_audd_6022,Kirkemusiker
EDU_audd_6023,Basislinje sang
EDU_audd_6024,Kirkemusiker Sang (KMS)
EDU_audd_6025,Kirkemusiker Sang og Korledelse (KSOK)
EDU_audd_6026,Eksamenslinje Klokkenist
EDU_audd_6027,Diplomlinje Klokkenist
EDU_audd_6029,"Musikterapi, cand.mag."
EDU_audd_6030,"Musikterapi, bach."
EDU_audd_6031,"Musikterapi (AAU), overbygning"
EDU_audd_6032,"Engelsk, cand.mag."
EDU_audd_6033,"Datalogi, cand.scient."
EDU_audd_6034,"Kemi, cand.scient."
EDU_audd_6035,"Chemistry, cand.scient."
EDU_audd_6036,"Mathematics, cand.scient."
EDU_audd_6037,"Mathematics, cand.scient."
EDU_audd_6038,"Kommunikation, cand.comm."
EDU_audd_6039,"Dansk, cand.mag."
EDU_audd_6040,"European studies, bach."
EDU_audd_6041,"Filosofi, cand.mag."
EDU_audd_6042,"Historie, cand.mag."
EDU_audd_6043,"Journalistik, cand.comm."
EDU_audd_6045,"Internat. virksomhedskommunikation, spansk, bach."
EDU_audd_6046,"Internat. virksomhedskommunikation, engelsk, bach."
EDU_audd_6047,"Internat. virksomhedskommunikation, fransk, bach."
EDU_audd_6048,"Internat. virksomhedskommunikation, tysk, bach."
EDU_audd_6049,"Psykologi, cand.mag."
EDU_audd_6050,"Medialogi, bach."
EDU_audd_6051,"Digital design og interaktive teknologier, bach."
EDU_audd_6052,"Sygepleje, cand.cur."
EDU_audd_6055,"Medialogy, cand.scient."
EDU_audd_6062,"Anlæg, civilingeniør"
EDU_audd_6064,"Industri, civilingeniør"
EDU_audd_6065,"Information, civilingeniør"
EDU_audd_6071,"Humanistisk kombination, overbygning (AAU)"
EDU_audd_6072,"Visual Studies and Art Education, cand.scient."
EDU_audd_6076,"Samfundsvidenskab kombination, kombination (RUC)"
EDU_audd_6077,"Samfundsvidnenskab kombination, cand.mag."
EDU_audd_6081,"Teknisk kombination, gymnasial overbygning"
EDU_audd_6082,"Teknisk kombination, kand."
EDU_audd_6083,"Datalogi-økonomi, bach."
EDU_audd_6084,"Machine learning og data science, bach."
EDU_audd_6086,"Naturvidenskab kombination, mellemnuveau"
EDU_audd_6087,"Naturvidenskab kombination, cand.nat.komb."
EDU_audd_6100,"Politik og international forvaltning, cand.scient.adm."
EDU_audd_6101,"Naturvidenskab, bach. (RUC)"
EDU_audd_6102,"Humanistisk, bach. (RUC)"
EDU_audd_6103,"Samfundsvidenskab, bach. (RUC)"
EDU_audd_6104,"Naturvidenskab, basis (kand.) (RUC)"
EDU_audd_6105,"Humanistisk, basis (kand.) (RUC)"
EDU_audd_6106,"Samfundsvidenskab, basis (kand.) (RUC)"
EDU_audd_6107,"Kommunikation (komb. HUM), bach."
EDU_audd_6108,"Kommunikation (komb. SAM), bach."
EDU_audd_6109,"Kommunikation (komb. NAT), bach."
EDU_audd_6110,"Kommunikation (komb. HUM-TEK), bach."
EDU_audd_6111,"Forvaltning, kombination (RUC)"
EDU_audd_6112,"Environmental and resource management, cand.techn.soc."
EDU_audd_6113,"Offentlig driftsøkonomi, kombination (RUC)"
EDU_audd_6114,"Tek-Sam - miljøplanlægning, cand.techn.soc."
EDU_audd_6115,"Kultur og sprogmødestudier (komb. HUM), bach."
EDU_audd_6116,"Kultur og sprogmødestudier (komb. SAM), bach."
EDU_audd_6117,"Kultur og sprogmødestudier (komb. NAT), bach."
EDU_audd_6118,"Kultur og sprogmødestudier (komb. HUM-TEK), bach."
EDU_audd_6119,"Medicinalbiologi, cand.scient."
EDU_audd_6120,"Performance-design, kand."
EDU_audd_6121,"Administrativ databehandling, kombination (RUC)"
EDU_audd_6122,"Samfundsøkonomi, cand.oecon."
EDU_audd_6125,"Performance-design, kombination (RUC)"
EDU_audd_6126,"Globale studier, kombination (RUC)"
EDU_audd_6127,"Medicinalbiologi, kombination (RUC)"
EDU_audd_6128,"Miljøbiologi, kombination (RUC)"
EDU_audd_6129,"Molekylærbiologi, kombination (RUC)"
EDU_audd_6130,"Biologi, kombination (RUC)"
EDU_audd_6131,"Almen biologi, cand.scient."
EDU_audd_6132,"Datalogi, kombination (RUC)"
EDU_audd_6133,"Politik og administration, kombination (RUC)"
EDU_audd_6134,"Plan, by og proces, kombination (RUC)"
EDU_audd_6135,"Fysik, kombination (RUC)"
EDU_audd_6136,"Geografi, kombination (RUC)"
EDU_audd_6137,"EU studier, kombination (RUC)"
EDU_audd_6138,"Kemi, kombination (RUC)"
EDU_audd_6139,"Matematik, kombination (RUC)"
EDU_audd_6140,"Psykologi, kombination (RUC)"
EDU_audd_6141,"Politik, kombination (RUC)"
EDU_audd_6142,"Socialvidenskab, kombination (RUC)"
EDU_audd_6143,"Kommunikation, kombination (RUC)"
EDU_audd_6144,"International udvikling, kombination (RUC)"
EDU_audd_6145,"Pædagogik og uddannelsesstudier, kombination (RUC)"
EDU_audd_6146,"Filosofi, kombination (RUC)"
EDU_audd_6147,"Journalistik, kombination (RUC)"
EDU_audd_6148,"Kultur og sprogmødestudier, kombination (RUC)"
EDU_audd_6149,"Tek-Sam - miljøplanlægning, kombination (RUC)"
EDU_audd_6150,"Virksomhedsstudier, kombination (RUC)"
EDU_audd_6151,"Samfundsvidenskab, grunduddannelse bach."
EDU_audd_6152,"Humanistisk-teologisk, grunduddannelse bach."
EDU_audd_6153,"Arbejdslivsstudier, kombination (RUC)"
EDU_audd_6154,"Performance-design (komb. HUM), bach."
EDU_audd_6155,"Performance-design (komb. SAM), bach."
EDU_audd_6156,"Performance-design (komb. NAT), bach."
EDU_audd_6157,"Performance-design (komb. HUM-TEK), bach."
EDU_audd_6158,"Global development, cand.soc."
EDU_audd_6159,"Kultur- og sprogmødestudier, cand.mag."
EDU_audd_6160,"Communication Studies, combination (RUC)"
EDU_audd_6161,1/2 år bach.una (RUC)
EDU_audd_6162,1 år bach.una (RUC)
EDU_audd_6163,"Sundhedsfremme-sundhedsstrategier (komb. HUM), bach."
EDU_audd_6164,"Sundhedsfremme-sundhedsstrategier (komb. SAM), bach."
EDU_audd_6165,"Sundhedsfremme-sundhedsstrategier (komb. NAT), bach."
EDU_audd_6166,"Sundhedsfremme-sundhedsstrategier (komb. HUM-TEK), bach."
EDU_audd_6167,"Performance-design (komb. HUM), cand.mag."
EDU_audd_6168,"Performance-design (komb. SAM), cand.mag."
EDU_audd_6169,"Performance-design (komb. NAT), cand.mag."
EDU_audd_6170,"Performance-design (komb. HUM-TEK), cand.mag"
EDU_audd_6171,"Virksomhedsstudier (komb. HUM), cand.soc."
EDU_audd_6172,"Virksomhedsstudier (komb. SAM), cand.soc."
EDU_audd_6173,"Virksomhedsstudier (komb. NAT), cand.soc."
EDU_audd_6174,"Virksomhedsstudier (komb. HUM-TEK), cand.soc."
EDU_audd_6175,"Kommunikation (komb. HUM), cand.mag."
EDU_audd_6176,"Kommunikation (komb. SAM), cand.mag."
EDU_audd_6177,"Kommunikation (komb. NAT), cand.mag."
EDU_audd_6178,"Kommunikation (komb. HUM-TEK), cand.mag."
EDU_audd_6179,"Communication Studies, cand.comm."
EDU_audd_6181,"Pædagogik, grunduddannelse (kand.)"
EDU_audd_6182,"Humanistisk, grunduddannelse/bifag (kand.)"
EDU_audd_6183,"Kunstnerisk, grunduddannelse/bifag (kand.)"
EDU_audd_6184,"Samfundsvidenskab, grunduddannelse/basis"
EDU_audd_6185,"Naturvidenskab, grunduddannelse/bifag (kand.)"
EDU_audd_6186,"Tek-Sam - miljøplanlægning (komb. HUM), cand.techn.soc."
EDU_audd_6187,"Tek-Sam - miljøplanlægning (komb. SAM), cand.techn.soc."
EDU_audd_6188,"Tek-Sam - miljøplanlægning (komb. NAT), cand.techn.soc."
EDU_audd_6189,"Tek-Sam - miljøplanlægning (komb. HUM-TEK), cand.techn.soc."
EDU_audd_620,"Pædagogik, ivu (lvu)"
EDU_audd_6200,"Agrobiology, cand.scient."
EDU_audd_6201,"Arkitekt, bach."
EDU_audd_6202,"Arkitekt, cand.arch."
EDU_audd_6203,"Arkitekt, bach."
EDU_audd_6204,"Arkitekt, cand.arch."
EDU_audd_6205,"Designer, bach."
EDU_audd_6206,"Designer, cand.des."
EDU_audd_6235,"Fødevarevidenskab, cand.brom."
EDU_audd_6242,"Design og analyse af konstruktioner, ingeniør bach."
EDU_audd_6243,"Communication Technologies, cand.polyt."
EDU_audd_6244,"Mechanical Engineering, cand.polyt."
EDU_audd_6245,"Management Engineering, cand.polyt."
EDU_audd_6246,"Materials and Nanotechnology, cand.polyt."
EDU_audd_6247,"Structural Design and Analysis, cand.polyt."
EDU_audd_6248,"Physics and Technology, cand.polyt."
EDU_audd_625,"Humanistisk/teologisk, ivu (lvu)"
EDU_audd_6260,"IT una, cand.it."
EDU_audd_6261,"IT til organisationer, cand.it."
EDU_audd_6262,"Digital design og kommunikation, cand.it."
EDU_audd_6263,"Digital Innovation and Management, cand.it."
EDU_audd_6264,"Tværfaglig IT-udvikling, cand.it"
EDU_audd_6265,"Softwaredesign, cand.it."
EDU_audd_6266,"Games, cand.it."
EDU_audd_6267,"Neuroscience og neuroimaging (SDC), cand.scient."
EDU_audd_6268,"Informatik, cand.scient."
EDU_audd_6269,"Electrical Engineering, cand.polyt."
EDU_audd_6270,"Electrical Engineering, cand.scient.tech."
EDU_audd_6271,"Biologi, gymnasie-hf lærer"
EDU_audd_6282,"Psykologi, gymnasie-hf lærer med. (RUC)"
EDU_audd_6285,"Teknisk informationsteknologi, civilingeniør"
EDU_audd_6296,"Musik og musikterapi, fællessemester (kand.) (AAU)"
EDU_audd_6297,"Humanistisk, fællessemester (kand.) (AAU)"
EDU_audd_6298,"Musikterapi, fællessemester (bach.)"
EDU_audd_6299,"Humanistisk, fællessemester (bach.) (AAU)"
EDU_audd_630,"Kunstnerisk, ivu (lvu)"
EDU_audd_6301,"Neuroscience, cand.scient"
EDU_audd_6313,"Interreligiøse islamstudier, cand.mag."
EDU_audd_6321,"Contemporary Middle Eastern Studies, cand.mag."
EDU_audd_6322,"Nærorientalsk arkæologi, cand.mag."
EDU_audd_6354,"Industrielt design, bach."
EDU_audd_6355,"Kommunikationsdesign, bach."
EDU_audd_6356,"Beklædnings- og modedesign, bach."
EDU_audd_6357,"Tekstildesign, bach."
EDU_audd_6358,"Accessory design, bach."
EDU_audd_6359,"Design for People, cand.des."
EDU_audd_6360,"Design for Planet, cand.des."
EDU_audd_6361,"Design for Play, cand.des."
EDU_audd_6380,"Humanistisk, sidefag"
EDU_audd_6381,"Samfundsvidenskab, sidefag"
EDU_audd_6382,"Naturvidenskab, sidefag"
EDU_audd_6383,"Pædagogik, sidefag"
EDU_audd_6384,"Kultur, sidefag"
EDU_audd_6385,"Sundhedsvidenskab, sidefag"
EDU_audd_639,"Samfundsvidenskab, ivu (lvu)"
EDU_audd_6393,"Pædagogik, supplering"
EDU_audd_6394,"Kultur, supplering"
EDU_audd_6395,"Teknisk, supplering"
EDU_audd_6396,"Naturvidenskab, supplering"
EDU_audd_6397,"Sundhed, supplering"
EDU_audd_6398,"Samfundsvidenskab, supplering"
EDU_audd_6399,"Humanistisk, supplering"
EDU_audd_6401,"Advanced migration studies, cand.mag."
EDU_audd_6402,"Sprogpsykologi, cand.mag."
EDU_audd_6403,"Dansk (komb. HUM), bach."
EDU_audd_6404,"Dansk (komb. SAM), bach."
EDU_audd_6405,"Dansk (komb. NAT), bach."
EDU_audd_6406,"Dansk (komb. HUM-TEK), bach."
EDU_audd_6407,"Arbejdslivsstudier (komb. HUM), cand.soc."
EDU_audd_6408,"Arbejdslivsstudier (komb. SAM), cand.soc."
EDU_audd_6409,"Arbejdslivsstudier (komb. NAT), cand.soc."
EDU_audd_6410,"Arbejdslivsstudier (komb. HUM-TEK), cand.soc."
EDU_audd_6413,"Maritime Archaeology, cand.mag."
EDU_audd_6414,"Fransk (komb. HUM), cand.mag."
EDU_audd_6415,"Fransk (komb. SAM), cand.mag."
EDU_audd_6416,"Fransk (komb. NAT), cand.mag."
EDU_audd_6417,"Fransk (komb. HUM-TEK), cand.mag."
EDU_audd_6418,"Tysk (komb. HUM), cand.mag."
EDU_audd_6419,"Tysk (komb. SAM), cand.mag."
EDU_audd_6420,"Tysk (komb. NAT), cand.mag."
EDU_audd_6421,"Tysk (komb. HUM-TEK), cand.mag."
EDU_audd_6424,"Arbejdslivsstudier, kand."
EDU_audd_6425,"Informatik (komb. HUM), cand.mag."
EDU_audd_6426,"Informatik (komb. SAM), cand.mag."
EDU_audd_6427,"Informatik (komb. NAT), cand.mag."
EDU_audd_6428,"Informatik (komb. HUM-TEK), cand.mag."
EDU_audd_645,"Naturvidenskab, ivu (lvu)"
EDU_audd_6452,"Multimedia arts, cand.mag."
EDU_audd_6454,"Sprog og internat. virksomhedskommunikation, overbygning"
EDU_audd_6455,"Turisme, cand.mag."
EDU_audd_6456,"Globale studier, cand.soc."
EDU_audd_6457,"Internationale studier, cand.mag."
EDU_audd_6458,"Culture, Communication and Globalization, cand.mag."
EDU_audd_6459,"Sustainable heritage management, cand.mag."
EDU_audd_6461,"Arkæologi, cand.mag."
EDU_audd_6462,"Humanistisk kombination, kombination (RUC)"
EDU_audd_6463,"Samfundsvidenskab una, bach."
EDU_audd_6464,"Sustainable Tourism and Hospitality Management, AO"
EDU_audd_6465,"Spanske- og spanskamerikanske studier (SDU), cand.mag."
EDU_audd_6466,"Spansk og spanskamerikansk sprog, litteratur og kultur (AU), cand.mag."
EDU_audd_6467,"Spansk- og latinamerikansk sprog og kultur (AAU), cand.scient."
EDU_audd_6468,"Internationale studier, cand.mag."
EDU_audd_6469,"Environmental Engineering, cand.polyt."
EDU_audd_6470,"Erhvervsøkonomi og jura, cand.merc.jur."
EDU_audd_6471,"Erhvervsøkonomi, cand.merc."
EDU_audd_6490,"Pædagogik, bifag/sidefag 2 år"
EDU_audd_6491,"Humanistisk, bifag/sidefag 2 år"
EDU_audd_6492,"Kunstnerisk, bifag/sidefag 2 år"
EDU_audd_6493,"Samfundsvidenskab, bifag/sidefag 2 år"
EDU_audd_6494,"Naturvidenskab, bifag/sidefag 2 år"
EDU_audd_6495,"Naturvidenskab una, bach."
EDU_audd_6496,"Teknisk videnskab una, bach."
EDU_audd_6497,"Sundhedsvidenskab una, bach."
EDU_audd_6500,"Audiologopædi, bach."
EDU_audd_6501,"Audiologopædi, cand.phil."
EDU_audd_6502,"Mellemøstens sprog og samfund-Nærorientalsk arkæologi, bach."
EDU_audd_6503,"Balkanstik, cand.phil."
EDU_audd_6504,"Sprogvidenskab og lingvistik, bach."
EDU_audd_6505,"Mellemøstens sprog og samfund - Assyriologi, bach."
EDU_audd_6506,"Medievidenskab, bach."
EDU_audd_6507,"Interkulturel pædagogik og dansk som andetsprog, bach."
EDU_audd_6508,"Interkulturel pædagogik og arabisk, bach."
EDU_audd_6509,"Humanistisk-teknologisk una, bach."
EDU_audd_6510,"Dramaturgi, bach."
EDU_audd_6511,"Dramaturgi, cand.phil."
EDU_audd_6512,"Engelsk, bach."
EDU_audd_6513,"Engelsk, cand.phil."
EDU_audd_6514,"Amerikansk samfundsstudie, cand.phil."
EDU_audd_6515,"Eskimologi, cand.phil."
EDU_audd_6516,"Antropologi, bach."
EDU_audd_6517,"Etnografi og antropologi, cand.phil."
EDU_audd_6518,"Etnologi europæisk, bach"
EDU_audd_6519,"Etnologi europæisk, cand.phil."
EDU_audd_6520,"Film- og medievidenskab, bach."
EDU_audd_6521,"Filmvidenskab, cand.phil."
EDU_audd_6522,"Filosofi, bach."
EDU_audd_6523,"Filosofi, cand.phil."
EDU_audd_6524,"Finsk, bach."
EDU_audd_6525,"Finsk, cand.phil."
EDU_audd_6526,"Folkemindevidenskab, bach."
EDU_audd_6527,"Folkemindevidenskab, cand.phil."
EDU_audd_6528,"Arkæologi forhistorisk, bach."
EDU_audd_6529,"Arkæologi forhistorisk, cand.phil."
EDU_audd_6530,"Fransk sprog,litteratur og kultur, bach."
EDU_audd_6531,"Fransk, cand.phil."
EDU_audd_6532,"Biblioteksvidenskab, it og kommunikation, bach."
EDU_audd_6533,"Fransk samfund- og kulturdokumentation, cand.phil."
EDU_audd_6534,"Historie, bach."
EDU_audd_6535,"Historie, cand.phil."
EDU_audd_6536,"Kommunikation og digitale medier, bach."
EDU_audd_6537,"Informatik, cand.phil."
EDU_audd_6538,"Kommunikation og IT, bach."
EDU_audd_6539,"Kommunikation, cand.phil."
EDU_audd_6540,"Idehistorie, bach."
EDU_audd_6541,"Idehistorie, cand.phil."
EDU_audd_6542,"Indianske sprog og kulturer, bach."
EDU_audd_6543,"Indiansk sprog og kultur, cand.phil."
EDU_audd_6544,"Asienstudier, Indologi, bach."
EDU_audd_6545,"Indologi, cand.phil."
EDU_audd_6546,"Digital design med interaktionsstudier og IT, bach."
EDU_audd_6547,"Nyindisk, cand.phil."
EDU_audd_6548,"Asienstudier, Indonesisk/Sydøstasienstudier, bach."
EDU_audd_6549,"Sanskrit, cand.phil."
EDU_audd_6550,"Italiensk sprog og kultur, bach."
EDU_audd_6551,"Italiensk, cand.phil."
EDU_audd_6552,"Persisk, bach."
EDU_audd_6553,"Iransk, cand.phil."
EDU_audd_6554,"Grønlandske og arktiske studier, bach."
EDU_audd_6555,"Asienstudier, Thai/Sydøstasienstudier, bach."
EDU_audd_6556,"Arkæologi klassisk, bach."
EDU_audd_6557,"Arkæologi klassisk, cand.phil."
EDU_audd_6558,"Rumænsk, bach."
EDU_audd_6559,"Asienstudier, Japanstudier, bach."
EDU_audd_6560,"Filologi klassisk, bach."
EDU_audd_6561,"Asienstudier, Kinastudier, bach."
EDU_audd_6562,"Film- og medievidenskab, bach."
EDU_audd_6563,"Græsk, cand.phil."
EDU_audd_6564,"Asienstudier, Koreastudier, bach."
EDU_audd_6565,"Græsk-byzantinsk, cand.phil."
EDU_audd_6566,"Asienstudier, Tibetologi, bach."
EDU_audd_6567,"Filologi klassisk, cand.phil."
EDU_audd_6568,"Anvendt filosofi, bach."
EDU_audd_6569,"Latin, cand.phil."
EDU_audd_6570,"Humanistisk una, bach."
EDU_audd_6571,"Latin middelalder, cand.phil."
EDU_audd_6572,"Uddannelsesvidenskab, c.soc."
EDU_audd_6573,"Nylatin, cand.phil."
EDU_audd_6574,"Indoeuropæisk, bach."
EDU_audd_6575,"Oldtidskundskab, cand.phil."
EDU_audd_6576,"Europæisk business, bach."
EDU_audd_6577,"Kristendomshistorie, cand.phil."
EDU_audd_6578,"Kunsthistorie, bach."
EDU_audd_6579,"Kunsthistorie, cand.phil."
EDU_audd_6580,"Litteraturhistorie, bach."
EDU_audd_6581,"Litteraturhistorie, cand.phil."
EDU_audd_6582,"Litteraturvidenskab, bach."
EDU_audd_6583,"Litteraturvidenskab, cand.phil."
EDU_audd_6584,"Middelalder- og renæssancearkæologi, bach."
EDU_audd_6585,"Arkæologi middelalder, cand.phil."
EDU_audd_6586,"Musik/Musikvidenskab, bach."
EDU_audd_6587,"Musikvidenskab, cand.phil."
EDU_audd_6588,"Nederlandsk, bach."
EDU_audd_6589,"Nederlandsk, cand.phil."
EDU_audd_659,"Teknisk, ivu (lvu)"
EDU_audd_6590,"Dansk, bach."
EDU_audd_6591,"Dansk, cand.phil."
EDU_audd_6592,"Nordisk sprog og litteratur, bach."
EDU_audd_6593,"Nordisk filologi, cand.phil."
EDU_audd_6594,"Mellemøstens sprog og samfund - Ægyptologi, bach."
EDU_audd_6595,"Nordisk litteratur, cand.phil."
EDU_audd_6596,"Øst- og sydøsteuropastudier, balkanstudier, bach."
EDU_audd_6597,"Nygræsk, cand.phil."
EDU_audd_6598,"Nærorientalsk oldtidskultur, bach."
EDU_audd_6599,"Signal Processing and Acoustics, cand.polyt."
EDU_audd_6600,"Mellemøstens sprog og samfund-arabisk, bach."
EDU_audd_6601,"Nærorientalsk oldtidskultur, cand.phil."
EDU_audd_6602,"Mellemøstens sprog og samfund-hebraisk, bach."
EDU_audd_6603,"Ægyptologi, cand.phil."
EDU_audd_6604,"Portugisisk, bach."
EDU_audd_6605,"Portugisisk, cand.phil."
EDU_audd_6606,"Pædagogik, bach."
EDU_audd_6607,"Pædagogik, cand.phil."
EDU_audd_6608,"Uddannelsesvidenskab, bach."
EDU_audd_6609,"Ulandspædagogik, cand.phil."
EDU_audd_6610,"Mellemøstens sprog og samfund-persisk, bach."
EDU_audd_6611,"Voksenpædagogik, cand.phil."
EDU_audd_6612,"Religionshistorie, bach."
EDU_audd_6613,"Religionshistorie, cand.phil."
EDU_audd_6614,"Mellemøstens sprog og samfund-tyrkisk, bach."
EDU_audd_6615,"Religionssociologi, cand.phil."
EDU_audd_6616,"Semitisk, bach."
EDU_audd_6617,"Arabisk, cand.phil."
EDU_audd_6618,"Sprog og internationale studier-engelsk, bach."
EDU_audd_6619,"Hebraisk, cand.phil."
EDU_audd_6620,"Østeuropastudier, bach."
EDU_audd_6621,"Bulgarsk, cand.phil."
EDU_audd_6622,"Mellemøstens sprog og samfund, bach."
EDU_audd_6623,"Polsk, cand.phil."
EDU_audd_6624,"Elektrisk energiteknologi, ing.prof.bach."
EDU_audd_6625,"Russisk, cand.phil."
EDU_audd_6626,"Kemi og bioteknologi, ing.prof.bach."
EDU_audd_6627,"Serbokroatisk, cand.phil."
EDU_audd_6628,"Maskinteknik, ing.prof.bach."
EDU_audd_6629,"Tjekkisk, cand.phil."
EDU_audd_6630,"Produktion (Produktionsteknik), ing.prof.bach."
EDU_audd_6631,"Øststatskundskab, cand.phil."
EDU_audd_6632,"Spansk og spanskamerikanske studier, bach."
EDU_audd_6633,"Spansk, cand.phil."
EDU_audd_6634,"Informatik (komb.HUM), bach."
EDU_audd_6635,"Informatik (komb.SAM), bach."
EDU_audd_6636,"Informatik (komb.NAT), bach."
EDU_audd_6637,"Lingvistik, cand.phil."
EDU_audd_6638,"Informatik (komb.HUM-TEK), bach."
EDU_audd_6639,"Lingvistik indoeuropæisk, cand.phil."
EDU_audd_6640,"Teater- og performancestudier, bach."
EDU_audd_6641,"Teatervidenskab, cand.phil."
EDU_audd_6642,"Tysk sprog, litteratur og kultur, bach."
EDU_audd_6643,"Tysk, cand.phil."
EDU_audd_6644,"Ungarsk, bach."
EDU_audd_6645,"Ungarsk, cand.phil."
EDU_audd_6646,"Østasiatisk sprog og kultur, bach."
EDU_audd_6647,"Japansk, cand.phil."
EDU_audd_6648,"Softwareteknologi, ing.prof.bach."
EDU_audd_6649,"Kinesisk, cand.phil."
EDU_audd_6650,"Moderne Indien og Sydasienstudier, bach."
EDU_audd_6651,"Kinesisk kultur, cand.phil."
EDU_audd_6652,"Sprog og internationale studier-spansk, bach."
