code,description
LAB_disco_7112,Murer- og brolægningsarbejde
LAB_disco_7113,Stenhuggerarbejde
LAB_disco_7114,Arbejde med opførelse af betonkonstruktioner
LAB_disco_7115,Tømrer- og bygningssnedkerarbejde
LAB_disco_7119,Andet bygningsarbejde – basis
LAB_disco_7121,Arbejde med tagdækning
LAB_disco_7122,Arbejde med gulv- og klinkelægning
LAB_disco_7123,Stukkatørarbejde
LAB_disco_7124,Arbejde med isolering af bygninger
LAB_disco_7125,Glarmesterarbejde
LAB_disco_7126,VVS-arbejde
LAB_disco_7127,Montørarbejde inden for klima- og køleteknik
LAB_disco_7131,Malerarbejde
LAB_disco_7132,Sprøjtelakererarbejde
LAB_disco_7133,Rensning af bygninger
LAB_disco_7211,Formning og støbning af emner i metal
LAB_disco_7212,Svejsearbejde og skærebrænding
LAB_disco_7213,Pladesmedarbejde
LAB_disco_7214,Stålkonstruktionsarbejde
LAB_disco_7215,Riggerarbejde
LAB_disco_7221,Smedearbejde
LAB_disco_7222,Værktøjsmagerarbejde
LAB_disco_7223,Operatør- og opstillingsarbejde af metalforarbejdningsmaskiner
LAB_disco_7224,Arbejde med polering og slibning af emner i metal
LAB_disco_7231,Mekanikerarbejde inden for motorkøretøjer
LAB_disco_7232,Flymekanikerarbejde
LAB_disco_7233,"Mekanikerarbejde, landbrugs- og industrimaskiner"
LAB_disco_7234,"Mekanikerarbejde, cykler og tilsvarende køretøjer"
LAB_disco_7311,Finmekanikerarbejde
LAB_disco_7312,Håndfremstilling af musikinstrumenter
LAB_disco_7313,"Juveler-, guld- og sølvsmedearbejde"
LAB_disco_7314,Pottemagerarbejde og beslægtede funktioner
LAB_disco_7315,Glaspusterarbejde og arbejde med færdiggørelse af glasprodukter
LAB_disco_7316,"Skiltemaler-, dekoratør- og gravørarbejde"
LAB_disco_7317,Håndfremstilling af produkter i træ og tilsvarende materialer
LAB_disco_7318,"Håndfremstilling af produkter i tekstil, læder og tilsvarende materialer"
LAB_disco_7319,Andet præcisionshåndværk
LAB_disco_7321,Prepressarbejde og grafisk formfremstilling
LAB_disco_7322,Trykkerarbejde
LAB_disco_7323,Arbejde med færdiggørelse og indbinding af trykte produkter
LAB_disco_7411,Elektrikerarbejde
LAB_disco_7412,Elektromekanikerarbejde
LAB_disco_7413,Installation og reparation af elektrisk ledningsføring inden for forsyningsvirksomhed
LAB_disco_7421,Elektronikmekanikerarbejde
LAB_disco_7422,Installation og service inden for informations- og kommunikationsteknologi
LAB_disco_7511,"Slagterarbejde, fiskehandel og beslægtet arbejde inden for fødevarefremstilling"
LAB_disco_7512,"Bager- og konditorarbejde, ekskl. industri"
LAB_disco_7513,Fremstilling af mejeriprodukter
LAB_disco_7514,"Fremstilling og konservering af frugt, grøntsager og tilsvarende produkter"
LAB_disco_7515,Prøvesmagning af nærings- og nydelsesmidler
LAB_disco_7516,Fremstilling af tobaksprodukter
LAB_disco_7521,Håndværkspræget træimprægneringsarbejde
LAB_disco_7522,Møbelsnedkerarbejde
LAB_disco_7523,Operatør- og opstillingsarbejde af træbearbejdningsmaskiner
LAB_disco_7531,Skrædderarbejde og beslægtet arbejde
LAB_disco_7532,Tilskærerarbejde
LAB_disco_7533,Syarbejde og beslægtet arbejde
LAB_disco_7534,Møbelpolstrerarbejde
LAB_disco_7535,Forarbejdning af skind
LAB_disco_7536,Skomagerarbejde og beslægtet arbejde
LAB_disco_7541,Dykkerarbejde
LAB_disco_7542,Sprængnings- og fyrværkeriarbejde
LAB_disco_7543,Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler)
LAB_disco_7544,Desinfektionsarbejde og skadedyrsbekæmpelse
LAB_disco_7549,Håndværkspræget arbejde ikke klassificeret andetsteds
LAB_disco_8111,Mine- og stenbrudsarbejde
LAB_disco_8112,Operatørarbejde ved anlæg til råstofudvinding
LAB_disco_8113,Boreanlægsarbejde
LAB_disco_8114,"Operatørarbejde ved fremstilling af cement-, sten- og andre råstofprodukter"
LAB_disco_8121,Operatørarbejde ved forarbejdning af metal
LAB_disco_8122,Operatørarbejde ved overfladebehandling af metal
LAB_disco_8131,Operatørarbejde ved fremstilling af kemiske produkter
LAB_disco_8132,Operatørarbejde ved fremstilling af fotografiske produkter
LAB_disco_8141,Operatørarbejde ved fremstilling af gummiprodukter
LAB_disco_8142,Operatørarbejde ved fremstilling af plast
LAB_disco_8143,Operatørarbejde ved fremstilling af papirprodukter
LAB_disco_8151,Operatørarbejde ved forarbejdning af materialer i fiber og tekstil
LAB_disco_8152,Operatørarbejde ved vævning og strikning
LAB_disco_8153,Operatørarbejde af symaskiner
LAB_disco_8154,"Operatørarbejde ved blegning, farvning og rensning af tekstiler"
LAB_disco_8155,Operatørarbejde ved klargøring af pels og læder
LAB_disco_8156,Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter
LAB_disco_8157,Operatørarbejde af vaskemaskiner
LAB_disco_8159,"Andet operatørarbejde ved fremstilling af tekstil-, pels- og læderprodukter"
LAB_disco_8160,Operatørarbejde ved fremstilling af nærings- og nydelsesmidler
LAB_disco_8171,Operatørarbejde ved fremstilling af papirmasse og papirprodukter
LAB_disco_8172,Operatørarbejde ved træforarbejdning
LAB_disco_8181,Operatørarbejde ved fremstilling af glas og keramik
LAB_disco_8182,Operatørarbejde ved dampmaskine- og kedelanlæg
LAB_disco_8183,"Operatørarbejde af maskiner til pakning, påfyldning og mærkning"
LAB_disco_8189,Andet operatørarbejde ved stationære anlæg og maskiner
LAB_disco_8211,Monteringsarbejde af mekaniske maskiner
LAB_disco_8212,Monteringsarbejde af elektrisk og elektronisk udstyr
LAB_disco_8219,Andet monteringsarbejde
LAB_disco_8311,Lokomotivførerarbejde
LAB_disco_8312,Tograngering
LAB_disco_8321,Motorcykelførere
LAB_disco_8322,"Chauffører af biler, taxier og varevogne"
LAB_disco_8331,Buschauffører
LAB_disco_8332,Lastbilchauffører
LAB_disco_8341,Førere af mobile landsbrugs- og skovbrugsmaskiner
LAB_disco_8342,Entreprenørmaskinførerarbejde
LAB_disco_8343,Kran- og liftførerarbejde
LAB_disco_8344,Truckførerarbejde
LAB_disco_8350,Dæksarbejde og medhjælp om bord på skibe
LAB_disco_9111,Rengøringsarbejde i private hjem
LAB_disco_9112,Rengøringsarbejde undtagen i private hjem
LAB_disco_9121,Manuel vask og presning af tøj
LAB_disco_9122,Rengøring af transportmidler
LAB_disco_9123,Vinduespudsning
LAB_disco_9129,Andet rengøringsarbejde
LAB_disco_9211,Manuelt arbejde inden for agerbrug
LAB_disco_9212,Manuelt arbejde inden for husdyravl
LAB_disco_9213,Manuelt arbejde inden for både agerbrug og husdyravl
LAB_disco_9214,Manuelt arbejde inden for havebrug og væksthusgartneri
LAB_disco_9215,Manuelt skovarbejde
LAB_disco_9216,Manuelt arbejde inden for fiskeri og akvakultur
LAB_disco_9311,Manuelt arbejde inden for råstofudvinding
LAB_disco_9312,Manuelt arbejde inden for anlægssektoren
LAB_disco_9313,Manuelt arbejde inden for byggesektoren
LAB_disco_9321,Pakkeriarbejde
LAB_disco_9329,Andet manuelt produktionsarbejde
LAB_disco_9331,Førere af hånd- og pedaldrevne køretøjer
LAB_disco_9332,Førere af dyretrukne køretøjer og maskineri
LAB_disco_9333,Arbejde med lastning og losning
LAB_disco_9334,Arbejde med opfyldning af lager og butik
LAB_disco_9411,Tilberedning af fastfood
LAB_disco_9412,Køkkenhjælp mv.
LAB_disco_9510,Servicearbejde på gaden
LAB_disco_9520,Gadesalg (undtagen madvarer)
LAB_disco_9611,Indsamling af skrald og genbrugsartikler
LAB_disco_9612,Arbejde med affaldssortering
LAB_disco_9613,Gadefejning og beslægtet arbejde
LAB_disco_9621,Kurérarbejde og transport af bagage
LAB_disco_9622,Forefaldende arbejde
LAB_disco_9623,Måleraflæsning og tømning af salgsautomater
LAB_disco_9629,Andet manuelt arbejde
LAB_disco_11000,Militært arbejde på officersniveau
LAB_disco_21000,Militært arbejde på befalingsmandsniveau (underofficersarbejde)
LAB_disco_31000,"Militært arbejde, øvrige rangordener"
LAB_disco_111100,Øverste ledelse i lovgivende myndigheder
LAB_disco_111200,Øverste ledelse i offentlige virksomheder
LAB_disco_111400,Øverste ledelse i interesseorganisationer
LAB_disco_112010,Øverste administrerende virksomhedsledelse
LAB_disco_112020,Virksomhedsledelse af tværgående funktioner
LAB_disco_121100,Ledelse inden for økonomifunktioner
LAB_disco_121200,Ledelse inden for HR-funktioner
LAB_disco_121310,Ledelse inden for virksomhedsstrategi/policy området
LAB_disco_121320,Administrativ ledelse i den offentlige sektor
LAB_disco_121910,Ledelse af rengøringsfunktioner o.l.
LAB_disco_121920,Ledelse af logistikfunktioner
LAB_disco_121990,Anden ledelse inden for forretningsservice og administrative funktioner i øvrigt
LAB_disco_122100,Ledelse af salg og marketing
LAB_disco_122200,Ledelse af reklame og PR
LAB_disco_122300,Ledelse af kommerciel forskning og udvikling
LAB_disco_131100,Ledelse af produktion i landbrug og skovbrug
LAB_disco_131200,Ledelse af produktion inden for akvakultur og fiskeri
LAB_disco_132100,"Ledelse af hovedaktiviteten inden for fremstillingsvirksomhed (undtagen landbrug, skovbrug og fiskeri)"
LAB_disco_132200,Ledelse af hovedaktiviteten inden for råstofudvinding
LAB_disco_132300,Ledelse af hovedaktiviteten inden for bygge- og anlægsvirksomhed
LAB_disco_132400,"Ledelse af hovedaktiviteten inden for forsyning, distribution o.l."
LAB_disco_133010,Ledelse af hovedaktiviteten inden for informations- og kommunikationsteknologi (Business to Business)
LAB_disco_133020,Ledelse af intern IT
LAB_disco_134100,Ledelse af hovedaktiviteten inden for pædagogisk arbejde med og omsorg for børn
LAB_disco_134200,Ledelse af hovedaktiviteten inden for sundhedsområdet
LAB_disco_134300,Ledelse af hovedaktiviteten inden for ældreplejen
LAB_disco_134400,Ledelse af hovedaktiviteten inden for det sociale område
LAB_disco_134500,Ledelse af hovedaktiviteten inden for undervisningsområdet
LAB_disco_134600,Ledelse af hovedaktiviteten inden for finans- og forsikringsområdet
LAB_disco_134910,Ledelse af hovedaktiviteten inden for politi og retsvæsen
LAB_disco_134990,Anden ledelse af hovedaktiviteten inden for servicefag i øvrigt
LAB_disco_141100,Ledelse af hovedaktiviteten af hoteller
LAB_disco_141200,Ledelse af hovedaktiviteten inden for restauration
LAB_disco_142010,Ledelse af hovedaktiviteten inden for detailhandel
LAB_disco_142020,Ledelse af hovedaktiviteten inden for engroshandel
LAB_disco_143100,"Ledelse af hovedaktiviteten inden for sport, forlystelse og kultur"
LAB_disco_143900,Ledelse af hovedaktiviteten inden for andre serviceområder
LAB_disco_211100,Arbejde inden for fysik og astronomi
LAB_disco_211200,Arbejde inden for meteorologi
LAB_disco_211300,Arbejde inden for kemi
LAB_disco_211400,Arbejde inden for geologi og geofysik
LAB_disco_212000,"Arbejde med matematiske, aktuariske og statistiske metoder og teorier"
LAB_disco_213110,Arbejde inden for biokemi
LAB_disco_213120,"Arbejde inden for biologi, botanik, zoologi og beslægtede områder"
LAB_disco_213200,"Rådgivning inden for landbrug, skovbrug og fiskeri"
LAB_disco_213300,Arbejde inden for miljøbeskyttelse
LAB_disco_214100,Ingeniørarbejde i industri og produktion
LAB_disco_214200,Ingeniørarbejde vedrørende bygninger og anlæg
LAB_disco_214300,Ingeniørarbejde inden for miljø
LAB_disco_214400,Ingeniørarbejde inden for mekaniske systemer
LAB_disco_214500,Ingeniørarbejde inden for kemi
LAB_disco_214600,"Ingeniørarbejde inden for minedrift, metallurgi og beslægtede områder"
LAB_disco_214900,Andet ingeniørarbejde (undtagen elektroteknologi)
LAB_disco_215100,Ingeniørarbejde inden for elektricitet
LAB_disco_215200,Ingeniørarbejde inden for elektronik
LAB_disco_215300,Ingeniørarbejde inden for telekommunikation
LAB_disco_216100,Arbejde med bygningsarkitektur
LAB_disco_216200,Arbejde med landskabsarkitektur
LAB_disco_216300,Arbejde med produkt- og tøjdesign
LAB_disco_216400,Arbejde med by- og trafikplanlægning
LAB_disco_216500,Arbejde med kartografi og landinspektørarbejde
LAB_disco_216600,Arbejde med grafisk og multimediedesign
LAB_disco_221100,Almindeligt lægearbejde
LAB_disco_221200,Speciallægearbejde
LAB_disco_222110,"Sygeplejerskearbejde, basisfunktioner"
LAB_disco_222120,"Sygeplejerskearbejde, specialfunktioner"
LAB_disco_222130,Sundhedsplejerskearbejde
LAB_disco_222200,Jordemoderarbejde
LAB_disco_223000,Arbejde inden for naturmedicin og alternativ behandling
LAB_disco_224000,Paramedicinsk arbejde
LAB_disco_225000,Dyrlægearbejde
LAB_disco_226100,Tandlægearbejde
LAB_disco_226200,Farmaceutarbejde
LAB_disco_226300,Arbejde inden for arbejdsmiljø og hygiejne
LAB_disco_226410,Fysioterapeutarbejde
LAB_disco_226420,Afspændingspædagogarbejde
LAB_disco_226510,"Kost- og ernæringsarbejde, basisfunktioner"
LAB_disco_226520,"Kost- og ernæringsarbejde, specialfunktioner"
LAB_disco_226610,Arbejde inden for audiologi
LAB_disco_226620,Arbejde inden for logopædi
LAB_disco_226700,Optiker/optometristarbejde
LAB_disco_226910,Ergoterapeutarbejde
LAB_disco_226920,Fodterapeutarbejde
LAB_disco_226930,Kiropraktikerarbejde
LAB_disco_226990,Sundhedsarbejde ikke klassificeret andetsteds
LAB_disco_231010,Undervisning og forskning ved lange videregående uddannelser
LAB_disco_231020,Undervisning og forskning ved mellemlange videregående uddannelser
LAB_disco_231030,Undervisning og forskning ved korte videregående uddannelser
LAB_disco_232010,Undervisning ved erhvervsuddannelser for unge
LAB_disco_232020,Undervisning ved arbejdsmarkedsuddannelser
LAB_disco_232030,Undervisning ved voksenerhvervsuddannelser
LAB_disco_233010,Undervisning på gymnasialt niveau
LAB_disco_233020,Undervisning ved øvrige almene uddannelser efter grundskoleniveau
LAB_disco_234110,"Undervisning på grundskoleniveau, unge og voksne"
LAB_disco_234120,"Undervisning på grundskoleniveau, (børn, 1.-10. klasse)"
LAB_disco_234130,"Undervisning på grundskoleniveau, børnehaveklasseniveau"
LAB_disco_234200,Undervisning før grundskoleniveau
LAB_disco_234310,Pædagogisk arbejde med unge og voksne
LAB_disco_234320,"Pædagogisk arbejde, fritidsklubber/legepladser"
LAB_disco_234330,Pædagogisk arbejde i skolefritidsordninger/fritidshjem og på skoler
LAB_disco_234340,"Pædagogisk arbejde, førskolebørn"
LAB_disco_234390,Andet pædagogisk arbejde
LAB_disco_235100,"Forskning, udvikling og rådgivning inden for undervisningsmetoder"
LAB_disco_235210,"Specialundervisning, unge og voksne"
LAB_disco_235220,Specialundervisning på grundskoleniveau (1.-10. klasse)
LAB_disco_235230,Specialundervisning på børnehaveklasseniveau
LAB_disco_235300,Anden sprogundervisning
LAB_disco_235400,Anden musik- og sangundervisning
LAB_disco_235500,Anden undervisning inden for kreative fag
LAB_disco_235600,Anden undervisning inden for informationsteknologi
LAB_disco_235710,"Specialpædagogisk arbejde, ældre og handicappede"
LAB_disco_235720,"Specialpædagogisk arbejde, aktivering mv."
LAB_disco_235730,"Specialpædagogisk arbejde, rådgivning af voksne"
LAB_disco_235740,"Specialpædagogisk arbejde, kontakt med- og ledsagning af voksne"
LAB_disco_235750,"Specialpædagogisk arbejde, børn og unge"
LAB_disco_235760,"Specialpædagogisk arbejde, førskolebørn"
LAB_disco_235790,Andet specialpædagogisk arbejde
LAB_disco_235910,Undervisningsarbejde ikke klassificeret andetsteds (ekskl. medhjælp)
LAB_disco_235920,Pædagogisk arbejde ikke klassificeret andetsteds (ekskl. medhjælp)
LAB_disco_241100,Revisions- og regnskabscontrollerarbejde
LAB_disco_241210,Rådgivning af storkunder og private banking kunder inden for finans og forsikring
LAB_disco_241220,Generel rådgivning af erhvervskunder inden for finans og forsikring
LAB_disco_241230,Generel rådgivning af privatkunder inden for finans og forsikring
LAB_disco_241240,"Rådgivning inden for specialområde som investering, valuta og formue"
LAB_disco_241310,Analytikerarbejde inden for finans og forsikring
LAB_disco_241320,Arbejde med udvikling og vedligeholdelse af bank- og forsikringsprodukter
LAB_disco_242100,Analytikerarbejde inden for ledelse og virksomhedsorganisation
LAB_disco_242200,Arbejde med virksomhedsstrategi/policy
LAB_disco_242300,Arbejde med analyse og rådgivning inden for HR
LAB_disco_242400,Arbejde med personaleudvikling og -oplæring
LAB_disco_243100,Arbejde inden for reklame og marketing
LAB_disco_243200,Arbejde inden for PR
LAB_disco_243310,Arbejde inden for teknisk salg (undtagen informations- og kommunikationsteknologi)
LAB_disco_243320,Arbejde inden for medicinsk salg
LAB_disco_243400,Arbejde inden for salg af informations- og kommunikationsteknologi
LAB_disco_251110,Arbejde med overordnet IT-arkitektur
LAB_disco_251120,Design af IT-systemer og analyse af forretningsprocesser
LAB_disco_251210,IT-projektstyring
LAB_disco_251220,Rådgivning og programmering inden for softwareudvikling
LAB_disco_251300,Web- og multimedieudvikling
LAB_disco_251400,Vedligeholdelse og dokumentation af software
LAB_disco_251900,"Andet arbejde med software, herunder test og kvalitetssikring"
LAB_disco_252100,Design og administration af databaser
LAB_disco_252200,Systemadministration
LAB_disco_252300,Arbejde med computernetværk
LAB_disco_252900,Andet arbejde med databaser og netværk
LAB_disco_261110,Advokatarbejde
LAB_disco_261120,Advokatfuldmægtigarbejde
LAB_disco_261200,Dommerarbejde
LAB_disco_261900,Andet juridisk arbejde
LAB_disco_262100,Arkivar- og museumsinspektørarbejde
LAB_disco_262200,Bibliotekararbejde og andet informationsarbejde
LAB_disco_263100,Arbejde inden for samfundsøkonomi
LAB_disco_263200,"Arbejde inden for sociologi, antropologi og beslægtede områder"
LAB_disco_263300,"Arbejde inden for filosofi, historie og statskundskab"
LAB_disco_263400,Arbejde inden for psykologi
LAB_disco_263500,Socialrådgivningsarbejde
LAB_disco_263600,Arbejde inden for religion
LAB_disco_264100,Forfatterarbejde
LAB_disco_264200,Journalistisk arbejde
LAB_disco_264310,Translatørarbejde
LAB_disco_264320,Tolkearbejde
LAB_disco_264390,Andet sprogvidenskabeligt arbejde
LAB_disco_265100,Kunstnerisk arbejde inden for visuelle kunstarter
LAB_disco_265200,Kunstnerisk arbejde inden for musik og sang
LAB_disco_265300,Kunstnerisk arbejde inden for dans og koreografi
LAB_disco_265400,"Arbejde med instruktion og produktion af film, teater og beslægtede funktioner"
LAB_disco_265500,Skuespilarbejde
LAB_disco_265600,"Speakerarbejde på radio, TV og andre medier"
LAB_disco_265900,Andet arbejde med kunst og kreative fag
LAB_disco_311110,Laborantarbejde
LAB_disco_311120,Assistentarbejde i laboratorier
LAB_disco_311130,Laboratorieteknikerarbejde
LAB_disco_311140,"Teknikerarbejde inden for geologi, meteorologi og astronomi"
LAB_disco_311200,Teknikerarbejde inden for byggeri- og anlæg
LAB_disco_311300,Teknikerarbejde inden for det elektriske område
LAB_disco_311400,Teknikerarbejde inden for det elektroniske område
LAB_disco_311510,Teknikerarbejde inden for VVS
LAB_disco_311590,Teknikerarbejde inden for andre mekaniske områder
LAB_disco_311600,Teknikerarbejde inden for det kemiske område
LAB_disco_311700,Teknikerarbejde inden for minedrift og metallurgi
LAB_disco_311800,Teknisk tegnearbejde
LAB_disco_311900,Andet teknikerarbejde inden for fysisk videnskab og ingeniørvirksomhed
LAB_disco_312100,Tilsynsførende inden for råstofindvinding
LAB_disco_312200,Tilsynsførende inden for fremstillingsvirksomhed
LAB_disco_312300,Tilsynsførende inden for bygge- og anlægsvirksomhed
LAB_disco_313100,Teknisk kontrolarbejde på kraftværker
LAB_disco_313200,Teknisk kontrolarbejde på forbrændings- og vandrensningsanlæg
LAB_disco_313300,Teknisk kontrolarbejde på kemiske behandlingsanlæg
LAB_disco_313400,Teknisk kontrolarbejde på olie- og naturgasraffinaderier
LAB_disco_313500,Teknisk kontrolarbejde ved metalproduktion
LAB_disco_313900,Andet teknisk kontrolarbejde inden for processtyring
LAB_disco_314100,Teknikerarbejde inden for biovidenskab (undtagen medicinsk område)
LAB_disco_314200,Landbrugsteknikerarbejde
LAB_disco_314300,Skovbrugsteknikerarbejde
LAB_disco_315100,Teknikerarbejde inden for skibsfart
LAB_disco_315200,Skibsførerarbejde
LAB_disco_315300,Flypilotarbejde
LAB_disco_315410,Flyvelederarbejde
LAB_disco_315420,Planlægning og afvikling af flytrafik i øvrigt
LAB_disco_315500,Teknikerarbejde inden for luftfartssikkerhed
LAB_disco_321100,Teknikerarbejde inden for brug af medicinsk røntgen- og behandlingsudstyr
LAB_disco_321210,"Bioanalytikerarbejde, basisfunktioner"
LAB_disco_321220,"Bioanalytikerarbejde, specialfunktioner"
LAB_disco_321230,Laborantarbejde på sygehuslaboratorier
LAB_disco_321290,Andet teknikerarbejde i medicinske og patologiske laboratorier
LAB_disco_321310,Farmakonomarbejde
LAB_disco_321390,Andet arbejde inden for farmaci
LAB_disco_321400,Teknikerarbejde inden for fremstilling af proteser
LAB_disco_322100,Assisterende arbejde inden for sygepleje
LAB_disco_322200,Assisterende arbejde inden for fødselshjælp
LAB_disco_323000,Assisterende arbejde inden for naturmedicin og alternativ behandling
LAB_disco_324000,Assisterende veterinærarbejde og veterinærteknisk arbejde
LAB_disco_325110,Tandklinikassistentarbejde
LAB_disco_325120,Tandplejerarbejde
LAB_disco_325200,Teknikerarbejde inden for medicinsk registrering og sundhedsinformation
LAB_disco_325300,Assisterende sundhedsarbejde ved lokale/akutte behandlingscentre
LAB_disco_325400,Teknikerarbejde inden for fremstilling af synshjælpemidler
LAB_disco_325500,Assisterende arbejde inden for fysioterapi
LAB_disco_325600,Assisterende arbejde inden for sundhedsområdet
LAB_disco_325710,Kontrolarbejde vedr. arbejdsmiljø
LAB_disco_325720,Kontrolarbejde vedr. sikkerhed
LAB_disco_325730,Assistentarbejde og rådgivning vedr. hygiejne og miljøteknisk arbejde
LAB_disco_325800,Redningsarbejde (Ambulancebehandler)
LAB_disco_325900,Tekniker- og assistentarbejde inden for sundhedsområdet ikke klassificeret andetsteds
LAB_disco_331110,Handel med værdipapirer og valuta
LAB_disco_331120,Afvikling af handel med værdipapirer og valuta (back office)
LAB_disco_331210,Arbejde med kreditbevilling og – analyse
LAB_disco_331220,Arbejde med erhverskunder – standardprodukter
LAB_disco_331230,Arbejde med privatkunder – standardprodukter
LAB_disco_331240,Arbejde med både erhvervs- og privatkunder – standardprodukter
LAB_disco_331300,Regnskabsarbejde
LAB_disco_331400,Arbejde med statistik og matematik
LAB_disco_331500,Vurderings- og takseringsarbejde
LAB_disco_332110,Forsikringssalgsarbejde med egen kundeportefølje
LAB_disco_332120,Forsikringssalgsarbejde uden egen kundeportefølje
LAB_disco_332130,Forsikringsteknisk vurdering
LAB_disco_332200,Salgsarbejde (agenter)
LAB_disco_332300,Indkøbsarbejde (agenter)
LAB_disco_332400,Erhvervsmæglerarbejde
LAB_disco_333110,Speditørarbejde vedr. land- og lufttransport
LAB_disco_333120,Speditørarbejde vedr. skibsfart
LAB_disco_333190,Speditørarbejde i øvrigt
LAB_disco_333200,Konference- og eventplanlægning
LAB_disco_333300,Jobformidling
LAB_disco_333410,Ejendomsmæglerarbejde
LAB_disco_333420,Ejendomshandlerarbejde
LAB_disco_333430,Ejendomsadministratorarbejde
LAB_disco_333900,Andet arbejde inden for forretningsservice
LAB_disco_334100,Kontorlederarbejde
LAB_disco_334200,Advokatsekretærarbejde
LAB_disco_334310,Chef- og direktionssekretærarbejde
LAB_disco_334320,Oversættelse af korrespondance
LAB_disco_334400,Lægesekretærarbejde
LAB_disco_335100,Told- og grænsebetjentarbejde
LAB_disco_335200,Administration af skatte- og afgiftslovgivning
LAB_disco_335300,Formidling af offentlige ydelser
LAB_disco_335400,"Udstedelse af pas, kørekort o.l."
LAB_disco_335500,Politimæssigt undersøgelsesarbejde
LAB_disco_335900,Andet arbejde med forvaltning og udøvelse af lovgivning
LAB_disco_341100,Juridisk arbejde på mellemniveau
LAB_disco_341200,Social rådgivningsarbejde på mellemniveau
LAB_disco_341300,Arbejde med tilknytning til religion på mellemniveau
LAB_disco_342100,Sportsudøvere
LAB_disco_342200,"Træner-, instruktør- og dommerarbejde inden for sport"
LAB_disco_342300,Instruktørarbejde inden for fitness og beslægtede områder
LAB_disco_343100,Fotografarbejde
LAB_disco_343200,Indretningsarkitekt- og dekoratørarbejde
LAB_disco_343300,"Galleri-, museums- og biblioteksteknikerarbejde"
LAB_disco_343400,Køkkenchefarbejde
LAB_disco_343500,"Andet arbejde inden for kunstneriske, kulturelle og kulinariske områder"
LAB_disco_351100,Driftsteknikerarbejde inden for informations- og kommunikationsteknologi
LAB_disco_351200,Brugersupportarbejde inden for informations- og kommunikationsteknologi
LAB_disco_351300,Netværks- og systemteknikerarbejde inden for informations- og kommunikationsteknologi
LAB_disco_351400,Internetteknikerarbejde
LAB_disco_352100,Teknikerarbejde inden for audiovisuelle medier
LAB_disco_352200,Teknikerarbejde inden for telekommunikation
LAB_disco_411000,Almindeligt kontorarbejde
LAB_disco_412000,Almindeligt sekretærarbejde
LAB_disco_413100,Tekstbehandlingsarbejde
LAB_disco_413200,Dataregistreringsarbejde
LAB_disco_421100,Kundebetjening og kassererarbejde i pengeinstitutter
LAB_disco_421200,Bookmaker- og croupierarbejde samt beslægtede funktioner
LAB_disco_421300,Pantelånerarbejde og beslægtede funktioner
LAB_disco_421400,Inkassatorarbejde og beslægtede funktioner
LAB_disco_422100,Rejsebureauarbejde
LAB_disco_422200,Informationsarbejde på kundekontaktcentre
LAB_disco_422300,Telefonomstillingsarbejde
LAB_disco_422400,Hotelreceptionistarbejde
LAB_disco_422500,Oplysnings- og forespørgselsarbejde
LAB_disco_422600,"Almindeligt receptionistarbejde, ekskl. hotelreceptionistarbejde"
LAB_disco_422700,Interviewarbejde inden for markedsundersøgelse
LAB_disco_422900,Andet kundeinformationsarbejde
LAB_disco_431100,Almindeligt regnskabs- og bogføringsarbejde
LAB_disco_431210,Almindeligt kontorarbejde ifm. udfærdigelse af statistik
LAB_disco_431220,Almindeligt kontorarbejde ifm. finansielle transaktioner
LAB_disco_431230,Forsikringsteknisk arbejde ifm. oprettelse og vedligeholdelse af forsikringspolicer
LAB_disco_431240,Forsikringsteknisk arbejde ifm. sagbehandling af skader
LAB_disco_431300,Almindeligt kontorarbejde inden for lønbehandling
LAB_disco_432100,Lagerekspeditionsarbejde
LAB_disco_432200,Registreringsarbejde inden for produktion
LAB_disco_432310,Tilrettelæggelse af jernbanetransport
LAB_disco_432320,Tilrettelæggelse af lufttransport – ikke flyveledere
LAB_disco_432330,Tilrettelæggelse af godstransport til lands
LAB_disco_432340,Tilrettelæggelse af udrykning ifm. redningstjeneste
LAB_disco_432390,Anden tilrettelæggelse af transport
LAB_disco_441100,Biblioteksservicearbejde
LAB_disco_441210,Postbudarbejde
LAB_disco_441220,"Betjentarbejde, intern postsortering og omdeling"
LAB_disco_441300,Korrekturlæsning og beslægtede funktioner
LAB_disco_441500,Arbejde med arkivering og kopiering
LAB_disco_441600,Almindeligt kontorarbejde inden for HR
LAB_disco_441900,Almindeligt kontor- og kundeservicearbejde ikke klassificeret andetsteds
LAB_disco_511110,Passagerbetjening under rejser
LAB_disco_511120,Passagerbetjening i lufthavne og havneterminaler
LAB_disco_511200,Kontrolarbejde under rejser
LAB_disco_511300,Turist- og rejselederarbejde
LAB_disco_512000,Kokkearbejde (ekskl. køkkenchefarbejde)
LAB_disco_513100,Tjenerarbejde
LAB_disco_513200,Bartenderarbejde
LAB_disco_514100,Frisørarbejde
LAB_disco_514200,Kosmetologarbejde og beslægtede funktioner
LAB_disco_515100,Rengøringsinspektørarbejde
LAB_disco_515200,Husbestyrerarbejde
LAB_disco_515300,Ejendomsinspektørarbejde
LAB_disco_516100,Astrologiarbejde og beslægtede funktioner
LAB_disco_516200,Kammertjenerarbejde
LAB_disco_516300,Bedemandsarbejde
LAB_disco_516400,Arbejde med kæledyr
