code,prefix,database,value,token_id
EDU_course_Engelsk,EDU,course,Engelsk,31780
EDU_course_Fysik/kemi,EDU,course,Fysik/kemi,31781
EDU_course_Dansk,EDU,course,Dansk,31782
EDU_course_OBL,EDU,course,OBL,31783
EDU_course_Matematik,EDU,course,Matematik,31784
EDU_course_Tysk,EDU,course,Tysk,31785
EDU_course_Historie,EDU,course,Historie,31786
EDU_course_Madkundskab,EDU,course,Madkundskab,31787
EDU_course_Biologi,EDU,course,Biologi,31788
EDU_course_Geografi,EDU,course,Geografi,31789
EDU_course_Håndværk og design,EDU,course,Håndværk og design,31790
EDU_course_Idræt,EDU,course,Idræt,31791
EDU_course_Kristendomskundskab,EDU,course,Kristendomskundskab,31792
EDU_course_Samfundsfag,EDU,course,Samfundsfag,31793
EDU_course_Tysk 2. fremmedsprog,EDU,course,Tysk 2. fremmedsprog,31794
"EDU_course_Fællesprøve i fysik/kemi, biologi og geografi",EDU,course,"Fællesprøve i fysik/kemi, biologi og geografi",31795
EDU_course_Obligatorisk projektopgave,EDU,course,Obligatorisk projektopgave,31796
EDU_course_Billedkunst,EDU,course,Billedkunst,31797
EDU_course_Håndarbejde,EDU,course,Håndarbejde,31798
EDU_course_Fransk,EDU,course,Fransk,31799
EDU_course_Fransk 2. fremmedsprog,EDU,course,Fransk 2. fremmedsprog,31800
EDU_course_Musik,EDU,course,Musik,31801
EDU_course_Obligatorisk selvvalgt opgave,EDU,course,Obligatorisk selvvalgt opgave,31802
EDU_course_Frivillig selvvalgt opgave,EDU,course,Frivillig selvvalgt opgave,31803
EDU_course_Latin,EDU,course,Latin,31804
EDU_course_Sløjd,EDU,course,Sløjd,31805
EDU_course_Biologi/fysik/kemi,EDU,course,Biologi/fysik/kemi,31806
EDU_course_Fri selvvalgt opgave,EDU,course,Fri selvvalgt opgave,31807
EDU_course_Frivillig projektopgave (naturfag),EDU,course,Frivillig projektopgave (naturfag),31808
EDU_course_Tysk 3. fremmedsprog,EDU,course,Tysk 3. fremmedsprog,31809
EDU_course_Fransk 3. fremmedsprog,EDU,course,Fransk 3. fremmedsprog,31810
EDU_course_Medier,EDU,course,Medier,31811
EDU_course_Spansk,EDU,course,Spansk,31812
"EDU_course_Fællesprøve i samfundsfag, historie",EDU,course,"Fællesprøve i samfundsfag, historie",31813
EDU_course_Fællesprøve i samfundsfag og historie,EDU,course,Fællesprøve i samfundsfag og historie,31814
EDU_course_Iværksætter,EDU,course,Iværksætter,31815
EDU_course_Metal og motorværksted,EDU,course,Metal og motorværksted,31816
EDU_course_Sundhed og sociale forhold,EDU,course,Sundhed og sociale forhold,31817
EDU_course_Naturfag,EDU,course,Naturfag,31818
EDU_course_Oldtidskundskab,EDU,course,Oldtidskundskab,31826
EDU_course_Studieretningsprojekt,EDU,course,Studieretningsprojekt,31827
EDU_course_Religion,EDU,course,Religion,31828
EDU_course_Almen sprogforståelse,EDU,course,Almen sprogforståelse,31829
EDU_course_Naturgeografi,EDU,course,Naturgeografi,31830
EDU_course_Almen studieforberedelse,EDU,course,Almen studieforberedelse,31831
EDU_course_Spansk begyndersprog,EDU,course,Spansk begyndersprog,31832
EDU_course_Fysik,EDU,course,Fysik,31833
EDU_course_Kemi,EDU,course,Kemi,31834
EDU_course_Naturvidenskabeligt grundforløb,EDU,course,Naturvidenskabeligt grundforløb,31835
EDU_course_Studieområde - erhvervscase,EDU,course,Studieområde - erhvervscase,31836
EDU_course_Virksomhedsøkonomi,EDU,course,Virksomhedsøkonomi,31837
EDU_course_Kulturforståelse,EDU,course,Kulturforståelse,31838
EDU_course_Tysk fortsættersprog,EDU,course,Tysk fortsættersprog,31839
EDU_course_Afsætning,EDU,course,Afsætning,31840
EDU_course_Mediefag,EDU,course,Mediefag,31841
EDU_course_Studieområde - det internationale område,EDU,course,Studieområde - det internationale område,31842
EDU_course_Psykologi,EDU,course,Psykologi,31843
EDU_course_Erhvervsøkonomi,EDU,course,Erhvervsøkonomi,31844
EDU_course_Organisation,EDU,course,Organisation,31845
EDU_course_International økonomi,EDU,course,International økonomi,31846
EDU_course_Samtidshistorie,EDU,course,Samtidshistorie,31847
EDU_course_Finansiering,EDU,course,Finansiering,31848
EDU_course_Erhvervsjura,EDU,course,Erhvervsjura,31849
EDU_course_Informationsteknologi,EDU,course,Informationsteknologi,31850
EDU_course_Fransk begyndersprog,EDU,course,Fransk begyndersprog,31851
EDU_course_Bioteknologi,EDU,course,Bioteknologi,31852
EDU_course_Innovation,EDU,course,Innovation,31853
EDU_course_Markedskommunikation,EDU,course,Markedskommunikation,31854
EDU_course_Filosofi,EDU,course,Filosofi,31855
EDU_course_Kommunikation/it,EDU,course,Kommunikation/it,31856
EDU_course_Idehistorie,EDU,course,Idehistorie,31857
EDU_course_Studieområde,EDU,course,Studieområde,31858
EDU_course_Teknikfag - byggeri og energi,EDU,course,Teknikfag - byggeri og energi,31859
EDU_course_Teknologi,EDU,course,Teknologi,31860
EDU_course_Retorik,EDU,course,Retorik,31861
EDU_course_Dramatik,EDU,course,Dramatik,31862
EDU_course_Større skriftlig opgave,EDU,course,Større skriftlig opgave,31863
EDU_course_Kultur- og samfundsfaggruppe - Historie,EDU,course,Kultur- og samfundsfaggruppe - Historie,31864
EDU_course_Kultur- og samfundsfaggruppe,EDU,course,Kultur- og samfundsfaggruppe,31865
EDU_course_Naturvidenskabelig faggruppe,EDU,course,Naturvidenskabelig faggruppe,31866
EDU_course_Naturvidenskabelig faggruppe - Kemi,EDU,course,Naturvidenskabelig faggruppe - Kemi,31867
EDU_course_Eksamensprojekt,EDU,course,Eksamensprojekt,31868
EDU_course_Økonomisk grundforløb,EDU,course,Økonomisk grundforløb,31869
EDU_course_Informatik,EDU,course,Informatik,31870
EDU_course_Studieområdeprojekt,EDU,course,Studieområdeprojekt,31871
EDU_course_Erhvervscase,EDU,course,Erhvervscase,31872
EDU_course_Teknikfag - digitalt design og udvikling,EDU,course,Teknikfag - digitalt design og udvikling,31873
EDU_course_Programmering,EDU,course,Programmering,31874
EDU_course_Fransk fortsættersprog,EDU,course,Fransk fortsættersprog,31875
EDU_course_Industriteknologi,EDU,course,Industriteknologi,31876
EDU_course_Multimedier,EDU,course,Multimedier,31877
EDU_course_Design,EDU,course,Design,31878
EDU_course_Astronomi,EDU,course,Astronomi,31879
EDU_course_Erhvervsområdeprojekt,EDU,course,Erhvervsområdeprojekt,31880
EDU_course_Produktudvikling,EDU,course,Produktudvikling,31881
