code,prefix,database,value,description,description_da,description_en,source,confidence,language,parent_code,hierarchy_level
SOC_frakkod_62,SOC,frakkod,62,Førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 5 jf. § 128. Se kode 43,Førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 5 jf. § 128. Se kode 43,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_85,SOC,frakkod,85,Betinget førerretskendelse i medfør af færdselslovens § 125 stk. 1 nr. 4 jf. stk. 4. Se kode 55,Betinget førerretskendelse i medfør af færdselslovens § 125 stk. 1 nr. 4 jf. stk. 4. Se kode 55,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_10,SOC,frakkod,10,(Anvendes kun af RPCH) Førerretsfrakendelse i øvrigt (Udlandet),(Anvendes kun af RPCH) Førerretsfrakendelse i øvrigt (Udlandet),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_67,SOC,frakkod,67,Førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 7 jf. § 128. Se kode 47,Førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 7 jf. § 128. Se kode 47,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_WA,SOC,frakkod,WA,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_HB,SOC,frakkod,HB,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 2 jf. § 128,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 2 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UÆ,SOC,frakkod,UÆ,Withdrawal code: UÆ,,Withdrawal code: UÆ,none|generated|generated,medium,danish,,
SOC_frakkod_FB,SOC,frakkod,FB,Opholdsforbud ved dom jf. straffelovens § 79 a,Opholdsforbud ved dom jf. straffelovens § 79 a,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_WG,SOC,frakkod,WG,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 3,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 3,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_47,SOC,frakkod,47,"Ubetinget førerretsfrakendelse i medf. af færdsl. § 126, stk. 2, nr. 4, jf. § 127","Ubetinget førerretsfrakendelse i medf. af færdsl. § 126, stk. 2, nr. 4, jf. § 127",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_51,SOC,frakkod,51,"Betinget førerretsfrakendelse i medf. af færdsl. § 125, stk. 2, jf. § 128","Betinget førerretsfrakendelse i medf. af færdsl. § 125, stk. 2, jf. § 128",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_LC,SOC,frakkod,LC,"Betinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 1, nr. 3","Betinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 1, nr. 3",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BB,SOC,frakkod,BB,Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 6 jf. stk. 4. 3 overtrædelser vedr. kontrolapperat indenfor 3 år. (tidl.80),Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 6 jf. stk. 4. 3 overtrædelser vedr. kontrolapperat indenfor 3 år. (tidl.80),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_GA,SOC,frakkod,GA,Betinget frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 A stk. 1 nr. 1,Betinget frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 A stk. 1 nr. 1,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_GC,SOC,frakkod,GC,Betinget frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 A stk. 1 nr. 3,Betinget frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 A stk. 1 nr. 3,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_SA,SOC,frakkod,SA,"Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 10","Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 10",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UK,SOC,frakkod,UK,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 7 jf. § 125 stk. 2. 3 klip i prøvetiden for en betinget frakendelse (tidl.64),Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 7 jf. § 125 stk. 2. 3 klip i prøvetiden for en betinget frakendelse (tidl.64),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_FK,SOC,frakkod,FK,"Karantæne/forbud, idrætsbegivenheder","Karantæne/forbud, idrætsbegivenheder",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UH,SOC,frakkod,UH,Ubetinget førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 8 jf. § 128. Nyt forhold inden for 3 år efter kørselsforbud (tidl.67),Ubetinget førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 8 jf. § 128. Nyt forhold inden for 3 år efter kørselsforbud (tidl.67),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_61,SOC,frakkod,61,Førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 4 jf. § 128. Se kode 42,Førerretsfrakendelse i medf. af færdsl. § 126 stk. 1 nr. 4 jf. § 128. Se kode 42,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UV,SOC,frakkod,UV,"Førerretsfrakendelse jf. færdsl. § 126, stk. 1, nr. 7, jf. § 125, stk. 2 - 6 klip","Førerretsfrakendelse jf. færdsl. § 126, stk. 1, nr. 7, jf. § 125, stk. 2 - 6 klip",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_19,SOC,frakkod,19,Forbud mod ophold i/på bestemte ejendomme og besøgende i bestemte lokaler,Forbud mod ophold i/på bestemte ejendomme og besøgende i bestemte lokaler,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BM,SOC,frakkod,BM,"Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 2","Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 2",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_81,SOC,frakkod,81,Betinget førerretskendelse i medfør af færdselslovens § 126 stk. 2 jf. § 125 stk. 4. Se kode 51 (nr.8 jf.128 3 klip med gentagne virkn.?),Betinget førerretskendelse i medfør af færdselslovens § 126 stk. 2 jf. § 125 stk. 4. Se kode 51 (nr.8 jf.128 3 klip med gentagne virkn.?),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_VH,SOC,frakkod,VH,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 8 jf. § 128,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 8 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_VJ,SOC,frakkod,VJ,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 10 jf. § 128,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 10 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_39,SOC,frakkod,39,"Meddelt opholdsforbud, særlov","Meddelt opholdsforbud, særlov",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_55,SOC,frakkod,55,"Betinget førerretsfrakendelse i medf. af færdsl. § 126, stk. 1, nr. 4, jf. § 128","Betinget førerretsfrakendelse i medf. af færdsl. § 126, stk. 1, nr. 4, jf. § 128",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UO,SOC,frakkod,UO,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 + selvstændig frakendelse. 3 klip til samtidig pådømmelse samme forhold der i sig selv medfører en betinget frakendelse,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 + selvstændig frakendelse. 3 klip til samtidig pådømmelse samme forhold der i sig selv medfører en betinget frakendelse,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_64,SOC,frakkod,64,Ubetinget førerretsfrakendelse pga. 3 klip jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 6 jf. § 128,Ubetinget førerretsfrakendelse pga. 3 klip jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 6 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_VE,SOC,frakkod,VE,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 5 jf. § 128,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 5 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_WE,SOC,frakkod,WE,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 og stk. 3,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 og stk. 3,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_63,SOC,frakkod,63,Ubetinget førerretsfrakendelse pga. 6 klip jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 5 jf. § 128,Ubetinget førerretsfrakendelse pga. 6 klip jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 5 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UJ,SOC,frakkod,UJ,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 Â¿ 6 klip (tidl.63),Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 Â¿ 6 klip (tidl.63),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_80,SOC,frakkod,80,Betinget førerretskendelse i medfør af færdselslovens § 125 stk. 1 nr. 6 jf. stk. 4. Overtrædelse vedr. kontrol apparat inden for 3 år,Betinget førerretskendelse i medfør af færdselslovens § 125 stk. 1 nr. 6 jf. stk. 4. Overtrædelse vedr. kontrol apparat inden for 3 år,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_15,SOC,frakkod,15,"Frakendt førerretten betinget i medfør af færdselslovens § 126, stk. 1, nr. 4, jf. § 128. Gældende til 150599","Frakendt førerretten betinget i medfør af færdselslovens § 126, stk. 1, nr. 4, jf. § 128. Gældende til 150599",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_11,SOC,frakkod,11,(Anvendes kun af RPCH) Frakendt førerretten (Grønland og Færøerne),(Anvendes kun af RPCH) Frakendt førerretten (Grønland og Færøerne),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_46,SOC,frakkod,46,"Ubetinget førerretsfrakendelse i medf. af færdsl. § 125 a, stk. 1, jf. § 127","Ubetinget førerretsfrakendelse i medf. af færdsl. § 125 a, stk. 1, jf. § 127",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UM,SOC,frakkod,UM,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 9 jf. § 125 stk. 2. 3 klip med gentagelsesvirkning efter tidl. ubetinget frakendelse (tidl.70),Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 9 jf. § 125 stk. 2. 3 klip med gentagelsesvirkning efter tidl. ubetinget frakendelse (tidl.70),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UC,SOC,frakkod,UC,"Førerretsfrakendelse jf. færdsl. § 126, stk. 1, nr. 3, jf. § 128","Førerretsfrakendelse jf. færdsl. § 126, stk. 1, nr. 3, jf. § 128",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_WC,SOC,frakkod,WC,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 8 jf. § 125 stk. 2,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 8 jf. § 125 stk. 2,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_70,SOC,frakkod,70,Førerretsfrakendelse jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 8 jf. § 128. 3 klip med gentagende virkning,Førerretsfrakendelse jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 8 jf. § 128. 3 klip med gentagende virkning,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BP,SOC,frakkod,BP,"Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 5","Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 5",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_79,SOC,frakkod,79,Betinget førerretskendelse i medfør af færdselslovens § 125 stk. 1 nr. 5 jf. stk. 4. Overskridelse af kørehviletidsbestem. med mere end 30 pct.,Betinget førerretskendelse i medfør af færdselslovens § 125 stk. 1 nr. 5 jf. stk. 4. Overskridelse af kørehviletidsbestem. med mere end 30 pct.,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BK,SOC,frakkod,BK,"Betinget førerretsfrakendelse jf. færdsl. § 126, stk. 1 nr. 3, jf. stk. 2","Betinget førerretsfrakendelse jf. færdsl. § 126, stk. 1 nr. 3, jf. stk. 2",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BS,SOC,frakkod,BS,"Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 7","Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 7",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UL,SOC,frakkod,UL,"Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 8 jf. § 125 stk. 2. 3 klip,begået indenfor 3 år efter kørselsforbud(tidl.68)","Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 8 jf. § 125 stk. 2. 3 klip,begået indenfor 3 år efter kørselsforbud(tidl.68)",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_ØA,SOC,frakkod,ØA,Withdrawal code: ØA,,Withdrawal code: ØA,none|generated|generated,medium,danish,,
SOC_frakkod_GD,SOC,frakkod,GD,Betinget frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 4,Betinget frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 4,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BI,SOC,frakkod,BI,Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 8 jf. stk. 4. Overtræd. af færdselslov. § 54 stk.1 (påvirket af euforiserende stoffer) med mere end 30% (tidl.85),Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 8 jf. stk. 4. Overtræd. af færdselslov. § 54 stk.1 (påvirket af euforiserende stoffer) med mere end 30% (tidl.85),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_88,SOC,frakkod,88,Betinget førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 2 jf. stk. 2 jf. § 125 stk. 4. Se kode 58,Betinget førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 2 jf. stk. 2 jf. § 125 stk. 4. Se kode 58,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_SB,SOC,frakkod,SB,Betinget førerretsfrakendelse jf. Færdselslovens § 125 stk. 1 nr. 7,Betinget førerretsfrakendelse jf. Færdselslovens § 125 stk. 1 nr. 7,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_72,SOC,frakkod,72,Førerretsfrakendelse jf. Færdsl. § 126 stk. 1 nr. 3 jf. § 128. Ulovlig indgreb i kontrolapparat,Førerretsfrakendelse jf. Færdsl. § 126 stk. 1 nr. 3 jf. § 128. Ulovlig indgreb i kontrolapparat,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_DD,SOC,frakkod,DD,"Betinget rettighedsfrakendelse, pga. formildende omstændigheder. Dyreværnslovens § 29a stk. 2","Betinget rettighedsfrakendelse, pga. formildende omstændigheder. Dyreværnslovens § 29a stk. 2",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BG,SOC,frakkod,BG,Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 4 jf. stk. 4. Overlæs med mere end 30% (tidl.85),Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 4 jf. stk. 4. Overlæs med mere end 30% (tidl.85),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_VL,SOC,frakkod,VL,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 12 jf. § 128,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 12 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UD,SOC,frakkod,UD,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 4 jf. § 128,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 4 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UN,SOC,frakkod,UN,"Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 og 3. 4 klip, begået indenfor 3 år fra førstegangserhvervelsen (tidl.71)","Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 2 og 3. 4 klip, begået indenfor 3 år fra førstegangserhvervelsen (tidl.71)",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_LQ,SOC,frakkod,LQ,"Ubetinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 3, nr. 4","Ubetinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 3, nr. 4",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_UP,SOC,frakkod,UP,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 3. 2 klip til samtidig pådømmelse sammen med et forhold der i sig selv medfører kørselsforbud,Ubetinget førerretsfrakendelse imf. færdselsl. § 126 stk. 1 nr. 6 jf. § 125 stk. 3. 2 klip til samtidig pådømmelse sammen med et forhold der i sig selv medfører kørselsforbud,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_LP,SOC,frakkod,LP,"Ubetinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 3, nr. 3","Ubetinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 3, nr. 3",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_12,SOC,frakkod,12,(Anvendes kun af RPCH) Frakendt førerretten betinget (Grønland og Færøerne),(Anvendes kun af RPCH) Frakendt førerretten betinget (Grønland og Færøerne),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_LU,SOC,frakkod,LU,"Førerretsfrakendelse jf. færdsl. § 129 stk. 4, 2. pkt","Førerretsfrakendelse jf. færdsl. § 129 stk. 4, 2. pkt",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_66,SOC,frakkod,66,"Førerretsfrakendelse i medf. af færdsl. § 126, stk.1, nr. 2. Se kode 46","Førerretsfrakendelse i medf. af færdsl. § 126, stk.1, nr. 2. Se kode 46",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_FF,SOC,frakkod,FF,Withdrawal code: FF,,Withdrawal code: FF,none|generated|generated,medium,danish,,
SOC_frakkod_LM,SOC,frakkod,LM,"Betinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 5","Betinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 5",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_58,SOC,frakkod,58,"Betinget førerretsfrakendelse i medf. af færdsl. § 125 a, stk. 2, jf. § 128","Betinget førerretsfrakendelse i medf. af færdsl. § 125 a, stk. 2, jf. § 128",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_DA,SOC,frakkod,DA,Ubetinget rettighedsfrakendelse til erhvervsmæssig transport af dyr. Uden klip. Dyreværnslovens § 29a stk. 1,Ubetinget rettighedsfrakendelse til erhvervsmæssig transport af dyr. Uden klip. Dyreværnslovens § 29a stk. 1,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_VM,SOC,frakkod,VM,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 13 jf. § 128,Førerretsfrakendelse jf. færdsl. § 126 stk. 1 nr. 13 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_LB,SOC,frakkod,LB,"Betinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 1, nr. 2","Betinget frakendelse af retten til at føre lille knallert jf. færdsl. § 129, stk. 1, nr. 2",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_HA,SOC,frakkod,HA,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 1 jf. § 128,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 1 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_HD,SOC,frakkod,HD,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 4 jf. § 128,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 4 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_CC,SOC,frakkod,CC,Betinget førerretsfrakendelse jf. Færdselslovens § 125 stk. 1 nr. 8,Betinget førerretsfrakendelse jf. Færdselslovens § 125 stk. 1 nr. 8,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_35,SOC,frakkod,35,"Offer for æresforbrydelser, beskyttelsesoplysninger","Offer for æresforbrydelser, beskyttelsesoplysninger",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BV,SOC,frakkod,BV,"Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 10","Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 10",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_DB,SOC,frakkod,DB,Betinget rettighedsfrakendelse til erhvervsmæssig transport af dyr pga. 3 klip. Dyreværnslovens § 29b,Betinget rettighedsfrakendelse til erhvervsmæssig transport af dyr pga. 3 klip. Dyreværnslovens § 29b,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BJ,SOC,frakkod,BJ,Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 9 jf. stk. 4. Aktuelle forseelser samt øvrige forhold (tidl.87),Betinget førerretsfrakendelse i medf. af færdsl. § 125 stk. 1 nr. 9 jf. stk. 4. Aktuelle forseelser samt øvrige forhold (tidl.87),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_16,SOC,frakkod,16,"(Anvendes kun af RPCH) Kørselsforbud, Færøerne (pr.1.januar 2008)","(Anvendes kun af RPCH) Kørselsforbud, Færøerne (pr.1.januar 2008)",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_68,SOC,frakkod,68,Ubetinget førerretsfrakendelse pga. 3 klip jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 7 jf. § 128,Ubetinget førerretsfrakendelse pga. 3 klip jf. færdsl. § 125 stk. 2 jf. § 126 stk. 1 nr. 7 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_71,SOC,frakkod,71,Ubetinget førerretsfrakendelse pga. 4 eller flere klip jf. færdsl. § 126 stk. 1 nr. 5 jf. § 125 stk. 2 og 3 jf. § 128 (nr.8 jf.128 3 klip med gent.virkn.?),Ubetinget førerretsfrakendelse pga. 4 eller flere klip jf. færdsl. § 126 stk. 1 nr. 5 jf. § 125 stk. 2 og 3 jf. § 128 (nr.8 jf.128 3 klip med gent.virkn.?),,raw_soc_frakkod,medium,danish,,
SOC_frakkod_HC,SOC,frakkod,HC,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 3 jf. § 128,Frakendt ret til at føre tunge køretøjer jf. færdsl. § 129 B stk. 1 nr. 3 jf. § 128,,raw_soc_frakkod,medium,danish,,
SOC_frakkod_BX,SOC,frakkod,BX,"Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 11","Betinget førerretsfrakendelse jf. færdsl. § 125, stk. 1, nr. 11",,raw_soc_frakkod,medium,danish,,
SOC_frakkod_36,SOC,frakkod,36,Withdrawal code: 36,,Withdrawal code: 36,none|generated|generated,medium,danish,,
