code,prefix,database,value,description,description_da,description_en,source,confidence,language,parent_code,hierarchy_level
EDU_audd_4220,EDU,audd,4220,"Smed, energiteknik","Smed, energiteknik",,CSV:EDU_audd,medium,danish,,
EDU_audd_5499,EDU,audd,5499,"Digital konceptudvikling (overbygning), prof.bach.","Digital konceptudvikling (overbygning), prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7555,EDU,audd,7555,"Fysik, bach.","Fysik, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7584,EDU,audd,7584,"Physics, cand.scient.","Physics, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_8258,EDU,audd,8258,"Humanistisk-samfundsvidenskabelig idrætsvidenskab, c.scient.","Humanistisk-samfundsvidenskabelig idrætsvidenskab, c.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4449,EDU,audd,4449,Ernæringshjælper,Ernæringshjælper,,CSV:EDU_audd,medium,danish,,
EDU_audd_4765,EDU,audd,4765,"Forberedende grunduddannelse (FGU), almen grunduddannelse","Forberedende grunduddannelse (FGU), almen grunduddannelse",,CSV:EDU_audd,medium,danish,,
EDU_audd_4934,EDU,audd,4934,Detailhandelsuddannelse una,Detailhandelsuddannelse una,,CSV:EDU_audd,medium,danish,,
EDU_audd_6576,EDU,audd,6576,"Europæisk business, bach.","Europæisk business, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4129,EDU,audd,4129,Håndværksbager,Håndværksbager,,CSV:EDU_audd,medium,danish,,
EDU_audd_3121,EDU,audd,3121,"Produkt- og designpsykologi, ing.bach.","Produkt- og designpsykologi, ing.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3323,EDU,audd,3323,"1.år, HHX 2-årig","1.år, HHX 2-årig",,CSV:EDU_audd,medium,danish,,
EDU_audd_3324,EDU,audd,3324,"2.år, HHX 2-årig","2.år, HHX 2-årig",,CSV:EDU_audd,medium,danish,,
EDU_audd_4479,EDU,audd,4479,Film- og TV-produktionstekniker,Film- og TV-produktionstekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_4757,EDU,audd,4757,"Datatekniker, speciale i programmering","Datatekniker, speciale i programmering",,CSV:EDU_audd,medium,danish,,
EDU_audd_3193,EDU,audd,3193,"Ejendomshandel, prof.bach.","Ejendomshandel, prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7585,EDU,audd,7585,"Mathematics-Economics, cand.scient.oecon.","Mathematics-Economics, cand.scient.oecon.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7562,EDU,audd,7562,"Idræt/Idræt og sundhed, bach.","Idræt/Idræt og sundhed, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3421,EDU,audd,3421,"Datalogi, bach.","Datalogi, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3455,EDU,audd,3455,"Computer Science, cand.scient.","Computer Science, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7417,EDU,audd,7417,"Asienstudier, Kinastudier, bach.","Asienstudier, Kinastudier, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3024,EDU,audd,3024,"Business, Language and Culture, cand.merc.int.","Business, Language and Culture, cand.merc.int.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4335,EDU,audd,4335,Bådebygger og skibstømrer,Bådebygger og skibstømrer,,CSV:EDU_audd,medium,danish,,
EDU_audd_4549,EDU,audd,4549,Procesoperatør,Procesoperatør,,CSV:EDU_audd,medium,danish,,
EDU_audd_3192,EDU,audd,3192,"Forsikring og pension, prof.bach.","Forsikring og pension, prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3412,EDU,audd,3412,"Statskundskab, bach.","Statskundskab, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3454,EDU,audd,3454,"Statskundskab, cand.scient.pol.","Statskundskab, cand.scient.pol.",,CSV:EDU_audd,medium,danish,,
EDU_audd_8163,EDU,audd,8163,"Matematik og teknologi, ing.bach.","Matematik og teknologi, ing.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3231,EDU,audd,3231,"Fødevarer, jordbrug og oplevelser","Fødevarer, jordbrug og oplevelser",,CSV:EDU_audd,medium,danish,,
EDU_audd_5940,EDU,audd,5940,"Engelsk og organisationskommunikation, bach.","Engelsk og organisationskommunikation, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3097,EDU,audd,3097,"It-produktudvikling, bach.","It-produktudvikling, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3347,EDU,audd,3347,"IT Product Development, cand.scient.","IT Product Development, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_6795,EDU,audd,6795,"Nordisk sprog og litteratur, cand.mag.","Nordisk sprog og litteratur, cand.mag.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5233,EDU,audd,5233,"Designteknolog, business","Designteknolog, business",,CSV:EDU_audd,medium,danish,,
EDU_audd_3200,EDU,audd,3200,"Business (overbygning), prof.bach.","Business (overbygning), prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_1104,EDU,audd,1104,4. klasse,4. klasse,,CSV:EDU_audd,medium,danish,,
EDU_audd_3259,EDU,audd,3259,Produktionsleder,Produktionsleder,,CSV:EDU_audd,medium,danish,,
EDU_audd_5469,EDU,audd,5469,"Global nutrition and health, prof.bach.","Global nutrition and health, prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_2490,EDU,audd,2490,Agrarøkonom,Agrarøkonom,,CSV:EDU_audd,medium,danish,,
EDU_audd_3174,EDU,audd,3174,"Cognitive Science, cand.it.","Cognitive Science, cand.it.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7621,EDU,audd,7621,"Amerikanske studier, bach.","Amerikanske studier, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5436,EDU,audd,5436,"Integreret design, ing.prof.bach.","Integreret design, ing.prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7672,EDU,audd,7672,"Økonomi, bach.","Økonomi, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_1103,EDU,audd,1103,3. klasse,3. klasse,,CSV:EDU_audd,medium,danish,,
EDU_audd_7648,EDU,audd,7648,"Software, ing.bach.","Software, ing.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3106,EDU,audd,3106,"Software, cand.polyt.","Software, cand.polyt.",,CSV:EDU_audd,medium,danish,,
EDU_audd_3122,EDU,audd,3122,"Produktion og konstruktion, ing.bach.","Produktion og konstruktion, ing.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_1681,EDU,audd,1681,"2. år, studenterkursus nysproglig","2. år, studenterkursus nysproglig",,CSV:EDU_audd,medium,danish,,
EDU_audd_1523,EDU,audd,1523,"2. år, realkursus 2-årigt","2. år, realkursus 2-årigt",,CSV:EDU_audd,medium,danish,,
EDU_audd_5145,EDU,audd,5145,Beskæftigelsesvejleder,Beskæftigelsesvejleder,,CSV:EDU_audd,medium,danish,,
EDU_audd_5636,EDU,audd,5636,"Erhvervssproglig korrespondent, spansk","Erhvervssproglig korrespondent, spansk",,CSV:EDU_audd,medium,danish,,
EDU_audd_5631,EDU,audd,5631,"Erhvervssproglig korrespondent, engelsk","Erhvervssproglig korrespondent, engelsk",,CSV:EDU_audd,medium,danish,,
EDU_audd_4004,EDU,audd,4004,"Handelseksamen, butikslinie","Handelseksamen, butikslinie",,CSV:EDU_audd,medium,danish,,
EDU_audd_5148,EDU,audd,5148,Sygehjælper,Sygehjælper,,CSV:EDU_audd,medium,danish,,
EDU_audd_5146,EDU,audd,5146,Plejer,Plejer,,CSV:EDU_audd,medium,danish,,
EDU_audd_5149,EDU,audd,5149,Plejehjemsassistent,Plejehjemsassistent,,CSV:EDU_audd,medium,danish,,
EDU_audd_5115,EDU,audd,5115,"Socialpædagog, videreuddannelse","Socialpædagog, videreuddannelse",,CSV:EDU_audd,medium,danish,,
EDU_audd_2481,EDU,audd,2481,Blomsterdekoratørkursus,Blomsterdekoratørkursus,,CSV:EDU_audd,medium,danish,,
EDU_audd_5169,EDU,audd,5169,Ledende sygeplejerske,Ledende sygeplejerske,,CSV:EDU_audd,medium,danish,,
EDU_audd_5171,EDU,audd,5171,"Sundheds- og sygeplejerske, videreuddannelse","Sundheds- og sygeplejerske, videreuddannelse",,CSV:EDU_audd,medium,danish,,
EDU_audd_5741,EDU,audd,5741,"Psykologi-pædagogik, cand.psyk.pæd. (DPU)","Psykologi-pædagogik, cand.psyk.pæd. (DPU)",,CSV:EDU_audd,medium,danish,,
EDU_audd_5445,EDU,audd,5445,Børnehavepædagog,Børnehavepædagog,,CSV:EDU_audd,medium,danish,,
EDU_audd_5112,EDU,audd,5112,"Børneforsorgspædagog, almen linie","Børneforsorgspædagog, almen linie",,CSV:EDU_audd,medium,danish,,
EDU_audd_5190,EDU,audd,5190,Styrmand (skibsfører),Styrmand (skibsfører),,CSV:EDU_audd,medium,danish,,
EDU_audd_4080,EDU,audd,4080,Maskinist,Maskinist,,CSV:EDU_audd,medium,danish,,
EDU_audd_4082,EDU,audd,4082,Maskinmester (gl.ordning),Maskinmester (gl.ordning),,CSV:EDU_audd,medium,danish,,
EDU_audd_4083,EDU,audd,4083,"Maskinmester, udvidet","Maskinmester, udvidet",,CSV:EDU_audd,medium,danish,,
EDU_audd_5075,EDU,audd,5075,"Tekstildesign, -håndværk og formidling, prof.bach.","Tekstildesign, -håndværk og formidling, prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5433,EDU,audd,5433,"Tandlæge, cand.odont.","Tandlæge, cand.odont.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5447,EDU,audd,5447,Fritidspædagog,Fritidspædagog,,CSV:EDU_audd,medium,danish,,
EDU_audd_4001,EDU,audd,4001,"Handelseksamen, almen linie","Handelseksamen, almen linie",,CSV:EDU_audd,medium,danish,,
EDU_audd_5017,EDU,audd,5017,"Gas-, vand- og sanitetsmester","Gas-, vand- og sanitetsmester",,CSV:EDU_audd,medium,danish,,
EDU_audd_1522,EDU,audd,1522,"1. år, realkursus 2-årigt","1. år, realkursus 2-årigt",,CSV:EDU_audd,medium,danish,,
EDU_audd_5740,EDU,audd,5740,"Pædagogik, cand.pæd. (DPU)","Pædagogik, cand.pæd. (DPU)",,CSV:EDU_audd,medium,danish,,
EDU_audd_4222,EDU,audd,4222,Maskinarbejder,Maskinarbejder,,CSV:EDU_audd,medium,danish,,
EDU_audd_7101,EDU,audd,7101,"Statskundskab, cand.scient.pol.","Statskundskab, cand.scient.pol.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7106,EDU,audd,7106,"Samfundsfag, cand.phil.","Samfundsfag, cand.phil.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7170,EDU,audd,7170,"Medicin, cand.med.","Medicin, cand.med.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7155,EDU,audd,7155,"Psykologi, cand.psych.","Psykologi, cand.psych.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5113,EDU,audd,5113,Socialpædagog,Socialpædagog,,CSV:EDU_audd,medium,danish,,
EDU_audd_5128,EDU,audd,5128,"Socialrådgiver, årskursus","Socialrådgiver, årskursus",,CSV:EDU_audd,medium,danish,,
EDU_audd_5357,EDU,audd,5357,"Maskin, akademiingeniør","Maskin, akademiingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_2483,EDU,audd,2483,"Gartnerskole, andre kurser","Gartnerskole, andre kurser",,CSV:EDU_audd,medium,danish,,
EDU_audd_5172,EDU,audd,5172,Undervisende sygeplejerske,Undervisende sygeplejerske,,CSV:EDU_audd,medium,danish,,
EDU_audd_2007,EDU,audd,2007,"Befaren matros, afslutningskursus","Befaren matros, afslutningskursus",,CSV:EDU_audd,medium,danish,,
EDU_audd_6182,EDU,audd,6182,"Humanistisk, grunduddannelse/bifag (kand.)","Humanistisk, grunduddannelse/bifag (kand.)",,CSV:EDU_audd,medium,danish,,
EDU_audd_8141,EDU,audd,8141,"Geologi/Geologi-geoscience, cand.scient.","Geologi/Geologi-geoscience, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_8221,EDU,audd,8221,"Zoologi-biologi-matematik, cand.scient.","Zoologi-biologi-matematik, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5197,EDU,audd,5197,"Værkmester, fængselsvæsenet","Værkmester, fængselsvæsenet",,CSV:EDU_audd,medium,danish,,
EDU_audd_5354,EDU,audd,5354,"Svagstrøm, akademiingeniør","Svagstrøm, akademiingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_4911,EDU,audd,4911,"Detail, boghandel","Detail, boghandel",,CSV:EDU_audd,medium,danish,,
EDU_audd_4065,EDU,audd,4065,Maskintekniker,Maskintekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_5300,EDU,audd,5300,"Elektroteknik, teknikumingeniør","Elektroteknik, teknikumingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_5608,EDU,audd,5608,"Musikledelse, musikpædagog","Musikledelse, musikpædagog",,CSV:EDU_audd,medium,danish,,
EDU_audd_5152,EDU,audd,5152,Social- og sundhedsassistent,Social- og sundhedsassistent,,CSV:EDU_audd,medium,danish,,
EDU_audd_6713,EDU,audd,6713,"English, cand.mag.","English, cand.mag.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4199,EDU,audd,4199,Ti teknisk introduktionskursus,Ti teknisk introduktionskursus,,CSV:EDU_audd,medium,danish,,
EDU_audd_5461,EDU,audd,5461,Bibliotekar,Bibliotekar,,CSV:EDU_audd,medium,danish,,
EDU_audd_4198,EDU,audd,4198,Hg,Hg,,CSV:EDU_audd,medium,danish,,
EDU_audd_6731,EDU,audd,6731,"Fransk sprog, litteratur og kultur, cand.mag.","Fransk sprog, litteratur og kultur, cand.mag.",,CSV:EDU_audd,medium,danish,,
EDU_audd_2015,EDU,audd,2015,Kystskipper,Kystskipper,,CSV:EDU_audd,medium,danish,,
EDU_audd_2461,EDU,audd,2461,"Driftlederkursus, udvidet 5 mdr.","Driftlederkursus, udvidet 5 mdr.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5312,EDU,audd,5312,"Maskin, mekanisk teknologi, teknikumingeniør","Maskin, mekanisk teknologi, teknikumingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_7804,EDU,audd,7804,"Norrøn filologi, cand.mag.","Norrøn filologi, cand.mag.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7363,EDU,audd,7363,"Kultursociologi, mag.art.","Kultursociologi, mag.art.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5470,EDU,audd,5470,"Arkitekt, cand.arch.","Arkitekt, cand.arch.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5361,EDU,audd,5361,"Bygning, civilingeniør","Bygning, civilingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_1683,EDU,audd,1683,"2. år, studenterkursus samfundsfag-sproglig","2. år, studenterkursus samfundsfag-sproglig",,CSV:EDU_audd,medium,danish,,
EDU_audd_7230,EDU,audd,7230,"Teologi, cand.theol.","Teologi, cand.theol.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4245,EDU,audd,4245,Knallertmekaniker,Knallertmekaniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_6643,EDU,audd,6643,"Tysk, cand.phil.","Tysk, cand.phil.",,CSV:EDU_audd,medium,danish,,
EDU_audd_6843,EDU,audd,6843,"Tysk sprog, litteratur og kultur, cand.mag.","Tysk sprog, litteratur og kultur, cand.mag.",,CSV:EDU_audd,medium,danish,,
EDU_audd_8226,EDU,audd,8226,"Biologi, cand.scient.","Biologi, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7298,EDU,audd,7298,"Forhistorisk arkæologi, mag.art.","Forhistorisk arkæologi, mag.art.",,CSV:EDU_audd,medium,danish,,
EDU_audd_1671,EDU,audd,1671,"2. år, studenterkursus matematik-fysik","2. år, studenterkursus matematik-fysik",,CSV:EDU_audd,medium,danish,,
EDU_audd_1563,EDU,audd,1563,"1. år, studenterkursus samfundsfag-sproglig","1. år, studenterkursus samfundsfag-sproglig",,CSV:EDU_audd,medium,danish,,
EDU_audd_5170,EDU,audd,5170,Afdelingssygeplejerske,Afdelingssygeplejerske,,CSV:EDU_audd,medium,danish,,
EDU_audd_4045,EDU,audd,4045,Teknisk tegner,Teknisk tegner,,CSV:EDU_audd,medium,danish,,
EDU_audd_5403,EDU,audd,5403,"Food Science and Technology, cand.tech.al.","Food Science and Technology, cand.tech.al.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5167,EDU,audd,5167,"Ledende hjemme- og plejehjemssygeplejerske, diplomeksamen","Ledende hjemme- og plejehjemssygeplejerske, diplomeksamen",,CSV:EDU_audd,medium,danish,,
EDU_audd_6106,EDU,audd,6106,"Samfundsvidenskab, basis (kand.) (RUC)","Samfundsvidenskab, basis (kand.) (RUC)",,CSV:EDU_audd,medium,danish,,
EDU_audd_4071,EDU,audd,4071,"Designer grafisk, bach.","Designer grafisk, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4050,EDU,audd,4050,"Laboratorietekniker, kemi","Laboratorietekniker, kemi",,CSV:EDU_audd,medium,danish,,
EDU_audd_4231,EDU,audd,4231,Radio- og tv fagtekniker,Radio- og tv fagtekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_5363,EDU,audd,5363,"Chemistry, cand.polyt.","Chemistry, cand.polyt.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4060,EDU,audd,4060,Byggetekniker,Byggetekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_8082,EDU,audd,8082,"Matematik, cand.scient.","Matematik, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7622,EDU,audd,7622,"Generel pædagogik, cand.pæd.","Generel pædagogik, cand.pæd.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4986,EDU,audd,4986,Pengeinstitut,Pengeinstitut,,CSV:EDU_audd,medium,danish,,
EDU_audd_5855,EDU,audd,5855,Skuespiller,Skuespiller,,CSV:EDU_audd,medium,danish,,
EDU_audd_4029,EDU,audd,4029,"Procesteknolog, kemisk-bioteknologisk","Procesteknolog, kemisk-bioteknologisk",,CSV:EDU_audd,medium,danish,,
EDU_audd_5156,EDU,audd,5156,Økonoma,Økonoma,,CSV:EDU_audd,medium,danish,,
EDU_audd_1410,EDU,audd,1410,1-årigt grundskolekursus,1-årigt grundskolekursus,,CSV:EDU_audd,medium,danish,,
EDU_audd_5315,EDU,audd,5315,"Produktion, teknikumingeniør","Produktion, teknikumingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_4484,EDU,audd,4484,Laboratorietandtekniker,Laboratorietandtekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_5400,EDU,audd,5400,"Agriculture, cand.agro.","Agriculture, cand.agro.",,CSV:EDU_audd,medium,danish,,
EDU_audd_7045,EDU,audd,7045,"Statsvidenskab, cand.polit.","Statsvidenskab, cand.polit.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4003,EDU,audd,4003,"Handelseksamen, regnskabslinie","Handelseksamen, regnskabslinie",,CSV:EDU_audd,medium,danish,,
EDU_audd_1559,EDU,audd,1559,"1. år, studenterkursus matematik","1. år, studenterkursus matematik",,CSV:EDU_audd,medium,danish,,
EDU_audd_4223,EDU,audd,4223,Værktøjstekniker,Værktøjstekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_5576,EDU,audd,5576,"Spansk, cand.interpret.","Spansk, cand.interpret.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4064,EDU,audd,4064,Elektroniktekniker,Elektroniktekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_5168,EDU,audd,5168,Sundhedsplejerske,Sundhedsplejerske,,CSV:EDU_audd,medium,danish,,
EDU_audd_1689,EDU,audd,1689,"2. år, studenterkursus sproglig","2. år, studenterkursus sproglig",,CSV:EDU_audd,medium,danish,,
EDU_audd_4853,EDU,audd,4853,Karetmager og karrosseribygger,Karetmager og karrosseribygger,,CSV:EDU_audd,medium,danish,,
EDU_audd_8083,EDU,audd,8083,"Physics, cand.scient.","Physics, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5180,EDU,audd,5180,"Sygeplejevidenskab, cand.scient.","Sygeplejevidenskab, cand.scient.",,CSV:EDU_audd,medium,danish,,
EDU_audd_6531,EDU,audd,6531,"Fransk, cand.phil.","Fransk, cand.phil.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5425,EDU,audd,5425,"Farmaceut, cand.pharm.","Farmaceut, cand.pharm.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4002,EDU,audd,4002,"Handelseksamen, sproglig linie","Handelseksamen, sproglig linie",,CSV:EDU_audd,medium,danish,,
EDU_audd_5450,EDU,audd,5450,"Ernærings- og husholdningsøkonomi, prof.bach.","Ernærings- og husholdningsøkonomi, prof.bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_2485,EDU,audd,2485,Landmand faglært modul 2,Landmand faglært modul 2,,CSV:EDU_audd,medium,danish,,
EDU_audd_2486,EDU,audd,2486,Driftsleder grønt bevis,Driftsleder grønt bevis,,CSV:EDU_audd,medium,danish,,
EDU_audd_5033,EDU,audd,5033,El-installatør,El-installatør,,CSV:EDU_audd,medium,danish,,
EDU_audd_5516,EDU,audd,5516,"Erhvervssprogligt grundstudium, engelsk-tysk","Erhvervssprogligt grundstudium, engelsk-tysk",,CSV:EDU_audd,medium,danish,,
EDU_audd_1171,EDU,audd,1171,"3.g, matematisk-fysisk linie","3.g, matematisk-fysisk linie",,CSV:EDU_audd,medium,danish,,
EDU_audd_7397,EDU,audd,7397,"Nordisk sprog og litteratur, mag.art.","Nordisk sprog og litteratur, mag.art.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4280,EDU,audd,4280,Møbelsnedker,Møbelsnedker,,CSV:EDU_audd,medium,danish,,
EDU_audd_5307,EDU,audd,5307,"Svagstrøm, teknikumingeniør","Svagstrøm, teknikumingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_4254,EDU,audd,4254,Elektrotekniker,Elektrotekniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_4331,EDU,audd,4331,Skruestikarbejder,Skruestikarbejder,,CSV:EDU_audd,medium,danish,,
EDU_audd_4069,EDU,audd,4069,Vvs-installatør,Vvs-installatør,,CSV:EDU_audd,medium,danish,,
EDU_audd_5498,EDU,audd,5498,Tresproglig korrespondent,Tresproglig korrespondent,,CSV:EDU_audd,medium,danish,,
EDU_audd_5637,EDU,audd,5637,"Erhvervssproglig korrespondent, tysk","Erhvervssproglig korrespondent, tysk",,CSV:EDU_audd,medium,danish,,
EDU_audd_5603,EDU,audd,5603,Klassisk musik hovedskole 3-år,Klassisk musik hovedskole 3-år,,CSV:EDU_audd,medium,danish,,
EDU_audd_5607,EDU,audd,5607,Musikpædagog,Musikpædagog,,CSV:EDU_audd,medium,danish,,
EDU_audd_5901,EDU,audd,5901,"Instrument-sang-komposition, diplom","Instrument-sang-komposition, diplom",,CSV:EDU_audd,medium,danish,,
EDU_audd_1123,EDU,audd,1123,3. real,3. real,,CSV:EDU_audd,medium,danish,,
EDU_audd_5571,EDU,audd,5571,"Engelsk, cand.interpret.","Engelsk, cand.interpret.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4201,EDU,audd,4201,Kontoruddannelse una,Kontoruddannelse una,,CSV:EDU_audd,medium,danish,,
EDU_audd_4307,EDU,audd,4307,"Teknisk designer, bygge og anlæg","Teknisk designer, bygge og anlæg",,CSV:EDU_audd,medium,danish,,
EDU_audd_5111,EDU,audd,5111,"Børneforsorgspædagog, småbørnslinie","Børneforsorgspædagog, småbørnslinie",,CSV:EDU_audd,medium,danish,,
EDU_audd_4249,EDU,audd,4249,Bygnings- og landbrugssmed,Bygnings- og landbrugssmed,,CSV:EDU_audd,medium,danish,,
EDU_audd_5350,EDU,audd,5350,"Bygning, akademiingeniør","Bygning, akademiingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_7114,EDU,audd,7114,"Samfundsfag, cand.mag.","Samfundsfag, cand.mag.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4010,EDU,audd,4010,Edb-assistent,Edb-assistent,,CSV:EDU_audd,medium,danish,,
EDU_audd_7190,EDU,audd,7190,"Humaniora, ph.d.","Humaniora, ph.d.",,CSV:EDU_audd,medium,danish,,
EDU_audd_6105,EDU,audd,6105,"Humanistisk, basis (kand.) (RUC)","Humanistisk, basis (kand.) (RUC)",,CSV:EDU_audd,medium,danish,,
EDU_audd_4970,EDU,audd,4970,Engros med detail,Engros med detail,,CSV:EDU_audd,medium,danish,,
EDU_audd_1551,EDU,audd,1551,"1. år, studenterkursus matematik-fysik","1. år, studenterkursus matematik-fysik",,CSV:EDU_audd,medium,danish,,
EDU_audd_1181,EDU,audd,1181,"3.g, nysproglig linie","3.g, nysproglig linie",,CSV:EDU_audd,medium,danish,,
EDU_audd_1172,EDU,audd,1172,"3.g, matematisk-naturfaglig linie","3.g, matematisk-naturfaglig linie",,CSV:EDU_audd,medium,danish,,
EDU_audd_4074,EDU,audd,4074,"Designer møbe og rum, bach.","Designer møbe og rum, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_4076,EDU,audd,4076,"Designer indretning, bach.","Designer indretning, bach.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5391,EDU,audd,5391,"Energi, civilingeniør","Energi, civilingeniør",,CSV:EDU_audd,medium,danish,,
EDU_audd_5195,EDU,audd,5195,Skibsfører (uden gymnasial baggrund),Skibsfører (uden gymnasial baggrund),,CSV:EDU_audd,medium,danish,,
EDU_audd_5206,EDU,audd,5206,Toldassistent,Toldassistent,,CSV:EDU_audd,medium,danish,,
EDU_audd_5443,EDU,audd,5443,Pædagogisk grunduddannelse PGU,Pædagogisk grunduddannelse PGU,,CSV:EDU_audd,medium,danish,,
EDU_audd_4236,EDU,audd,4236,Finmekaniker,Finmekaniker,,CSV:EDU_audd,medium,danish,,
EDU_audd_4435,EDU,audd,4435,Pølsemager,Pølsemager,,CSV:EDU_audd,medium,danish,,
EDU_audd_4067,EDU,audd,4067,"Maskintekniker, driftsteknik","Maskintekniker, driftsteknik",,CSV:EDU_audd,medium,danish,,
EDU_audd_4470,EDU,audd,4470,Håndbogbinder,Håndbogbinder,,CSV:EDU_audd,medium,danish,,
EDU_audd_4229,EDU,audd,4229,Vvs-rørsmed,Vvs-rørsmed,,CSV:EDU_audd,medium,danish,,
EDU_audd_4923,EDU,audd,4923,"Detail, blomster","Detail, blomster",,CSV:EDU_audd,medium,danish,,
EDU_audd_4486,EDU,audd,4486,Skrædder,Skrædder,,CSV:EDU_audd,medium,danish,,
EDU_audd_7151,EDU,audd,7151,"Psykologi, mag.art.psych.","Psykologi, mag.art.psych.",,CSV:EDU_audd,medium,danish,,
EDU_audd_5511,EDU,audd,5511,"Erhvervssprogligt grundstudium, engelsk-fransk","Erhvervssprogligt grundstudium, engelsk-fransk",,CSV:EDU_audd,medium,danish,,
EDU_audd_2478,EDU,audd,2478,"Gartnerskole, planteskole kursus","Gartnerskole, planteskole kursus",,CSV:EDU_audd,medium,danish,,
EDU_audd_5044,EDU,audd,5044,Tf-gartneriteknik,Tf-gartneriteknik,,CSV:EDU_audd,medium,danish,,
EDU_audd_4880,EDU,audd,4880,Defektrice,Defektrice,,CSV:EDU_audd,medium,danish,,
EDU_audd_4921,EDU,audd,4921,"Detail, farve og tapet","Detail, farve og tapet",,CSV:EDU_audd,medium,danish,,
EDU_audd_4912,EDU,audd,4912,"Detail, fotohandel","Detail, fotohandel",,CSV:EDU_audd,medium,danish,,
