code,prefix,database,value,description,source,confidence,language
LAB_nace_261200,LAB,nace,261200,NACE industry code: 261200,enhanced_english,medium,english
LAB_nace_261300,LAB,nace,261300,NACE industry code: 261300,enhanced_english,medium,english
LAB_nace_261400,LAB,nace,261400,NACE industry code: 261400,enhanced_english,medium,english
LAB_nace_261500,LAB,nace,261500,NACE industry code: 261500,enhanced_english,medium,english
LAB_nace_262100,LAB,nace,262100,NACE industry code: 262100,enhanced_english,medium,english
LAB_nace_262200,LAB,nace,262200,NACE industry code: 262200,enhanced_english,medium,english
LAB_nace_262300,LAB,nace,262300,NACE industry code: 262300,enhanced_english,medium,english
LAB_nace_262400,LAB,nace,262400,NACE industry code: 262400,enhanced_english,medium,english
LAB_nace_262500,LAB,nace,262500,NACE industry code: 262500,enhanced_english,medium,english
LAB_nace_262600,LAB,nace,262600,NACE industry code: 262600,enhanced_english,medium,english
LAB_nace_263000,LAB,nace,263000,NACE industry code: 263000,enhanced_english,medium,english
LAB_nace_264000,LAB,nace,264000,NACE industry code: 264000,enhanced_english,medium,english
LAB_nace_265100,LAB,nace,265100,NACE industry code: 265100,enhanced_english,medium,english
LAB_nace_265200,LAB,nace,265200,NACE industry code: 265200,enhanced_english,medium,english
LAB_nace_265300,LAB,nace,265300,NACE industry code: 265300,enhanced_english,medium,english
LAB_nace_266110,LAB,nace,266110,NACE industry code: 266110,enhanced_english,medium,english
LAB_nace_266120,LAB,nace,266120,NACE industry code: 266120,enhanced_english,medium,english
LAB_nace_266200,LAB,nace,266200,NACE industry code: 266200,enhanced_english,medium,english
LAB_nace_266300,LAB,nace,266300,NACE industry code: 266300,enhanced_english,medium,english
LAB_nace_266400,LAB,nace,266400,NACE industry code: 266400,enhanced_english,medium,english
LAB_nace_266500,LAB,nace,266500,NACE industry code: 266500,enhanced_english,medium,english
LAB_nace_266600,LAB,nace,266600,NACE industry code: 266600,enhanced_english,medium,english
LAB_nace_267000,LAB,nace,267000,NACE industry code: 267000,enhanced_english,medium,english
LAB_nace_268100,LAB,nace,268100,NACE industry code: 268100,enhanced_english,medium,english
LAB_nace_268210,LAB,nace,268210,NACE industry code: 268210,enhanced_english,medium,english
LAB_nace_268220,LAB,nace,268220,NACE industry code: 268220,enhanced_english,medium,english
LAB_nace_268290,LAB,nace,268290,NACE industry code: 268290,enhanced_english,medium,english
LAB_nace_271000,LAB,nace,271000,NACE industry code: 271000,enhanced_english,medium,english
LAB_nace_272100,LAB,nace,272100,NACE industry code: 272100,enhanced_english,medium,english
LAB_nace_272200,LAB,nace,272200,NACE industry code: 272200,enhanced_english,medium,english
LAB_nace_273100,LAB,nace,273100,NACE industry code: 273100,enhanced_english,medium,english
LAB_nace_273200,LAB,nace,273200,NACE industry code: 273200,enhanced_english,medium,english
LAB_nace_273300,LAB,nace,273300,NACE industry code: 273300,enhanced_english,medium,english
LAB_nace_273400,LAB,nace,273400,NACE industry code: 273400,enhanced_english,medium,english
LAB_nace_273500,LAB,nace,273500,NACE industry code: 273500,enhanced_english,medium,english
LAB_nace_274100,LAB,nace,274100,NACE industry code: 274100,enhanced_english,medium,english
LAB_nace_274200,LAB,nace,274200,NACE industry code: 274200,enhanced_english,medium,english
LAB_nace_274300,LAB,nace,274300,NACE industry code: 274300,enhanced_english,medium,english
LAB_nace_274400,LAB,nace,274400,NACE industry code: 274400,enhanced_english,medium,english
LAB_nace_274500,LAB,nace,274500,NACE industry code: 274500,enhanced_english,medium,english
LAB_nace_275100,LAB,nace,275100,NACE industry code: 275100,enhanced_english,medium,english
LAB_nace_275200,LAB,nace,275200,NACE industry code: 275200,enhanced_english,medium,english
LAB_nace_275300,LAB,nace,275300,NACE industry code: 275300,enhanced_english,medium,english
LAB_nace_275400,LAB,nace,275400,NACE industry code: 275400,enhanced_english,medium,english
LAB_nace_281100,LAB,nace,281100,NACE industry code: 281100,enhanced_english,medium,english
LAB_nace_281200,LAB,nace,281200,NACE industry code: 281200,enhanced_english,medium,english
LAB_nace_282100,LAB,nace,282100,NACE industry code: 282100,enhanced_english,medium,english
LAB_nace_282200,LAB,nace,282200,NACE industry code: 282200,enhanced_english,medium,english
LAB_nace_283000,LAB,nace,283000,NACE industry code: 283000,enhanced_english,medium,english
LAB_nace_284000,LAB,nace,284000,NACE industry code: 284000,enhanced_english,medium,english
LAB_nace_285100,LAB,nace,285100,NACE industry code: 285100,enhanced_english,medium,english
LAB_nace_285200,LAB,nace,285200,NACE industry code: 285200,enhanced_english,medium,english
LAB_nace_286100,LAB,nace,286100,NACE industry code: 286100,enhanced_english,medium,english
