code,prefix,database,value,description,description_da,description_en,source,confidence,language,parent_code,hierarchy_level
LAB_db07_477110,LAB,db07,477110,Detailhandel med andre varer i specialforretninger (via 477),Detailhandel med andre varer i specialforretninger (via 477),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_47711,detail
LAB_db07_108900,LAB,db07,108900,Fremstilling af andre fødevarer (via 108),Fremstilling af andre fødevarer (via 108),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_10890,detail
LAB_db07_281300,LAB,db07,281300,Fremstilling af maskiner til generelle formål (via 281),Fremstilling af maskiner til generelle formål (via 281),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_28130,detail
LAB_db07_282500,LAB,db07,282500,Fremstilling af øvrige maskiner til generelle formål (via 282),Fremstilling af øvrige maskiner til generelle formål (via 282),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_28250,detail
LAB_db07_861000,LAB,db07,861000,Hospitaler (via 861),Hospitaler (via 861),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_86100,detail
LAB_db07_641900,LAB,db07,641900,Pengeinstitutvirksomhed (via 641),Pengeinstitutvirksomhed (via 641),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_64190,detail
LAB_db07_477700,LAB,db07,477700,Detailhandel med andre varer i specialforretninger (via 477),Detailhandel med andre varer i specialforretninger (via 477),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_47770,detail
LAB_db07_464330,LAB,db07,464330,Engroshandel med husholdningsartikler (via 464),Engroshandel med husholdningsartikler (via 464),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_46433,detail
LAB_db07_464320,LAB,db07,464320,Engroshandel med husholdningsartikler (via 464),Engroshandel med husholdningsartikler (via 464),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_46432,detail
LAB_db07_432200,LAB,db07,432200,"El-installation, VVS- og blikkenslagerforretninger samt anden bygningsinstallationsvirksomhed (via 432)","El-installation, VVS- og blikkenslagerforretninger samt anden bygningsinstallationsvirksomhed (via 432)",,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_43220,detail
LAB_db07_781000,LAB,db07,781000,Arbejdsformidlingskontorer (via 781),Arbejdsformidlingskontorer (via 781),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_78100,detail
LAB_db07_942000,LAB,db07,942000,Fagforeninger (via 942),Fagforeninger (via 942),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_94200,detail
LAB_db07_852020,LAB,db07,852020,Folke- og specialskoler (via 852),Folke- og specialskoler (via 852),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_85202,detail
LAB_db07_439910,LAB,db07,439910,"Anden bygge- og anlægsvirksomhed, som kræver specialisering (via 439)","Anden bygge- og anlægsvirksomhed, som kræver specialisering (via 439)",,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_43991,detail
LAB_db07_433200,LAB,db07,433200,Bygningsfærdiggørelse (via 433),Bygningsfærdiggørelse (via 433),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_43320,detail
LAB_db07_471120,LAB,db07,471120,Detailhandel fra ikke-specialiserede forretninger (via 471),Detailhandel fra ikke-specialiserede forretninger (via 471),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_47112,detail
LAB_db07_422000,LAB,db07,422000,Anlæg af ledningsnet (via 422),Anlæg af ledningsnet (via 422),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_42200,detail
LAB_db07_439990,LAB,db07,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering (via 439)","Anden bygge- og anlægsvirksomhed, som kræver specialisering (via 439)",,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_43999,detail
LAB_db07_732000,LAB,db07,732000,Markedsanalyse og offentlig meningsmåling (via 732),Markedsanalyse og offentlig meningsmåling (via 732),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_73200,detail
LAB_db07_881030,LAB,db07,881030,Sociale foranstaltninger for ældre og handicappede uden institutionsophold (via 881),Sociale foranstaltninger for ældre og handicappede uden institutionsophold (via 881),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_88103,detail
LAB_db07_854100,LAB,db07,854100,Videregående uddannelsesinstitutioner (via 854),Videregående uddannelsesinstitutioner (via 854),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_85410,detail
LAB_db07_479900,LAB,db07,479900,"Detailhandel undtagen fra forretninger, stadepladser og markeder (via 479)","Detailhandel undtagen fra forretninger, stadepladser og markeder (via 479)",,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_47990,detail
LAB_db07_494100,LAB,db07,494100,Vejgodstransport og flytning (via 494),Vejgodstransport og flytning (via 494),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_49410,detail
LAB_db07_683120,LAB,db07,683120,Virksomhed i forbindelse med fast ejendom på honorar- eller kontraktbasis (via 683),Virksomhed i forbindelse med fast ejendom på honorar- eller kontraktbasis (via 683),,CSV:LAB_db07_hierarchical,medium,danish,LAB_db07_68312,detail
