code,prefix,database,value,description,description_da,description_en,source,confidence,language,parent_code,hierarchy_level
SOC_betbkod_1,SOC,betbkod,1,Conditional sentence code: 1,,Conditional sentence code: 1,none|generated|generated|generated,medium,danish,,
