code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
DEM_Birth,DEM,Birth,,Birth event indicator - marks a birth record in Danish administrative data,,,,Birth event indicator - marks a birth record in Danish administrative data,,,translated,manual_demographic_events,medium,english,,,14624456,6028798,0.667738
