code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
LAB_lejev_egen_bolig_Q14,LAB,lejev,egen_bolig_Q14,Beregnet lejeværdi af egen bolig — 14/100 kvantil,Beregnet lejeværdi af egen bolig — 14/100 kvantil,,,Imputed rental value of own dwelling — 14/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q1,LAB,lejev,egen_bolig_Q1,Beregnet lejeværdi af egen bolig — 1/100 kvantil,Beregnet lejeværdi af egen bolig — 1/100 kvantil,,,Imputed rental value of own dwelling — 1/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q77,LAB,lejev,egen_bolig_Q77,Beregnet lejeværdi af egen bolig — 77/100 kvantil,Beregnet lejeværdi af egen bolig — 77/100 kvantil,,,Imputed rental value of own dwelling — 77/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q67,LAB,lejev,egen_bolig_Q67,Beregnet lejeværdi af egen bolig — 67/100 kvantil,Beregnet lejeværdi af egen bolig — 67/100 kvantil,,,Imputed rental value of own dwelling — 67/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q87,LAB,lejev,egen_bolig_Q87,Beregnet lejeværdi af egen bolig — 87/100 kvantil,Beregnet lejeværdi af egen bolig — 87/100 kvantil,,,Imputed rental value of own dwelling — 87/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q90,LAB,lejev,egen_bolig_Q90,Beregnet lejeværdi af egen bolig — 90/100 kvantil,Beregnet lejeværdi af egen bolig — 90/100 kvantil,,,Imputed rental value of own dwelling — 90/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q93,LAB,lejev,egen_bolig_Q93,Beregnet lejeværdi af egen bolig — 93/100 kvantil,Beregnet lejeværdi af egen bolig — 93/100 kvantil,,,Imputed rental value of own dwelling — 93/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q92,LAB,lejev,egen_bolig_Q92,Beregnet lejeværdi af egen bolig — 92/100 kvantil,Beregnet lejeværdi af egen bolig — 92/100 kvantil,,,Imputed rental value of own dwelling — 92/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q94,LAB,lejev,egen_bolig_Q94,Beregnet lejeværdi af egen bolig — 94/100 kvantil,Beregnet lejeværdi af egen bolig — 94/100 kvantil,,,Imputed rental value of own dwelling — 94/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q89,LAB,lejev,egen_bolig_Q89,Beregnet lejeværdi af egen bolig — 89/100 kvantil,Beregnet lejeværdi af egen bolig — 89/100 kvantil,,,Imputed rental value of own dwelling — 89/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q100,LAB,lejev,egen_bolig_Q100,Beregnet lejeværdi af egen bolig — 100/100 kvantil,Beregnet lejeværdi af egen bolig — 100/100 kvantil,,,Imputed rental value of own dwelling — 100/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q99,LAB,lejev,egen_bolig_Q99,Beregnet lejeværdi af egen bolig — 99/100 kvantil,Beregnet lejeværdi af egen bolig — 99/100 kvantil,,,Imputed rental value of own dwelling — 99/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q95,LAB,lejev,egen_bolig_Q95,Beregnet lejeværdi af egen bolig — 95/100 kvantil,Beregnet lejeværdi af egen bolig — 95/100 kvantil,,,Imputed rental value of own dwelling — 95/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q96,LAB,lejev,egen_bolig_Q96,Beregnet lejeværdi af egen bolig — 96/100 kvantil,Beregnet lejeværdi af egen bolig — 96/100 kvantil,,,Imputed rental value of own dwelling — 96/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q97,LAB,lejev,egen_bolig_Q97,Beregnet lejeværdi af egen bolig — 97/100 kvantil,Beregnet lejeværdi af egen bolig — 97/100 kvantil,,,Imputed rental value of own dwelling — 97/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
LAB_lejev_egen_bolig_Q98,LAB,lejev,egen_bolig_Q98,Beregnet lejeværdi af egen bolig — 98/100 kvantil,Beregnet lejeværdi af egen bolig — 98/100 kvantil,,,Imputed rental value of own dwelling — 98/100 quantile,,,dst_times_lejev_egen_bolig,generated:quantile_percentile,high,english,,
