code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
DEM_statsb_5478,DEM,statsb,5478,Saudi-Arabien,Saudi-Arabien,,,Saudi Arabia,Saudi Arabia,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5364,DEM,statsb,5364,Paraguay,Paraguay,,,Paraguay,Paraguay,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5260,DEM,statsb,5260,Sydsudan,Sydsudan,,,South Sudan,South Sudan,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5102,DEM,statsb,5102,Udlandet uoplyst,Udlandet uoplyst,,,Udlandet uoplyst,,,copy-of-da,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5207,DEM,statsb,5207,Botswana,Botswana,,,Botswana,Botswana,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5305,DEM,statsb,5305,Barbados,Barbados,,,Barbados,Barbados,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5115,DEM,statsb,5115,Kongelig,Kongelig,,,Kongelig,,,copy-of-da,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5285,DEM,statsb,5285,Niger,Niger,,,Niger,Niger,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5339,DEM,statsb,5339,Grenada,Grenada,,,Grenada,Grenada,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5159,DEM,statsb,5159,San Marino,San Marino,,,San Marino,San Marino,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5398,DEM,statsb,5398,Syd- og Mellemamerika uoplyst,Syd- og Mellemamerika uoplyst,,,South and Central America unknown,,,translated,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5403,DEM,statsb,5403,Forenede Arabiske Emirater,Forenede Arabiske Emirater,,,Forenede Arabiske Emirater,,,copy-of-da,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5718,DEM,statsb,5718,Turkmenistan,Turkmenistan,,,Turkmenistan,Turkmenistan,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5276,DEM,statsb,5276,Centralafrikanske Republik,Centralafrikanske Republik,,,Central African Republic,Central African Republic,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5235,DEM,statsb,5235,Lesotho,Lesotho,,,Lesotho,Lesotho,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5283,DEM,statsb,5283,Gabon,Gabon,,,Gabon,Gabon,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5457,DEM,statsb,5457,Maldiverne,Maldiverne,,,Maldives,Maldives,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5303,DEM,statsb,5303,Bahamas,Bahamas,,,Bahamas,Bahamas,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5274,DEM,statsb,5274,Kiribati,Kiribati,,,Kiribati,Kiribati,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5462,DEM,statsb,5462,Oman,Oman,,,Oman,Oman,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5298,DEM,statsb,5298,Seychellerne,Seychellerne,,,Seychelles,Seychelles,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5105,DEM,statsb,5105,"Island, ligeret dansk","Island, ligeret dansk",,,"Iceland, located in Denmark",,,translated,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5107,DEM,statsb,5107,Liechtenstein,Liechtenstein,,,Liechtenstein,Liechtenstein,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5534,DEM,statsb,5534,Papua Ny Guinea,Papua Ny Guinea,,,Papua New Guinea,Papua New Guinea,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5344,DEM,statsb,5344,Surinam,Surinam,,,Suriname,Suriname,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5199,DEM,statsb,5199,Europa uoplyst,Europa uoplyst,,,Europa uoplyst,,,copy-of-da,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5273,DEM,statsb,5273,Tuvalu,Tuvalu,,,Tuvalu,Tuvalu,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5275,DEM,statsb,5275,Vanuatu,Vanuatu,,,Vanuatu,Vanuatu,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5347,DEM,statsb,5347,Skt. Lucia,Skt. Lucia,,,Skt. Lucia,,,copy-of-da,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5292,DEM,statsb,5292,Tchad,Tchad,,,Chad,Chad,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5395,DEM,statsb,5395,Vestindiske Øer,Vestindiske Øer,,,West Indies,,,translated,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5310,DEM,statsb,5310,Nauru,Nauru,,,Nauru,Nauru,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5124,DEM,statsb,5124,Andorra,Andorra,,,Andorra,Andorra,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5435,DEM,statsb,5435,Østtimor,Østtimor,,,East Timor,East Timor,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5526,DEM,statsb,5526,Belize,Belize,,,Belize,Belize,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5625,DEM,statsb,5625,Skt. Kitts og Nevis,Skt. Kitts og Nevis,,,Saint Kitts and Nevis,Saint Kitts and Nevis,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5412,DEM,statsb,5412,Brunei,Brunei,,,Brunei,,,copy-of-da,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5623,DEM,statsb,5623,Salomonøerne,Salomonøerne,,,Solomon Islands,Solomon Islands,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5311,DEM,statsb,5311,Skt. Vincent og Grenadinerne,Skt. Vincent og Grenadinerne,,,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5176,DEM,statsb,5176,Vatikanstaten,Vatikanstaten,,,Vatican City,,,translated,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5109,DEM,statsb,5109,Monaco,Monaco,,,Monaco,Monaco,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5779,DEM,statsb,5779,Cookøerne,Cookøerne,,,Cook Islands,Cook Islands,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5230,DEM,statsb,5230,Ækvatorialguinea,Ækvatorialguinea,,,Equatorial Guinea,Equatorial Guinea,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5621,DEM,statsb,5621,Sao Tome og Principe,Sao Tome og Principe,,,São Tomé and Príncipe,,,translated,CSV:DEM_statsb,medium,danish,,
DEM_statsb_5248,DEM,statsb,5248,Marshalløerne,Marshalløerne,,,Marshall Islands,Marshall Islands,iso3166,iso3166,CSV:DEM_statsb,medium,danish,,
