code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
HEA_,HEA,,,"LMDB VOLTYPECODE (blank) — non-specific medicine and/or non-specific quantity, fee, or veterinary medicine","LMDB VOLTYPECODE (tom) — ikke-specifikt lægemiddel og/eller ikke-specifik mængde, gebyr eller veterinært lægemiddel",,,"LMDB VOLTYPECODE (blank) — non-specific medicine and/or non-specific quantity, fee, or veterinary medicine",,,dst-lmdb-voltypecode,esundhed:lmdb_voltypecode,medium,danish,,,7574632,1900475,0.210493
