code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
LAB_arblhumv_Q58,LAB,arblhumv,Q58,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 58/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 58/100 kvantil,,,Unemployment benefits and training allowance — 58/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q57,LAB,arblhumv,Q57,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 57/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 57/100 kvantil,,,Unemployment benefits and training allowance — 57/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q34,LAB,arblhumv,Q34,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 34/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 34/100 kvantil,,,Unemployment benefits and training allowance — 34/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q32,LAB,arblhumv,Q32,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 32/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 32/100 kvantil,,,Unemployment benefits and training allowance — 32/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q38,LAB,arblhumv,Q38,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 38/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 38/100 kvantil,,,Unemployment benefits and training allowance — 38/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q95,LAB,arblhumv,Q95,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 95/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 95/100 kvantil,,,Unemployment benefits and training allowance — 95/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q92,LAB,arblhumv,Q92,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 92/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 92/100 kvantil,,,Unemployment benefits and training allowance — 92/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q83,LAB,arblhumv,Q83,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 83/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 83/100 kvantil,,,Unemployment benefits and training allowance — 83/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q85,LAB,arblhumv,Q85,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 85/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 85/100 kvantil,,,Unemployment benefits and training allowance — 85/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q67,LAB,arblhumv,Q67,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 67/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 67/100 kvantil,,,Unemployment benefits and training allowance — 67/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q13,LAB,arblhumv,Q13,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 13/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 13/100 kvantil,,,Unemployment benefits and training allowance — 13/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q77,LAB,arblhumv,Q77,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 77/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 77/100 kvantil,,,Unemployment benefits and training allowance — 77/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q29,LAB,arblhumv,Q29,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 29/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 29/100 kvantil,,,Unemployment benefits and training allowance — 29/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q72,LAB,arblhumv,Q72,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 72/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 72/100 kvantil,,,Unemployment benefits and training allowance — 72/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q82,LAB,arblhumv,Q82,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 82/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 82/100 kvantil,,,Unemployment benefits and training allowance — 82/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q84,LAB,arblhumv,Q84,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 84/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 84/100 kvantil,,,Unemployment benefits and training allowance — 84/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
LAB_arblhumv_Q93,LAB,arblhumv,Q93,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 93/100 kvantil,Arbejdsløshedsdagpenge og uddannelsesgodtgørelse — 93/100 kvantil,,,Unemployment benefits and training allowance — 93/100 quantile,,,dst_times_arblhumv,generated_pattern,high,english,,
