code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
DEM_unknown,DEM,unknown,,Unknown demographic value - represents missing or unspecified demographic information,,,,Unknown demographic value - represents missing or unspecified demographic information,,,translated,manual_demographic_events,medium,english,,,12411838,6220495,0.68897
