code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
LAB_rentudgpr_Q82,LAB,rentudgpr,Q82,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 82/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 82/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 82/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q57,LAB,rentudgpr,Q57,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 57/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 57/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 57/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q63,LAB,rentudgpr,Q63,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 63/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 63/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 63/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q60,LAB,rentudgpr,Q60,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 60/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 60/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 60/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q47,LAB,rentudgpr,Q47,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 47/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 47/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 47/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q71,LAB,rentudgpr,Q71,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 71/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 71/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 71/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q69,LAB,rentudgpr,Q69,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 69/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 69/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 69/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q65,LAB,rentudgpr,Q65,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 65/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 65/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 65/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q79,LAB,rentudgpr,Q79,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 79/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 79/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 79/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q76,LAB,rentudgpr,Q76,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 76/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 76/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 76/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q83,LAB,rentudgpr,Q83,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 83/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 83/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 83/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q64,LAB,rentudgpr,Q64,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 64/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 64/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 64/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q86,LAB,rentudgpr,Q86,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 86/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 86/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 86/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q99,LAB,rentudgpr,Q99,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 99/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 99/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 99/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q97,LAB,rentudgpr,Q97,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 97/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 97/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 97/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q73,LAB,rentudgpr,Q73,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 73/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 73/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 73/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q66,LAB,rentudgpr,Q66,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 66/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 66/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 66/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q84,LAB,rentudgpr,Q84,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 84/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 84/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 84/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q72,LAB,rentudgpr,Q72,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 72/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 72/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 72/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q89,LAB,rentudgpr,Q89,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 89/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 89/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 89/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q93,LAB,rentudgpr,Q93,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 93/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 93/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 93/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q77,LAB,rentudgpr,Q77,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 77/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 77/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 77/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q94,LAB,rentudgpr,Q94,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 94/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 94/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 94/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q96,LAB,rentudgpr,Q96,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 96/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 96/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 96/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q98,LAB,rentudgpr,Q98,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 98/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 98/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 98/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q90,LAB,rentudgpr,Q90,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 90/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 90/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 90/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q95,LAB,rentudgpr,Q95,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 95/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 95/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 95/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q80,LAB,rentudgpr,Q80,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 80/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 80/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 80/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q87,LAB,rentudgpr,Q87,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 87/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 87/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 87/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q88,LAB,rentudgpr,Q88,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 88/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 88/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 88/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q92,LAB,rentudgpr,Q92,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 92/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 92/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 92/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q91,LAB,rentudgpr,Q91,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 91/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 91/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 91/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q100,LAB,rentudgpr,Q100,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 100/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 100/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 100/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q85,LAB,rentudgpr,Q85,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 85/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 85/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 85/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
LAB_rentudgpr_Q78,LAB,rentudgpr,Q78,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 78/100 kvantil,Fradragsberettigede renteudgifter (ekskl. udland og selvstændig virksomhed) — 78/100 kvantil,,,Tax-deductible interest expenses (excl. foreign and self-employment interest) — 78/100 quantile,,,dst_times_rentudgpr,generated_pattern,high,english,,
