Gyldig fra 	Gyldig til 	Kode 	Tekst
01-01-1992 		244200 	Medicinalvarefabrikker
01-01-1992 		245110 	Sæbe- og vaskemiddelfabrikker
01-01-2003 		245120 	Fremstilling af voks samt pudse- og rensemidler
01-01-1992 	31-12-2002 	245120 	Pudse- og rensemiddelfabrikker
01-01-1992 	31-12-2002 	245200 	Fremstilling af parfume og toiletmidler
01-01-2003 		245200 	Fremstilling af parfume, hårshampoo, tandpasta mv.
01-01-1992 		246100 	Fremstilling af sprængstoffer mv.
01-01-1992 		246200 	Limfabrikker
01-01-1992 		246300 	Fremstilling af æteriske olier
01-01-1992 		246400 	Fremstilling af fotokemiske produkter
01-01-1992 		246500 	Fremstilling af uindspillede medier
01-01-1992 		246600 	Fremstilling af andre kemiske produkter i øvrigt
01-01-1992 		247000 	Fremstilling af kemofibre
01-01-1992 		251100 	Fremstilling af gummidæk og gummislanger
01-01-2003 		251200 	Vulkanisering
01-01-1992 	31-12-2002 	251200 	Vulkaniseringsanstalter
01-01-1992 		251300 	Fremstilling af andre gummiprodukter
01-01-1992 		252110 	Fremstilling af plader, ark, film og andre flade former af plast
01-01-1992 		252120 	Fremstilling af rør og slanger af plast
01-01-1992 		252130 	Fremstilling af stænger og profiler af plast
01-01-1992 		252200 	Fremstilling af plastemballage
01-01-1992 		252310 	Fremstilling af sanitetsartikler af plast
01-01-1992 		252390 	Fremstilling af andre bygningsartikler af plast
01-01-1992 		252410 	Fremstilling af kontor- og skoleartikler af plast
01-01-1992 		252420 	Fremstilling af bordservice og køkkenudstyr af plast
01-01-1992 		252490 	Fremstilling af andre plastprodukter i øvrigt
01-01-1992 		261100 	Fremstilling af planglas
01-01-1992 		261200 	Formning og forarbejdning af planglas
01-01-1992 		261300 	Fremstilling af flasker, drikkeglas mv.
01-01-2003 		261400 	Fremstilling af glasfiber og visse varer heraf
01-01-1992 	31-12-2002 	261400 	Glasuldsfabrikker
01-01-1992 		261500 	Fremstilling og bearbejdning af glas i øvrigt
01-01-1992 		262100 	Fremstilling af keramiske husholdningsartikler og pyntegenstande
01-01-1992 		262200 	Fremstilling af keramiske sanitetsartikler
01-01-1992 		262300 	Fremstilling af keramiske isolatorer og isoleringsdele
01-01-1992 		262400 	Fremstilling af andre keramiske produkter til teknisk brug
01-01-1992 		262500 	Fremstilling af andre keramiske produkter
01-01-1992 		262600 	Fremstilling af varmeisolerende og ildfaste keramiske produkter
01-01-1992 		263000 	Fremstilling af fliser og kakler
01-01-1992 		264000 	Teglværker
01-01-1992 		265100 	Cementfabrikker
01-01-1992 		265200 	Kalkværker
01-01-1992 		265300 	Fremstilling af gips
01-01-1992 		266110 	Betonvarefabrikker
01-01-1992 		266120 	Betonelementfabrikker
01-01-1992 		266200 	Fremstilling af byggematerialer af gips
01-01-1992 		266300 	Fremstilling af færdigblandet beton
01-01-1992 		266400 	Mørtelværker
01-01-1992 		266500 	Fremstilling af fibercementprodukter
01-01-1992 		266600 	Fremstilling af andre beton-, gips- og cementprodukter
01-01-1992 		267000 	Stenhuggere
01-01-1992 		268100 	Fremstilling af slibemidler
01-01-1992 		268210 	Asfalt- og tagpapfabrikker
01-01-1992 		268220 	Stenuldsfabrikker
01-01-1992 		268290 	Fremstilling af andre ikke-metalholdige mineralske produkter i øvrigt
01-01-2003 		271000 	Fremstilling af råjern og råstål samt jernlegeringer
01-01-1992 	31-12-2002 	271000 	Jern- og stålværker
01-01-1992 		272100 	Fremstilling af støbte jern- og stålrør
01-01-1992 		272200 	Fremstilling af jern- og stålrør (undtagen støbte rør)
01-01-1992 		273100 	Koldtrækning af jern og stål
01-01-1992 		273200 	Koldvalsning af jern- og stålbånd
01-01-1992 		273300 	Koldbehandling af jern og stål
01-01-1992 		273400 	Trådtrækning af stål
01-01-1992 		273500 	Anden bearbejdning af jern og stål i øvrigt
01-01-1992 		274100 	Fremstilling af ædelmetaller
01-01-2003 		274200 	Fremstilling af aluminium og komponenter heraf
01-01-1992 	31-12-2002 	274200 	Fremstilling og første bearbejdning af aluminium
01-01-2003 		274300 	Fremstilling af bly, zink og tin og komponenter heraf
01-01-1992 	31-12-2002 	274300 	Fremstilling og første bearbejdning af bly, zink og tin
01-01-2003 		274400 	Fremstilling af kobber og komponenter heraf
01-01-1992 	31-12-2002 	274400 	Fremstilling og første bearbejdning af kobber
01-01-2003 		274500 	Fremstilling af andre ikke-jernholdige metaller og komponenter heraf
01-01-1992 	31-12-2002 	274500 	Fremstilling og første bearbejdning af andre ikke-jernholdige metaller
01-01-1992 		275100 	Støbning af jernprodukter
01-01-1992 		275200 	Støbning af stålprodukter
01-01-1992 		275300 	Støbning af letmetalprodukter
01-01-1992 		275400 	Støbning af andre ikke-jernholdige metalprodukter
01-01-1992 		281100 	Fremstilling af metalkonstruktioner og dele heraf
01-01-1992 		281200 	Fremstilling af døre og vinduer samt rammer hertil af jern og metal
01-01-1992 		282100 	Fremstilling af tanke og beholdere af jern/stål og metal
01-01-1992 		282200 	Fremstilling af radiatorer og kedler til centralvarmeanlæg
01-01-1992 		283000 	Fremstilling af dampkedler undtagen centralvarmekedler
01-01-1992 		284000 	Smedning, presning, sænksmedning og valsning af metal; pulvermetallurgi
01-01-2003 		285100 	Overfladebehandling af metal
01-01-1992 	31-12-2002 	285100 	Overfladebehandling af metal på kontraktbasis (lønarbejde)
01-01-2003 		285200 	Almindelige maskinforarbejdningsprocesser
01-01-1992 	31-12-2002 	285200 	Almindelige maskinforarbejdningsprocesser på kontraktbasis (lønarbejde)
01-01-1992 		286100 	Fremstilling af bestik, skære- og klipperedskaber
01-01-1992 		286200 	Fremstilling af håndværktøj
01-01-1992 		286310 	Låsefabrikker
01-01-1992 		286320 	Fremstilling af metalbeslag
01-01-1992 		287100 	Fremstilling af metaltønder og lignende beholdere
01-01-2003 		287200 	Fremstilling af dåser mv. og lukkeanordninger af metal
01-01-1992 	31-12-2002 	287200 	Fremstilling af konservesdåser mv.
01-01-1992 		287300 	Fremstilling af trådvarer
01-01-1992 		287400 	Fremstilling af bolte, skruer, møtrikker, kæder og fjedre
01-01-1992 		287510 	Fremstilling af metalskilte
01-01-1992 		287520 	Fremstilling af sanitets- og husholdningsartikler af metal
01-01-1992 		287590 	Fremstilling af andre færdige metalprodukter i øvrigt
01-01-1992 		291110 	Skibsmotorfabrikker
01-01-1992 		291120 	Reparation af skibsmotorer
01-01-1992 		291190 	Fremstilling af andre motorer og turbiner
01-01-1992 		291210 	Fremstilling af luftpumper og -kompressorer
01-01-1992 		291220 	Fremstilling af væskepumper
01-01-1992 		291230 	Fremstilling af hydrauliske og pneumatiske maskiner
01-01-1992 		291300 	Fremstilling af haner og ventiler
01-01-1992 		291400 	Fremstilling af aksler, lejer og udvekslinger
01-01-1992 		292100 	Fremstilling af ovne og fyringsaggregater
01-01-1992 		292210 	Fremstilling af båndtransportører og elevatorer
01-01-1992 		292220 	Fremstilling af kraner samt talje- og hejseværker
01-01-1992 		292230 	Fremstilling af trucks
01-01-1992 		292290 	Fremstilling af andet håndteringsudstyr
01-01-1996 		292310 	Fremstilling af køle- og fryseanlæg til erhvervsmæssigt brug
01-01-1992 	31-12-1995 	292310 	Fremstilling af køle- og fryseanlæg til industrielt brug
01-01-1996 		292320 	Fremstilling af ventilations- og klimaanlæg til erhvervsmæssigt brug
01-01-1992 	31-12-1995 	292320 	Fremstilling af ventilations- og klimaanlæg til industrielt brug
01-01-1992 		292410 	Vægtfabrikker
01-01-1992 		292420 	Fremstilling af emballeringsmaskiner
01-01-1992 		292430 	Fremstilling af højtryksrensere, ildslukkere, sandblæsere mv.
01-01-1992 		292490 	Fremstilling af salgsautomater, varmevekslere, centrifuger mv.
01-01-1992 		293100 	Fremstilling af traktorer
01-01-1992 		293210 	Fremstilling af høstmaskiner mv.
01-01-1992 		293220 	Fremstilling af jordbearbejdningsmaskiner til landbrug
01-01-1992 	31-12-2002 	293230 	Fremstilling af maskiner til land- og skovbrug i øvrigt
01-01-2003 		293230 	Fremstilling af maskiner til land-, have- og skovbrug i øvrigt
01-01-1992 	31-12-2002 	293240 	Reparation af maskiner til land- og skovbrug
01-01-2003 		293240 	Reparation af maskiner til land-, have- og skovbrug
01-01-1992 	31-12-2002 	294000 	Fremstilling af værktøjsmaskiner
01-01-2002 		294100 	Fremstilling af håndholdt motordrevet værktøj
01-01-2002 		294200 	Fremstilling af andre værktøjsmaskiner til metalforarbejdning
01-01-2002 		294300 	Fremstilling af andre værktøjsmaskiner i.a.n.
01-01-1992 		295100 	Fremstilling af maskiner til metalindustri
01-01-1992 		295210 	Fremstilling af maskiner til fremstilling af mørtel, cement, beton og betonvarer
01-01-1992 		295290 	Fremstilling af maskiner til entreprenørarbejde mv.
01-01-1992 		295310 	Fremstilling af mejerimaskiner
01-01-1992 		295320 	Fremstilling af maskiner og apparater til behandling af korn
01-01-1992 		295330 	Fremstilling af maskiner til sukkervareindustri samt bagerimaskiner
01-01-1992 		295340 	Fremstilling af maskiner til forarbejdning af kød, fjerkræ, fisk og skaldyr
01-01-2003 		295390 	Fremstilling af andre maskiner til føde-, drikke- og tobaksvareindustri
01-01-1992 	31-12-2002 	295390 	Fremstilling af andre maskiner til nærings- og nydelsesmiddelindustri
01-01-1992 		295400 	Fremstilling af maskiner til beklædnings- og læderindustri
01-01-1992 		295500 	Fremstilling af maskiner til papir- og papindustri
01-01-1992 		295610 	Fremstilling af støbeforme
01-01-1996 		295620 	Fremstilling af tørringsanlæg
01-01-1992 	31-12-1995 	295620 	Fremstilling af tørringsanlæg unbdtagen til landbrugsvarer
01-01-1992 		295690 	Fremstilling af industrimaskiner i øvrigt
01-01-1992 		296000 	Fremstilling af våben og ammunition
01-01-1996 		297110 	Fremstilling af køleskabe og dybfrysere til husholdningsbrug
01-01-1992 	31-12-1995 	297110 	Fremstilling af køleskabe og frysebokse til husholdningsbrug
01-01-1992 		297120 	Fremstilling af elektriske komfurer, kogeapparater og ovne til husholdningsbrug
01-01-1992 		297130 	Fremstilling af opvaske-, vaske- og tørremaskiner til husholdningsbrug
01-01-1992 		297190 	Fremstilling af støvsugere, vandvarmere, el-radiatorer, kaffemaskiner mv. til husholdningsbrug
01-01-1992 		297200 	Fremstilling af ikke-elektriske husholdningsapparater samt brændeovne
01-01-1992 		300100 	Fremstilling af kontormaskiner
01-01-2003 		300200 	Fremstilling af computere og andet it-udstyr
01-01-1992 	31-12-2002 	300200 	Fremstilling af edb-maskiner og andet edb-udstyr
01-01-1992 	31-12-2002 	311010 	Fremstilling af elmotorer og -generatorer
01-01-2003 		311010 	Fremstilling af elmotorer og generatorer
01-01-1992 		311020 	Fremstilling af generatorsæt med forbrændingsmotor mv.
01-01-1992 		311030 	Fremstilling af transformatorer og omformere
01-01-1992 	31-12-2002 	311040 	Fremstilling af vindmøller
01-01-2003 		311040 	Fremstilling af vindmøller og dele hertil
01-01-1992 		312010 	Fremstilling af elektriske fordelings- og kontroltavler
01-01-1992 		312090 	Fremstilling af elektriske afbrydere, relæer, sikringer mv.
01-01-1992 		313000 	Fremstilling af isolerede ledninger og kabler
01-01-1992 		314000 	Akkumulator- og tørelementfabrikker
01-01-1992 		315000 	Fremstilling af belysningsarmaturer mv.
01-01-1992 	31-12-1995 	316100 	Fremstilling af andet elektrisk udstyr til motorer og køretøjer
01-01-1996 		316100 	Fremstilling af andet elektrisk udstyr til motorer og køretøjer i.a.n.
01-01-1992 		316210 	Fremstilling af elektrisk trafikreguleringsudstyr
01-01-1992 		316220 	Elektromekaniske værksteder
01-01-1992 		316290 	Fremstilling af andet elektrisk og elektronisk udstyr i øvrigt
01-01-1992 		321010 	Fremstilling af trykte og integrerede kredsløb
01-01-1992 		321090 	Fremstilling af halvlederkomponenter, kondensatorer, modstande mv.
01-01-1992 		322010 	Fremstilling af apparater til radiotelegrafi og radiotelefoni
01-01-1992 		322020 	Fremstilling af telefonapparater og -anlæg samt telefaxapparater
01-01-1992 		323010 	Fremstilling af radioer, fjernsyn mv.
01-01-1992 		323020 	Fremstilling af højtalere mv.
01-01-1992 		323030 	Fremstilling af antenner og antenneanlæg
01-01-1992 	31-12-2002 	331010 	Fremstilling af kanyler og sprøjter
01-01-2003 		331010 	Fremstilling af kanyler, sprøjter, katetre og infusionssæt
01-01-1992 		331020 	Fremstilling af høreapparater og dele hertil
01-01-1992 		331030 	Fremstilling af elektrodiagnostiske apparater
01-01-1992 		331040 	Fremstilling af inventar til medicinsk og dental brug
01-01-1992 		331090 	Fremstilling af røntgenapparatur, tandlægeapparatur, respirationsapparater, ortopædiske artikler, proteser mv.
01-01-1992 		332010 	Fremstilling af navigationsudstyr
01-01-1992 		332020 	Fremstilling af apparater til måling af forbrug, tryk mv. i væsker og gasser
01-01-1992 		332030 	Fremstilling af apparater til måling eller kontrol af elektriske størrelser
01-01-1992 		332040 	Fremstilling af instrumenter og apparater til brug ved fysiske og kemiske analyser
01-01-1992 		332090 	Fremstilling af andet måle- og kontroludstyr
01-01-1992 		333000 	Fremstilling af udstyr til industrielle processtyringsanlæg
01-01-1992 		334010 	Fremstilling af brilleglas og optiske instrumenter mv.
01-01-1992 		334020 	Fremstilling af reproduktionskameraer
01-01-1992 		334090 	Fremstilling af fotografisk og kinematografisk udstyr i øvrigt
01-01-1992 		335000 	Fremstilling af ure
01-01-1992 		341000 	Bilfabrikker
01-01-1992 		342000 	Karosserifabrikker
01-01-1992 		343000 	Fremstilling af dele og tilbehør til motorkøretøjer
01-01-2003 		351100 	Bygning og reparation af skibe
01-01-1992 	31-12-2002 	351100 	Skibsværfter
01-01-2003 		351200 	Bygning og reparation af både
01-01-1992 	31-12-2002 	351200 	Bådbyggerier
01-01-1992 		352000 	Fremstilling af lokomotiver og jernbanevogne mv.
01-01-1992 		353000 	Flyfabrikker og -værksteder
01-01-1992 		354100 	Fremstilling af motorcykler og knallerter
01-01-1992 		354200 	Fremstilling af cykler
01-01-1992 		354300 	Fremstilling af invalidekøretøjer
01-01-1992 		355000 	Fremstilling af andre transportmidler i øvrigt
01-01-1992 		361110 	Fremstilling af stole og andre siddemøbler
01-01-1992 		361120 	Møbelpolstrervirksomhed
01-01-1992 	31-12-2002 	361200 	Fremstilling af kontor- og butiksmøbler undtagen stole
01-01-2003 		361200 	Fremstilling af kontor-, butiks- og lagermøbler undtagen stole
01-01-2003 		361300 	Fremstilling af køkkenelementer og -møbler mv.
01-01-1992 	31-12-2002 	361300 	Fremstilling af køkkeninventar mv.
01-01-1992 		361410 	Fremstilling af andre møbler til boliger
01-01-1992 		361490 	Møbellakererier, afsyring af møbler mv.
01-01-1992 		361500 	Madrasfabrikker
01-01-1992 		362100 	Fremstilling af mønter og medaljer
01-01-1992 		362210 	Guld- og sølvvarefabrikker
01-01-1992 		362220 	Guld- og sølvsmedeværksteder samt juvelerer
01-01-1992 		363000 	Fremstilling af musikinstrumenter
01-01-1992 	31-12-2002 	364000 	Fremstilling af sportsrekvisitter
01-01-2003 		364000 	Fremstilling af sportsrekvistitter
01-01-1992 		365000 	Fremstilling af legetøj og spil
01-01-1992 		366100 	Fremstilling af bijouterivarer
01-01-1992 		366200 	Børstefabrikker
01-01-1992 		366310 	Stearinlysfabrikker
01-01-1992 		366390 	Fremstilling af andre varer i øvrigt
01-01-1992 		371000 	Genbrug af metalaffaldsprodukter
01-01-1992 		372000 	Genbrug af ikke-metalholdige affaldsprodukter
01-01-1992 	31-12-2002 	401000 	Elforsyning
01-01-2002 		401100 	Produktion af elektricitet
01-01-2002 		401200 	Transmission af elektricitet
01-01-2002 		401300 	Distribution af og handel med elektricitet
01-01-1992 	31-12-2002 	402000 	Gasforsyning
01-01-2002 		402100 	Fremstilling af gas
01-01-2002 		402200 	Distribution af og handel med gas gennem rørledninger
01-01-1992 		403000 	Varmeforsyning
01-01-1992 		410000 	Vandforsyning
01-01-1992 		451100 	Nedrivnings- og jordarbejdsentreprenører
01-01-1992 		451200 	Funderingsundersøgelser
01-01-2003 		452100 	Bygge- og anlægsentreprenører (bortset fra nedrivnings- og
01-01-1992 	31-12-2002 	452100 	Bygge- og anlægsentreprenører (bortset fra nedrivnings- og jordarbejdsentreprenører)
01-01-1992 		452200 	Tagdækningsvirksomhed
01-01-1992 		452510 	Murerforretninger
01-01-1992 		452520 	Brolæggermestre
01-01-1992 		452530 	Kloakmestre
01-01-1992 		452540 	Stilladsforretninger
01-01-1992 		452590 	Bygge- og anlægsvirksomhed, som kræver specialisering i øvrigt
01-01-2003 		453100 	El-installation
