code,title,level
4048,"Computerteknologi, bach.",3
4049,"Laboratorietekniker, biologi",3
4050,"Laboratorietekniker, kemi",3
4051,"Amu.met, cykel-, knallert- og motorcykeltekniske område",3
4052,Fødevareteknolog,3
4053,Konfektionsassistent,3
4054,Konfektionstekniker,3
4055,Industriel designer,3
4056,"Værkstedsskoleforløb, bygningsteknik",3
4057,"Værkstedsskoleforløb, maskinteknik",3
4058,"Værkstedsskoleforløb, svagstrømsteknik",3
4059,"Værkstedsskoleforløb, stærkstrømsteknik",3
4060,Byggetekniker,3
4061,"Bygningskonstruktør, prof.bach.",3
4062,Byggetekniker una,3
4063,Gastekniker,3
4064,Elektroniktekniker,3
4065,Maskintekniker,3
4066,"Maskintekniker, konstruktion",3
4067,"Maskintekniker, driftsteknik",3
4068,"Maskintekniker, værktøjskonstruktion",3
4069,Vvs-installatør,3
4070,"Designer keramik og glas, bach.",3
4071,"Designer grafisk, bach.",3
4072,"Designer - Beklædningsdesign, bach.",3
4073,"Designer tekstil, bach.",3
4074,"Designer møbe og rum, bach.",3
4075,"Kunsthåndværker, guld- og sølvformgivning",3
4076,"Designer indretning, bach.",3
4077,"Designer interaktive medier, bach.",3
4078,"Designer - Colour Material Finish Design, bach.",3
4079,Bygningskonstruktør una,3
4080,Maskinist,3
4081,"Maskintekniker, stålkonstruktion",3
4082,Maskinmester (gl.ordning),3
4083,"Maskinmester, udvidet",3
4084,Grafonom i teknik og økonomi,3
4085,Grafonom i kommunikation,3
4086,"Designer mode, bach.",3
4087,Bygningskonstruktør una,3
4088,"Crafts in Glass and Ceramics, prof.bach.",3
4089,Byggekoordinator,3
4090,Vildtforvalter,3
4091,Trætekniker,3
4092,Kort- og landmålingstekniker,3
4093,"Skov- og landskabsingeniør, prof.bach.",3
4094,Herregårdsskytte,3
4096,Kvalitets- og måletekniker,3
4097,Miljøtekniker,3
4098,Levnedsmiddelassistent,3
4099,"Laboratorie-, kemo- og miljøtekniker una",3
4100,"Industrioperatør, montage",3
4101,"Industrioperatør, produktivitet",3
4102,"Skibsteknik og Marin konstruktion, prof.bach",3
4103,Støberitekniker una,3
4108,Lastvognsmekaniker,3
4117,Støberitekniker,3
4118,Støberiassistent,3
4119,"Støberitekniker, sandstøbning",3
4120,"Støberitekniker, støbning i permanente forme",3
4121,Industriel reparatør,3
4122,Ædelstensfatter,3
4123,Ædelmetalstøber,3
4124,"Sundhed, omsorg og pædagogik, individuel eud",3
4125,Personvognsmekaniker,3
4126,Industrisvejser,3
4127,Personvognsmontør,3
4128,Lastvognsmontør,3
4129,Håndværksbager,3
4134,Akademiuddannelse i ernæring,3
4135,Produktør,3
4140,Kloakrørlægger,3
4141,Profil aftagelig protetik,3
4142,"Teater-, event- og av-teknisk produktionsassistent",3
4143,Profil fast protetik,3
4144,Tandtekniker i fast protetik,3
4145,Tandtekniker i aftagelig protetik,3
4166,Ferskvareassistent,3
4168,Hotel- og fritidsassistent,3
4188,Eventassistent,3
4189,Sundhedsservicesekretær,3
4192,"Convenience, Coffee shop",3
4193,Finansuddannelsen,3
4194,"Kontoruddannelse, kontorservice",3
4195,Teknik 2. skoleperiode,3
4196,"Kontoruddannelse, kundekontaktcenter",3
4197,Eventkoordinator,3
4198,Hg,3
4199,Ti teknisk introduktionskursus,3
4200,Hg una,3
4201,Kontoruddannelse una,3
4202,Hi handel introduktionskursus,3
4203,Finansuddannelse una,3
4204,Stenindustriarbejder,3
4205,Stentekniker,3
4206,"Træoperatør, døre og vinduer",3
4207,"Træoperatør, møbel",3
4208,"Biochemistry, cand.scient.",3
4211,"Automatiktekniker, elevatorbranchen",3
4212,Medicotekniker,3
4213,Elektronik udviklingstekniker,3
4214,Kedelanlægstekniker,3
4215,Lastvognsmekaniker,3
4216,Bådassistent,3
4217,Bådmekaniker,3
4218,IT-supporter,3
4219,Ventilationssmed,3
4220,"Smed, energiteknik",3
4221,"Smed, rustfast",3
4222,Maskinarbejder,3
4223,Værktøjstekniker,3
4224,Værktøjsmager,3
4225,Vvs-energiteknik,3
4226,"Smed, aluminium",3
4227,Plade- og konstruktionssmed,3
4228,Industriel rørsmed,3
4229,Vvs-rørsmed,3
4230,Skibsbygger,3
4231,Radio- og tv fagtekniker,3
4232,Kranmekaniker,3
4233,Landbrugssmed,3
4234,Automontør,3
4235,Automekaniker,3
4236,Finmekaniker,3
4237,Materielmekaniker,3
4238,"Finmekaniker, måleinstrumenter",3
4239,Cykelmontør,3
4240,Kontorservicetekniker,3
4241,Skibsmontør,3
4242,Automatiktekniker,3
4243,Stærkstrømsmekaniker,3
4244,Lastvognsmekaniker (gl.),3
4245,Knallertmekaniker,3
4246,Motorcykelmekaniker,3
4247,Flymekaniker,3
4248,Landbrugsmaskinmekaniker,3
4249,Bygnings- og landbrugssmed,3
4250,Elektronikfagtekniker,3
4251,Klejnsmed,3
4252,Karrosserismed,3
4253,Svejser,3
4254,Elektrotekniker,3
4255,Cykelmekaniker,3
4256,Beslagsmed,3
4257,Industriformer,3
4258,Former,3
4259,Køletekniker,3
4260,Datatekniker,3
4261,Motormekaniker,3
4262,Entreprenørmaskinmekaniker,3
4263,Traktormekaniker,3
4264,Autoelektromekaniker,3
4265,Træskibstømrer,3
4266,"Bådebygger, træ",3
4267,"Bådebygger, plast",3
4268,Modelsnedker,3
4269,Anlægsstruktør,3
4270,"Produktionsassistent, massivtræsmøbler",3
4271,Brolægger,3
4272,"Elektriker, installationsteknik",3
4273,"Glarmester, glas",3
4274,Bygningsmaler,3
4275,Skiltetekniker,3
4276,Autolakerer,3
4277,Maskinsnedker,3
4278,Murer,3
4279,Bygningssnedker,3
4280,Møbelsnedker,3
4281,Stenhugger,3
4282,Stukkatør,3
4283,Tømrer,3
4284,Blikkenslager og vvs,3
4285,Rustfast industriblikkenslager,3
4286,Vvs-montør,3
4287,"Produktionsassistent, plademøbler",3
4288,Bygningsstruktør,3
4289,Skorstensfejer,3
4290,"Produktionsassistent, døre og vinduer",3
4291,"Elektriker, kommunikationsteknik",3
4292,Teknisk isolatør,3
4293,Vvs- og energispecialist,3
4294,Trædrejer,3
4295,El-montør,3
4296,"Elektriker, styrings- og reguleringsteknik",3
4297,Rustfast industrimontør,3
4298,Orgelbygger,3
4299,Vvs- og ventilationsmontør,3
4300,Mureruddannelse una,3
4301,Industrioperatør (skibsmontør),3
4302,Bådserviceassistent,3
4303,Brolægger- og struktøruddannelse una,3
4304,Træfagenes byggeuddannelse,3
4305,Snedkeruddannelsen,3
4306,"Teknisk designer, industriel produktion",3
4307,"Teknisk designer, bygge og anlæg",3
4308,Teknisk designer,3
4309,Maskinsnedker mm. una,3
4310,"Eventtekniker, illuminationsteknik",3
4311,Vvs-uddannelse una,3
4312,Elektronikoperatør,3
4313,Forsyningsoperatør,3
4314,Teatertekniker,3
4315,Teater- og udstillingstekniker,3
4316,"Eventtekniker, audioteknik",3
4317,"Produktionsassistent, teater og udstilling mv",3
4318,Industrimontør,3
4319,Karrosseriopretter,3
4320,"Forsyningsoperatør, kraftværkssektor",3
4321,Elektriker una,3
4322,CNC-assistent,3
4323,CNC-tekniker,3
4324,Metalstøber,3
4325,Grovsmed,3
4326,"Klejnsmed, rustfast",3
4327,Skibsbygningsarbejder,3
4328,"Industritekniker, plast",3
4329,CNC-drejer,3
4330,CNC-fræser,3
4331,Skruestikarbejder,3
4332,Skibsmekaniker,3
4333,Våbenmekaniker,3
4334,Låsesmed,3
4335,Bådebygger og skibstømrer,3
4336,"Industritekniker, produktion",3
4337,Industrimekaniker,3
4338,"Industritekniker, maskin",3
4339,Gravør,3
4340,"Sølvsmed, bestik",3
4341,Ciselør,3
4342,Guldsmed,3
4343,"Sølvsmed, korpus",3
4344,Skriftgravør,3
4345,Stempelgravør,3
4346,Stålgravør,3
4347,Kobbersmed,3
4348,Gørtler,3
4349,"Gørtler, armatur",3
4350,Metaltrykker,3
4351,Jern- og metalsliber,3
4352,Bygningsmontør,3
4353,"Glarmester, aluminium",3
4354,Tækkemand,3
4355,Telesystemtekniker,3
4356,Teleinstallationstekniker,3
4357,Frontline radio-tv-supporter,3
4358,Frontline PC-supporter,3
4359,Flisemontør,3
4360,Smedeuddannelsen una,3
4361,Butiksguldsmed,3
4362,Overfladebehandler,3
4363,"Overfladebehandler, konstruktion",3
4364,"Overfladebehandler, komponenter",3
4365,Automatikmontør,3
4366,Personliftmekaniker,3
4367,Ventilationstekniker,3
4368,"Elektriker, bygningsautomatik",3
4369,Byggemontagetekniker,3
4370,Karrosserismed una,3
4371,Guld- og sølvsmedeuddannelsen una,3
4372,Hjemmeserviceassistent,3
4373,"Serviceassistent, hospitalservice",3
4374,Fritidsserviceassistent,3
4375,"Serviceassistent, virksomhedsservice",3
4376,Finmekanikassistent,3
4377,Industriassistent,3
4378,Maritime håndværksfag una,3
4379,Karrosseribygger,3
4380,Maskinuddannelse una,3
4381,Rengøringstekniker,3
4382,"Støberitekniker, sandstøbning",3
4383,Værktøjsmager una,3
4384,Former una,3
4385,Industriteknikeruddannelse una,3
4386,"Skibstekniker, reparation",3
4387,"Skibstekniker, konstruktion",3
4388,"Skibstekniker, rør",3
4389,"Smed, bearbejdning",3
4390,Skibstekniker una,3
4391,Industrioperatør una,3
4392,Flymekaniker una,3
4393,Finmekaniker una,3
4394,Mekaniker una,3
4395,Entreprenør- og landbrugsmaskinmekanik una,3
4396,Cykel- og motorcykelmekanik una,3
4397,Elektronik- og svagstrømsuddannelse una,3
4398,Automatik- og procesuddannelse una,3
4399,Data- og kommunikationsuddannelse una,3
4400,Teknisk designer una,3
4401,Teater- og udstillingsteknikeruddannelse una,3
4402,Serviceassistent una,3
4403,"Forsyningsoperatør, el-forsyning",3
4404,Udstillingstekniker,3
4405,Skibsteknikerassistent,3
4406,"Skibstekniker, design",3
4407,Gourmetslagteraspirant,3
4410,Kagekonditor,3
4411,Kagekonditor med profil,3
4412,Brødbager,3
4413,Brødbager med profil,3
4414,Bager og konditor una,3
4415,Slagter,3
4416,Selskabstjener,3
4417,Industrislagter,3
4418,Cater,3
4419,Forædler,3
4420,Detailslagteraspirant,3
4421,"Gourmetslagter, slagtning",3
4422,Tjener,3
4423,Juniortjener,3
4424,Kok,3
4425,"Gourmetslagter, butik",3
4426,Juniorreceptionist,3
4427,Industritarmrenser,3
4428,Kantinemedhjælper,3
4429,Smørrebrødsjomfru,3
4430,Køkkenhjælper,3
4431,Ernæringsassistent,3
4432,Mejerist,3
4433,"Gourmetslagter, delikatesse",3
4434,Svineslagter,3
4435,Pølsemager,3
4436,Kreaturslagter,3
4437,Tarmrenser,3
4438,Kogejomfru,3
4439,Industripølsemager,3
4440,Bager,3
4441,Konditor,3
4442,Receptionist,3
4443,Møller,3
4444,Chokolade- og konfektureassistent,3
4445,Cafeteria- og kantineassistent,3
4446,Mejerioperatør,3
4447,"Detailslagter, fisk og vildt",3
4448,Gastronomassistent,3
4449,Ernæringshjælper,3
4450,"Have- og parkingeniør, prof.bach.",3
4451,Grafisk integrator,3
4452,Digital integrator,3
4453,Multimedie integrator,3
4454,Multimedie animator,3
4455,Digital media uddannelse una,3
4456,Webudvikler,3
4457,Mejerist una,3
4458,Mediegrafiker,3
4459,Trykker,3
4460,Mediegrafiker una,3
4461,Fotograf,3
4462,Reprofotograf,3
4463,Detailslagter una,3
4464,Reprokopist,3
4465,"Grafiker, ombryd-databehandling",3
4466,Industrislagter una,3
4467,Grafisk tekniker,3
4468,Tryktekniker,3
4469,Grafisk tekniker una,3
4470,Håndbogbinder,3
4471,Industribogbinder,3
4472,"Grafiker, layout og montage",3
4473,Serigraf,3
4474,"Fotojournalist, prof.bach.",3
4475,"Grafiker, billedfremstilling",3
4476,Bogbinder una,3
4477,Ernæringsassistent una,3
4478,Film- og TV-assistent,3
4479,Film- og TV-produktionstekniker,3
4480,Film- og TV produktionsuddannelse una,3
4481,Pottemager,3
4482,Frisøraspirant,3
4483,Urmager,3
4484,Laboratorietandtekniker,3
4485,Modist,3
4486,Skrædder,3
4487,Buntmager,3
4488,Frisør,3
4489,Farverioperatør,3
4490,Tekstiloperatør,3
4491,Hue- og kasketmager,3
4492,Pottemager una,3
4493,Buntmagersyer,3
4494,Beklædningshåndværker una,3
4495,Autopolstrer,3
4496,Gardindekoratør,3
4497,Gulvlægger,3
4498,Optometrist (erhvervsfaglig),3
4499,Frisør una,3
4500,Ortopædiskomager,3
4501,Modellør,3
4502,Glasmager,3
4503,Glassliber,3
4504,Glasrørsblæser,3
4505,Cafeteria- og kantineassistent una,3
4506,Keramisk former,3
4507,Blåmaler,3
4508,Figur- og vasemaler,3
4509,Overglasurmaler,3
4510,Beklædningsoperatør,3
4511,Tandklinikassistent,3
4512,Møbelpolstrer,3
4513,Autosadelmager,3
4514,"Tandtekniker, aftagelig protetik",3
4515,Beklædningshåndværker,3
4516,Modelindretter,3
4517,Serviceskomager,3
4518,Strikkeoperatør,3
4519,Textil- og beklædningsassistent,3
4520,Porcelænsmaler una,3
4521,Basistandtekniker,3
4522,Fitnessinstruktør,3
4523,Kosmetikerassistent,3
4524,Kosmetiker,3
4525,Ortopædist,3
4526,Nådler,3
4527,Lager- og terminaldisponent,3
4528,Handskemager,3
4529,Håndsyer,3
4530,Sejlmager,3
4531,Skomager una,3
4532,Modelsyer,3
4533,"Audiologiassistent, hospitalsteknisk",3
4534,"Neurofysiologiassistent, hospitalsteknisk",3
4535,Tekstile erhvervsuddannelser una,3
4536,Kosmetiker una,3
4537,Gastronom una,3
4538,Tjener una,3
4539,Receptionist una,3
4540,Mediegrafisk assistent,3
4541,Lager- og terminaluddannelse una,3
4542,Hospitalsteknisk assistent una,3
4543,Laboratorietandtekniker una,3
4544,Gardinmontør,3
4545,"Kosmetiker, hud- og skønhedspleje",3
4546,"Kosmetiker, spa- og wellnessbehandling",3
4547,Plastspecialist,3
4548,Plastmager,3
4549,Procesoperatør,3
4550,Plast- og procesoperatør una,3
4551,Procesarbejder,3
4552,Plastmager una,3
4553,Procesoperatør una,3
4554,Plastmedhjælper,3
4555,Tekstilarbejder,3
4556,"Bygnings- og brugerservice, individuel eud",3
4557,"Ejendomsservicetekniker, boligservice",3
4558,"Ejendomsservicetekniker, erhvervs- og institutionsservice",3
4559,Ejendomsmedhjælper,3
4560,Ejendomsservice una,3
4561,Audiometrist,3
4562,"Odontologisk praksis, videreuddannelse",3
4563,Bygningssnedker,3
4564,"Væksthusgartner, produktion",3
4565,"Væksthusgartner, handel",3
4566,Væksthusgartner una,3
4567,Procesoperatør med speciale i pharma og fødevareingrediens,3
4568,Møbelsnedker,3
4569,Havne- og terminaluddannelse una,3
4570,"Skov- og naturtekniker, biotop-vildtpleje",3
4571,Elevatortekniker,3
4572,Karrosseritekniker - opretter,3
4573,A-flymekaniker,3
4574,Ambulancebehandler,3
4575,Veterinærsygeplejerske,3
4576,Skovbrugsmaskinfører,3
4577,Arborist,3
4578,Detailbager,3
4579,Av-tekniker,3
4580,Digital handel B2B,3
4581,Automatiseringstekniker,3
4582,"B2-flytekniker, elektronik",3
4583,Karrosseritekniker-bygger,3
4599,"Paramedicin og præhospitalt arbejde, prof.bach.",3
4600,"Lufthavnsoperatør, brand og redning",3
4601,"Lufthavnsoperatør, bagage loading",3
4602,"Lufthavnsoperatør, bagage sorting",3
4603,Tagdækker,3
4604,Rangerleder,3
4605,"Togklargører, godstog med speciale",3
4606,"Lufthavnsuddannelse, rampe service",3
4607,"Lufthavnsuddannelse, ground handling",3
4608,"Lufthavnsuddannelse, cleaning",3
4609,"Lufthavnsuddannelse, fuel",3
4610,"Lufthavnsuddannelse, airport service",3
4611,"Lufthavnsuddannelse, aircraft service",3
4612,"Lufthavnsuddannelse, cargo",3
4613,Landbrugsuddannelse una (ny),3
4614,Landbrugsassistent,3
4615,Greenkeeper,3
4616,Groundman,3
4617,"Landmand, husdyr",3
4618,"Landmand, planter",3
4619,"Anlægsgartner, plejeteknik",3
4620,Anlægsgartnerassistent,3
4621,"Planteskolegartner, handel",3
4622,"Anlægsgartner, anlægsteknik",3
4623,Frilandsgartner,3
4624,Frugt- og bæravler,3
4625,"Planteskolegartner, produktion",3
4626,Væksthusgartner,3
4627,"Skov- og naturtekniker, skovbrug",3
4628,Godsarbejder,3
4629,Dyrepasser,3
4630,Væksthusgartnerassistent,3
4631,Skovbrugsmaskinfører,3
4632,Markbruger 1 1/2 år,3
4633,Savværks- og træindustriarbejder,3
4634,Greenkeeperassistent,3
4635,"Skov- og naturtekniker, træ- og landskabspleje",3
4636,Jordbrugsmaskinfører,3
4637,"Skov- og naturtekniker, naturformidler",3
4638,Fiskeassistent,3
4639,Jordbrugsassistent,3
4640,Veterinærsygeplejerske,3
4641,"Skov- og naturtekniker, skov- og naturpleje",3
4642,Skov- og naturassistent,3
4643,Veterinærsygehjælper,3
4644,Lager- og procesoperatør,3
4645,Lagerarbejder,3
4646,Transportarbejder,3
4647,Flyttearbejder,3
4648,"Chauffør, dagligvaretransport",3
4649,"Chauffør, containertransport",3
4650,"Chauffør, temperaturtransport",3
4651,Kranfører,3
4652,Chaufførmedhjælper,3
4653,"Chauffør, entreprenørkørsel",3
4654,"Chauffør, tankbilchauffør",3
4655,Stationsbetjent,3
4656,Lager- og transportoperatør,3
4657,"Chauffør, specialtransport",3
4658,"Chauffør, transport af levende dyr",3
4659,"Chauffør, renovation",3
4660,"Chauffør, all round",3
4661,Flyttechauffør,3
4662,Eksportchauffør,3
4663,Redder,3
4664,Fragtchauffør,3
4665,"Chauffør, persontransport",3
4666,Havne- og terminalarbejder,3
4667,"Postoperatør, center",3
4668,Godschauffør,3
4669,Togklargøring,3
4670,Sikkerhedsvagt,3
4671,Salgschauffør,3
4672,Buschauffør,3
4673,"Skov- og naturtekniker, natur- og friluftsformidling",3
4674,Rutebilchauffør,3
4675,Lastbilchauffør,3
4676,Buschauffør med speciale,3
4677,Lager- og produktionsoperatør,3
4678,Lager- og logistikoperatør,3
4679,Lagermedhjælper,3
4680,Groundsmanassistent,3
4681,"Postoperatør, transport",3
4682,"Postoperatør, distribution",3
4683,Ambulanceassistent,3
4684,"Lufthavnsuddannelse, transportarbejder",3
4685,"Kørselsdisponent, vejgodstransport",3
4686,"Lufthavnsuddannelse, bagage og cargo",3
4687,"Lufthavnsoperatør, service",3
4688,"Dyrepasser, ZOO",3
4689,"Dyrepasser, forsøgsdyr",3
4690,"Dyrepasser, heste",3
4691,Dyrepasserassistent,3
4692,Veterinærsygeplejerske una,3
4693,"Kørselsdisponent, persontransport",3
4694,"Buschauffør, international kørsel",3
4695,Planteskolegartnerassistent,3
4696,Lufthavnsoperatør,3
4697,"Veterinærsygeplejerske, heste",3
4698,"Veterinærsygeplejerske, smådyr",3
4699,Landbrugsuddannelse una,3
4700,Dyrepasser una,3
4701,"Bygge og anlæg, indgangsår (gl)",3
4702,"Jern og metal, indgangsår (gl)",3
4703,"Grafisk, indgangsår (gl)",3
4704,"Teknik og industri, indgangsår (gl)",3
4705,"Service, indgangsår (gl)",3
4706,"Levnedsmiddel/husholdning, indgangsår (gl)",3
4707,"Jordbrug og fiskeri, indgangsår (gl)",3
4708,"Transport, indgangsår (gl)",3
4709,"Sundhed, indgangsår (gl)",3
4710,Det merkantile område,3
4711,"Sikkerhed, indgangsår",3
4712,Teknologi og kommunikation,3
4713,Bygge og anlæg,3
4714,Håndværk og teknik,3
4715,Fra jord til bord,3
4716,"Mekanik, transport og logistik",3
4717,Service,3
4718,Produktionsgartner una,3
4719,"Handel og kontor, indgangsår (gl)",3
4720,Anlægsgartner una,3
4721,Skov- og naturtekniker una,3
4722,Vejgodstransportudd. una,3
4723,Personbefordringsuddannelse una,3
4724,Redderuddannelse una,3
4725,Erhvervsgrunduddannelse EGU,3
4726,Transportuddannelse una,3
4727,Postuddannelse una,3
4728,Social- og sundhedsuddannelsen una,3
4729,Havnemedhjælper,3
4730,"Bil, fly og andre transportmidler",3
4731,Bygge og anlæg (ny),3
4732,Bygnings- og brugerservice,3
4733,"Dyr, planter og natur",3
4734,Krop og stil,3
4735,Mad til mennesker,3
4736,Medieproduktion,3
4737,Produktion og udvikling,3
4738,"Strøm, styring og IT",3
4739,"Sundhed, omsorg og pædagogik",3
4740,Transport og logistik,3
4741,Autohjælp,3
4750,"Teknologi- og kommunikation, individuel eud",3
4754,"Mekanik, transport og logistik, individuel eud",3
4755,"Datatekniker, speciale i infrastruktur",3
4756,"Krop og stil, individuel eud",3
4757,"Datatekniker, speciale i programmering",3
4758,"Merkantile område, individuel eud",3
4759,"Autohjælp, redderuddannelsen",3
4760,"Jord til bord, individuel eud",3
4762,"Service, individuel eud",3
4763,"Landmand, økologi",3
4764,"Forberedende grunduddannelse (FGU), basis",3
4765,"Forberedende grunduddannelse (FGU), almen grunduddannelse",3
4766,"Forberedende grunduddannelse (FGU), produktionsgrunduddannelse",3
4767,"Forberedende grunduddannelse (FGU), erhvervsgrunduddannelse",3
4768,"Forberedende grunduddannelse (FGU), uden specialisering",3
4780,Social- og sundhedshjælper (eud),3
4781,Social- og sundhedsassistent (eud),3
4782,Pædagogisk assistentuddannelse (eud),3
4783,"Bil, fly og andre transportmidler, individuel eud",3
4784,"Dyr, planter og natur, individuel eud",3
4785,"Medieproduktion, individuel eud",3
4786,"Produktion og udvikling, individuel eud",3
4787,"Bygge og anlæg, individuel eud",3
4788,"Mad til mennesker, individuel eud",3
4789,"Strøm, styring og it, individuel eud",3
4790,Fysisk træning,3
4791,Centeradministration,3
4792,Fitness manager,3
4800,"Global Innovation Management, cand.merc.",3
4801,"Globale forretningssystemer, ing.bach.",3
4802,"HA almen erhvervsøkonomi, bach.",3
4803,"HA(jur.) erhvervsøkonomi-jura, bach.",3
4808,"Erhvervsøkonomi, cand.merc.",3
4809,"Economics and Business Administration, cand.merc.",3
4810,"Erhvervsøkonomi og jura, cand.merc.jur.",3
4811,"Revision, cand.merc.aud.",3
4850,Kedelsmed,3
4851,Nitter og stemmer,3
4853,Karetmager og karrosseribygger,3
4854,Instrumentmager,3
4855,Skibssnedker,3
4856,Jernskibstømrer,3
4858,Industrisnedker,3
4859,Violinbygger,3
4860,Billedskærer,3
4861,Forgylder,3
4864,Offsetkopist,3
4865,Klichefotograf,3
4866,"Retouchør, fotograf",3
4867,Offsetfotograf,3
4868,Ætser,3
4869,Retouchør,3
4870,Tilskærer,3
4871,Porteføljemager,3
4874,Børstenbinder,3
4875,Bødker,3
4876,Kurvemager,3
4877,"Slagter, privat mester",3
4878,Bacontilvirker,3
4879,Dropskoger,3
4880,Defektrice,3
4881,Ortopædisadelmager,3
4882,Ortopædimekaniker,3
4901,"Detail, babyudstyr og børnekonfektion",3
4902,"Detail, dameekvipering",3
4903,"Detail, herreekvipering",3
4904,"Detail, hvidevarer og sengeudstyr",3
4905,"Detail, fiskehandel",3
4906,"Detail, forbrugerelektronik",3
4907,"Detail, skibsproviantering",3
4908,"Detail, boligtekstil og montering",3
4909,"Detail, butiksmedhjælper",3
4910,"Detail, optik",3
4911,"Detail, boghandel",3
4912,"Detail, fotohandel",3
4913,"Detail, papirhandel",3
4914,"Detail, isenkram-værktøj",3
4915,"Detail, isenkram, glas og porcelæn",3
4916,"Detail, sport og camping",3
4917,"Detail, guld og sølv",3
4918,"Detail, Tv og radio",3
4919,"Detail, kolonial",3
4920,"Detail, viktualie",3
4921,"Detail, farve og tapet",3
4922,"Detail, materialhandel",3
4923,"Detail, blomster",3
4924,"Detail, sæbe og parfume",3
4925,"Detail, sko og læder",3
4926,"Detail, tekstil",3
4927,"Detail, møbler og boligudstyr",3
4928,"Detail, el-installation",3
4929,"Detail, legetøj og hobby",3
4930,"Detail, autohandel",3
4931,"Detail, vin og tobak",3
4932,Dekoratør,3
4933,"Detail, hårde hvidevarer",3
4934,Detailhandelsuddannelse una,3
4937,"Detail, byggemarked",3
4938,"Detail, salgsassistent",3
4939,"Detail, servicestation og kiosk",3
4940,"Detail, bager",3
4941,"Detail, kædebutik",3
4942,"Detail, frugt og grønt",3
4943,"Detail, musik-video-software",3
4944,"Detail, nærbutik",3
4945,"Detail, stormagasin",3
4946,Digital handel,3
4947,"Convenience, bageriudsalg",3
4948,Convenience,3
4949,Retail Manager,3
4951,"Engros, korn og foderstof",3
4952,"Engros, kolonial",3
4953,"Engros, manufaktur",3
4954,"Engros, trælast mv.",3
4955,"Engros, værktøj-maskiner",3
4956,"Engros, jern-stål",3
4957,"Engros, isenkram",3
4958,"Engros, auto -reservedele",3
4959,"Engros, landbrugsmaskiner",3
4960,"Engros, el-engros",3
4961,"Engros, vvs-branchen",3
4962,"Engros, tekstil",3
4963,Logistikassistent,3
4964,Indkøbsassistent,3
4965,"Handelsassistent, salg",3
4966,"Handelsassistent, service",3
4967,Handelsuddannelse una,3
4968,"Handelsassistent, telekommunikation",3
4969,"Engros, storkundeprofil",3
4970,Engros med detail,3
4971,"Engros, kontor all round",3
4977,"Kontor, økonomi",3
4978,"Kontor, administration",3
4979,"Kontor, administration med IT",3
4980,Kundemedarbejder,3
4981,"Kontor, all round",3
4982,"Kontor, korrespondance",3
4983,"Kontor, regnskab og revision",3
4984,"Kontor, offentlig administration",3
4985,"Kontor, rejsebranche",3
4986,Pengeinstitut,3
4987,Finansassistent,3
4988,Forsikring,3
4989,"Kontor, kommune og amtskommune",3
4990,Lægesekretær,3
4991,Advokatsekretær,3
4992,"Kontor, spedition og shipping",3
4994,Iværksætter,3
4995,Edb-assistent 2-årig,3
4996,Informatikassistent,3
4997,"Kontor, stat",3
4998,Realkredit,3
4999,Transportbetjent,3
5000,Akademiuddannelse i projektledelse - medie- kommunik.branchen,3
5001,Akademiuddannelse i kreativitet og design,3
5003,Akademiøkonom i kommunikation og reklame,3
5004,"Akademiøkonom, salgskonsulent",3
5005,Akademiøkonom i international erhvervsinformation,3
5006,Akademiøkonom i internationalt salg,3
5007,Akademiøkonom i miljø og økonomi,3
5008,Akademiøkonom i sport og fritid,3
5009,Akademiøkonom i hotel- og restaurantledelse,3
5015,Tf-kursus,3
5016,Tf-kemiteknik,3
5017,"Gas-, vand- og sanitetsmester",3
5018,Tf-produktionsteknik,3
5019,Tf-mejeriteknik,3
5020,Akademiøkonom i bilbranchen,3
5021,Politikadet,3
5022,"Designer Design for People, cand.design",3
5023,"Designer Design for Planet, cand.design",3
5024,"Designer Design for Play, cand.design",3
5025,Eksamineret eksportør,3
5027,Maritim teknolog,3
5028,"1. år, hhx",3
5029,"2. år, hhx",3
5030,Værktøjskonstruktør,3
5031,Anlægstekniker,3
5032,Orgelbygger,3
5033,El-installatør,3
5034,Stærkstrømsinstallatør,3
5035,Plasttekniker,3
5036,Modeltekniker,3
5037,El-installatøruddannelse una,3
5038,Modelkonstruktør,3
5039,Trikotagetekniker,3
5040,Tekstiltekniker,3
5041,Farveritekniker,3
5042,Indkøbstekniker,3
5043,Installatør una,3
5044,Tf-gartneriteknik,3
5045,Tekstil- og beklædningsteknik una,3
5046,"Bygningskonstruktør, anlægsteknik",3
5047,"Bygningskonstruktør, byggeteknik",3
5048,Tf-skibsteknik,3
5049,Tf-tekstilteknik,3
5050,Datatekniker med speciale i cybersikkerhed,3
5051,Tf-byggeteknik,3
5052,Tf-maskinteknik,3
5053,Tf-stærkstrømsteknik,3
5054,Tf-svagstrømsteknik,3
5055,"Designer, bach.",3
5056,"Designer kommunikation, cand.design",3
5057,"Designer møbel og rum, cand.design",3
5058,"Designer unika design, cand.design",3
5059,"Designer industriel, cand.design",3
5060,"Værkstedsteknisk grundskole, bandagist",3
5061,Laboratorietekniker,3
5062,"Designer guld og sølv, cand.design",3
5063,"Designer, cand.design",3
5064,"Designer Accessory Design, cand.design",3
5065,"IT-teknolog, elektronik",3
5066,"Gartneritekniker, anlæg",3
5067,"Gartneritekniker, planteskole",3
5068,"Gartneritekniker, væksthus",3
