code,title,level
5904,Præliminær orgelprøve,3
5905,"Instrument-sang, musikpædagog",3
5906,"Ledelse-høreledelse, diplomeksamen musikpædagog",3
5907,"Kor- og ensembleledelse, musikpædagog",3
5908,"Rytmisk musik, musikpædagog",3
5909,"Musikteori-komposition, musikpædagog",3
5910,Operationel cybersikkerhed,3
5911,"Rytmisk musik, lydtekniker (gl)",3
5912,"Music management, bach.",3
5913,"Musikledelse, cand.musicae.",3
5914,"Instrument-sang, musikpædagog",3
5915,"Instrument-sang-korledelse, musikpædagog",3
5916,"Tidlig musik, cand.musicae.",3
5917,"Rytmisk musik, diplomeksamen musikpædagog",3
5918,"Solist-ensemble-rystmisk musik, diplom",3
5919,"Rytmisk musik, solistklasse",3
5921,Rytmisk musik-sang,3
5922,"Musik-sang-rytmisk musik, diplom",3
5923,Tonemester (musik) (gl.),3
5924,"Kor- høreledelse-node, diplomeksamen musikpædagog",3
5925,"Kor- ensemble -høreledelse-node, diplom",3
5926,"Musik-sang-rytmisk musik, musikpædagog",3
5927,"Musik og bevægelse/performance, bach.",3
5928,"Musikledelse, bach.",3
5929,"Musik og bevægelse/performance, kand.",3
5930,"Cybersikkerhed, ing.prof.bach.",3
5931,"Internat. virksomhedskommunik,eng.-internat.marketing, bach.",3
5932,"Tysk erhvervssprog og europæiske studier, bach.",3
5933,"Internat. virksomhedskommunik, eng.-europæiske studier, bach.",3
5934,"Internat. virksomhedskommunik, fransk-europæiske studier, bach.",3
5935,"Internat. virksomhedskommunik, spansk-europæiske studier, bach.",3
5936,"Internat. virksomhedskommunik., tysk - kommunikation, bach.",3
5937,"Internat. virksomhedskommunik., spansk - kommunikation, bach.",3
5938,"Internat. virksomhedskommunik., engelsk - kommunikation, bach.",3
5939,"Internat. virksomhedskommunik., fransk - kommunikation, bach.",3
5940,"Engelsk og organisationskommunikation, bach.",3
5941,"Fransk erhvervssprog kombineret una, bach.",3
5942,"Tysk erhvervssprog kombineret una, bach.",3
5943,"Erhvervssprog og kulturformidling, bach.",3
5944,"Erhvervssprog og IT, bach.",3
5945,"Erhvervssprog og pædagogik, bach.",3
5946,"Engelsk erhvervssprog kombineret una, bach.",3
5947,"Markedsføringsøkonomi og engelsk erhvervssprog, bach.",3
5948,"Information management, bach.",3
5949,"Spansk erhvervssprog kombineret una, bach.",3
5950,"Erhvervssprog, bach.",3
5951,"Engelsk-fransk erhvervssprog, bach.",3
5952,"Engelsk-italiensk erhvervssprog, bach.",3
5953,"Engelsk-russisk erhvervssprog, bach.",3
5954,"Engelsk-spansk erhvervssprog, bach.",3
5955,"Engelsk-tysk erhvervssprog, bach.",3
5956,"Fransk-italiensk erhvervssprog, bach.",3
5957,"Fransk-spansk erhvervssprog, bach.",3
5958,"Fransk-tysk erhvervssprog, bach.",3
5959,"Tysk-italiensk erhvervssprog, bach.",3
5960,"Tysk-russisk erhvervssprog, bach.",3
5961,"Tysk-spansk erhvervssprog, bach.",3
5962,"Business, Language and Culture, english, cand.negot.",3
5963,"Erhvervsøkonomi-erhvervssprog, fransk, cand.negot.",3
5964,"Business, Language and Culture, german, cand.negot.",3
5965,"Business, Language and Culture, spanish, cand.negot.",3
5966,"Business, Language and Culture, arabic, cand.negot.",3
5967,"Polsk, cand.negot.",3
5968,"Business, Language and Culture, chinese, cand.negot.",3
5969,"Business, Language and Culture - International Tourism and Leisure Management, cand.negot.",3
5970,"Internat. virksomhedskommunik., tysk-fransk, bach.",3
5971,"Internat. virksomhedskommunik., tysk-spansk, bach.",3
5972,"Internat. virksomhedskommunik., engelsk-fransk, bach.",3
5973,"Internat. virksomhedskommunik., engelsk-spansk, bach.",3
5974,"Internat. virksomhedskommunik., engelsk-tysk, bach.",3
5975,"Internat. virksomhedskommunik., fransk-spansk, bach.",3
5976,"International virksomhedskommunikation, engelsk, bach.",3
5977,"International virksomhedskommunikation, fransk, bach.",3
5978,"International virksomhedskommunikation, spansk, bach.",3
5979,"International virksomhedskommunikation, tysk, bach.",3
5980,"Hotelmanagement, bach.negot.",3
5981,"Business, Language and Culture, chinese, bach.negot.",3
5982,"Erhvervsøkonomi-erhvervssprog, engelsk, bach.negot.",3
5983,"Fransk, bach.negot.",3
5984,"Erhvervsøkonomi-erhvervssprog, tysk, bach.negot.",3
5985,"Erhvervsøkonomi-erhvervssprog, spansk, bach.negot.",3
5986,"Erhvervsøkonomi-erhvervssprog, arabisk, bach.negot.",3
5987,"Polsk, bach.negot.",3
5988,"Engelsk-amerikanske studier erhvervssproglig, bach.",3
5989,"Erhvervsøk.-erhv.spr., internat. turisme-fritidsman., bach.negot.",3
5990,"Erhvervssprog og medie, bach.",3
5991,"Erhvervssprog og europæiske studier, bach.",3
5992,"International marketing erhvervssproglig, bach.",3
5993,"Kommunikation, bach.",3
5994,"Russisk-spansk erhvervssprog, bach.",3
5995,Folkemusik,3
5996,"Tidlig musik, diplom 5år",3
5997,"Skibsteknik og maritimt design, ing.prof.bach.",3
5998,"Bæredygtig energiteknik, ing.prof.bach.",3
6000,Kandidatsupplering (DPU),3
6001,"Samfundsvidenskab, basis (bach.) (AAU)",3
6002,"Teknik-naturvidenskab, basis (bach.) (AAU)",3
6003,"Sproglig-pædagogik, basis (bach.) (AAU)",3
6004,"Musisk-æstetisk, basis (bach.) (AAU)",3
6005,"Samfundsvidenskab, basis (kand.) (AAU)",3
6006,"Teknik- naturvidenskab, basis (kand.) (AAU)",3
6007,"Sproglig pædagogik, basis (kand.) (AAU)",3
6008,"Musisk-æstetisk, basis (kand.) (AAU)",3
6011,"Samfundsvindenskab, cand.samf. (AAU)",3
6012,"Sundhedsfremme-sundhedsstrategier (komb. HUM), cand.mag.",3
6013,"Sundhedsfremme-sundhedsstrategier (komb. SAM), cand.mag.",3
6014,"Sundhedsfremme-sundhedsstrategier (komb. NAT), cand.mag.",3
6015,"Sundhedsfremme-sundhedsstrategier (komb. HUM-TEK), cand.mag.",3
6016,"Sundhedsfremme og sundhedsstrategier, cand.mag.",3
6017,"Interaktionsdesign, bach.",3
6018,"International virksomhedskommunikation, bach.",3
6019,"Psykolog, professionsmaster",3
6020,Kirkemusiker Orgel og Korledelse (KMOK),3
6021,Basislinje orgel,3
6022,Kirkemusiker,3
6023,Basislinje sang,3
6024,Kirkemusiker Sang (KMS),3
6025,"Kirkemusiker, sang og korledelse (KM SK)",3
6026,Eksamenslinje Klokkenist,3
6027,Diplomlinje Klokkenist,3
6028,"Lærer, professionsmaster",3
6029,"Musikterapi, cand.mag.",3
6030,"Musikterapi, bach.",3
6031,"Musikterapi (AAU), overbygning",3
6032,"Engelsk, cand.mag.",3
6033,"Datalogi, cand.scient.",3
6034,"Kemi, cand.scient.",3
6035,"Chemistry, cand.scient.",3
6036,"Mathematics, cand.scient.",3
6037,"Mathematics, cand.scient.",3
6038,"Kommunikation, cand.comm.",3
6039,"Dansk, cand.mag.",3
6040,"European studies, bach.",3
6041,"Filosofi, cand.mag.",3
6042,"Historie, cand.mag.",3
6043,"Journalistik, cand.comm.",3
6045,"Internat. virksomhedskommunikation, spansk, bach.",3
6046,"Internat. virksomhedskommunikation, engelsk, bach.",3
6047,"Internat. virksomhedskommunikation, fransk, bach.",3
6048,"Internat. virksomhedskommunikation, tysk, bach.",3
6049,"Psykologi, cand.mag.",3
6050,"Medialogi, bach.",3
6051,"Digital design og interaktive teknologier, bach.",3
6052,"Sygepleje, cand.cur.",3
6055,"Medialogy, cand.scient.",3
6062,"Anlæg, civilingeniør",3
6064,"Industri, civilingeniør",3
6065,"Information, civilingeniør",3
6071,"Humanistisk kombination, overbygning (AAU)",3
6072,"Visual Studies and Art Education, cand.scient.",3
6076,"Samfundsvidenskab kombination, kombination (RUC)",3
6077,"Samfundsvidnenskab kombination, cand.mag.",3
6081,"Teknisk kombination, gymnasial overbygning",3
6082,"Teknisk kombination, kand.",3
6083,"Datalogi-økonomi, bach.",3
6084,"Machine learning og data science, bach.",3
6086,"Naturvidenskab kombination, mellemnuveau",3
6087,"Naturvidenskab kombination, cand.nat.komb.",3
6100,"Politik og international forvaltning, cand.scient.adm.",3
6101,"Naturvidenskab, bach. (RUC)",3
6102,"Humanistisk, bach. (RUC)",3
6103,"Samfundsvidenskab, bach. (RUC)",3
6104,"Naturvidenskab, basis (kand.) (RUC)",3
6105,"Humanistisk, basis (kand.) (RUC)",3
6106,"Samfundsvidenskab, basis (kand.) (RUC)",3
6107,"Kommunikation (komb. HUM), bach.",3
6108,"Kommunikation (komb. SAM), bach.",3
6109,"Kommunikation (komb. NAT), bach.",3
6110,"Kommunikation (komb. HUM-TEK), bach.",3
6111,"Forvaltning, kombination (RUC)",3
6112,"Environmental and resource management, cand.techn.soc.",3
6113,"Offentlig driftsøkonomi, kombination (RUC)",3
6114,"Tek-Sam - miljøplanlægning, cand.techn.soc.",3
6115,"Kultur og sprogmødestudier (komb. HUM), bach.",3
6116,"Kultur og sprogmødestudier (komb. SAM), bach.",3
6117,"Kultur og sprogmødestudier (komb. NAT), bach.",3
6118,"Kultur og sprogmødestudier (komb. HUM-TEK), bach.",3
6119,"Medicinalbiologi, cand.scient.",3
6120,"Performance-design, kand.",3
6121,"Administrativ databehandling, kombination (RUC)",3
6122,"Samfundsøkonomi, cand.oecon.",3
6125,"Performance-design, kombination (RUC)",3
6126,"Globale studier, kombination (RUC)",3
6127,"Medicinalbiologi, kombination (RUC)",3
6128,"Miljøbiologi, kombination (RUC)",3
6129,"Molekylærbiologi, kombination (RUC)",3
6130,"Biologi, kombination (RUC)",3
6131,"Almen biologi, cand.scient.",3
6132,"Datalogi, kombination (RUC)",3
6133,"Politik og administration, kombination (RUC)",3
6134,"Plan, by og proces, kombination (RUC)",3
6135,"Fysik, kombination (RUC)",3
6136,"Geografi, kombination (RUC)",3
6137,"EU studier, kombination (RUC)",3
6138,"Kemi, kombination (RUC)",3
6139,"Matematik, kombination (RUC)",3
6140,"Psykologi, kombination (RUC)",3
6141,"Politik, kombination (RUC)",3
6142,"Socialvidenskab, kombination (RUC)",3
6143,"Kommunikation, kombination (RUC)",3
6144,"International udvikling, kombination (RUC)",3
6145,"Pædagogik og uddannelsesstudier, kombination (RUC)",3
6146,"Filosofi, kombination (RUC)",3
6147,"Journalistik, kombination (RUC)",3
6148,"Kultur og sprogmødestudier, kombination (RUC)",3
6149,"Tek-Sam - miljøplanlægning, kombination (RUC)",3
6150,"Virksomhedsstudier, kombination (RUC)",3
6151,"Samfundsvidenskab, grunduddannelse bach.",3
6152,"Humanistisk-teologisk, grunduddannelse bach.",3
6153,"Arbejdslivsstudier, kombination (RUC)",3
6154,"Performance-design (komb. HUM), bach.",3
6155,"Performance-design (komb. SAM), bach.",3
6156,"Performance-design (komb. NAT), bach.",3
6157,"Performance-design (komb. HUM-TEK), bach.",3
6158,"Global development, cand.soc.",3
6159,"Kultur- og sprogmødestudier, cand.mag.",3
6160,"Communication Studies, combination (RUC)",3
6161,1/2 år bach.una (RUC),3
6162,1 år bach.una (RUC),3
6163,"Sundhedsfremme-sundhedsstrategier (komb. HUM), bach.",3
6164,"Sundhedsfremme-sundhedsstrategier (komb. SAM), bach.",3
6165,"Sundhedsfremme-sundhedsstrategier (komb. NAT), bach.",3
6166,"Sundhedsfremme-sundhedsstrategier (komb. HUM-TEK), bach.",3
6167,"Performance-design (komb. HUM), cand.mag.",3
6168,"Performance-design (komb. SAM), cand.mag.",3
6169,"Performance-design (komb. NAT), cand.mag.",3
6170,"Performance-design (komb. HUM-TEK), cand.mag",3
6171,"Virksomhedsstudier (komb. HUM), cand.soc.",3
6172,"Virksomhedsstudier (komb. SAM), cand.soc.",3
6173,"Virksomhedsstudier (komb. NAT), cand.soc.",3
6174,"Virksomhedsstudier (komb. HUM-TEK), cand.soc.",3
6175,"Kommunikation (komb. HUM), cand.mag.",3
6176,"Kommunikation (komb. SAM), cand.mag.",3
6177,"Kommunikation (komb. NAT), cand.mag.",3
6178,"Kommunikation (komb. HUM-TEK), cand.mag.",3
6179,"Communication Studies, cand.comm.",3
6181,"Pædagogik, grunduddannelse (kand.)",3
6182,"Humanistisk, grunduddannelse/bifag (kand.)",3
6183,"Kunstnerisk, grunduddannelse/bifag (kand.)",3
6184,"Samfundsvidenskab, grunduddannelse/basis",3
6185,"Naturvidenskab, grunduddannelse/bifag (kand.)",3
6186,"Tek-Sam - miljøplanlægning (komb. HUM), cand.techn.soc.",3
6187,"Tek-Sam - miljøplanlægning (komb. SAM), cand.techn.soc.",3
6188,"Tek-Sam - miljøplanlægning (komb. NAT), cand.techn.soc.",3
6189,"Tek-Sam - miljøplanlægning (komb. HUM-TEK), cand.techn.soc.",3
6200,"Agrobiology, cand.scient.",3
6201,"Arkitekt, bach.",3
6202,"Arkitekt, cand.arch.",3
6203,"Arkitekt, bach.",3
6204,"Arkitekt, cand.arch.",3
6205,"Designer, bach.",3
6206,"Designer, cand.des.",3
6235,"Fødevarevidenskab, cand.brom.",3
6242,"Design og analyse af konstruktioner, ingeniør bach.",3
6243,"Communication Technologies, cand.polyt.",3
6244,"Mechanical Engineering, cand.polyt.",3
6245,"Management Engineering, cand.polyt.",3
6246,"Materials and Nanotechnology, cand.polyt.",3
6247,"Structural Design and Analysis, cand.polyt.",3
6248,"Physics and Technology, cand.polyt.",3
6260,"IT una, cand.it.",3
6261,"IT til organisationer, cand.it.",3
6262,"Digital design og kommunikation, cand.it.",3
6263,"Digital Innovation and Management, cand.it.",3
6264,"Tværfaglig IT-udvikling, cand.it",3
6265,"Softwaredesign, cand.it.",3
6266,"Games, cand.it.",3
6267,"Neuroscience og neuroimaging (SDC), cand.scient.",3
6268,"Informatik, cand.scient.",3
6269,"Electrical Engineering, cand.polyt.",3
6270,"Electrical Engineering, cand.scient.tech.",3
6271,"Biologi, gymnasie-hf lærer",3
6282,"Psykologi, gymnasie-hf lærer med. (RUC)",3
6285,"Teknisk informationsteknologi, civilingeniør",3
6296,"Musik og musikterapi, fællessemester (kand.) (AAU)",3
6297,"Humanistisk, fællessemester (kand.) (AAU)",3
6298,"Musikterapi, fællessemester (bach.)",3
6299,"Humanistisk, fællessemester (bach.) (AAU)",3
6301,"Neuroscience, cand.scient",3
6313,"Interreligiøse islamstudier, cand.mag.",3
6321,"Contemporary Middle Eastern Studies, cand.mag.",3
6322,"Nærorientalsk arkæologi, cand.mag.",3
6354,"Industrielt design, bach.",3
6355,"Kommunikationsdesign, bach.",3
6356,"Beklædnings- og modedesign, bach.",3
6357,"Tekstildesign, bach.",3
6358,"Accessory design, bach.",3
6359,"Design for People, cand.des.",3
6360,"Design for Planet, cand.des.",3
6361,"Design for Play, cand.des.",3
6380,"Humanistisk, sidefag",3
6381,"Samfundsvidenskab, sidefag",3
6382,"Naturvidenskab, sidefag",3
6383,"Pædagogik, sidefag",3
6384,"Kultur, sidefag",3
6385,"Sundhedsvidenskab, sidefag",3
6393,"Pædagogik, supplering",3
6394,"Kultur, supplering",3
6395,"Teknisk, supplering",3
6396,"Naturvidenskab, supplering",3
6397,"Sundhed, supplering",3
6398,"Samfundsvidenskab, supplering",3
6399,"Humanistisk, supplering",3
6401,"Advanced migration studies, cand.mag.",3
6402,"Sprogpsykologi, cand.mag.",3
6403,"Dansk (komb. HUM), bach.",3
6404,"Dansk (komb. SAM), bach.",3
6405,"Dansk (komb. NAT), bach.",3
6406,"Dansk (komb. HUM-TEK), bach.",3
6407,"Arbejdslivsstudier (komb. HUM), cand.soc.",3
6408,"Arbejdslivsstudier (komb. SAM), cand.soc.",3
6409,"Arbejdslivsstudier (komb. NAT), cand.soc.",3
6410,"Arbejdslivsstudier (komb. HUM-TEK), cand.soc.",3
6413,"Maritime Archaeology, cand.mag.",3
6414,"Fransk (komb. HUM), cand.mag.",3
6415,"Fransk (komb. SAM), cand.mag.",3
6416,"Fransk (komb. NAT), cand.mag.",3
6417,"Fransk (komb. HUM-TEK), cand.mag.",3
6418,"Tysk (komb. HUM), cand.mag.",3
6419,"Tysk (komb. SAM), cand.mag.",3
6420,"Tysk (komb. NAT), cand.mag.",3
6421,"Tysk (komb. HUM-TEK), cand.mag.",3
6424,"Arbejdslivsstudier, kand.",3
6425,"Informatik (komb. HUM), cand.mag.",3
6426,"Informatik (komb. SAM), cand.mag.",3
6427,"Informatik (komb. NAT), cand.mag.",3
6428,"Informatik (komb. HUM-TEK), cand.mag.",3
6452,"Multimedia arts, cand.mag.",3
6454,"Sprog og internat. virksomhedskommunikation, overbygning",3
6455,"Turisme, cand.mag.",3
6456,"Globale studier, cand.soc.",3
6457,"Internationale studier, cand.mag.",3
6458,"Culture, Communication and Globalization, cand.mag.",3
6459,"Sustainable heritage management, cand.mag.",3
6461,"Arkæologi, cand.mag.",3
6462,"Humanistisk kombination, kombination (RUC)",3
6463,"Samfundsvidenskab una, bach.",3
6464,"Sustainable Tourism and Hospitality Management, AO",3
6465,"Spanske- og spanskamerikanske studier (SDU), cand.mag.",3
6466,"Spansk og spanskamerikansk sprog, litteratur og kultur (AU), cand.mag.",3
6467,"Spansk- og latinamerikansk sprog og kultur (AAU), cand.scient.",3
6468,"Internationale studier, cand.mag.",3
6469,"Environmental Engineering, cand.polyt.",3
6470,"Erhvervsøkonomi og jura, cand.merc.jur.",3
6471,"Erhvervsøkonomi, cand.merc.",3
6490,"Pædagogik, bifag/sidefag 2 år",3
6491,"Humanistisk, bifag/sidefag 2 år",3
6492,"Kunstnerisk, bifag/sidefag 2 år",3
6493,"Samfundsvidenskab, bifag/sidefag 2 år",3
6494,"Naturvidenskab, bifag/sidefag 2 år",3
6495,"Naturvidenskab una, bach.",3
6496,"Teknisk videnskab una, bach.",3
6497,"Sundhedsvidenskab una, bach.",3
6500,"Audiologopædi, bach.",3
6501,"Audiologopædi, cand.phil.",3
6502,"Mellemøstens sprog og samfund-Nærorientalsk arkæologi, bach.",3
6503,"Balkanstik, cand.phil.",3
6504,"Sprogvidenskab og lingvistik, bach.",3
6505,"Mellemøstens sprog og samfund - Assyriologi, bach.",3
6506,"Medievidenskab, bach.",3
6507,"Interkulturel pædagogik og dansk som andetsprog, bach.",3
6508,"Interkulturel pædagogik og arabisk, bach.",3
6509,"Humanistisk-teknologisk una, bach.",3
6510,"Dramaturgi, bach.",3
6511,"Dramaturgi, cand.phil.",3
6512,"Engelsk, bach.",3
6513,"Engelsk, cand.phil.",3
6514,"Amerikansk samfundsstudie, cand.phil.",3
6515,"Eskimologi, cand.phil.",3
6516,"Antropologi, bach.",3
6517,"Etnografi og antropologi, cand.phil.",3
6518,"Etnologi europæisk, bach",3
6519,"Etnologi europæisk, cand.phil.",3
6520,"Film- og medievidenskab, bach.",3
6521,"Filmvidenskab, cand.phil.",3
6522,"Filosofi, bach.",3
6523,"Filosofi, cand.phil.",3
6524,"Finsk, bach.",3
6525,"Finsk, cand.phil.",3
6526,"Folkemindevidenskab, bach.",3
6527,"Folkemindevidenskab, cand.phil.",3
6528,"Arkæologi forhistorisk, bach.",3
6529,"Arkæologi forhistorisk, cand.phil.",3
6530,"Fransk sprog,litteratur og kultur, bach.",3
6531,"Fransk, cand.phil.",3
6532,"Biblioteksvidenskab, it og kommunikation, bach.",3
6533,"Fransk samfund- og kulturdokumentation, cand.phil.",3
6534,"Historie, bach.",3
6535,"Historie, cand.phil.",3
6536,"Kommunikation og digitale medier, bach.",3
6537,"Informatik, cand.phil.",3
6538,"Kommunikation og IT, bach.",3
6539,"Kommunikation, cand.phil.",3
6540,"Idehistorie, bach.",3
6541,"Idehistorie, cand.phil.",3
6542,"Indianske sprog og kulturer, bach.",3
6543,"Indiansk sprog og kultur, cand.phil.",3
6544,"Asienstudier, Indologi, bach.",3
6545,"Indologi, cand.phil.",3
6546,"Digital design med interaktionsstudier og IT, bach.",3
6547,"Nyindisk, cand.phil.",3
6548,"Asienstudier, Indonesisk/Sydøstasienstudier, bach.",3
6549,"Sanskrit, cand.phil.",3
6550,"Italiensk sprog og kultur, bach.",3
6551,"Italiensk, cand.phil.",3
6552,"Persisk, bach.",3
6553,"Iransk, cand.phil.",3
6554,"Grønlandske og arktiske studier, bach.",3
6555,"Asienstudier, Thai/Sydøstasienstudier, bach.",3
6556,"Arkæologi klassisk, bach.",3
6557,"Arkæologi klassisk, cand.phil.",3
6558,"Rumænsk, bach.",3
6559,"Asienstudier, Japanstudier, bach.",3
6560,"Filologi klassisk, bach.",3
6561,"Asienstudier, Kinastudier, bach.",3
6562,"Film- og medievidenskab, bach.",3
6563,"Græsk, cand.phil.",3
6564,"Asienstudier, Koreastudier, bach.",3
6565,"Græsk-byzantinsk, cand.phil.",3
6566,"Asienstudier, Tibetologi, bach.",3
6567,"Filologi klassisk, cand.phil.",3
6568,"Anvendt filosofi, bach.",3
6569,"Latin, cand.phil.",3
6570,"Humanistisk una, bach.",3
6571,"Latin middelalder, cand.phil.",3
6572,"Uddannelsesvidenskab, c.soc.",3
6573,"Nylatin, cand.phil.",3
6574,"Indoeuropæisk, bach.",3
6575,"Oldtidskundskab, cand.phil.",3
6576,"Europæisk business, bach.",3
6577,"Kristendomshistorie, cand.phil.",3
6578,"Kunsthistorie, bach.",3
6579,"Kunsthistorie, cand.phil.",3
6580,"Litteraturhistorie, bach.",3
6581,"Litteraturhistorie, cand.phil.",3
6582,"Litteraturvidenskab, bach.",3
6583,"Litteraturvidenskab, cand.phil.",3
6584,"Middelalder- og renæssancearkæologi, bach.",3
6585,"Arkæologi middelalder, cand.phil.",3
6586,"Musik/Musikvidenskab, bach.",3
6587,"Musikvidenskab, cand.phil.",3
6588,"Nederlandsk, bach.",3
6589,"Nederlandsk, cand.phil.",3
6590,"Dansk, bach.",3
6591,"Dansk, cand.phil.",3
6592,"Nordisk sprog og litteratur, bach.",3
6593,"Nordisk filologi, cand.phil.",3
6594,"Mellemøstens sprog og samfund - Ægyptologi, bach.",3
6595,"Nordisk litteratur, cand.phil.",3
6596,"Øst- og sydøsteuropastudier, balkanstudier, bach.",3
6597,"Nygræsk, cand.phil.",3
6598,"Nærorientalsk oldtidskultur, bach.",3
6599,"Signal Processing and Acoustics, cand.polyt.",3
6600,"Mellemøstens sprog og samfund-arabisk, bach.",3
6601,"Nærorientalsk oldtidskultur, cand.phil.",3
6602,"Mellemøstens sprog og samfund-hebraisk, bach.",3
6603,"Ægyptologi, cand.phil.",3
6604,"Portugisisk, bach.",3
6605,"Portugisisk, cand.phil.",3
6606,"Pædagogik, bach.",3
6607,"Pædagogik, cand.phil.",3
6608,"Uddannelsesvidenskab, bach.",3
6609,"Ulandspædagogik, cand.phil.",3
6610,"Mellemøstens sprog og samfund-persisk, bach.",3
6611,"Voksenpædagogik, cand.phil.",3
6612,"Religionshistorie, bach.",3
6613,"Religionshistorie, cand.phil.",3
6614,"Mellemøstens sprog og samfund-tyrkisk, bach.",3
6615,"Religionssociologi, cand.phil.",3
6616,"Semitisk, bach.",3
6617,"Arabisk, cand.phil.",3
6618,"Sprog og internationale studier-engelsk, bach.",3
6619,"Hebraisk, cand.phil.",3
6620,"Østeuropastudier, bach.",3
6621,"Bulgarsk, cand.phil.",3
6622,"Mellemøstens sprog og samfund, bach.",3
6623,"Polsk, cand.phil.",3
6624,"Elektrisk energiteknologi, ing.prof.bach.",3
6625,"Russisk, cand.phil.",3
6626,"Kemi og bioteknologi, ing.prof.bach.",3
6627,"Serbokroatisk, cand.phil.",3
6628,"Maskinteknik, ing.prof.bach.",3
6629,"Tjekkisk, cand.phil.",3
6630,"Produktion (Produktionsteknik), ing.prof.bach.",3
6631,"Øststatskundskab, cand.phil.",3
6632,"Spansk og spanskamerikanske studier, bach.",3
6633,"Spansk, cand.phil.",3
6634,"Informatik (komb.HUM), bach.",3
6635,"Informatik (komb.SAM), bach.",3
6636,"Informatik (komb.NAT), bach.",3
6637,"Lingvistik, cand.phil.",3
6638,"Informatik (komb.HUM-TEK), bach.",3
6639,"Lingvistik indoeuropæisk, cand.phil.",3
6640,"Teater- og performancestudier, bach.",3
6641,"Teatervidenskab, cand.phil.",3
6642,"Tysk sprog, litteratur og kultur, bach.",3
6643,"Tysk, cand.phil.",3
6644,"Ungarsk, bach.",3
6645,"Ungarsk, cand.phil.",3
6646,"Østasiatisk sprog og kultur, bach.",3
6647,"Japansk, cand.phil.",3
6648,"Softwareteknologi, ing.prof.bach.",3
6649,"Kinesisk, cand.phil.",3
6650,"Moderne Indien og Sydasienstudier, bach.",3
6651,"Kinesisk kultur, cand.phil.",3
6652,"Sprog og internationale studier-spansk, bach.",3
6653,"Koreansk, cand.phil.",3
6654,"Bygningsdesign, ing.prof.bach.",3
6655,"Thai, cand.phil.",3
6656,"Global business og teknologi, ing.prof.bach.",3
6657,"Tibetansk, cand.phil.",3
6658,"Sundhedsteknologi, ing.prof.bach.",3
6659,"Østasiatisk sprog og kultur, cand.phil.",3
6660,"Elektroteknologi, ing.bach.",3
6661,"Kultur og kulturformidling, cand.phil",3
6662,"Kemi og teknologi, ing.bach.",3
6663,"Bioteknologi, ing.bach.",3
6664,"Arkitekt, cand.arch.",3
6665,"Journalistik, bach.",3
6666,"Retorik, bach.",3
6667,"Retorik, cand.phil.",3
6668,"Europæisk business, HA i europæisk business, bach.",3
6669,"Russisk med sovjetkundskab og økonomi, cand.phil.",3
6670,"Religion studier/videnskab, bach.",3
6671,"Religionsvidenskab, cand.phil.",3
6672,"Multimedia, bach.",3
6673,"Engelsk (komb. HUM), bach.",3
6674,"Engelsk (komb. SAM), bach.",3
6675,"Engelsk (komb. NAT), bach.",3
6676,"Engelsk (komb. HUM-TEK), bach.",3
6677,"Græsk-romersk kulturhistorie, cand.phil.",3
6678,"Arkitekt, bach.",3
6679,"Designkultur med rum og æstetik, bach.",3
6680,"Designkultur med mode og erhvervsøkonomi, bach.",3
6681,"Art and technology, bach.",3
6682,"Filosofi (komb. HUM), bach.",3
6683,"Filosofi (komb. SAM), bach.",3
6684,"Filosofi (komb. NAT), bach.",3
6685,"Filosofi (komb. HUM-TEK), bach.",3
6686,"Fransk (komb. HUM), bach.",3
6687,"Fransk (komb. SAM), bach.",3
6688,"Fransk (komb. NAT), bach.",3
6689,"Fransk (komb. HUM-TEK), bach.",3
6690,"Arkitekt, bach.",3
6691,"Historie (komb. HUM), bach.",3
6692,"Historie (komb. SAM), bach.",3
6693,"Historie (komb. NAT), bach.",3
6694,"Historie (komb. HUM-TEK), bach.",3
6695,"Journalistik (komb. HUM), bach.",3
6696,"Journalistik (komb. SAM), bach.",3
6697,"Journalistik (komb. NAT), bach.",3
6698,"Journalistik (komb. HUM.TEK), bach.",3
6699,Sidefag,3
6700,"Oplevelsesøkonomi, cand.mag.",3
6701,"Audiologopædi, cand.mag.",3
6702,"Pædagogik og uddannelsesstudier (komb. HUM-TEK), cand.mag.",3
6703,"Østeuropastudier, balkanistik, cand.mag.",3
6704,"Pædagogik og uddannelsesstudier (komb. HUM), cand.mag.",3
6705,"Pædagogik og uddannelsesstudier (komb. SAM), cand.mag.",3
6706,"Datalingvistik italiensk, cand.mag.",3
6707,"Pædagogik og uddannelsesstudier (komb. NAT), cand.mag.",3
6708,"Datalingvistik spansk, cand.mag.",3
6709,"Sundhedsfremme og sundhedsstrategier, kombination (RUC)",3
6710,"Dramaturgi, overbygning",3
6711,"Dramaturgi, cand.mag.",3
6712,"Engelsk (RUC), overbygning",3
6713,"English, cand.mag.",3
6714,"Amerikanske studier, cand.mag.",3
6715,"Grønlandske og arktiske studier, cand.mag.",3
6716,"Anthropology and people centred business, kand.",3
6717,"Antropologi, cand.scient.anth.",3
6718,"Applied Cultural Analysis, cand.mag.",3
6719,"Europæisk etnologi, cand.mag.",3
6720,"Filmvidenskab, overbygning",3
6721,"Film- og medievidenskab, cand.mag.",3
6722,"Filosofi, overbygning",3
6723,"Filosofi, cand.mag.",3
6724,"Film-medie-tv, kombination (RUC)",3
