code,text_da,valid_from,valid_to
DC498,Kræft i bindevæv og bløddelsvæv overgrib.fl.lokal.                                                                      013014      SKS     1,20120101,25000101
DC498A,Malignt fibrøst histiocytom                                                                                             013014      SKS     3,20000401,20111231
DC498M,Kræft i bindevæv/bløddelsvæv overgrib.fl.lokal. m.metastaser                                                            013014      SKS     3,20170101,20211231
DC499,Kræft i bindevæv og bløddelsvæv UNS                                                                                     013014      SKS     1,20120101,25000101
DC499M,Kræft i bindevæv/bløddelsvæv med metastaser                                                                             013014      SKS     3,20170101,20211231
DC499X,Lokalrecidiv fra kræft i bindevæv og bløddelsvæv                                                                        013014      SKS     3,20120401,20211231
DC50,Brystkræft                                                                                                                 009      SKS     1,20120101,25000101
DC500,Kræft i brystvorte eller areola mammae                                                                                  018009      SKS     3,20120101,25000101
DC500A,Kræft i areolae mammae                                                                                                  018009      SKS     1,20120101,25000101
DC500B,Kræft i brystvorte                                                                                                      018009      SKS     1,20120101,25000101
DC500C,Paget's sygdom i mamma                                                                                                  018009      SKS     3,20000401,20100930
DC500D,Paget's disease of the nipple                                                                                           018009      SKS     3,20041001,20100930
DC500M,Kræft i brystvorte eller areola mammae med metastaser                                                                   018009      SKS     3,20170101,20211231
DC501,Brystkræft i den centrale del af mamma                                                                                  018009      SKS     3,20120101,25000101
DC501M,Brystkræft i centrale del af mamma med metastaser                                                                       018009      SKS     3,20170101,20211231
DC502,Brystkræft i den øvre mediale kvadrant af mamma                                                                         018009      SKS     3,20120101,25000101
DC502M,Brystkræft i øvre mediale kvadrant af mamma med metastaser                                                              018009      SKS     3,20170101,20211231
DC503,Brystkræft i den nedre mediale kvadrant af mamma                                                                        018009      SKS     3,20120101,25000101
DC503M,Brystkræft i nedre mediale kvadrant af mamma med metastaser                                                             018009      SKS     3,20170101,20211231
DC504,Brystkræft i den øvre laterale kvadrant af mamma                                                                        018009      SKS     3,20120101,25000101
DC504M,Brystkræft i øvre laterale kvadrant af mamma med metastaser                                                             018009      SKS     3,20170101,20211231
DC505,Brystkræft i den nedre laterale kvadrant af mamma                                                                       018009      SKS     3,20120101,25000101
DC505M,Brystkræft i nedre laterale kvadrant af mamma m.metastaser                                                              018009      SKS     3,20170101,20211231
DC506,Brystkræft i processus axillaris mammae                                                                                 018009      SKS     3,20120101,25000101
DC506M,Brystkræft i processus axillaris mammae med metastaser                                                                  018009      SKS     3,20170101,20211231
DC508,Brystkræft overgribende flere lokalisationer                                                                            018009      SKS     1,20120101,25000101
DC508M,Brystkræft overgribende flere lokalisationer med metastaser                                                             018009      SKS     3,20170101,20211231
DC509,Brystkræft UNS                                                                                                          018009      SKS     1,20120101,25000101
DC509M,Brystkræft med metastaser                                                                                               018009      SKS     3,20170101,20211231
DC509X,Lokalrecidiv fra brystkræft                                                                                             018009      SKS     3,20120401,20211231
DC51,Kræft i ydre kvindelige kønsorganer                                                                                        011      SKSK    1,20120101,25000101
DC510,Kræft i stor kønslæbe                                                                                                   011011      SKSK    1,20120101,25000101
DC510A,Kræft i Bartholins kirtel                                                                                               011011      SKSK    1,20120101,25000101
DC510M,Kræft i stor kønslæbe med metastaser                                                                                    011011      SKSK    3,20170101,20211231
DC511,Kræft i lille kønslæbe                                                                                                  011011      SKSK    1,20120101,25000101
DC511M,Kræft i lille kønslæbe med metastaser                                                                                   011011      SKSK    3,20170101,20211231
DC512,Kræft i klitoris                                                                                                        011011      SKSK    1,20120101,25000101
DC512M,Kræft i klitoris med metastaser                                                                                         011011      SKSK    3,20170101,20211231
DC518,Kræft i ydre kvind. kønsorganer overgrib.fl.lokal.                                                                      011011      SKSK    1,20120101,25000101
DC518M,Kræft i ydre kvind.kønsorgan overgrib.fl.lokal. m.metastaser                                                            011011      SKSK    3,20170101,20211231
DC519,Kræft i ydre kvindelige kønsorganer UNS                                                                                 011011      SKSK    1,20120101,25000101
DC519D,"Neoplasma malignum vulvae non spec, basocellulært, nodulært                                                             011011      SKS     3",20060401,20111231
DC519E,"Neopl. malign. vulvae non spec, basocellulært, superficielt                                                             011011      SKS     3",20060401,20111231
DC519F,"Neopl. malign. vulvae non spec, basocellulært, morphaeatype                                                             011011      SKS     3",20060401,20111231
DC519G,"Neoplasma malignum vulvae non spec, basocellulært, multiplex                                                            011011      SKS     3",20060401,20111231
DC519H,"Neopl. malign. vulvae non spec, basocellulært, recidivans                                                               011011      SKS     3",20060401,20111231
DC519J,"Ne mal vulvae non spec, plan, verr (cun, B-L)                                                                           011011      SKS     3",20060401,20111231
DC519K,"Neopl. malign. vulvae non spec, planocellulært, spinocel.                                                               011011      SKS     3",20060401,20111231
DC519L,"Ne mal vulvae non spec, planocellulært, Marjorlin/Melaney                                                               011011      SKS     3",20060401,20111231
DC519M,Kræft i ydre kvindelige kønsorganer med metastaser                                                                      011011      SKS     3,20170101,20211231
DC519N,"Neopl. malign. vulvae non spec, mikrocystisk adneks karcinom                                                            011011      SKS     3",20060401,20111231
DC519P,"Neoplasma malignum vulvae non spec, Merkelcelle karcinom                                                                011011      SKS     3",20060401,20111231
DC519Q,"Neopl. malign. vulvae non spec, adenoidt cystisk karcinom                                                               011011      SKS     3",20060401,20111231
DC519R,"Neopl. malign. vulvae non spec, mb. Paget (ekstramammært)                                                               011011      SKS     3",20060401,20111231
DC519S,"Neoplasma malignum vulvae non spec, porokarcinom                                                                        011011      SKS     3",20060401,20111231
DC519T,"Neoplasma malignum vulvae non spec, sebaceøst karcinom                                                                  011011      SKS     3",20060401,20111231
DC519U,"Neoplasma malignum vulvae non spec, trichillemmalt karcinom                                                             011011      SKS     3",20060401,20111231
DC519V,"Neopl. malign. vulvae non spec, dermatofibrosarc. prot.                                                                 011011      SKS     3",20060401,20111231
DC519W,"Neoplasma malignum vulvae non spec, angiosarkom                                                                         011011      SKS     3",20060401,20111231
DC519X,Lokalrecidiv fra kræft i ydre kvindelige kønsorganer                                                                    011011      SKSK    3,20120401,20211231
DC519Z,"Neoplasma malignum vulvae non spec, andet                                                                               011011      SKS     3",20060401,20111231
DC52,Kræft i vagina                                                                                                             011      SKSK    1,20120101,25000101
DC529,Vaginakræft                                                                                                             011011      SKSK    1,20120101,25000101
DC529M,Vaginakræft med metastaser                                                                                              011011      SKSK    3,20170101,20211231
DC529X,Lokalrecidiv fra vaginakræft                                                                                            011011      SKSK    3,20120401,20211231
DC53,Kræft i livmoderhalsen                                                                                                     010      SKSK    1,20120101,25000101
DC530,Neopl mal endocervicis uteri                                                                                            011010      SKSK    3,19940101,20051231
DC531,"Neopl mal cervicis uteri, planocellulært carcinom st. I                                                                 011010      SKSK    3",19940101,20051231
DC532,"Neopl mal cervicis uteri, planocellulært carcinom st. II                                                                011010      SKSK    3",19940101,20051231
DC533,"Neopl mal cervicis uteri, planocellulært carcinom st. III                                                               011010      SKSK    3",19940101,20051231
DC534,"Neopl mal cervicis uteri, planocellulært carcinom st. IV                                                                011010      SKSK    3",19940101,20051231
DC538,Neopl mal cervicis uteri overgribende flere regioner                                                                    011010      SKSK    3,19940101,20051231
DC539,Livmoderhalskræft                                                                                                       011010      SKSK    1,20120101,25000101
DC539M,Livmoderhalskræft med metastaser                                                                                        011010      SKSK    3,20170101,20211231
DC539X,Lokalrecidiv fra livmoderhalskræft                                                                                      011010      SKSK    3,20120401,20211231
DC54,Kræft i livmoderen                                                                                                         010      SKSK    1,20120101,25000101
DC540,"Neopl mal isthmi uteri, st. I                                                                                           011010      SKSK    3",19940101,20051231
DC541,"Neopl mal fundi uteri, st. I                                                                                            011010      SKSK    3",19940101,20051231
DC542,"Neopl mal myometrii, alle stadier                                                                                       011010      SKSK    3",19940101,20051231
DC543,"Neopl mal endometrii, st. I                                                                                             011010      SKSK    3",19940101,20051231
DC544,"Neopl mal endometrii, st. II                                                                                            011010      SKSK    3",19940101,20051231
DC545,"Neopl mal endometrii, st. III                                                                                           011010      SKSK    3",19940101,20051231
DC546,"Neopl mal endometrii, st. IV                                                                                            011010      SKSK    3",19940101,20051231
DC548,Neopl mal corporis uteri overgribende flere regioner                                                                    011010      SKSK    3,19940101,20051231
DC549,Livmoderkræft                                                                                                           011010      SKSK    1,20120101,25000101
DC549M,Livmoderkræft med metastaser                                                                                            011010      SKSK    3,20170101,20211231
DC549X,Lokalrecidiv fra livmoderkræft                                                                                          011010      SKSK    3,20120401,20211231
DC55,Kræft i livmoderen uden nærmere spec. lokalisation                                                                         010      SKSK    1,20120101,25000101
DC559,Kræft i livmoderen uden nærmere spec. lokalisation                                                                      011010      SKSK    1,20120101,25000101
DC56,Kræft i æggestok                                                                                                           011      SKSK    1,20120101,25000101
DC560,"Neopl mal ovarii, st. I                                                                                                 011011      SKSK    3",19940101,20051231
DC561,"Neopl mal ovarii, st. II                                                                                                011011      SKSK    3",19940101,20051231
DC562,"Neopl mal ovarii, st. III                                                                                               011011      SKSK    3",19950531,20051231
DC563,"Neopl mal ovarii, st. IV                                                                                                011011      SKSK    3",19950531,20051231
DC569,Æggestokkræft                                                                                                           011011      SKSK    1,20120101,25000101
DC569A,Ekstragonadal germinalcelletumor (ovarie)                                                                               011011      SKSK    1,20190401,25000101
DC569M,Æggestokkræft med metastaser                                                                                            011011      SKSK    3,20170101,20211231
DC569X,Lokalrecidiv fra æggestokkræft                                                                                          011011      SKSK    3,20120401,20211231
DC57,Kræft i andre og ikke specificerede kvindelige kønsorganer                                                                 011      SKSK    3,20120101,25000101
DC570,Kræft i æggeleder                                                                                                       011011      SKSK    1,20120101,25000101
DC570M,Kræft i æggeleder med metastaser                                                                                        011011      SKSK    3,20170101,20211231
DC571,Kræft i ligamentum latum uteri                                                                                          011011      SKSK    1,20120101,25000101
DC571M,Kræft i ligamentum latum uteri med metastaser                                                                           011011      SKS     3,20170101,20211231
DC572,Kræft i ligamentum teres uteri                                                                                          011011      SKSK    1,20120101,25000101
DC572M,Kræft i ligamentum teres uteri med metastaser                                                                           011011      SKS     3,20170101,20211231
DC573,Kræft i parametriet                                                                                                     011011      SKSK    1,20120101,25000101
DC573M,Kræft i parametriet med metastaser                                                                                      011011      SKS     3,20170101,20211231
DC574,Kræft i adnexa uteri                                                                                                    011011      SKSK    1,20120101,25000101
DC574M,Kræft i adnexa uteri med metastaser                                                                                     011011      SKS     3,20170101,20211231
DC577,Kræft i anden spec. struktur i kvindeligt kønsorgan                                                                     011011      SKSK    1,20120101,25000101
DC577M,Kræft i anden struktur i kvindeligt kønsorgan med metastaser                                                            011011      SKS     3,20170101,20211231
DC578,Kræft i kvind. kønsorganer overgrib.fl.lokal.                                                                           011011      SKSK    1,20120101,25000101
DC578M,Kræft i kvind. kønsorganer overgrib.fl.lokal. med metastaser                                                            011011      SKS     3,20170101,20211231
DC579,Kræft i kvindeligt kønsorgan UNS                                                                                        011011      SKSK    1,20120101,25000101
DC579M,Kræft i kvindeligt kønsorgan med metastaser                                                                             011011      SKS     3,20170101,20211231
DC579X,Lokalrecidiv fra kræft i kvindeligt kønsorgan                                                                           011011      SKSK    3,20120401,20211231
DC58,Kræft i moderkagen                                                                                                         011      SKSK    1,20120101,25000101
DC589,Kræft i moderkagen UNS                                                                                                  011011      SKSK    1,20120101,25000101
DC589A,Choriokarcinom i placenta                                                                                               011011      SKSK    1,20120101,25000101
DC589B,Chorionepiteliom i placenta                                                                                             011011      SKSK    1,20120101,25000101
DC589M,Kræft i moderkagen med metastaser                                                                                       011011      SKS     3,20170101,20211231
DC60,Kræft i penis                                                                                                              012      SKSM    1,20120101,25000101
DC600,Kræft i forhuden                                                                                                        009012      SKSM    1,20120101,25000101
DC600M,Kræft i forhuden med metastaser                                                                                         009012      SKSM    3,20160101,20211231
DC601,Kræft i glans penis                                                                                                     009012      SKSM    1,20120101,25000101
DC601M,Kræft i glans penis med metastaser                                                                                      009012      SKSM    3,20160101,20211231
DC602,Kræft i corpus penis                                                                                                    009012      SKSM    1,20120101,25000101
DC602M,Kræft i corpus penis med metastaser                                                                                     009012      SKSM    3,20160101,20211231
DC608,Kræft i penis overgribende flere lokalisationer                                                                         009012      SKSM    1,20120101,25000101
DC608M,Kræft i penis overgribende fl. lokalisationer med metastaser                                                            009012      SKSM    3,20160101,20211231
DC609,Kræft i penis UNS                                                                                                       009012      SKSM    1,20120101,25000101
DC609D,"Neoplasma malignum penis non spec, basocellulært, nodulært                                                              009012      SKS     3",20060401,20111231
DC609E,"Neopl. malign. penis non spec, basocellulært, superficielt                                                              009012      SKS     3",20060401,20111231
DC609F,"Neopl. malign. penis non spec, basocellulært, morphaeatype                                                              009012      SKS     3",20060401,20111231
DC609G,"Neoplasma malignum penis non spec, basocellulært, multiplex                                                             009012      SKS     3",20060401,20111231
DC609H,"Neoplasma malignum penis non spec, basocellulært, recidivans                                                            009012      SKS     3",20060401,20111231
DC609J,"Ne mal penis non spec, plan, verr (cun, B-L)                                                                            009012      SKS     3",20060401,20111231
DC609K,"Neopl. malign. penis non spec, planocellulært, spinocel.                                                                009012      SKS     3",20060401,20111231
DC609L,"Ne mal penis non spec, planocellulært, Marjorlin/Melaney                                                                009012      SKS     3",20060401,20111231
DC609M,Kræft i penis UNS med metastaser                                                                                        009012      SKSM    3,20160101,20211231
DC609N,"Neopl. malign. penis non spec, mikrocystisk adneks karcinom                                                             009012      SKS     3",20060401,20111231
DC609P,"Neoplasma malignum penis non spec, Merkelcelle karcinom                                                                 009012      SKS     3",20060401,20111231
DC609Q,"Neoplasma malignum penis non spec, adenoidt cystisk karcinom                                                            009012      SKS     3",20060401,20111231
DC609R,"Neoplasma malignum penis non spec, mb. Paget (ekstramammært)                                                            009012      SKS     3",20060401,20111231
DC609S,"Neoplasma malignum penis non spec, porokarcinom                                                                         009012      SKS     3",20060401,20111231
DC609T,"Neoplasma malignum penis non spec, sebaceøst karcinom                                                                   009012      SKS     3",20060401,20111231
DC609U,"Neoplasma malignum penis non spec, trichillemmalt karcinom                                                              009012      SKS     3",20060401,20111231
DC609V,"Neopl. malign. penis non spec, dermatofibrosarc. prot.                                                                  009012      SKS     3",20060401,20111231
DC609W,"Neoplasma malignum penis non spec, angiosarkom                                                                          009012      SKS     3",20060401,20111231
DC609X,Lokalrecidiv fra kræft i penis                                                                                          009012      SKSM    3,20120401,20211231
DC609Z,"Neoplasma malignum penis non spec, andet                                                                                009012      SKS     3",20060401,20111231
DC61,Kræft i blærehalskirtlen                                                                                                   012      SKSM    1,20120101,25000101
DC619,Prostatakræft                                                                                                           009012      SKSM    3,20120101,25000101
DC619M,Prostatakræft med metastaser                                                                                            009012      SKSM    3,20160101,20211231
DC619X,Lokalrecidiv fra prostatakræft                                                                                          009012      SKSM    3,20120401,20211231
DC619Y,PSA-recidiv efter tidligere intenderet kurativ behandling                                                               009012      SKSM    1,20140101,25000101
DC619Z,Kastrationsresistent prostatakræft (CRPC)                                                                               009012      SKSM    1,20150101,25000101
DC62,Testikelkræft                                                                                                              012      SKSM    1,20120101,25000101
DC620,Kræft i ikke-nedstegen testikel                                                                                         009012      SKSM    1,20120101,25000101
DC620M,Kræft i ikke-nedstegen testikel med metastaser                                                                          009012      SKSM    3,20160101,20211231
DC621,Kræft i testikel i scrotum                                                                                              009012      SKSM    1,20120101,25000101
DC621M,Kræft i testikel i scrotum med metastaser                                                                               009012      SKSM    3,20160101,20211231
DC629,Testikelkræft UNS                                                                                                       009012      SKSM    1,20120101,25000101
DC629A,Ekstragonadal germinalcelletumor (testis)                                                                               009012      SKSM    1,20190401,25000101
DC629A1,Ekstragonadal germinalcelletumor (testis) i retroperitoneum                                                             009012      SKSM    1,20250701,25000101
DC629A2,Ekstragonadal germinalcelletumor (testis) i mediastinum                                                                 009012      SKSM    1,20250701,25000101
DC629A3,Ekstragonadal germinalcelletumor (testis) i cerebrum                                                                    009012      SKSM    1,20250701,25000101
DC629A9,Ekstragonadal germinalcelletumor (testis) anden lokalisation                                                            009012      SKSM    1,20250701,25000101
DC629M,Testikelkræft med metastaser                                                                                            009012      SKSM    3,20160101,20211231
DC629X,Lokalrecidiv fra testikelkræft                                                                                          009012      SKSM    3,20120401,20211231
DC63,Kræft i andre og ikke specificerede mandlige kønsorganer                                                                   012      SKSM    1,20120101,25000101
DC630,Kræft i bitestikel                                                                                                      009012      SKSM    1,20120101,25000101
DC630M,Kræft i bitestikel med metastaser                                                                                       009012      SKSM    3,20160101,20211231
DC631,Kræft i sædstreng                                                                                                       009012      SKSM    1,20120101,25000101
DC631M,Kræft i sædstreng med metastaser                                                                                        009012      SKSM    3,20160101,20211231
DC632,Kræft i scrotum                                                                                                         009012      SKSM    1,20120101,25000101
DC632M,Kræft i scrotum med metastaser                                                                                          009012      SKSM    3,20160101,20211231
DC637,Kræft i andet mandligt kønsorgan                                                                                        009012      SKSM    1,20120101,25000101
DC637A,Kræft i tunica vaginalis scroti                                                                                         009012      SKSM    3,20120101,20150930
DC637B,Kræft i vesicula seminalis                                                                                              009012      SKSM    3,20120101,20150930
DC637M,Kræft i andet mandligt kønsorgan med metastaser                                                                         009012      SKSM    3,20160101,20211231
DC638,Kræft i mand. kønsorganer overgrib.fl.lokal.                                                                            009012      SKSM    1,20120101,25000101
DC638M,Kræft i mand. kønsorganer overgribende fl. lok. m metastaser                                                            009012      SKSM    3,20160101,20211231
DC639,Kræft i mandligt kønsorgan UNS                                                                                          009012      SKSM    1,20120101,25000101
DC639M,Kræft i mandligt kønsorgan UNS med metastaser                                                                           009012      SKSM    3,20160101,20211231
DC639X,Lokalrecidiv fra kræft i mandligt kønsorgan                                                                             009012      SKSM    3,20120401,20211231
DC64,Nyrekræft                                                                                                                  013      SKS     1,20120101,25000101
DC649,Nyrekræft                                                                                                               009013      SKS     3,20120101,25000101
DC649M,Nyrekræft med metastaser                                                                                                009013      SKS     3,20160101,20211231
DC649X,Lokalrecidiv fra nyrekræft                                                                                              009013      SKS     3,20120401,20211231
DC65,Kræft i nyrebækken                                                                                                         013      SKS     1,20120101,25000101
DC659,Kræft i nyrebækken                                                                                                      009013      SKS     3,20120101,25000101
DC659M,Kræft i nyrebækken med metastaser                                                                                       009013      SKS     3,20160101,20211231
DC659X,Lokalrecidiv fra kræft i nyrebækken                                                                                     009013      SKS     3,20120401,20211231
DC66,Kræft i urinleder                                                                                                          013      SKS     1,20120101,25000101
DC669,Kræft i urinleder                                                                                                       009013      SKS     3,20120101,25000101
DC669M,Kræft i urinleder med metastaser                                                                                        009013      SKS     3,20160101,20211231
DC669X,Lokalrecidiv fra kræft i urinleder                                                                                      009013      SKS     3,20120401,20211231
DC67,Kræft i urinblæren                                                                                                         013      SKS     1,20120101,25000101
DC670,Neopl mal trigoni vesicae urinariae                                                                                     009013      SKS     3,19940101,20111231
DC671,Neopl mal vesicae urinariae loft                                                                                        009013      SKS     3,19940101,20111231
DC672,Neopl mal vesicae urinariae sidevæg                                                                                     009013      SKS     3,19940101,20111231
DC673,Neopl mal vesicae urinariae forvæg                                                                                      009013      SKS     3,19940101,20111231
DC674,Neopl mal vesicae urinariae bagvæg                                                                                      009013      SKS     3,19940101,20111231
DC675,Neopl mal cervicis vesicae urinariae                                                                                    009013      SKS     3,19940101,20111231
DC675A,"Neopl mal vesicae urinariae, orificium internum urethrae                                                                009013      SKS     3",19940101,20111231
DC676,Kræft i ostium ureteris                                                                                                 009013      SKS     1,20241001,25000101
DC677,Kræft i urachus                                                                                                         009013      SKS     1,20120101,25000101
DC677M,Kræft i urachus med metastaser                                                                                          009013      SKS     3,20160101,20211231
DC678,Neopl mal vesicae urinariae overgribende flere regioner                                                                 009013      SKS     3,19940101,20111231
DC679,Kræft i urinblæren UNS                                                                                                  009013      SKS     1,20120101,25000101
DC679M,Kræft i urinblæren med metastaser                                                                                       009013      SKS     3,20160101,20211231
DC679X,Lokalrecidiv fra kræft i urinblæren                                                                                     009013      SKS     3,20120401,20211231
DC68,Kræft i andre og ikke specificerede urinorganer                                                                            013      SKS     1,20120101,25000101
DC680,Kræft i urinrøret                                                                                                       009013      SKS     1,20120101,25000101
DC680M,Kræft i urinrøret med metastaser                                                                                        009013      SKS     3,20160101,20211231
DC680X,Lokalrecidiv fra kræft i urinrøret                                                                                      009013      SKS     3,20130101,20211231
DC681,Kræft i glandula paraurethralis s. bulbourethralis                                                                      009013      SKS     1,20120101,25000101
DC681M,Kræft i gl. paraurethralis s. bulbourethralis med metastaser                                                            009013      SKS     3,20160101,20211231
DC688,Kræft i urinorganer overgribende flere lokalisationer                                                                   009013      SKS     1,20120101,25000101
DC688M,Kræft i urinorganer overgribende flere lok. med metastaser                                                              009013      SKS     3,20160101,20211231
DC689,Kræft i urinorgan UNS                                                                                                   009013      SKS     1,20120101,25000101
DC689M,Kræft i urinorgan UNS med metastaser                                                                                    009013      SKS     3,20160101,20211231
DC689X,Lokalrecidiv fra kræft i urinorgan                                                                                      009013      SKS     3,20120401,20211231
DC69,Kræft i øje og omgivende strukturer                                                                                        014      SKS     1,20120101,25000101
DC690,Kræft i konjunktiva                                                                                                     014014      SKS     3,20120101,25000101
DC690M,Kræft i konjunktiva med metastaser                                                                                      014014      SKS     3,20170101,20211231
DC691,Kræft i cornea                                                                                                          014014      SKS     1,20120101,25000101
DC691M,Kræft i cornea med metastaser                                                                                           014014      SKS     3,20170101,20211231
DC692,Kræft i retina                                                                                                          014014      SKS     1,20120101,25000101
DC692A,Retinoblastom                                                                                                           014014      SKS     1,20120101,25000101
DC692M,Kræft i retina med metastaser                                                                                           014014      SKS     3,20170101,20211231
DC693,Kræft i choroidea                                                                                                       014014      SKS     1,20120101,25000101
DC693M,Kræft i choroidea med metastaser                                                                                        014014      SKS     3,20170101,20211231
DC694,Kræft i corpus ciliare                                                                                                  014014      SKS     1,20120101,25000101
DC694A,Kræft i øjeæble                                                                                                         014014      SKS     3,20120101,20121231
DC694M,Kræft i corpus ciliare med metastaser                                                                                   014014      SKS     3,20170101,20211231
DC695,Kræft i tårekirtel eller tårekanal                                                                                      014014      SKS     3,20120101,25000101
DC695A,Kræft i tårekanal                                                                                                       014014      SKS     1,20120101,25000101
DC695B,Kræft i tårekirtel                                                                                                      014014      SKS     1,20120101,25000101
DC695M,Kræft i tårekirtel eller tårekanal med metastaser                                                                       014014      SKS     3,20170101,20211231
DC696,Kræft i øjenhule                                                                                                        014014      SKS     1,20120101,25000101
DC696M,Kræft i øjenhule med metastaser                                                                                         014014      SKS     3,20170101,20211231
DC697,Malignt melanom i øjet                                                                                                  014014      SKS     3,19960101,20111231
DC698,Kræft i øje overgribende flere lokalisationer                                                                           014014      SKS     1,20120101,25000101
DC698M,Kræft i øje overgribende flere lokalisationer med metastaser                                                            014014      SKS     3,20170101,20211231
DC699,Kræft i øje UNS                                                                                                         014014      SKS     1,20120101,25000101
DC699A,Kræft i øjeæble                                                                                                         014014      SKS     1,20130101,25000101
DC699M,Kræft i øje eller omgivende strukturer med metastaser                                                                   014014      SKS     3,20170101,20211231
DC699X,Lokalrecidiv fra kræft i øje                                                                                            014014      SKS     3,20120401,20211231
DC70,Kræft i hjernehinde og rygmarvshinde                                                                                       014      SKS     3,20120101,25000101
DC700,Kræft i hjernehinde                                                                                                     003014      SKS     3,20120101,25000101
DC700M,Kræft i hjernehinde med metastaser                                                                                      003014      SKS     3,20170101,20211231
DC701,Kræft i rygmarvshinde                                                                                                   003014      SKS     3,20120101,25000101
DC701M,Kræft i rygmarvshinde med metastaser                                                                                    003014      SKS     3,20170101,20211231
DC709,Kræft i hjernehinde eller rygmarvshinde UNS                                                                             003014      SKS     3,20120101,25000101
DC709M,Kræft i hjernehinde eller rygmarvshinde med metastaser                                                                  003014      SKS     3,20170101,20211231
DC709X,Lokalrecidiv fra kræft i hjernehinde eller rygmarvshinde                                                                003014      SKS     3,20120401,20211231
DC71,Kræft i hjernen                                                                                                            014      SKS     1,20120101,25000101
DC710,Kræft i storhjernen                                                                                                     003014      SKS     1,20120101,25000101
DC710A,Kræft i corpus callosum                                                                                                 003014      SKS     1,20120101,25000101
DC710B,Supratentoriel kræft i storhjernen UNS                                                                                  003014      SKS     1,20120101,25000101
DC710M,Kræft i storhjernen med metastaser                                                                                      003014      SKS     3,20170101,20211231
DC711,Kræft i hjernens pandelap                                                                                               003014      SKS     1,20120101,25000101
DC711M,Kræft i hjernens pandelap med metastaser                                                                                003014      SKS     3,20170101,20211231
DC712,Kræft i hjernens tindingelap                                                                                            003014      SKS     1,20120101,25000101
DC712M,Kræft i hjernens tindingelap med metastaser                                                                             003014      SKS     3,20170101,20211231
DC713,Kræft i hjernens isselap                                                                                                003014      SKS     1,20120101,25000101
