code,text_da,valid_from,valid_to
DM513,Anden torakal eller lumbal diskusdegeneration                                                                           010082      SKS     3,20120101,25000101
DM513A,Lumbal diskusdegeneration UNS                                                                                           010082      SKS     1,20120101,25000101
DM513B,Torakal diskusdegeneration UNS                                                                                          010082      SKS     1,20120101,25000101
DM513C,Diskusforkalkning                                                                                                       010082      SKS     1,20120101,25000101
DM514,Schmorlsk impression                                                                                                    010082      SKS     1,20120101,25000101
DM518,Anden sygdom i lumbal eller torakal båndskive                                                                           010082      SKS     3,20120101,25000101
DM519,Sygdom i lumbal eller torakal båndskive UNS                                                                             010082      SKS     3,20120101,25000101
DM53,Andre ryglidelser IKA                                                                                                      082      SKS     1,20120101,25000101
DM530,Cervikokranialt syndrom                                                                                                 010082      SKS     1,20120101,25000101
DM530A,Posteriort cervikalt sympatikussyndrom                                                                                  010082      SKS     1,20120101,25000101
DM531,Cervikobrakialt syndrom                                                                                                 010082      SKS     1,20120101,25000101
DM532,Instabilitet i rygsøjlen                                                                                                010082      SKS     1,20120101,25000101
DM532A,Luxatio spontanea sacroiliaca                                                                                           010082      SKS     1,20120101,25000101
DM533,Sygdom i sakro-coccygeale region IKA                                                                                    010082      SKS     1,20120101,25000101
DM533A,Coccygodynia                                                                                                            010082      SKS     1,20120101,25000101
DM533B,Sacrocoxalgia                                                                                                           010082      SKS     1,20120101,25000101
DM538,Anden ryglidelse                                                                                                        010082      SKS     1,20120101,25000101
DM539,Ryglidelse UNS                                                                                                          010082      SKS     1,20120101,25000101
DM54,Rygsmerter                                                                                                                 082      SKS     1,20120101,25000101
DM540,Pannikulitis i nakken eller ryggen                                                                                      010082      SKS     3,20120101,25000101
DM540A,Pannikulitis i nakken                                                                                                   010082      SKS     1,20120101,25000101
DM540B,Pannikulitis i ryggen                                                                                                   010082      SKS     1,20120101,25000101
DM541,Radikulopati UNS                                                                                                        010082      SKS     1,20120101,25000101
DM541A,Radiculitis lumbosacralis                                                                                               010082      SKS     1,20120101,25000101
DM541B,Radiculitis lumbalis                                                                                                    010082      SKS     1,20120101,25000101
DM541C,Radiculitis brachialis                                                                                                  010082      SKS     1,20120101,25000101
DM541D,Radiculitis thoracalis                                                                                                  010082      SKS     1,20120101,25000101
DM542,Cervikale rygsmerter                                                                                                    010082      SKS     3,20120101,25000101
DM543,Ischias                                                                                                                 010082      SKS     1,20120101,25000101
DM544,Lændesmerter med ischias                                                                                                010082      SKS     3,20120101,25000101
DM545,Lændesmerter UNS                                                                                                        010082      SKS     1,20120101,25000101
DM545A,Lumbago uden specifikation                                                                                              010082      SKS     3,19940101,20111231
DM546,Torakale rygsmerter                                                                                                     010082      SKS     1,20120101,25000101
DM548,Andre rygsmerter                                                                                                        010082      SKS     1,20120101,25000101
DM549,Rygsmerter UNS                                                                                                          010082      SKS     1,20120101,25000101
DM60,Myositis                                                                                                                   083      SKS     1,20120101,25000101
DM600,Infektiøs myositis                                                                                                      010083      SKS     1,20120101,25000101
DM600A,Pyomyositis tropica                                                                                                     010083      SKS     1,20120101,25000101
DM601,Interstitiel myositis                                                                                                   010083      SKS     1,20120101,25000101
DM602,Fremmedlegemegranulom i bløddelsvæv IKA                                                                                 010083      SKS     1,20120101,25000101
DM602A,Granuloma corporis alieni synovialis ikke klass andetsteds                                                              010083      SKS     3,19940101,20111231
DM602B,Granuloma corporis alieni musculi ikke klass andetsteds                                                                 010083      SKS     3,19940101,20111231
DM602C,Granuloma corporis alieni tendinis ikke klass andetsteds                                                                010083      SKS     3,19940101,20111231
DM602D,Granuloma corporis alieni ligamenti ikke klass andetsteds                                                               010083      SKS     3,19940101,20111231
DM608,Anden form for myositis                                                                                                 010083      SKS     1,20120101,25000101
DM608A,Absces i muskulatur                                                                                                     010083      SKS     1,20120101,25000101
DM608A1,Psoasabsces                                                                                                             010083      SKS     1,20120101,25000101
DM609,Myositis UNS                                                                                                            010083      SKS     1,20120101,25000101
DM61,Forkalkning og forbening af muskel                                                                                         083      SKS     1,20120101,25000101
DM610,Myositis ossificans traumatica                                                                                          010083      SKS     1,20120101,25000101
DM611,Myositis ossificans progressiva                                                                                         010083      SKS     1,20120101,25000101
DM612,Forkalkning eller forbening af muskel ved lammelse                                                                      010083      SKS     3,20120101,25000101
DM612A,Myositis ossificans med paraplegi                                                                                       010083      SKS     3,19940101,20111231
DM612B,Myositis ossificans med quadriplegi                                                                                     010083      SKS     3,19940101,20111231
DM612C,Ossificatio paralytica musculorum                                                                                       010083      SKS     3,19940101,20111231
DM612D,Calcificatio paralytica musculorum                                                                                      010083      SKS     3,19940101,20111231
DM613,Forkalkning eller forbening af muskel ved forbrænding                                                                   010083      SKS     3,20120101,25000101
DM613A,Ossificatio musculorum ved forbrænding                                                                                  010083      SKS     3,19940101,20111231
DM613B,Calcificatio musculorum ved forbrænding                                                                                 010083      SKS     3,19940101,20111231
DM614,Anden form for forkalkning af muskelvæv                                                                                 010083      SKS     1,20120101,25000101
DM615,Anden form for forbening af muskelvæv                                                                                   010083      SKS     1,20120101,25000101
DM619,Forkalkning eller forbening af muskel UNS                                                                               010083      SKS     3,20120101,25000101
DM619A,Forkalkning af muskel uden specifikation                                                                                010083      SKS     3,19940101,20111231
DM619B,Forbening af muskel uden specifikation                                                                                  010083      SKS     3,19940101,20111231
DM62,Andre muskelsygdomme                                                                                                       083      SKS     1,20120101,25000101
DM620,Muskeldiastase                                                                                                          010083      SKS     1,20120101,25000101
DM620A,Rectusdiastase                                                                                                          010083      SKS     1,20120101,25000101
DM621,Anden ikke-traumatisk muskelruptur                                                                                      010083      SKS     1,20120101,25000101
DM621A,Ikke-traumatisk muskelruptur UNS                                                                                        010083      SKS     1,20120101,25000101
DM622,Iskæmisk muskelinfarkt                                                                                                  010083      SKS     1,20120101,25000101
DM622A,Ikke-traumatisk kompartmentsyndrom                                                                                      010083      SKS     3,20120101,25000101
DM623,Immobilitetssyndrom                                                                                                     010083      SKS     1,20120101,25000101
DM624,Muskelkontraktur                                                                                                        010083      SKS     1,20120101,25000101
DM625,Muskelatrofi IKA                                                                                                        010083      SKS     1,20120101,25000101
DM625A,Muskelatrofi forårsaget af inaktivitet IKA                                                                              010083      SKS     3,20120101,25000101
DM626,Muskelspændinger                                                                                                        010083      SKS     1,20120101,25000101
DM626A,Muskeloveranstrengelse UNS                                                                                              010083      SKS     1,20120101,25000101
DM628,Anden muskelsygdom                                                                                                      010083      SKS     1,20120101,25000101
DM628A,Muskelhernie                                                                                                            010083      SKS     1,20120101,25000101
DM628B,Idiopatisk rhabdomyolyse                                                                                                010083      SKS     1,20120101,25000101
DM629,Muskelsygdom UNS                                                                                                        010083      SKS     1,20120101,25000101
DM63,Muskelsygdomme ved sygdomme klassificeret andetsteds                                                                       083      SKS     3,20120101,25000101
DM630,Myositis ved bakteriel sygdom klassificeret andetsteds                                                                  010083      SKS     3,20120101,25000101
DM630A,Myositis ved lepra                                                                                                      010083      SKS     3,19940101,20111231
DM630B,Myositis syphilitica                                                                                                    010083      SKS     3,19940101,20111231
DM631,Myositis ved protozoisk eller parasitær sygdom KA                                                                       010083      SKS     3,20120101,25000101
DM631A,Myositis ved protozosygdom klassificeret andetsteds                                                                     010083      SKS     3,19940101,20111231
DM631B,Myositis ved parasitær sygdom klassificeret andetsteds                                                                  010083      SKS     3,19940101,20111231
DM631C,Myositis ved toxoplasmose                                                                                               010083      SKS     3,19940101,20111231
DM631D,Myositis ved schistosomiasis                                                                                            010083      SKS     3,19940101,20111231
DM631E,Myositis ved cysticercose                                                                                               010083      SKS     3,19940101,20111231
DM631F,Myositis ved trichinellose                                                                                              010083      SKS     3,19940101,20111231
DM632,Myositis ved anden infektiøs sygdom klassificeret andetsteds                                                            010083      SKS     3,20120101,25000101
DM632A,Myositis ved mycose                                                                                                     010083      SKS     3,19940101,20111231
DM633,Myositis ved sarkoidose                                                                                                 010083      SKS     3,20120101,25000101
DM638,Anden muskelsygdom ved sygdom klassificeret andetsteds                                                                  010083      SKS     3,20120101,25000101
DM65,Betændelse i ledkapselhinde og seneskede                                                                                   083      SKS     1,20120101,25000101
DM650,Purulent tenosynovitis                                                                                                  010083      SKS     1,20120101,25000101
DM651,Anden infektiøs tenosynovitis                                                                                           010083      SKS     1,20120101,25000101
DM652,Tendinitis med forkalkning                                                                                              010083      SKS     3,20120101,25000101
DM653,Springfinger                                                                                                            010083      SKS     1,20120101,25000101
DM653A,Tenosynovitis stenosans                                                                                                 010083      SKS     3,19940101,20111231
DM654,Tenovaginitis styloideae radii                                                                                          010083      SKS     1,20120101,25000101
DM658,Anden form for synovitis eller tenosynovitis                                                                            010083      SKS     3,20120101,25000101
DM658A,Anden form for tenosynovitis                                                                                            010083      SKS     1,20120101,25000101
DM658B,Anden form for synovitis                                                                                                010083      SKS     1,20120101,25000101
DM659,Synovitis eller tenosynovitis UNS                                                                                       010083      SKS     3,20120101,25000101
DM659A,Tenosynovitis UNS                                                                                                       010083      SKS     1,20120101,25000101
DM659B,Synovitis UNS                                                                                                           010083      SKS     1,20120101,25000101
DM66,Spontanruptur af ledkapselhinder og sener                                                                                  083      SKS     1,20120101,25000101
DM660,Ruptur af Baker-cyste                                                                                                   010083      SKS     1,20120101,25000101
DM661,Spontan synovialisruptur                                                                                                010083      SKS     1,20120101,25000101
DM661A,Ruptura cystis synovialis UNS                                                                                           010083      SKS     1,20120101,25000101
DM662,Spontan ekstensorseneruptur                                                                                             010083      SKS     1,20120101,25000101
DM663,Spontan fleksorseneruptur                                                                                               010083      SKS     1,20120101,25000101
DM664,Anden spontan seneruptur                                                                                                010083      SKS     1,20120101,25000101
DM665,Spontan seneruptur UNS                                                                                                  010083      SKS     1,20120101,25000101
DM67,Andre sygdomme i ledkapselhinder og sener                                                                                  083      SKS     1,20120101,25000101
DM670,Erhvervet forkortelse af akillessene                                                                                    010083      SKS     3,20120101,25000101
DM671,Anden senekontraktur                                                                                                    010083      SKS     1,20120101,25000101
DM672,Synovialishypertrofi IKA                                                                                                010083      SKS     1,20120101,25000101
DM673,Forbigående synovitis                                                                                                   010083      SKS     1,20120101,25000101
DM673A,Toksisk synovitis                                                                                                       010083      SKS     1,20120101,25000101
DM674,Ganglion                                                                                                                010083      SKS     1,20120101,25000101
DM678,Anden sygdom i ledkapselhinde eller sene                                                                                010083      SKS     3,20120101,25000101
DM679,Sygdom i ledkapselhinde eller sene UNS                                                                                  010083      SKS     3,20120101,25000101
DM68,Sygdomme i ledkapselhinder og sener ved sygdomme KA                                                                        083      SKS     3,20120101,25000101
DM680,Betændelse i ledkapselhinde/seneskedehinde v. bakt. sygd. KA                                                            010083      SKS     3,20120101,25000101
DM680A,Synovitis tuberculosa                                                                                                   010083      SKS     3,19940101,20111231
DM680B,Synovitis syphilitica                                                                                                   010083      SKS     3,19940101,20111231
DM680C,Synovitis gonorrhoica                                                                                                   010083      SKS     3,19940101,20111231
DM680D,Tenosynovitis syphilitica                                                                                               010083      SKS     3,19940101,20111231
DM680E,Tenosynovitis tuberculosa                                                                                               010083      SKS     3,19940101,20111231
DM680F,Tenosynovitis gonorrhoica                                                                                               010083      SKS     3,19940101,20111231
DM680G,Betændelse i ledkapselhinde ved bakteriel sygdom KA                                                                     010083      SKS     3,20120101,25000101
DM680H,Betændelse i seneskedehinde ved bakteriel sygdom KA                                                                     010083      SKS     3,20120101,25000101
DM688,Anden sygdom i ledkapselhinde eller sene ved sygdom KA                                                                  010083      SKS     3,20120101,25000101
DM70,"Bløddelsgigt opstået ved belastning, overbelastning el. tryk                                                               083      SKS     3",20120101,25000101
DM700,Kronisk krepiterende synovitis i hånd eller håndled                                                                     010083      SKS     3,20120101,25000101
DM700A,Kronisk krepiterende synovitis i håndled                                                                                010083      SKS     1,20120101,25000101
DM700B,Kronisk krepiterende synovitis i hånd                                                                                   010083      SKS     1,20120101,25000101
DM701,Bursitis i hånd                                                                                                         010083      SKS     1,20120101,25000101
DM702,Bursitis olecrani                                                                                                       010083      SKS     1,20120101,25000101
DM703,Anden bursitis i albue                                                                                                  010083      SKS     1,20120101,25000101
DM704,Bursitis i slimsækken over knæskallen                                                                                   010083      SKS     1,20120101,25000101
DM705,Anden bursitis i knæ                                                                                                    010083      SKS     1,20120101,25000101
DM705A,Pes anserinus-bursitis                                                                                                  010083      SKS     1,20120101,25000101
DM706,Bursitis trochanterica                                                                                                  010083      SKS     1,20120101,25000101
DM706A,Tendinitis trochanterica                                                                                                010083      SKS     1,20120101,25000101
DM707,Anden bursitis i hofte                                                                                                  010083      SKS     1,20120101,25000101
DM707A,Bursitis ischiadica                                                                                                     010083      SKS     1,20120101,25000101
DM708,"An. bløddelsgigt opstået v. belastning, overbelastning, tryk                                                            010083      SKS     3",20120101,25000101
DM709,"Bløddelsgigt UNS opstået v. belastning, overbelastning, tryk                                                            010083      SKS     3",20120101,25000101
DM71,Anden sygdom i slimsæk                                                                                                     083      SKS     1,20120101,25000101
DM710,Purulent bursitis                                                                                                       010083      SKS     1,20120101,25000101
DM711,Anden infektiøs bursitis                                                                                                010083      SKS     1,20120101,25000101
DM712,Synovialcyste i knæhase                                                                                                 010083      SKS     1,20120101,25000101
DM713,Anden bursacyste                                                                                                        010083      SKS     1,20120101,25000101
DM713A,Synovialcyste UNS                                                                                                       010083      SKS     1,20120101,25000101
DM713B,Cervikal synovialcyste                                                                                                  010083      SKS     1,20220101,25000101
DM713B1,Cervikal synovialcyste med myelopati                                                                                    010083      SKS     1,20220101,25000101
DM713B2,Cervikal synovialcyste med radikulopati                                                                                 010083      SKS     1,20220101,25000101
DM713C,Torakal synovialcyste                                                                                                   010083      SKS     1,20220101,25000101
DM713C1,Torakal synovialcyste med myelopati                                                                                     010083      SKS     1,20220101,25000101
DM713C2,Torakal synovialcyste med radikulopati                                                                                  010083      SKS     1,20220101,25000101
DM713D,Lumbal synovialcyste                                                                                                    010083      SKS     1,20220101,25000101
DM713D1,Lumbal synovialcyste med myelopati                                                                                      010083      SKS     1,20220101,25000101
DM713D2,Lumbal synovialcyste med radikulopati                                                                                   010083      SKS     1,20220101,25000101
DM714,Bursitis med forkalkning                                                                                                010083      SKS     3,20120101,25000101
DM715,Anden bursitis IKA                                                                                                      010083      SKS     1,20120101,25000101
DM718,Anden sygdom i slimsæk                                                                                                  010083      SKS     1,20120101,25000101
DM719,Sygdom i slimsæk UNS                                                                                                    010083      SKS     1,20120101,25000101
DM719A,Bursitis UNS                                                                                                            010083      SKS     1,20120101,25000101
DM72,Fibroblastsygdomme                                                                                                         083      SKS     1,20120101,25000101
DM720,Dupuytrens kontraktur                                                                                                   010083      SKS     1,20120101,25000101
DM720A,"Fasciitis palmaris (Dupuytren), recidiv                                                                                 010083      SKS     1",20120101,25000101
DM721,Knofortykkelse                                                                                                          010083      SKS     1,20120101,25000101
DM722,Contractura aponeuroseos plantaris                                                                                      010083      SKS     1,20120101,25000101
DM723,Fasciitis nodularis                                                                                                     010083      SKS     3,19940101,20111231
DM724,Pseudosarkomatøs fibromatose                                                                                            010083      SKS     1,20120101,25000101
DM724A,Nodulær fasciitis                                                                                                       010083      SKS     1,20120101,25000101
DM725,Fasciitis ikke klassificeret andetsteds                                                                                 010083      SKS     3,19940101,20111231
DM725A,Fasciitis necroticans                                                                                                   010083      SKS     3,20000401,20111231
DM725B,Fibromatosis                                                                                                            010083      SKS     3,20000401,20111231
DM726,Nekrotiserende bløddelsinfektion                                                                                        010083      SKS     1,20220401,25000101
DM728,Anden fibroblastsygdom                                                                                                  010083      SKS     1,20120101,25000101
DM728A,Infantil aggressiv fibromatose                                                                                          010083      SKS     1,20120101,25000101
DM728B,Infantil myofibromatose                                                                                                 010083      SKS     1,20120101,25000101
DM728C,Infantil digital fibromatose                                                                                            010083      SKS     1,20120101,25000101
DM728D,Retroperitoneal fibrose uden hydronefrose                                                                               010083      SKS     1,20120101,25000101
DM729,Fibroblastsygdom UNS                                                                                                    010083      SKS     1,20120101,25000101
DM729A,Fasciitis UNS                                                                                                           010083      SKS     1,20120101,25000101
DM729B,Fibromatosis UNS                                                                                                        010083      SKS     1,20120101,25000101
DM73,Bløddelsreumatisme ved sygdomme klassificeret andetsteds                                                                   083      SKS     3,20120101,25000101
DM730,Gonoroisk bursitis                                                                                                      010083      SKS     1,20120101,25000101
DM731,Syfilitisk bursitis                                                                                                     010083      SKS     1,20120101,25000101
DM738,Anden bløddelsreumatisme ved sygdom klassificeret andetsteds                                                            010083      SKS     3,20120101,25000101
DM75,Skulderlidelser                                                                                                            083      SKS     1,20120101,25000101
DM750,Periarthrosis humeroscapularis                                                                                          010083      SKS     1,20120101,25000101
DM751,Rotator cuff-syndrom                                                                                                    010083      SKS     1,20120101,25000101
DM751A,Supraspinatussyndrom                                                                                                    010083      SKS     1,20120101,25000101
DM751B,Tendinitis supraspinata                                                                                                 010083      SKS     1,20120101,25000101
DM751C,Ruptura non traumatica tendinis supraspinati                                                                            010083      SKS     1,20120101,25000101
DM752,Bicepstendinitis                                                                                                        010083      SKS     1,20120101,25000101
DM753,Tendinitis med forkalkning i skulderen                                                                                  010083      SKS     3,20120101,25000101
DM753A,Bursitis med forkalkning i skulderen                                                                                    010083      SKS     3,20120101,25000101
DM754,Afklemningssyndrom i skulder                                                                                            010083      SKS     1,20120101,25000101
DM755,Bursitis i skulder                                                                                                      010083      SKS     1,20120101,25000101
DM755A,Subakromial bursitis                                                                                                    010083      SKS     1,20120101,25000101
DM758,Anden skulderlidelse                                                                                                    010083      SKS     1,20120101,25000101
DM759,Skulderlidelse UNS                                                                                                      010083      SKS     1,20120101,25000101
DM76,Entesopatier på ben                                                                                                        083      SKS     1,20120101,25000101
DM760,Tendinitis glutealis                                                                                                    010083      SKS     1,20120101,25000101
DM761,Tendinitis iliopsoas                                                                                                    010083      SKS     1,20120101,25000101
DM762,Calcar cristae iliacae                                                                                                  010083      SKS     1,20120101,25000101
DM763,Pes anserinus-syndrom                                                                                                   010083      SKS     1,20120101,25000101
DM763A,Bursitis sartoria                                                                                                       010083      SKS     1,20120101,25000101
DM763B,Bursitis anserina                                                                                                       010083      SKS     1,20120101,25000101
DM764,Tibial kollateral bursitis                                                                                              010083      SKS     1,20120101,25000101
DM765,Tendinitis patellaris                                                                                                   010083      SKS     1,20120101,25000101
DM766,Achilles tendinitis                                                                                                     010083      SKS     1,20120101,25000101
DM766A,Achilles bursitis                                                                                                       010083      SKS     1,20120101,25000101
DM766B,Tendinitis Achilles                                                                                                     010083      SKS     3,19940101,20111231
DM767,Tendinitis peronealis                                                                                                   010083      SKS     1,20120101,25000101
DM768,Anden entesopati på underekstremitet                                                                                    010083      SKS     1,20120101,25000101
DM768A,Tibialis anterior-syndrom                                                                                               010083      SKS     1,20120101,25000101
DM768B,Tibialis posterior tendinitis                                                                                           010083      SKS     1,20120101,25000101
DM769,Entesopati på underekstremitet UNS                                                                                      010083      SKS     1,20120101,25000101
DM77,Andre entesopatier                                                                                                         083      SKS     1,20120101,25000101
DM770,Epicondylitis medialis                                                                                                  010083      SKS     1,20120101,25000101
DM771,Epicondylitis lateralis                                                                                                 010083      SKS     1,20120101,25000101
DM772,Periartritis i håndled                                                                                                  010083      SKS     1,20120101,25000101
DM773,Hælspore                                                                                                                010083      SKS     1,20120101,25000101
DM774,Metatarsalgia                                                                                                           010083      SKS     1,20120101,25000101
DM775,Anden entesopati på fod                                                                                                 010083      SKS     1,20120101,25000101
DM778,Anden entesopati IKA                                                                                                    010083      SKS     1,20120101,25000101
DM779,Entesopati UNS                                                                                                          010083      SKS     1,20120101,25000101
DM779A,Tendinitis UNS                                                                                                          010083      SKS     1,20120101,25000101
DM79,Anden bløddelsreumatisme IKA                                                                                               083      SKS     1,20120101,25000101
DM790,Reumatisme UNS                                                                                                          010083      SKS     1,20120101,25000101
DM790A,Fibromyositis                                                                                                           010083      SKS     3,19940101,20111231
DM790B,Fibromyalgia                                                                                                            010083      SKS     3,19940101,20080331
DM791,Myalgi                                                                                                                  010083      SKS     1,20120101,25000101
DM792,Neuralgi eller neuritis UNS                                                                                             010083      SKS     3,20120101,25000101
DM792A,Neuralgi UNS                                                                                                            010083      SKS     1,20120101,25000101
DM792B,Neuritis UNS                                                                                                            010083      SKS     1,20120101,25000101
DM793,Pannikulitis UNS                                                                                                        010083      SKS     1,20120101,25000101
DM793A,Pannikulitis ved antitrypsinmangel                                                                                      010083      SKS     3,20120101,25000101
DM793B,Pannikulitis ved pankreatitis                                                                                           010083      SKS     3,20120101,25000101
DM793C,Pannikulitis forårsaget af kulde                                                                                        010083      SKS     3,20120101,25000101
DM793D,Panniculitis migratorica nodularis                                                                                      010083      SKS     1,20120101,25000101
DM793E,Panniculitis factitia                                                                                                   010083      SKS     1,20120101,25000101
DM793F,Lipogranulomatosis                                                                                                      010083      SKS     3,20000401,20111231
DM794,Hypertrophia corporis adiposi infrapatellaris                                                                           010083      SKS     1,20120101,25000101
DM795,Retineret fremmedlegeme i bløddel                                                                                       010083      SKS     1,20120101,25000101
DM796,Ekstremitetssmerter                                                                                                     010083      SKS     1,20120101,25000101
DM797,Fibromyalgi                                                                                                             010083      SKS     1,20120101,25000101
DM797A,Fibromyositis                                                                                                           010083      SKS     1,20120101,25000101
DM798,Anden bløddelsreumatisme                                                                                                010083      SKS     1,20120101,25000101
DM798A,Fibrositis nodularis chronica rheumatoides                                                                              010083      SKS     1,20120101,25000101
DM798B,Noduli Jaccoud                                                                                                          010083      SKS     1,20120101,25000101
DM798C,Bækkenløsning efter tidligere graviditet                                                                                010083      SKS     1,20120101,25000101
DM798D,Bækkenløsning UNS                                                                                                       010083      SKS     1,20120101,25000101
DM799,Bløddelsreumatisme UNS                                                                                                  010083      SKS     1,20120101,25000101
DM80,Osteoporose med patologisk fraktur                                                                                         081      SKS     3,20120101,25000101
DM800,Postmenopausal osteoporose med patologisk fraktur                                                                       010081      SKSK    3,20120101,25000101
DM801,Osteoporose efter ooforektomi med patologisk fraktur                                                                    010081      SKSK    3,20120101,25000101
DM802,Immobilisationsosteoporose med patologisk fraktur                                                                       010081      SKS     3,20120101,25000101
DM803,Osteoporose m patologisk fraktur f.a. malabsorption eft ope.                                                            010081      SKS     3,20120101,25000101
DM804,Osteoporose med patologisk fraktur forårsaget af lægemiddel                                                             010081      SKS     3,20120101,25000101
DM805,Idiopatisk osteoporose med patologisk fraktur                                                                           010081      SKS     3,20120101,25000101
