Gyldig fra,Gyldig til,Kode,Tekst
,,1445730,Undladt at afværge ildebrand o.l.
,,1445735,Forgiftning af drikkevand
,,1445740,Fortielse/udbredelse af sundhedsfarlige ting
,,1445745,Udbredelse af sundhedsfarlige genstande
,,1445750,Ulovlig udbredelse af lægemidler
,,1445755,Udsat dyrs sundhed for fare
,,1445756,"Handel med vilde dyr og planter, skærpende omstændigheder"
,,1445760,Forvoldt fare for epidemi
,,1445765,Forstyrrelse af samfærdselsmidlerne
,,1445770,Ødelæggelse af mindesmærker o.l.
,,1445775,Salg af forfalskede levnedsmidler
,,1445777,"Skydevåben, særlig skærpende omstændigheder"
,,1445778,"Andre særdeles farlige våben eller eksplosive stoffer, særlig skærpende omstændigheder"
,,1445779,"Andre våben eller eksplosivstoffer, særlig skærpende omstændigheder"
,,1445780,"Våben og sprængstof, særdeles farlige"
,,1445781,"Våben og sprængstof, under særlig skærpende omstændighed"
,,1445782,"Våben og sprængstof, særlig farlig"
,,1445783,"Radioaktive stoffer, besiddelse/anvendelse af"
,,1445785,"Miljø, forurening med betydelig skade"
,,1445790,"Skydevåben, særligt skærpende, offentligt sted"
,,1445795,"Skydevåben, særligt skærpende, ikke offentligt sted"
,,1450505,"Betleri, overtrædelse"
,,1450510,Løsgængeri
,,1450515,Ulovligt erhverv
,,1450520,"Erhvervsmæssig udnyttelse, spekulation"
,,1450525,Hasard/væddemål
,,1450530,Hasard på offentligt sted
,,1450535,Svigagtig forledelse til udvandring
,,1450540,"Betleri, meddelt advarsel (påbud)"
,,1455505,"Bigami, den gifte person"
,,1455510,Groft uagtsom bigami
,,1455515,"Bigami, den ugifte person"
,,1455520,Vanrøgt
,,1455525,Falsk fødselsanmeldelse
,,1455530,Unddragelse af forældremyndighed
,,1455535,"Bortsendelse af barn til udlandet, fare for sundhed/udvikling"
,,1460305,Uagtsomt manddrab i forbindelse med færdselsuheld
,,1460505,Uagtsom legemsbeskadigelse i forbindelse med færdselsuheld
,,1460510,Uagtsom grov legemsbeskadigelse i forbindelse med færdselsuheld
,,1460705,Uagtsom betydelig legemsbeskadigelse i forbindelse med færdselsuheld
,,1475305,Begæring om advarsel
,,1475505,Meddelt advarsel
,,1475705,Overtrædelse af advarsel
,,1485305,Brud på brevhemmeligheden
,,1485310,Uberettiget adgang til andres gemmer
,,1485315,Ulovlig aflytning
,,1485320,Husfredskrænkelse
,,1485325,Industrispionage
,,1485330,Uberettiget fotografering af personer
,,1485335,Brud på privatlivets hemmeligheder
,,1485340,Udnyttelse af oplysninger om privatliv
,,1485345,Uberettiget videregivelse af meddelelser eller billeder
,,1485350,"Brevhemmeligheden, brud på"
,,1485355,Ulovlig aflytning
,,1485405,Uberettiget adgang til EDB-oplysninger
,,1485410,Ulovlig adgang til erhvervshemmeligheder
,,1485415,"Kode til informationssystem, ulovlig anvendelse af"
,,1485420,Ulovlig adgang til erhvervshemmeligheder
,,1485425,"Adgangsmiddel datasystem, uberettiget salg/udbredelse"
,,1485430,"Adgangsmiddel datasystem, uberettiget videregivelse større antal"
,,1485435,"Adgangsmiddel datasystem, uberettiget anskaffelse/videregivelse, samfundsvigtigt"
,,1485440,"Adgangsmiddel datasystem, uberettiget anskaffelse/videregivelse, personoplysninger"
,,1485445,"Adgangsmiddel datasystem, uberettiget anskaffelse/videregivelse, betalende brugere"
,,1485450,"Datasystem, uberettiget adgang til"
,,1485505,Racediskrimination
,,1485510,Forfølgelse ved gentagne beskyldninger
,,1485515,Uberettiget registrering af færden
,,1485705,Ærekrænkelser (udgået 2019)
,,1485710,Bagvaskelse
,,1485715,Fornærmelser
,,1485720,Æresfornærmelse overfor døde
,,1485725,Ærekrænkelser (ny 2019)
,,1485730,Ærekrænkelser overfor døde
,,1485735,Beskyldning - usand
,,1485740,Beskyldninger via massemedier
,,2110005,Færdselsuheld (FUH)
,,2110010,FUH. Ringe materiel skade med personskade
,,2110015,FUH. Ringe materiel skade uden personskade
,,2110020,FUH. Betydelig materiel skade med personskade
,,2110025,FUH. Betydelig materiel skade uden personskade
,,2110030,FUH. Ingen materiel skade med personskade
,,2210004,FUH. Motorfører med høj promille med personskade
,,2210005,"FUH. Motordrevet køretøj, euforiserende stoffer med personskade"
,,2210006,"FUH. Motordrevet køretøj, euforiserende stoffer uden personskade"
,,2210008,"FUH. Spirituskørsel, ej betryggende med personskade"
,,2210009,FUH. Spirituskørsel med personskade
,,2210012,"FUH. Motorfører, promillekørsel med personskade"
,,2210016,FUH. Motorfører medicin mv. med personskade
,,2210017,FUH. Motorfører medicin mv. med personskade
,,2210020,FUH. Knallertkører spirituspåvirket med personskade
,,2210024,FUH. Knallertkører medicin mv. med personskade
,,2210025,FUH. Knallertkører medicin mv. med personskade
,,2210028,"FUH. Cyklist mv., spirituspåvirket med personskade"
,,2210029,"FUH. Cyklist mv., spirituspåvirket med personskade"
,,2210032,"FUH. Cyklist mv., medicin mv. med personskade"
,,2210033,FUH. Cyklist mv. medicin mv. med personskade
,,2210036,FUH. Motorfører med høj promille uden personskade
,,2210040,"FUH. Spirituskørsel, ej betryggende uden personskade"
,,2210041,FUH. Spirituskørsel uden personskade
,,2210044,"FUH. Motorfører, promillekørsel uden personskade"
,,2210048,"FUH. Motorfører, medicin mv. uden personskade"
,,2210052,"FUH. Knallertkører, spirituspåvirket uden personskade"
,,2210056,"FUH. Knallertkører, medicin mv. uden personskade"
,,2210057,"FUH. Knallertkører, medicin mv. uden personskade"
,,2210060,"FUH. Cyklist mv., spirituspåvirket uden personskade"
,,2210061,"FUH. Cyklist mv., spirituspåvirket uden personskade"
,,2210064,"FUH. Cyklist, medicin mv. uden personskade"
,,2210065,"FUH. Cyklist, medicin mv. uden personskade"
,,2210068,FUH. Knallertkører med høj promille med personskade
,,2210072,"FUH. Knallertkører, promillekørsel med personskade"
,,2210073,"FUH. Motorfører, medicin mv. uden personskade"
,,2210074,"FUH. Motorfører med promille under 0,81 med personskade"
,,2210076,FUH. Knallertkører med høj promille uden personskade
,,2210078,"FUH. Knallertkører med promille under 0,81 med personskade"
,,2210080,"FUH. Knallertkører, promillekørsel uden personskade"
,,2210082,"FUH. Motorfører med promille under 0,81 uden personskade"
,,2210084,"FUH. Knallertkører med promille under 0,81 uden personskade"
,,2220003,FUH. Spiritus- og promillekørsel med personskade
,,2220005,FUH. Spiritus- og promillekørsel uden personskade
,,2220007,Spiritus- og promillekørsel
,,2220010,"Spiritus, motorfører med høj promille"
,,2220013,Spirituskørsel
,,2220015,"Spirituskørsel, ej betryggende"
,,2220020,"Spiritus, motorfører, promillekørsel"
,,2220021,"Fører af motordrevet køretøj, euforiserende stoffer uden recept"
,,2220022,"Spiritus, motorfører med promille under 0,81"
,,2220023,"Fører af motordrevet køretøj, euforiserende stoffer"
,,2220024,"Fører af motordrevet køretøj, euforiserende stoffer med recept"
,,2220025,"Motorfører, medicin mv."
,,2220026,"Motorfører, medicin mv."
,,2220030,"Spiritus, knallertkører med høj promille"
,,2220035,"Spiritus, knallertkører, spirituspåvirket"
,,2220040,"Spiritus, knallertkører, promillekørsel"
,,2220042,"Spiritus, knallertkører med promille under 0,81"
,,2220045,"Knallertkører, medicin mv."
,,2220046,"Knallertkører, medicin mv."
,,2220050,"Cyklist mv., spirituspåvirket"
,,2220053,"Cyklist mv., spirituspåvirket"
,,2220055,"Cyklist mv., medicin mv."
,,2220056,"Cyklist mv., medicin mv."
,,2220060,Uoplyst spiritus- og promillekørsel
,,2220065,"Motordrevet køretøj, euforiserende stoffer uden recept"
,,2220066,"Motordrevet køretøj, euforiserende stoffer med recept"
,,2220067,"THC (klip), uden recept, motordrevet køretøj, bortset fra lille knallert"
,,2220068,"THC (klip), med recept, motordrevet køretøj, bortset fra lille knallert"
,,2410005,"Køretøj, mangler (Udstyrsbekendtgørelsen)"
,,2410006,"Lille knallert, ej lovlig, 40-42 km/t"
,,2410007,"Lille knallert, ej lovlig, 43 km/t eller derover"
,,2410008,"Stor knallert, ej lovlig, 60-63 km/t"
,,2410009,"Stor knallert, ej lovlig, 64 km/t eller derover"
,,2410010,"Knallert, ej lovlig, konstruktive ændringer/hastighedsforøgelse"
,,2410011,"Forureningsbegrænsende udstyr, manipulation af, ejeransvar for køretøjer"
,,2410012,"Forureningsbegrænsende udstyr, manipulation af, føreransvar for køretøjer"
,,2610001,Manglende agtpågivenhed
,,2610002,"ATK hastighedsovertrædelse, færdselstavle"
,,2610003,"Anvisninger, ikke efterkommet"
,,2610004,"Lyssignal, kørsel frem mod rødt/gult lys (Første forekomst 1997)"
,,2610005,Udrykningskørsel
,,2610006,"Hastighedsovertrædelse, færdselstavle"
,,2610007,FUH. ikke opfyldt sine forpligtelser
,,2610008,"ATK hastighedsovertrædelse, færdselstavle"
,,2610009,Placering på vejen
,,2610010,"ATK hastighedsovertrædelse, færdselstavle"
,,2610011,Svingning mv.
,,2610012,"Forpligtelser ved færdselsuheld, undlader at standse"
,,2610013,"Vending, bakning, vognbaneskift mv."
,,2610014,"Forpligtelser ved færdselsuheld § 9, stk. 2, nr. 1 (undlader at yde hjælp)"
,,2610015,"Busstoppested mv., kørsel ved"
,,2610016,"Forpligtelser ved færdselsuheld § 9, stk. 2, nr. 2-6"
,,2610017,"Andre køretøjer, kørsel ved møde af"
,,2610018,Befordring af barn i bagudvendt barnestol ved aktiv frontairbag
,,2610019,"Overhaling, kørsel ved"
,,2610020,Ladet sig befordre ud over antallet af siddepladser
,,2610021,"Overhaling, forbud mod"
,,2610022,"Lille knallert, kørsel uden at have erhvervet kørekort"
,,2610023,Vigepligtsforseelse
,,2610024,"Kørekort til lille knallert, ikke medbragt eller forevist"
,,2610025,"Gående, forpligtelser overfor"
,,2610026,Knallertbevis/traktorKK ikke medbragt eller forevist til kørsel med lille knallert
,,2610027,Standsning og parkering
,,2610028,"Stor knallert, kørsel uden førerret"
,,2610029,Signal- og tegngivning
,,2610030,"Frakendelsestid, kørsel i (lille knallert)"
,,2610031,"Lygteføring, manglende afmærkning"
,,2610032,"Køreuddannelse, overtrædelse af regler om  (kørekortbekendtgørelsen)"
,,2610033,Cykel- og motorløb
,,2610034,Alkolåsordning
,,2610035,Generende/forstyrrende kørsel
,,2610036,Hastighedsovertrædelse § 41
,,2610037,Hastighedsovertrædelse § 42-43a
,,2610038,ATK hastighedsovertrædelse
,,2610039,"Motorvej mv., kørsel på"
,,2610040,ATK hastighedsovertrædelse
,,2610041,"Cyklister, særlige regler for"
,,2610042,ATK hastighedsovertrædelse
,,2610043,"Knallertkørsel, særlige regler for"
,,2610044,"Mobiltelefon mv., brug af"
,,2610045,"Motorcykelkørsel, særlige regler for"
,,2610046,"Traktor/motorredskab, kørsel uden førerret"
,,2610047,"Spirituskørsel, manglende hindring af"
,,2610048,"Stor knallert, kørsel uden førerret"
,,2610049,"Motorkørertøj, kørsel uden førerret"
,,2610050,Kørekort mv. ikke medbragt (motorkøretøj/stor knallert)
,,2610051,"Spirituskørsel, manglende hindring af"
,,2610052,"Kørekort, kørsel trods nægtelse"
,,2610053,Kørsel uden førerret til den pågældende kategori
,,2610054,"Erhvervsmæssig førerret, kørsel uden"
,,2610055,"Knallert 3-hjulet, passager under 5 år uden sikkerhedssele (klip)"
,,2610056,"Bus, kørsel uden førerret"
,,2610057,"Udenlandsk kørekort, nægtet ombytning kørekort"
,,2610058,"Kørekort, inddragelse pga. utilfredsstillende helbred"
,,2610059,"ATK Mobiltelefon, brug af håndholdt"
,,2610060,"Kørekort, inddragelse pga. manglende ædruelighed"
,,2610061,"Kørekort nægtet, sygdom, ædruelighed, stof"
,,2610062,"Kørekort, inddragelse pga. euforiserende stoffer"
,,2610063,"Kørekort, erhverv nægtet, strafbare forhold"
,,2610064,"Kørekort, inddragelse pga. manglende kørefærdigheder"
,,2610065,"Kørekort udenlandsk, inddragelse af"
,,2610066,Øvelseskørsel
,,2610067,"Kørekort, inddragelse, ej mødt til kontrolprøve"
,,2610068,"Oplysningspligt mv., ikke opfyldt"
,,2610069,"Hastighedsbegrænser, ændring/manglende"
,,2610070,Tilkobling og slæbning
,,2610071,"Motorcykel 2-hjulet, passager under 135 cm (klip)"
,,2610072,Manglende registrering
,,2610073,"Motorcykel 3-hjulet/sidevogn, passager under 5 år uden sikkerhedssele (klip)"
,,2610074,Overtrådt registreringsbekendtgørelsen
,,2610075,ATK Registreringsbekendtgørelse (manglende nummerplade)
,,2610076,Ulovlig kørsel med udenlandsk køretøj
,,2610077,"Syn, ikke efterkommet tilsigelse til"
,,2610078,"Sikkerhedssele, ikke brug af"
,,2610079,"ATK Sikkerhedssele, ikke brug af"
,,2610080,"Styrthjelm, ikke brug af"
,,2610081,"Overlæs, totalvægt"
,,2610082,Køretøjers belæsning
,,2610083,"Farligt gods, national og international transport"
,,2610084,Køretøjets dimensioner
,,2610085,"Overlæs, akseltryk"
,,2610086,"Overlæs, herunder bekendtgørelse om vægt og akseltryk"
,,2610087,Køre-hviletid
,,2610088,Blokvognskørsel
,,2610089,Forurening af vej mv.
,,2610090,"Kørekort, inddragelse, ej kursus i køre- hviletid-takograf/lastsikring-overlæs"
,,2610091,Dyr på vej mv.
,,2610092,"Frakendelsestid, kørsel i (motordrevet køretøj, bortset fra lille knallert)"
,,2610093,"Forsikring, ikke tegnet"
,,2610094,"Frakendelsestid, kørsel i"
,,2610095,Konfiskation af motorkøretøj
,,2610096,Handlinger i udlandet
,,2610097,Konfiskation af stor eller lille knallert
,,2610098,Overtrådt andre regler i færdselsloven
,,2610099,Konfiskation af knallertdele
,,2610100,"Håndholdt teleudstyr mv., brug af"
,,2610106,"Håndholdt teleudstyr mv., brug af (klip)"
,,2610107,"ATK - Håndholdt teleudstyr mv., brug af (klip)"
,,2610108,"Helleanlæg mv., venstre om (klip)"
,,2610109,"Forankørende, for lidt afstand til (klip)"
,,2610110,"ATK hastighedsovertrædelse, færdselstavle (klip)"
,,2610111,"Svingning mv., til fare/unødig ulempe (klip)"
,,2610112,"Rødt lys, fremkørsel mod (klip)"
,,2610113,"Vending eller bakning, til fare/ulempe (klip)"
,,2610114,"Vognbaneskift, igangsætning, placering, standsning til fare/ulempe (klip)"
,,2610115,"Kørselsretningen, kørsel mod (klip)"
,,2610116,"Spærrelinjer, overskridelse i forbindelse med overhaling (klip)"
,,2610117,"Nødspor, kørsel i (klip)"
,,2610118,"Overhaling, øget hastighed (klip)"
,,2610119,"Overhaling, ved kørsel (klip)"
,,2610120,"Vognbaneskift, forbud mod (klip)"
,,2610121,"Overhaling, forbud mod (klip)"
,,2610122,"Overhaling, ved fodgængerfelt (klip)"
,,2610123,"Vigepligt, ubetinget, afmærkning (klip)"
,,2610124,"Vigepligt, ubetinget, udkørsel (klip)"
,,2610125,"Overhaling, færdselstavle/afmærkning (klip)"
,,2610126,"Vigepligt, højre (klip)"
,,2610127,"Vigepligt, færdselstavle/afmærkning (klip)"
,,2610128,"Svingning, ej sket uden ulempe (klip)"
,,2610129,"Hastighed, færdselstavle (klip)"
,,2610130,"Jernbaneoverkørsel, passage af (klip)"
,,2610131,"ATK lyssignal, kørsel mod rødt lys (klip)"
,,2610133,Kap- og væddekørsel (klip)
,,2610137,"Hastighed, generelle (klip)"
,,2610138,"Hastighed, køretøjsbestemt (klip)"
,,2610142,ATK hastighedsovertrædelse (klip)
,,2610166,Befordring af barn uden særligt sikkerhedsudstyr (klip)
,,2610167,Befordring af barn i øvrigt (klip)
,,2610168,Befordring af flere børn end siddepladser (klip) (Ikke aktiv i 2011)
,,2610169,Befordring af børn (klip)
,,2610170,"Styrthjelm, 5-14 år uden sikkerhedssele (klip) (Ikke aktiv i 2011)"
,,2610171,"Styrthjelm, 5-13 år uden sikkerhedssele (klip)"
,,2610172,Befordring af barn under 14 på forsæde (klip)
,,2610178,"Sikkerhedsudstyr, ikke fyldt 15 år (klip) (Ikke aktiv i 2011)"
,,2610179,"Sikkerhedsudstyr, ikke fyldt 14 (klip)"
,,2610180,"Styrthjelm, 8-14 år (klip)"
,,2610201,"ATK hastighedsovertrædelse, færdselstavle"
,,2610202,"ATK hastighedsovertrædelse, færdselstavle"
,,2610203,"ATK hastighedsovertrædelse, færdselstavle"
,,2610204,ATK hastighedsovertrædelse
,,2610205,ATK hastighedsovertrædelse
,,2610206,ATK hastighedsovertrædelse
,,2610301,"Fører, uden ledsager/ledsager opfylder ej betingelser"
,,2610302,"Ledsager, regler vedrørende"
,,2610303,"Fører (ledsagerkrav), ikke opfyldt oplysningspligt/ansvar"
,,2610310,Kørsel med tungt køretøj i frakendelsestid (frakendelse af tunge køretøjer)
,,2610311,Kørsel med tungt køretøj i frakendelsestid (frakendelse af kørekort og tunge køretøjer)
,,3210505,Lov om euforiserende stoffer
,,3210510,Lov om euforiserende stoffer (Salg)
,,3410505,Lov om våben og eksplosivstof (Udgået)
,,3410506,"Våbenloven, skydevåben"
,,3410507,"Våbenloven, kniv på offentligt sted"
,,3410508,"Våbenloven, anden overtrædelse med kniv"
,,3410509,"Våbenloven, i øvrigt"
,,3410605,"Knivloven, §1, kniv på offentligt tilgængeligt sted"
,,3410606,"Knivloven, i øvrigt"
,,3610105,Kildeskatteloven
,,3610305,Skattekontrolloven
,,3610405,Lov om almindelig omsætningsafgift
,,3610505,Toldloven
,,3610510,Toldloven - skærpende omstændigheder
,,3610705,Kontrol med ædle metaller
,,3610710,"Afgiftslove for drikkevarer, tobak, benzin"
,,3610715,Stempelafgiftsloven
,,3610720,EF's markedsforordninger
,,3610725,Pris- og avancelovgivningen
,,3610727,Lov om afgift på spillekasinoer
,,3610730,Andre skatte- og afgiftslove mv.
,,3610901,Manglende registrering af køretøj
,,3610902,Overtrådt registreringsbekendtgørelsen
,,3610903,"ATK - registreringsbekendtgørelse, manglende nummerplade"
,,3610905,Registreringsafgiftsloven
,,3610910,Vægtafgiftsloven
,,3810204,Bistand til udlændingemyndighederne
,,3810205,"Udlændingeloven i øvrigt, strafferetlig"
,,3810206,"Udlændingeloven, ulovligt ophold/arbejde"
,,3810207,"Udlændingeloven, adgang til landet ved urigtige oplysninger"
,,3810208,"Udlændingeloven, ulovligt arbejde/arbejdsgivere"
,,3810209,"Udlændingeloven, ulovligt ophold"
,,3810210,"Udlændingeloven, menneskesmugling"
,,3810211,"Udlændingeloven, bistand ved ulovlig indrejse"
,,3810212,"Udlændingeloven, bistand ved ulovlig indrejse/ophold"
,,3810213,"Udlændingeloven, ulovligt arbejde/arbejdstager"
,,3810214,"Udlændingeloven, transportøransvar"
,,3810215,"Udlændingeloven, overtrædelse af meddelt indrejseforbud"
,,3810216,Asylsøger tilbagesendt til andet land
,,3810217,Udlænding i øvrigt tilbagesendt til andet land
,,3810218,Asylsøger ej tilbagesendt til andet land
,,3810219,Udlænding i øvrigt ej tilbagesendt til andet land
,,3810220,Asylsøger i DK tilbagetaget fra andet land
,,3810221,Udlænding i øvrigt tilbagetaget fra andet land
,,3810222,"Udlændingeloven, bistand ved ulovligt ophold"
,,3810223,"Udlændingeloven, bistand ved ulovligt arbejde"
,,3810224,"Udlændingeloven, overtrædelse af meddelt indrejseforbud"
,,3810225,"Udlændingeloven, ulovligt ophold"
,,3810226,"Udlændingeloven, ulovligt ophold"
,,3810227,"Udlændingeloven, ulovligt arbejde"
,,3810228,"Udlændingeloven, ulovligt ophold/arbejdstagere"
,,3810229,"Udlændingeloven, ulovligt arbejde/arbejdstagere"
,,3810230,"Udlændingeloven, ulovlig indrejse"
,,3810231,"Udlændingeloven, udvist af andet nordisk land"
,,3810232,"Udlændingeloven, adgang til landet ved urigtige oplysninger mv."
,,3810233,"Udlændingeloven, meddelt indrejseforbud"
,,3810234,"Udlændingeloven, udsendelsessag - asylområdet (NUC)"
,,3810235,"Udlændingeloven, udsendelsessag - opholdsområdet (NUC)"
,,3810236,"Udlændingeloven, Dublin-ind sag (NUC)"
,,3810237,"Udlændingeloven, Dublin-ud sag (NUC)"
,,3810238,"Udlændingeloven, asylansøgning (NUC)"
,,3810239,"Udlændingeloven, bistand ved ulovligt ophold"
,,3810240,Øvrige asyludsendelser
,,3810241,Manglende overholdelse af pålagt meldepligt jf. udlændingeloven
,,3810242,Manglende overholdelse af pålagt opholdspligt jf. udlændingeloven
,,3810243,Manglende overholdelse af pålagt underretningspligt jf. udlændingeloven
,,3810305,Lov om vagtvirksomhed
,,3810405,Brandlovgivningen/beredskabsloven
,,3810410,Brandundersøgelser
,,3810505,Politivedtægten
,,3810506,"Ordensbekendtgørelsen, skærpende omstændighed (grov forstyrrelse af ro og orden)"
,,3810507,"Ordensbekendtgørelsen, sikring af den offentlige orden m.v."
,,3810509,"Ordensbekendtgørelsen, sikring af den offentlige orden (Pornoudstilling)"
,,3810510,"Politivedtægten, meddelt påbud"
,,3810511,"Ordensbekendtgørelsen, midlertidige foranstaltninger/meddelt påbud"
,,3810512,"Ordensbekendtgørelsen, zoneforbud (meddelt forbud)"
,,3810513,"Ordensbekendtgørelsen, midlertidige foranstaltninger/overtrædelse af påbud"
,,3810514,"Ordensbekendtgørelsen, zoneforbud (overtrædelse af forbud)"
,,3810515,"Politivedtægten, overtrædelse af påbud"
,,3810517,"Politivedtægten, lokal"
,,3810605,Radiospredningsloven
,,3810610,Lov om radiokommunikation
,,3810705,Retsplejeloven
,,3810706,"Optage/transmittere billeder, lyd og tekst"
,,3810710,"Retsplejeloven, nægter at opgive navn"
,,3810715,Pasloven
,,3810716,Pasloven i øvrigt
,,3810717,"Pasloven, nægtelse eller inddragelse af pas"
,,3810718,"Pasloven, meddelt udrejseforbud"
,,3810719,"Pasloven, overtrædelse af udrejseforbud"
,,3810720,"Sprængstof, Lov om våben og eksplosivstof"
,,3810721,"Sprængstof, bekendtgørelse om eksplosivstoffer"
,,3810722,"Sprængstof, bekendtgørelse om eksplosivstoffer, overtrædelse af vilkår"
,,3810725,Fyrværkeriloven
,,3810730,Brandsikringslovgivningen
,,3810735,Vinter vedlige-/renholdelse af offentlig vej
,,3810740,Vinter vedlige-/renholdelse af privat vej
,,3810741,"Vejlov, rådighed over gadeareal"
,,3810745,Folkeregisterlov
,,3810750,Lov om personnavne
,,3810753,"Persondataloven, Lov om behandling af personoplysninger"
,,3810754,Databeskyttelsesloven
,,3810755,Bekendtgørelse om radio- og fjernsynsafgift
,,3810760,Ligsynsloven
,,3810765,Lov om Danmarks Statistik
,,3810766,Straffuldbyrdelsesloven
,,3810770,Postlovgivningen
,,3810774,"Inkassovirksomhed, lov om"
,,3810775,Bibliotekslov
,,3810776,Lov om tv-overvågning
,,3810777,Lov om krigsmateriel mv.
,,3810778,Lov om hvidvaskning af penge
,,3810780,Andre strafferetslige særlove
,,3810781,Ophold i ejendom/forberedelse af forbud
,,3810782,Ophold i ejendom/meddelt forbud mod
,,3810783,Ophold i ejendom/overtrædelse af forbud mod
,,3810784,Besøgende i bestemte lokaler/forberedelse af forbud
,,3810785,Besøgende i bestemte lokaler/meddelt forbud mod
,,3810786,Besøgende i bestemte lokaler/overtrædelse af forbud mod
,,3810787,"Bortvisning/forbud, begæring om"
,,3810788,"Bortvisning/forbud/tilhold, begæring om"
,,3810789,"Bortvisning, meddelt forbud"
,,3810790,"Bortvisning, meddelt forbud og tilhold"
,,3810791,"Bortvisning, overtrædelse af meddelt forbud"
,,3810792,"Bortvisning, overtrædelse af meddelt forbud og tilhold"
,,3810793,"Køretøjer, syn ikke efterkommet"
,,3810794,Teleloven
,,3810796,"Karantæne ved idrætsbegivenheder, forberedelse af forbud"
,,3810797,"Karantæne ved idrætsbegivenheder, meddelt forbud"
,,3810798,"Karantæne ved idrætsbegivenheder, overtrædelse af forbud"
,,3810801,"Idrætsbegivenheder, indretning/afvikling, forberedelse af påbud"
,,3810802,"Idrætsbegivenheder, indretning/afvikling, meddelt påbud"
,,3810803,"Idrætsbegivenheder, indretning/afvikling, overtrædelse af meddelt påbud"
,,3810804,"Idrætsbegivenheder, ej afholdte, forberedelse af forbud"
,,3810805,"Idrætsbegivenheder, ej afholdte, meddelt forbud"
,,3810806,"Idrætsbegivenheder, ej afholdte, overtrædelse af meddelt forbud"
,,3810901,Begæring om tilhold
,,3810902,Begæring om opholdsforbud
,,3810903,Begæring om bortvisning
,,3810904,Begæring om tilhold og opholdsforbud
,,3810905,Begæring om bortvisning og tilhold
,,3810906,Begæring om bortvisning og opholdsforbud
,,3810907,"Begæring om bortvisning, tilhold og opholdsforbud"
,,3810908,Meddelt tilhold
,,3810909,Meddelt opholdsforbud
,,3810910,Meddelt bortvisning
,,3810911,Meddelt tilhold og opholdsforbud
,,3810912,Meddelt bortvisning og tilhold
,,3810913,Meddelt bortvisning og opholdsforbud
,,3810914,"Meddelt bortvisning, tilhold og opholdsforbud"
,,3810915,"Tilhold, overtrædelse af"
,,3810916,"Opholdsforbud, overtrædelse af"
,,3810917,"Bortvisning, overtrædelse af"
,,3810918,"Tilhold og opholdsforbud, overtrædelse af"
,,3810919,"Bortvisning og tilhold, overtrædelse af"
,,3810920,"Bortvisning og opholdsforbud, overtrædelse af"
,,3810921,"Bortvisning, tilhold og opholdsforbud, overtrædelse af"
,,3810941,"Kommunalt samlingsstedsforbud, registrereing af"
,,3810942,Overtrædelse af kommunalt samlingsstedsforbud
,,3810943,"Samlingssted for gruppe, forberedelse af forbud"
,,3810944,"Samlingssted for gruppe, meddelt forbud mod ophold (anv. Ej til journalisering)"
,,3810945,Overtrædelse af forbud mod ophold på samlingssted for gruppe
,,3810946,Overtrædelse af oplysningspligt i forbindelse med kommunalt samlingsstedsforbud
,,3815505,"Serviceloven, Lov om social service"
,,3815510,Sygesikringsloven
,,3815515,Lov om ATP
,,3815520,Veterinærlovgivningen
,,3815525,Kødloven
,,3815530,Levnedsmiddellovgivningen
,,3815531,Fødevareloven
,,3815535,Antibiotikalovgivningen
,,3815537,Lægemiddelloven
,,3815538,Lov om forbud mod visse dopingmidler
,,3815540,Lægeloven
,,3815541,"Lov om autorisation af sundhedspersoner, læger"
,,3815545,Tandlægeloven
,,3815546,"Lov om autorisation af sundhedspersoner, tandlæger"
,,3815550,Sygeplejeloven
,,3815551,"Lov om autorisation af sundhedspersoner, sygeplejersker"
,,3815555,Jordmoderloven
,,3815556,"Lov om autorisation af sundhedspersoner, jordemødre"
,,3815560,Svangerskabsloven
,,3815562,Lov om børns retsstilling
,,3815565,Lov om tatoveringer
,,3815570,Andre sundheds- og sociallove
,,3815580,"COVID-19, forberedelse af påbud"
,,3815581,"COVID-19, meddelt påbud (Anvendes ikke til journalisering)"
,,3815582,"COVID-19, overtrædelse af påbud"
,,3820505,Bolig- og bygningslovgivningen
,,3820510,Lov om kommuneplanlægning
,,3820515,Lejeloven
,,3825505,Miljøloven
,,3825510,"Miljøzone, overtrædelse, dansk køretøj"
,,3825515,"Miljøzone, overtrædelse, udenlands køretøj"
,,3825605,"Grænseoverskridende affaldstransport, grønlistet"
,,3825610,"Grænseoverskridende affaldstransport, anmeldelsespligtig"
,,3825615,"Affaldsbekendtgørelsen, overtrædelse"
,,3825620,"Affaldsregistret, overtrædelse"
,,3825705,"Havmiljøloven, olieforurening"
,,3825710,"Havmiljøloven, anden forurening"
,,3825715,Naturbeskyttelsesloven
,,3825718,"Washingtonkonvention, truede dyr/planter"
,,3825720,Skovloven
,,3825721,Lov om planlægning
,,3825725,By- og landzoneloven
,,3825730,Lov om sommerhuse og campering
,,3825735,Mark- og vejfredloven
,,3825740,Kemikalieloven
,,3825745,Landbrugsloven
,,3825750,Andre love vedrørende miljø
,,3830500,"Dyreværnsloven, forberedelse af pålæg"
,,3830501,"Dyreværnsloven, meddelt pålæg"
,,3830502,"Dyreværnsloven, overtrædelse af meddelt pålæg"
,,3830503,Slagtning og aflivning af dyr - bekendtgørelse
,,3830504,"Dyreværnsloven, mishandling/grovere uforsvarlig behand. af dyr"
,,3830505,Dyreværnsloven
