code6,specialty_num,specialty_name_da,ydelse_num,ydelse_text_da
010105,01,Anæsthesiologi,105,E-mail konsultation
010110,01,Anæsthesiologi,110,1.Kons. Smertetils.
010111,01,Anæsthesiologi,111,1.Kons.M/operat.M.V.
010112,01,Anæsthesiologi,112,Ingen tekst tilgængelig
010114,01,Anæsthesiologi,114,Ingen tekst tilgængelig
010116,01,Anæsthesiologi,116,1.Kons. M. Operation
010120,01,Anæsthesiologi,120,2. Kons. Smertetils.
010130,01,Anæsthesiologi,130,Senere Kons. Smerte.
010161,01,Anæsthesiologi,161,tillæg for tolk
010201,01,Anæsthesiologi,201,Tlf. Kons. Smerte.
010205,01,Anæsthesiologi,205,tlf. rådgivning
010210,01,Anæsthesiologi,210,1. Kons. Udv. Lungef
010220,01,Anæsthesiologi,220,2. Kons. udv. Lungef
010230,01,Anæsthesiologi,230,Senere Kons. Lungef.
010235,01,Anæsthesiologi,235,e-mail kons
010237,01,Anæsthesiologi,237,tlf.rådg.prakt.læge
010301,01,Anæsthesiologi,301,Tlf. Kons.
011101,01,Anæsthesiologi,1101,Afstandstillæg
011401,01,Anæsthesiologi,1401,Besøg
012002,01,Anæsthesiologi,2002,Ingen tekst tilgængelig
012103,01,Anæsthesiologi,2103,Ingen tekst tilgængelig
012104,01,Anæsthesiologi,2104,Ingen tekst tilgængelig
012111,01,Anæsthesiologi,2111,Ingen tekst tilgængelig
012113,01,Anæsthesiologi,2113,Ingen tekst tilgængelig
012114,01,Anæsthesiologi,2114,Ingen tekst tilgængelig
012119,01,Anæsthesiologi,2119,Ingen tekst tilgængelig
012161,01,Anæsthesiologi,2161,tolkebistand
012261,01,Anæsthesiologi,2261,Ingen tekst tilgængelig
012306,01,Anæsthesiologi,2306,Ingen tekst tilgængelig
012611,01,Anæsthesiologi,2611,Muskelblokader
012620,01,Anæsthesiologi,2620,Blokader Gr. II
012621,01,Anæsthesiologi,2621,Intraart. injektion.
012622,01,Anæsthesiologi,2622,Ledningsbl./nervebl.
012623,01,Anæsthesiologi,2623,Manipulationsbeh.
012624,01,Anæsthesiologi,2624,Akupunktur
012625,01,Anæsthesiologi,2625,Transcutan nervesti.
012626,01,Anæsthesiologi,2626,Ingen tekst tilgængelig
012631,01,Anæsthesiologi,2631,Sympaticusblo.(cer.)
012632,01,Anæsthesiologi,2632,Sympaticusblo.(lum.)
012633,01,Anæsthesiologi,2633,I.V. Reg. Sympat.Bl.
012634,01,Anæsthesiologi,2634,Perivertebral. blok.
012635,01,Anæsthesiologi,2635,Injekt. i epiduralr.
012636,01,Anæsthesiologi,2636,Neurolytiske blokad.
012637,01,Anæsthesiologi,2637,Ingen tekst tilgængelig
013010,01,Anæsthesiologi,3010,Udvid. Lungefunktpr.
013020,01,Anæsthesiologi,3020,Bistand til øjen/øre
013021,01,Anæsthesiologi,3021,Ingen tekst tilgængelig
013022,01,Anæsthesiologi,3022,Ingen tekst tilgængelig
013023,01,Anæsthesiologi,3023,Ingen tekst tilgængelig
013024,01,Anæsthesiologi,3024,Ingen tekst tilgængelig
013025,01,Anæsthesiologi,3025,Ingen tekst tilgængelig
013110,01,Anæsthesiologi,3110,Bedøvelse GrI *1*
013120,01,Anæsthesiologi,3120,Bedøvelse GrII *1*
013130,01,Anæsthesiologi,3130,Bedøvelse GrIII *1*
013140,01,Anæsthesiologi,3140,Bedøvelse GrIV *1*
013150,01,Anæsthesiologi,3150,Ingen tekst tilgængelig
013151,01,Anæsthesiologi,3151,Ingen tekst tilgængelig
013210,01,Anæsthesiologi,3210,Bedøvelse GrI *flg*
013220,01,Anæsthesiologi,3220,Bedøvelse GrII *flg*
013230,01,Anæsthesiologi,3230,Bedøvelse GrIII*flg*
013240,01,Anæsthesiologi,3240,Bedøvelse GrIV *flg*
015001,01,Anæsthesiologi,5001,læ anæ.ifm ørelægebi
015002,01,Anæsthesiologi,5002,Længvar. anæstesi A
015003,01,Anæsthesiologi,5003,Ingen tekst tilgængelig
015004,01,Anæsthesiologi,5004,Ingen tekst tilgængelig
015005,01,Anæsthesiologi,5005,læ anæ.ifm ørelægebi
015010,01,Anæsthesiologi,5010,Ingen tekst tilgængelig
015101,01,Anæsthesiologi,5101,Ingen tekst tilgængelig
015310,01,Anæsthesiologi,5310,Tolk ifm. kons. §3
015901,01,Anæsthesiologi,5901,1. op stritøre
015902,01,Anæsthesiologi,5902,Flg. op. stritøre
016401,01,Anæsthesiologi,6401,Anæst.bist. øjen/øre
016403,01,Anæsthesiologi,6403,anæstesi tons. følge
016666,01,Anæsthesiologi,6666,Ingen tekst tilgængelig
017152,01,Anæsthesiologi,7152,F-Blod 1
017155,01,Anæsthesiologi,7155,Pt-Ekg 3 Ext.Afl. 6
017175,01,Anæsthesiologi,7175,U-Svangersk. Reakt.3
019001,01,Anæsthesiologi,9001,Kørselsgodtgør. I
030105,03,Diagn. Radiologi Kbh,105,E-mail konsultation
030110,03,Diagn. Radiologi Kbh,110,Ingen tekst tilgængelig
030115,03,Diagn. Radiologi Kbh,115,Ingen tekst tilgængelig
030120,03,Diagn. Radiologi Kbh,120,Ingen tekst tilgængelig
030125,03,Diagn. Radiologi Kbh,125,Ingen tekst tilgængelig
030130,03,Diagn. Radiologi Kbh,130,Ingen tekst tilgængelig
030135,03,Diagn. Radiologi Kbh,135,Ingen tekst tilgængelig
030140,03,Diagn. Radiologi Kbh,140,Ingen tekst tilgængelig
030145,03,Diagn. Radiologi Kbh,145,Ingen tekst tilgængelig
030150,03,Diagn. Radiologi Kbh,150,Ingen tekst tilgængelig
030155,03,Diagn. Radiologi Kbh,155,Ingen tekst tilgængelig
030161,03,Diagn. Radiologi Kbh,161,tillæg for tolk
032110,03,Diagn. Radiologi Kbh,2110,hånd/håndled
032111,03,Diagn. Radiologi Kbh,2111,underarm
032112,03,Diagn. Radiologi Kbh,2112,albue
032113,03,Diagn. Radiologi Kbh,2113,fod/fodled
032114,03,Diagn. Radiologi Kbh,2114,underben
032115,03,Diagn. Radiologi Kbh,2115,knæ
032116,03,Diagn. Radiologi Kbh,2116,1/4 tandsæt
032120,03,Diagn. Radiologi Kbh,2120,kranium
032121,03,Diagn. Radiologi Kbh,2121,bihuler
032122,03,Diagn. Radiologi Kbh,2122,overkæbe
032123,03,Diagn. Radiologi Kbh,2123,underkæbe
032124,03,Diagn. Radiologi Kbh,2124,kæbeled
032125,03,Diagn. Radiologi Kbh,2125,skulderled og overar
032126,03,Diagn. Radiologi Kbh,2126,halshvirvler
032127,03,Diagn. Radiologi Kbh,2127,brysthvirvler
032128,03,Diagn. Radiologi Kbh,2128,lænde og korsbenshv.
032129,03,Diagn. Radiologi Kbh,2129,haleben
032130,03,Diagn. Radiologi Kbh,2130,bækken
032131,03,Diagn. Radiologi Kbh,2131,lår og hofteled
032132,03,Diagn. Radiologi Kbh,2132,trachea
032133,03,Diagn. Radiologi Kbh,2133,brystk.m.lung/hjerte
032134,03,Diagn. Radiologi Kbh,2134,belast.us. af led
032140,03,Diagn. Radiologi Kbh,2140,spiserør
032141,03,Diagn. Radiologi Kbh,2141,mave m.tolvfingtarm
032142,03,Diagn. Radiologi Kbh,2142,tyktarm
032144,03,Diagn. Radiologi Kbh,2144,funkt.us.rygsøjle rg
032145,03,Diagn. Radiologi Kbh,2145,fuldst.tandstatus
032150,03,Diagn. Radiologi Kbh,2150,galdeblære
032151,03,Diagn. Radiologi Kbh,2151,nyrer
032152,03,Diagn. Radiologi Kbh,2152,hals
032153,03,Diagn. Radiologi Kbh,2153,mammae
032154,03,Diagn. Radiologi Kbh,2154,testes
032155,03,Diagn. Radiologi Kbh,2155,ekstremiteter
032160,03,Diagn. Radiologi Kbh,2160,øvre abdomen
032161,03,Diagn. Radiologi Kbh,2161,tolkebistand
032162,03,Diagn. Radiologi Kbh,2162,nedre abdomen
032163,03,Diagn. Radiologi Kbh,2163,"nedre abdomen, blære"
032172,03,Diagn. Radiologi Kbh,2172,tomografi bihule
032173,03,Diagn. Radiologi Kbh,2173,tomografi rygsøjle
032174,03,Diagn. Radiologi Kbh,2174,tomografi lunger
032180,03,Diagn. Radiologi Kbh,2180,db.kontr.us.tyktarm
032181,03,Diagn. Radiologi Kbh,2181,cystourethrogr. mænd
032182,03,Diagn. Radiologi Kbh,2182,us.tyndtarmspassage
032183,03,Diagn. Radiologi Kbh,2183,alm. urografi
032184,03,Diagn. Radiologi Kbh,2184,sialografi
032185,03,Diagn. Radiologi Kbh,2185,udv.urologi tømnings
032186,03,Diagn. Radiologi Kbh,2186,hystero-slapingograf
032187,03,Diagn. Radiologi Kbh,2187,phlebografi
032191,03,Diagn. Radiologi Kbh,2191,Undersøgelse Gr. 1
032192,03,Diagn. Radiologi Kbh,2192,Undersøgelse Gr. 2
032193,03,Diagn. Radiologi Kbh,2193,Undersøgelse Gr. 3
032194,03,Diagn. Radiologi Kbh,2194,Undersøgelse Gr. 4
032195,03,Diagn. Radiologi Kbh,2195,Undersøgelse Gr. 5
032196,03,Diagn. Radiologi Kbh,2196,Undersøgelse Gr. 6
032197,03,Diagn. Radiologi Kbh,2197,Undersøgelse Gr. 7
032210,03,Diagn. Radiologi Kbh,2210,½ ydelse 2110
032211,03,Diagn. Radiologi Kbh,2211,½ ydelse 2111
032212,03,Diagn. Radiologi Kbh,2212,½ ydelse 2112
032213,03,Diagn. Radiologi Kbh,2213,½ ydelse 2113
032214,03,Diagn. Radiologi Kbh,2214,½ ydelse 2114
032215,03,Diagn. Radiologi Kbh,2215,½ ydelse 2115
032220,03,Diagn. Radiologi Kbh,2220,½ ydelse 2120
032221,03,Diagn. Radiologi Kbh,2221,½ ydelse 2121
032222,03,Diagn. Radiologi Kbh,2222,½ ydelse 2122
032223,03,Diagn. Radiologi Kbh,2223,½ ydelse 2123
032224,03,Diagn. Radiologi Kbh,2224,½ ydelse 2124
032225,03,Diagn. Radiologi Kbh,2225,½ ydelse 2125
032226,03,Diagn. Radiologi Kbh,2226,½ ydelse 2126
032227,03,Diagn. Radiologi Kbh,2227,½ ydelse 2127
032228,03,Diagn. Radiologi Kbh,2228,½ ydelse 2128
032229,03,Diagn. Radiologi Kbh,2229,½ ydelse 2129
032230,03,Diagn. Radiologi Kbh,2230,½ ydelse 2131
032231,03,Diagn. Radiologi Kbh,2231,½ ydelse 2131
032232,03,Diagn. Radiologi Kbh,2232,½ ydelse 2132
032233,03,Diagn. Radiologi Kbh,2233,½ ydelse 2133
032234,03,Diagn. Radiologi Kbh,2234,½ ydelse 2134
032240,03,Diagn. Radiologi Kbh,2240,½ ydelse 2140
032241,03,Diagn. Radiologi Kbh,2241,½ ydelse 2141
032244,03,Diagn. Radiologi Kbh,2244,½ ydelse 2144
032245,03,Diagn. Radiologi Kbh,2245,½ ydelse 2145
032250,03,Diagn. Radiologi Kbh,2250,½ ydelse 2150
032251,03,Diagn. Radiologi Kbh,2251,½ ydelse 2151
032252,03,Diagn. Radiologi Kbh,2252,½ ydelse 2152
032253,03,Diagn. Radiologi Kbh,2253,½ ydelse 2153
032254,03,Diagn. Radiologi Kbh,2254,½ ydelse 2154
032255,03,Diagn. Radiologi Kbh,2255,½ ydelse 2155
032260,03,Diagn. Radiologi Kbh,2260,½ ydelse 2160
032262,03,Diagn. Radiologi Kbh,2262,½ ydelse 2162
032263,03,Diagn. Radiologi Kbh,2263,½ ydelse 2163
032275,03,Diagn. Radiologi Kbh,2275,½ ydelse 2175
032291,03,Diagn. Radiologi Kbh,2291,Undersøg. Gr.1 Halvt
032292,03,Diagn. Radiologi Kbh,2292,Undersøg. Gr.2 Halvt
032293,03,Diagn. Radiologi Kbh,2293,Undersøg. Gr.3 Halvt
032294,03,Diagn. Radiologi Kbh,2294,Undersøg. Gr.4 Halvt
032295,03,Diagn. Radiologi Kbh,2295,Undersøg. Gr.5 Halvt
032301,03,Diagn. Radiologi Kbh,2301,mammografi
032302,03,Diagn. Radiologi Kbh,2302,udvidet mammografi
032401,03,Diagn. Radiologi Kbh,2401,½ ydelse 2301
032402,03,Diagn. Radiologi Kbh,2402,½ ydelse 2302
035011,03,Diagn. Radiologi Kbh,5011,mr.scan.hjern.u.kont
035310,03,Diagn. Radiologi Kbh,5310,Tolk ifm. kons. §3
040105,04,Dermato-Venerologi,105,E-mail konsultation
040107,04,Dermato-Venerologi,107,Tlf.rådg.prakt.læge
040110,04,Dermato-Venerologi,110,1. Kons.
040120,04,Dermato-Venerologi,120,2. Kons.
040130,04,Dermato-Venerologi,130,Senere Kons.
040161,04,Dermato-Venerologi,161,tillæg for tolk
040201,04,Dermato-Venerologi,201,Tlf. Kons.
040205,04,Dermato-Venerologi,205,e-mail konsultation
040206,04,Dermato-Venerologi,206,tlf. rådgivning
040207,04,Dermato-Venerologi,207,tlf.rådg.prakt.læge
040210,04,Dermato-Venerologi,210,Allerg. 1. Kons.
040220,04,Dermato-Venerologi,220,Allerg. 2. Kons.
040230,04,Dermato-Venerologi,230,Allerg. Senere Kons.
040240,04,Dermato-Venerologi,240,Eksem 1. konsult.
040250,04,Dermato-Venerologi,250,Eksem 2. konsult
040260,04,Dermato-Venerologi,260,Eksem senere konsult
040270,04,Dermato-Venerologi,270,Eksem telefonkunsult
040275,04,Dermato-Venerologi,275,E-mail konsultation
040277,04,Dermato-Venerologi,277,Tlf.rådg.prakt.læge
040301,04,Dermato-Venerologi,301,Allerg. Tlf. Kons.
040910,04,Dermato-Venerologi,910,Ingen tekst tilgængelig
040920,04,Dermato-Venerologi,920,Ingen tekst tilgængelig
041101,04,Dermato-Venerologi,1101,Afstandstillæg
041401,04,Dermato-Venerologi,1401,Besøg
042101,04,Dermato-Venerologi,2101,Biopsi
042102,04,Dermato-Venerologi,2102,Intralæsion. injekt.
042103,04,Dermato-Venerologi,2103,Scleroser. injekt.
042104,04,Dermato-Venerologi,2104,Iontoforese
042105,04,Dermato-Venerologi,2105,Lokale røde bade
042106,04,Dermato-Venerologi,2106,Rensn. og forb. sår
042107,04,Dermato-Venerologi,2107,Beh. ven.skinnebens.
042108,04,Dermato-Venerologi,2108,Doppler
042109,04,Dermato-Venerologi,2109,Ingen tekst tilgængelig
042110,04,Dermato-Venerologi,2110,Ingen tekst tilgængelig
042120,04,Dermato-Venerologi,2120,Ingen tekst tilgængelig
042130,04,Dermato-Venerologi,2130,Ingen tekst tilgængelig
042131,04,Dermato-Venerologi,2131,Ingen tekst tilgængelig
042161,04,Dermato-Venerologi,2161,tolkebistand
042201,04,Dermato-Venerologi,2201,Allerg. Cutanprøve
042202,04,Dermato-Venerologi,2202,Allerg. Prov.Forsøg
042203,04,Dermato-Venerologi,2203,Smears
042261,04,Dermato-Venerologi,2261,Ingen tekst tilgængelig
042301,04,Dermato-Venerologi,2301,Ingen tekst tilgængelig
042303,04,Dermato-Venerologi,2303,Anoscopi
042304,04,Dermato-Venerologi,2304,Ingen tekst tilgængelig
042305,04,Dermato-Venerologi,2305,Ingen tekst tilgængelig
042306,04,Dermato-Venerologi,2306,Ingen tekst tilgængelig
042307,04,Dermato-Venerologi,2307,Ingen tekst tilgængelig
042308,04,Dermato-Venerologi,2308,Episkopi
042403,04,Dermato-Venerologi,2403,Kontrol anoscopi
042501,04,Dermato-Venerologi,2501,Zinklim- & Plastbind
043100,04,Dermato-Venerologi,3100,Incision Cyste 1.
043101,04,Dermato-Venerologi,3101,Incision Absces 1.
043102,04,Dermato-Venerologi,3102,Fjern. Svulst Hud 1.
043103,04,Dermato-Venerologi,3103,Fjern.Svulst exci.1.
043104,04,Dermato-Venerologi,3104,Fjernelse Negl 1.
043105,04,Dermato-Venerologi,3105,Laserbehandling
043106,04,Dermato-Venerologi,3106,Pinch-graft transpl.
043107,04,Dermato-Venerologi,3107,Hårtransplantation
043108,04,Dermato-Venerologi,3108,Ingen tekst tilgængelig
043109,04,Dermato-Venerologi,3109,Ingen tekst tilgængelig
043200,04,Dermato-Venerologi,3200,Incision Cyste Flg.
043201,04,Dermato-Venerologi,3201,Incision Absces Flg.
043202,04,Dermato-Venerologi,3202,Fjern. Svulst Flg.
043203,04,Dermato-Venerologi,3203,Fjern.Svulst exci.Fg
043204,04,Dermato-Venerologi,3204,Fjernelse Negl Flg.
043208,04,Dermato-Venerologi,3208,Ingen tekst tilgængelig
043209,04,Dermato-Venerologi,3209,Ingen tekst tilgængelig
044001,04,Dermato-Venerologi,4001,Ingen tekst tilgængelig
044102,04,Dermato-Venerologi,4102,Ingen tekst tilgængelig
045001,04,Dermato-Venerologi,5001,Tjærebade .
045002,04,Dermato-Venerologi,5002,Røde bade
045003,04,Dermato-Venerologi,5003,Klidbade
045004,04,Dermato-Venerologi,5004,Beh melanonpati.A65
045005,04,Dermato-Venerologi,5005,1. kons. incl. test
045006,04,Dermato-Venerologi,5006,Overlæbe pr. behandl
045007,04,Dermato-Venerologi,5007,Hage/hals pr. beh.
045008,04,Dermato-Venerologi,5008,Hele ansigtet pr.beh
045009,04,Dermato-Venerologi,5009,Ansigt/hals pr.beh
045012,04,Dermato-Venerologi,5012,Hage/Hals
045013,04,Dermato-Venerologi,5013,Hele ansigtet
045014,04,Dermato-Venerologi,5014,Ansigt og hals
045015,04,Dermato-Venerologi,5015,forus. §3 aft. Vejle
045016,04,Dermato-Venerologi,5016,laserbeh.vorter §3
045017,04,Dermato-Venerologi,5017,laserbeh.karsprængn.
045018,04,Dermato-Venerologi,5018,laserbeh.røde moderm
045019,04,Dermato-Venerologi,5019,PDT-beh. cancerpt.
045020,04,Dermato-Venerologi,5020,PDT-beh. vortept.
045021,04,Dermato-Venerologi,5021,PDT-cancer
045022,04,Dermato-Venerologi,5022,PDT-vorter
045023,04,Dermato-Venerologi,5023,PDT-cancer Kbh.k
045024,04,Dermato-Venerologi,5024,laserbeh.karsygd.hud
045025,04,Dermato-Venerologi,5025,Ingen tekst tilgængelig
045026,04,Dermato-Venerologi,5026,Ingen tekst tilgængelig
045027,04,Dermato-Venerologi,5027,Ingen tekst tilgængelig
045028,04,Dermato-Venerologi,5028,Ingen tekst tilgængelig
045030,04,Dermato-Venerologi,5030,fj. uønsk.hårvækst
045031,04,Dermato-Venerologi,5031,fj. karforandringer
045032,04,Dermato-Venerologi,5032,fj. pigmentforandr.
045033,04,Dermato-Venerologi,5033,fj. skæm. tatovering
045034,04,Dermato-Venerologi,5034,beh.pat.svedtendens
045035,04,Dermato-Venerologi,5035,Ingen tekst tilgængelig
045037,04,Dermato-Venerologi,5037,Ingen tekst tilgængelig
045038,04,Dermato-Venerologi,5038,Ingen tekst tilgængelig
045040,04,Dermato-Venerologi,5040,ribe amt
045041,04,Dermato-Venerologi,5041,ribe amt
045042,04,Dermato-Venerologi,5042,ribe amt
045043,04,Dermato-Venerologi,5043,ribe amt
045044,04,Dermato-Venerologi,5044,ribe amt
045045,04,Dermato-Venerologi,5045,ribe amt
045046,04,Dermato-Venerologi,5046,ribe amt
045047,04,Dermato-Venerologi,5047,ribe amt
045048,04,Dermato-Venerologi,5048,ribe amt
045049,04,Dermato-Venerologi,5049,ribe amt
045050,04,Dermato-Venerologi,5050,venero.1.kons. a80
045051,04,Dermato-Venerologi,5051,venero.2.kons. a80
045052,04,Dermato-Venerologi,5052,venero.senere.kons
045053,04,Dermato-Venerologi,5053,venero.tlf.kons.a80
045054,04,Dermato-Venerologi,5054,smittesporing a80
045055,04,Dermato-Venerologi,5055,Ingen tekst tilgængelig
045056,04,Dermato-Venerologi,5056,Ingen tekst tilgængelig
045057,04,Dermato-Venerologi,5057,Ingen tekst tilgængelig
045058,04,Dermato-Venerologi,5058,Ingen tekst tilgængelig
045059,04,Dermato-Venerologi,5059,Ingen tekst tilgængelig
045060,04,Dermato-Venerologi,5060,Ingen tekst tilgængelig
045062,04,Dermato-Venerologi,5062,Ingen tekst tilgængelig
045065,04,Dermato-Venerologi,5065,Ingen tekst tilgængelig
045066,04,Dermato-Venerologi,5066,Ingen tekst tilgængelig
045067,04,Dermato-Venerologi,5067,Ingen tekst tilgængelig
045071,04,Dermato-Venerologi,5071,Ingen tekst tilgængelig
045072,04,Dermato-Venerologi,5072,Ingen tekst tilgængelig
045073,04,Dermato-Venerologi,5073,Ingen tekst tilgængelig
045080,04,Dermato-Venerologi,5080,Telefonkonsultation
045101,04,Dermato-Venerologi,5101,Visit. kautionsbeg.
045102,04,Dermato-Venerologi,5102,Visit. indkald. pat.
045110,04,Dermato-Venerologi,5110,Ingen tekst tilgængelig
045111,04,Dermato-Venerologi,5111,Ingen tekst tilgængelig
045112,04,Dermato-Venerologi,5112,Ingen tekst tilgængelig
045113,04,Dermato-Venerologi,5113,Ingen tekst tilgængelig
045114,04,Dermato-Venerologi,5114,Ingen tekst tilgængelig
045116,04,Dermato-Venerologi,5116,Ingen tekst tilgængelig
045117,04,Dermato-Venerologi,5117,Ingen tekst tilgængelig
045118,04,Dermato-Venerologi,5118,Ingen tekst tilgængelig
045119,04,Dermato-Venerologi,5119,Ingen tekst tilgængelig
045121,04,Dermato-Venerologi,5121,Ingen tekst tilgængelig
045122,04,Dermato-Venerologi,5122,Ingen tekst tilgængelig
045123,04,Dermato-Venerologi,5123,Ingen tekst tilgængelig
045125,04,Dermato-Venerologi,5125,1.kons digi.foto a35
045126,04,Dermato-Venerologi,5126,2.kons digi.foto a35
045201,04,Dermato-Venerologi,5201,Zinklim-og plas.bind
045301,04,Dermato-Venerologi,5301,Argonlaser Pg.3 A15
045302,04,Dermato-Venerologi,5302,Mål.peri.blodt.§3A15
045310,04,Dermato-Venerologi,5310,Ingen tekst tilgængelig
045320,04,Dermato-Venerologi,5320,Ingen tekst tilgængelig
045330,04,Dermato-Venerologi,5330,Ingen tekst tilgængelig
045340,04,Dermato-Venerologi,5340,Ingen tekst tilgængelig
045365,04,Dermato-Venerologi,5365,Laserbehandling
045405,04,Dermato-Venerologi,5405,1. kons. stk3 §3A35
045406,04,Dermato-Venerologi,5406,2. kons. stk3 §3A35
045407,04,Dermato-Venerologi,5407,3. kons. stk3 §3A35
045408,04,Dermato-Venerologi,5408,T. kons. stk3 §3A35
045501,04,Dermato-Venerologi,5501,Allergi §3A65
045502,04,Dermato-Venerologi,5502,Allergi §3A65
045503,04,Dermato-Venerologi,5503,Allergi §3A65
045504,04,Dermato-Venerologi,5504,Allergi §3A65
045510,04,Dermato-Venerologi,5510,1. kons.§3 digi.foto
045511,04,Dermato-Venerologi,5511,2. kons.§3 digi.foto
045512,04,Dermato-Venerologi,5512,Sen.kons.§3 dig.foto
045520,04,Dermato-Venerologi,5520,Tlf. rådgivning
045601,04,Dermato-Venerologi,5601,1. konsultation
045602,04,Dermato-Venerologi,5602,Senere konsultation
045604,04,Dermato-Venerologi,5604,Laserskud
045605,04,Dermato-Venerologi,5605,Ingen tekst tilgængelig
045606,04,Dermato-Venerologi,5606,Ingen tekst tilgængelig
045607,04,Dermato-Venerologi,5607,Ingen tekst tilgængelig
045608,04,Dermato-Venerologi,5608,Ingen tekst tilgængelig
045609,04,Dermato-Venerologi,5609,Ingen tekst tilgængelig
045610,04,Dermato-Venerologi,5610,Ingen tekst tilgængelig
045611,04,Dermato-Venerologi,5611,Overlæbe pr. beh.
045612,04,Dermato-Venerologi,5612,Hage/Hals pr. beh.
045613,04,Dermato-Venerologi,5613,Hele ansigtet pr. be
045614,04,Dermato-Venerologi,5614,Ansigt+hals pr. beh
045701,04,Dermato-Venerologi,5701,Ingen tekst tilgængelig
045710,04,Dermato-Venerologi,5710,Tolk ifm. kons. §3
046110,04,Dermato-Venerologi,6110,Venero. 1. Kons.
046120,04,Dermato-Venerologi,6120,Venero. 2. Kons.
046130,04,Dermato-Venerologi,6130,Venero. Senere Kons.
046201,04,Dermato-Venerologi,6201,Venero. Tlf. Kons.
046207,04,Dermato-Venerologi,6207,tlf. rådg.prakt.læge
046301,04,Dermato-Venerologi,6301,Smitteopsporing
047103,04,Dermato-Venerologi,7103,Blodpr. Exp 1
047162,04,Dermato-Venerologi,7162,Sekret-Gonokok*exp*1
047180,04,Dermato-Venerologi,7180,Ingen tekst tilgængelig
047416,04,Dermato-Venerologi,7416,Mørkefeltsmikros. 3
047503,04,Dermato-Venerologi,7503,Blodprøvetagning 3
047510,04,Dermato-Venerologi,7510,Mikrosk. hudsvamp 3
047511,04,Dermato-Venerologi,7511,Dyrkning hudsvamp 12
047512,04,Dermato-Venerologi,7512,Mikrosk. ufar. sek.3
047513,04,Dermato-Venerologi,7513,Mikrosk. farv. sek.3
047514,04,Dermato-Venerologi,7514,Vaginalsekret stix 1
047515,04,Dermato-Venerologi,7515,Dyrkning gærsvamp 12
047516,04,Dermato-Venerologi,7516,Clamydia forsende. 1
047517,04,Dermato-Venerologi,7517,Urin-svangersk.und.3
047562,04,Dermato-Venerologi,7562,Gonokok forsendel. 1
047569,04,Dermato-Venerologi,7569,Urin-mikroskopi 3
047572,04,Dermato-Venerologi,7572,Analafskr. oxyuria 2
047580,04,Dermato-Venerologi,7580,Urinprøvetag.steril4
047589,04,Dermato-Venerologi,7589,Urin-dyrkning 12
047590,04,Dermato-Venerologi,7590,Urinundersøg. stix 1
048130,04,Dermato-Venerologi,8130,3.Undersøgelse
049001,04,Dermato-Venerologi,9001,Kørselsgodtgør. I
049002,04,Dermato-Venerologi,9002,Kørselsgodtgør. II
049110,04,Dermato-Venerologi,9110,Eksem 1. konsult.
049120,04,Dermato-Venerologi,9120,Eksem 2. konsult.
049130,04,Dermato-Venerologi,9130,Eksem senere konsult
049201,04,Dermato-Venerologi,9201,Eksem telefonkonsult
050101,05,Diagnost. Radiologi,101,Hånd
050105,05,Diagnost. Radiologi,105,E-mail konsultation
050110,05,Diagnost. Radiologi,110,Underarm
050115,05,Diagnost. Radiologi,115,Albue
050120,05,Diagnost. Radiologi,120,Fod
050125,05,Diagnost. Radiologi,125,Fodled
050130,05,Diagnost. Radiologi,130,Underben
050140,05,Diagnost. Radiologi,140,Knæ
050150,05,Diagnost. Radiologi,150,1/4 Tandsæt
050161,05,Diagnost. Radiologi,161,tillæg for tolk
050201,05,Diagnost. Radiologi,201,Kranium
050202,05,Diagnost. Radiologi,202,Bihuler
050203,05,Diagnost. Radiologi,203,Overkæbe
050204,05,Diagnost. Radiologi,204,Underkæbe
050205,05,Diagnost. Radiologi,205,tlf. rådgivning
050206,05,Diagnost. Radiologi,206,Kæbeled
050220,05,Diagnost. Radiologi,220,Halshvirvler
050221,05,Diagnost. Radiologi,221,Hals- og Luftrør
050230,05,Diagnost. Radiologi,230,Skulderl. og Overarm
050240,05,Diagnost. Radiologi,240,Brysthvirvler
050241,05,Diagnost. Radiologi,241,Bry.M.Lunger & Hjert
050250,05,Diagnost. Radiologi,250,Lænde-& Korsbenshv
050260,05,Diagnost. Radiologi,260,Haleben
050261,05,Diagnost. Radiologi,261,Bækken
050270,05,Diagnost. Radiologi,270,Lår og Hofteled
050310,05,Diagnost. Radiologi,310,Spiserør
050320,05,Diagnost. Radiologi,320,Mave M. Tolvf.Tarm
050330,05,Diagnost. Radiologi,330,Tyktarm
050340,05,Diagnost. Radiologi,340,Cholecystografi
050350,05,Diagnost. Radiologi,350,Alm. Urografi
050360,05,Diagnost. Radiologi,360,Cystografi/kvinder
050370,05,Diagnost. Radiologi,370,Funku.Rygs.I F.Rtg.U
050380,05,Diagnost. Radiologi,380,Fuldst. Tandstatus
050390,05,Diagnost. Radiologi,390,Sialografi
050410,05,Diagnost. Radiologi,410,Tom.A.Tindingeben
050420,05,Diagnost. Radiologi,420,Tom.A. Kranium
050430,05,Diagnost. Radiologi,430,Tom.A. Bihuler
050440,05,Diagnost. Radiologi,440,Tom.A. Rygsøjle
050450,05,Diagnost. Radiologi,450,Tom.A. Lunger & Nyro
050460,05,Diagnost. Radiologi,460,Db.Kont.Uds.Tykt.Col
050510,05,Diagnost. Radiologi,510,Intravenøs Cholangio
