code,title,level,parent_id,id
2444,"Folkehøjskolekursus, forkursus sygepleje",5,,83294143-09d5-4a95-ac7a-f536987b9229
2445,"Folkehøjskolekursus, særlig tilrettelagt for handicappede",5,,e19a2ce9-6bab-41ec-af2c-edaa9a07a7b9
2447,"Folkehøjskolekursus, andre",5,,ee42db94-17a5-4861-a430-e0857b81741b
2459,Landmand faglært modul 1a,5,,e78f550f-43ff-4aa8-9b69-fb8a46907db5
2460,Landmand faglært modul 1b,5,,f82f3a78-c376-42b6-bd7e-72c23832fc7c
2461,"Driftlederkursus, udvidet 5 mdr.",5,,bdc7503f-6740-4cdf-9b69-f9e6b69d50ed
2462,"Landmand, efteruddannelse",5,,9859ca88-a627-4bb5-add1-6dfcd97ca01e
2463,"Landbrugstekniker, regnskab",5,,fe01b0d0-b98e-4c24-9801-cb42d5dced7b
2464,"Landbrugstekniker, biologi",5,,014fea4f-b45e-445f-b40f-afdedc154d57
2465,"Landbrugstekniker, husdyrbrug",5,,ff8007ab-9c0a-4665-8e14-37e76e247b2e
2466,"Landbrugstekniker, maskiner",5,,d652a8b6-71f7-4b9b-9e82-69d3c27456cb
2467,"Landbrugstekniker, planteavl",5,,5e9f3e9f-5802-4c02-8dd4-dba39046f874
2468,"Landbrugstekniker, landbrug diplomuddannelse",5,,74c47429-95a4-4539-b6fa-565f2ae481b5
2469,"Inseminør, kvæg",5,,07530043-0aba-4f5e-b406-c8c132a53218
2470,Produktionsassistent landbrug,5,,fc849836-25a3-4d22-b023-21b9d049620b
2472,Tf-landbrugsteknik,5,,f3a0f712-4a37-49a1-90e6-c1c9707443c3
2473,"Landbrugskurser, andre",5,,e192bd35-f525-448b-8cf5-b6c520d0007e
2475,Mejeriteknolog,5,,acff259b-7f3b-42da-839d-633b80c6a5ae
2476,"Mejeriskolekurser, andre",5,,91fb3cf0-3e02-4489-92a8-57b233818d9f
2477,"Gartnerskole, væksthus kursus",5,,60eec086-fabf-4526-9bea-fd9c6c26eb61
2478,"Gartnerskole, planteskole kursus",5,,c336cf27-416c-4638-ac95-b4fc59ffdec9
2479,"Gartnerskole, anlæg kursus",5,,72a093f4-2d2f-4ed7-b2cc-b9712f54dc4c
2480,"Gartnerskole, frugtavl kursus",5,,12371567-0671-4e56-9bf6-cf2dad379f90
2481,Blomsterdekoratørkursus,5,,7a40de3e-291e-4f22-982e-6ef2677bf236
2483,"Gartnerskole, andre kurser",5,,459961b4-8655-483a-85c8-1fb8c0fc8041
2484,Skovbrugskursus,5,,42550777-ca06-4de3-852b-8c39092f1ef6
2485,Landmand faglært modul 2,5,,b5868f98-3f9c-4fe7-8c9a-e228f2fc0172
2486,Driftsleder grønt bevis,5,,e6353e3b-22e8-4e2c-98ca-1af88772bc53
2487,"Landbrugsskole, grundskole afkortet",5,,7651932c-89cb-4a82-8add-7e26f26e7f53
2488,"Gartner, driftslederkursus",5,,e4f2dd29-62d3-49a0-8b65-9bc03e4a0437
2489,Landbrugets driftlederkursus,5,,d00266fa-7a55-4d31-b79f-5ed9fb25620f
2490,Agrarøkonom,5,,fd1f613f-80f5-441d-ab90-3b543821bb80
2491,Grønt diplom modul 4,5,,16240322-a03c-4969-b791-ae29b7035b96
2492,Kombineret ungdomsuddannelse,5,,7688b68d-56af-4b6c-98d2-474a97ae7cd7
2493,"Produktionsleder, landbrug",5,,6d6e6c3f-855c-4c66-a062-46ebbb964aea
2494,"Virksomhedsleder, landbrug",5,,4d05bc42-f2d7-4e6b-80e5-bd1a4a8a9f5a
2495,Landbrugets lederuddannelse una,5,,a859f6f2-cb42-44b5-bb15-babdaf65385a
2508,"8. klasse, efterskole",5,,f2dad9d4-66ce-48bb-9f25-eb032c8fdc77
2509,"9. klasse, efterskole",5,,5400917c-6ddf-46c6-81db-237836d5d16c
2510,"10. klasse, efterskole",5,,107e80fd-8bf0-4ceb-b575-8b7173738618
2511,"11. klasse, efterskole",5,,d7372522-6d71-4468-907a-75ee856292e8
253,"Bygge/anlæg, ivu (amu)",5,,e5e4c5e3-cd66-4d00-928b-8c842fc8925d
2530,Den fri ungdomsuddannelse (FUU),5,,03553ddf-da09-48d1-8c9e-a18fb07dab38
254,"Jern/metal, ivu (amu)",5,,e6960766-676c-43cc-9956-a4c9259e7c92
255,"Grafisk, ivu (amu)",5,,13c6a56a-0eae-46d0-89af-36971401b2cb
258,"Teknik/industri i øvrigt, ivu (amu)",5,,a37a5f70-3895-4683-a7fe-7e08a692b724
260,"Service, ivu (amu)",5,,1c96bd5a-0c01-40f3-b6a5-99770eecd6ad
275,"Levnedsmiddel/husholdning, ivu (amu)",5,,0789b86c-5570-4277-9407-215e6321310e
280,"Jordbrug/fiskeri, ivu (amu)",5,,94144400-1072-4768-95cd-505e5a49319a
285,"Transport mv., ivu (amu)",5,,e8d388dc-073e-4255-a517-ac1dbb316ebb
290,"Social/sundhed, ivu (amu)",5,,ccf5a12c-56fa-41b5-93a3-7cbc70a6a46d
2900,"Amu.ind., beklædnings- og tekstilindustri",5,,cb135f4b-7023-476f-94db-485fc868a116
2901,"Amu.ind., lederuddannelse udvidet",5,,215250ce-2ead-442b-8ca1-b13fc75b755e
2902,"Amu.ind., teknik-fremstilling-elektronik",5,,0bd0b112-ddbc-40f9-a442-5a9d12b241bd
2903,"Amu.ind., bryggeri-brænd.",5,,1fdc5dcb-1c29-42d2-8e1c-c7e6afca08f1
2904,"Amu.ind., sala-kødindustri-mejeri",5,,8b9529d6-e451-4b94-bcc8-b4e851cadeeb
2905,"Amu.ind., metalindustri",5,,99214675-c0ac-4161-9f71-5ccdcb313b05
2906,"Amu.ind., fisk og fjerkræ",5,,6eeaed3e-b780-4e09-9a63-d79058d7942d
2907,"Amu.ind., procesindustri - levnedsmiddel",5,,3f25a061-1722-4c9a-919f-f9a451718dd7
2908,"Amu.ind., snedker og tømrer",5,,374830cd-ace5-4f90-85c3-005c0d5e74b2
2909,"Amu.ind., fotograffaget",5,,74862106-40cf-413e-bb34-7b0e9e0240d3
2910,"Amu.ind., el-faget",5,,371a1296-79ea-439e-adf0-078a64cbaecf
2911,"Amu.ind., træindustrien",5,,c9b62035-adc7-40cf-8d2c-ee8a88085a3a
2912,"Amu.ind., grafisk euu",5,,01659a8e-504f-4111-a340-a3d88d4f43bf
2913,"Amu.ind., teknikere mv.",5,,f1e56eff-f609-400b-b109-5b819b3bbd34
2914,"Amu.ind., metalindustrien specialarb.",5,,9110fff0-d255-4202-b375-fcb7f6c30da3
2915,"Amu.ind., kartonnage og papir",5,,20a6b587-39e9-47eb-9d1c-0e98662e4b30
2916,"Amu.ind., fyringsteknik",5,,834702b8-f6af-4841-a479-74a1aef1cdf4
2917,"Amu.ind., laborantuddannelse",5,,fa31db0f-8979-4506-b3ce-b7a8622e667a
2918,"Amu.ind., kødbranchen",5,,a91b3b59-0b61-4378-8e33-c74e30e0e7b5
2919,"Amu.ind., mejeriindustrien",5,,34c6776b-d1c6-4bf9-b948-340e7730696f
2920,"Amu.ind., plastindustrien",5,,1fb8e63d-4760-46a5-91eb-90b4f9a44b7f
2921,"Amu.ind., polstermøbler og sko",5,,994cabb3-f874-4ed5-96d6-e52d56a22db7
2922,"Amu.ind., tobaksindustrien",5,,ab1a071c-da38-4edc-aab8-9796d90b00f4
2924,"Amu.ind., procesindustri",5,,a35afed7-0477-40ce-9bdc-adfb5e268efc
2925,"Amu.ind., fællesplan metalindustrien",5,,fcc570b1-c847-4655-b8ae-047830f62c04
2926,"Amu lab./tekn., laboratorieteknik",5,,f5a52c8e-2934-43ac-b300-f1d7110703da
2950,"Amu.baj., malerfaget",5,,26514fe5-e821-4a3d-be22-6770537613f1
2951,"Amu.baj., murer og stenhugger",5,,8bfdaef6-9840-4922-878e-6b2d138759b5
2952,"Amu.baj., snedker og tømrer",5,,1aa59c6e-8ce0-498f-8b8f-d61473cb751a
2953,"Amu.baj., tekniske installationer",5,,ec36b41e-7e56-49ca-a807-bcacdeb8d2df
2954,"Amu.baj., teknikere sala-jordbrug",5,,dc5c2d3b-fa74-4555-a4e8-077e71dc422e
2955,"Amu.baj., isoleringsfaget",5,,21f0ff68-28e0-4b05-a5df-c292824b6337
2956,"Amu.baj., asfaltbranchen",5,,a2e061aa-b9b6-4341-a344-42c476264076
2957,"Amu.baj., entreprenører",5,,e9dcc0f5-38d4-4147-b5e5-815487de49e4
2958,"Amu.baj., byggeri og energi",5,,82ba1d6e-fa3c-4eae-a241-b0577581a1e6
2959,"Amu.baj., skorstensfejer",5,,66932167-d0b0-456b-96fe-0cd622d407dc
2960,"Amu.baj., vvs-branchen",5,,dc4b4995-3cc3-403d-9e9e-9c8be845a7a1
2961,"Amu.baj., jordbrugets euu",5,,8dbd365d-6bca-4d19-8677-72740c62d3c0
2962,"Amu.bai., fugearbejde med fleksible fugematerialer",5,,d2abd18d-6020-48fd-954a-2b92325a1e1d
2969,"Amu.htf., lederuddannelse",5,,cc5abb67-0488-4a8f-9d68-ffd7b058dd5d
2970,"Amu.htf., reklamebranchen",5,,f025873a-f9a7-4231-85d6-649687b22c5e
2971,"Amu.htf., filmoperatør",5,,5731997c-15f8-4bb1-89f0-9644ec2cf6c0
2972,"Amu.htf., bager og konditor",5,,fc9c1704-12e6-4a0c-a056-fa7705a187a9
2973,"Amu.htf., handel og service",5,,e044b863-d208-4aaa-a48e-b7f28b1fe1a1
2974,"Amu.htf., optikerfaget",5,,44cffd9a-775b-46b9-9109-7f5e201a6f45
2975,"Amu.htf., urmagerfaget",5,,2cd6a44c-c94e-4364-bfad-5a69cbbd1e2e
2976,"Amu.htf., frisør og kosmetik",5,,17be5e60-64d9-4c84-b545-84e02633b8a9
2977,"Amu.htf., tandteknikerfag",5,,ea72d903-4808-44f4-a445-2a10512988b9
2978,"Amu.htf., erhvervsfiskere",5,,782431f9-882f-4b22-8b05-54b618352285
2979,"Amu.htf., køkken og hotel mv",5,,c127e46e-7d77-4bf0-8ec7-37a54249f096
2980,"Amu.htf., finanssektor",5,,0f815ad4-0602-427e-9e4b-ddd12ace616d
2981,"Amu.htf., pressefotograf",5,,63df4d73-f958-4b76-a677-b6a0bb940787
2982,"Amu.htf., transport og logistik",5,,8812b16b-ac16-4a11-802a-eeed096900f1
2983,"Amu.htf., serviceerhverv",5,,57ba175b-ca03-429d-b5c5-8cad03197f4e
2984,"Amu.htf., handel og kontor",5,,6ff71ad7-1813-478e-b447-80f99a08743a
