code,spec6_txt,spec4_txt,spec3_txt
085010,total coloskopi a20,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085011,"Koloskopi, amt 20",Ydelser Rammeaftaler,Ydelser Rammeaftaler
085012,"Gastroscopi, amt 20",Ydelser Rammeaftaler,Ydelser Rammeaftaler
085013,"Sigmoscopi, amt 20",Ydelser Rammeaftaler,Ydelser Rammeaftaler
085050,Helicobakter pylori,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085051,Cøliakipakken_amt 15,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085070,Telefonkonsultation,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085080,Telefonkonsultation,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085081,Møde 1 modul,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085082,Møde 2 moduler,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085083,Møde 3 moduler,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085084,Møde udover 3 modul,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085100,Særyd. Rammeaftaler,Særyd. Rammeaftaler,Ydelser Rammeaftaler
085101,EKKO-cardiografi,Særyd. Rammeaftaler,Ydelser Rammeaftaler
085102,Transsøfofagal ekko.,Særyd. Rammeaftaler,Ydelser Rammeaftaler
085103,Stress ekkocardiogra,Særyd. Rammeaftaler,Ydelser Rammeaftaler
085104,DC-konvertering,Særyd. Rammeaftaler,Ydelser Rammeaftaler
085110,Knogletæthedsm.endok,Særyd. Rammeaftaler,Ydelser Rammeaftaler
085200,3-aftaler,3-aftaler,Ydelser Rammeaftaler
085210,3-amt 80,3-aftaler,Ydelser Rammeaftaler
085220,diagn.ultralydsund.,3-aftaler,Ydelser Rammeaftaler
085310,Tolk ifm. kons.  3,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085311,3 end.pol. A20 1.op,Ydelser Rammeaftaler,Ydelser Rammeaftaler
085411,3 end.poly. flg. op,Ydelser Rammeaftaler,Ydelser Rammeaftaler
086400,Cutanprøver (2201),Cutanprøver (2201),Intern Medicin
086401,Holter-monitorering,Cutanprøver (2201),Intern Medicin
086402,Ekkocardiografi,Cutanprøver (2201),Intern Medicin
086403,Arbejdstest,Cutanprøver (2201),Intern Medicin
086404,Cutanprøver,Cutanprøver (2201),Intern Medicin
086405,Holter-monitorering,Cutanprøver (2201),Intern Medicin
086406,Lungefunk.spir.u.rev,Cutanprøver (2201),Intern Medicin
086407,Lungefunk.spir.m.rev,Cutanprøver (2201),Intern Medicin
086408,Ekkocardiografi,Cutanprøver (2201),Intern Medicin
086409,"Oesop.,gastro. duode",Cutanprøver (2201),Intern Medicin
086410,sigmoideskop.colosko,Cutanprøver (2201),Intern Medicin
086411,Arbejdstest arb.ekg,Cutanprøver (2201),Intern Medicin
086412,Oscillometri,Cutanprøver (2201),Intern Medicin
087000,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser
087100,Lab,Lab,Lab. Undersøgelser
087103,Blodpr. Exp        1,Lab,Lab. Undersøgelser
087136,B-Glukose *ej Stix*4,Lab,Lab. Undersøgelser
087139,Blodpr. Ekg I Hjem 6,Lab,Lab. Undersøgelser
087151,U-Methylketon      1,Lab,Lab. Undersøgelser
087152,F-blod,Lab,Lab. Undersøgelser
087153,U-Hemoglobin       1,Lab,Lab. Undersøgelser
087154,Pt-Kapilærblødning 1,Lab,Lab. Undersøgelser
087155,Pt-Ekg  3 Ext.Afl. 6,Lab,Lab. Undersøgelser
087156,Pt-Ekg  3ext.3præ. 9,Lab,Lab. Undersøgelser
087157,Fpt-Ventrikelsekret2,Lab,Lab. Undersøgelser
087158,U-Bilirubiner      1,Lab,Lab. Undersøgelser
087159,B-Glukose *stix*   1,Lab,Lab. Undersøgelser
087160,U-Glukose          1,Lab,Lab. Undersøgelser
087161,Sekret-Gonokok*mik*2,Lab,Lab. Undersøgelser
087162,Sekret-Gonokok*exp*1,Lab,Lab. Undersøgelser
087165,U-Hormonanal*exp*  1,Lab,Lab. Undersøgelser
087166,B-Hemoglobin       2,Lab,Lab. Undersøgelser
087167,Pt-Kapillærresist. 3,Lab,Lab. Undersøgelser
087168,S-Creatinium       5,Lab,Lab. Undersøgelser
087169,U-Mikroskopi       3,Lab,Lab. Undersøgelser
087170,F-Orm  Ormled      1,Lab,Lab. Undersøgelser
087171,F-Parasit  -Æg     6,Lab,Lab. Undersøgelser
087172,Analafskr-Oxyurisæg2,Lab,Lab. Undersøgelser
087173,Oscillometri *2 Ex*6,Lab,Lab. Undersøgelser
087174,Oscillometri *4ex*10,Lab,Lab. Undersøgelser
087175,U-Svangersk. Reakt.3,Lab,Lab. Undersøgelser
087176,U-Protein          1,Lab,Lab. Undersøgelser
087177,B-Sedimentat.Reakt.2,Lab,Lab. Undersøgelser
087178,Sekt-Trichomon.Vag.2,Lab,Lab. Undersøgelser
087179,U-Bakt.*dyrk Park* 3,Lab,Lab. Undersøgelser
087180,Urinprøvetag Steril4,Lab,Lab. Undersøgelser
087181,S-Carbamid         3,Lab,Lab. Undersøgelser
087182,U-Urobilin         3,Lab,Lab. Undersøgelser
087183,Lunger-Vitalkap.   3,Lab,Lab. Undersøgelser
087184,B-Differentialtæll.6,Lab,Lab. Undersøgelser
087185,B-Erytrocyt*volfrk.1,Lab,Lab. Undersøgelser
087186,B-Leukocyt. *park* 1,Lab,Lab. Undersøgelser
087187,S-Rheumat.Art.Test 3,Lab,Lab. Undersøgelser
087188,B-Trombocyt. *park*3,Lab,Lab. Undersøgelser
087189,U-Bakt.*dyrk Rest*12,Lab,Lab. Undersøgelser
087190,U-Hb-Glu-Me-Pr Stix1,Lab,Lab. Undersøgelser
087200,Lab.Us Int. Medicin,Lab.Us Int. Medicin,Lab. Undersøgelser
087202,Pt-Glukosebelast. 12,Lab.Us Int. Medicin,Lab. Undersøgelser
087204,Hæmatologisk Us.Ii 6,Lab.Us Int. Medicin,Lab. Undersøgelser
087205,P-Ikterusindex     2,Lab.Us Int. Medicin,Lab. Undersøgelser
087206,B-Koagulation      3,Lab.Us Int. Medicin,Lab. Undersøgelser
087207,Pt-U-Kons.Prøve    2,Lab.Us Int. Medicin,Lab. Undersøgelser
087208,Ekg  3 Ext. 3 Præ. 9,Lab.Us Int. Medicin,Lab. Undersøgelser
087209,Kontrol af AK-beh.,Lab.Us Int. Medicin,Lab. Undersøgelser
087210,Pt-Ekg Afl.   6    1,Lab.Us Int. Medicin,Lab. Undersøgelser
087211,Sperma-Undersøg.  15,Lab.Us Int. Medicin,Lab. Undersøgelser
087212,P-Glukose          4,Lab.Us Int. Medicin,Lab. Undersøgelser
087213,Lunge-Peak Exp.Flow3,Lab.Us Int. Medicin,Lab. Undersøgelser
087214,*fpt*s-Lipid Frkt.25,Lab.Us Int. Medicin,Lab. Undersøgelser
087215,Arbejdsekg*master*18,Lab.Us Int. Medicin,Lab. Undersøgelser
087216,B-Malariaparasit.  6,Lab.Us Int. Medicin,Lab. Undersøgelser
087218,Ercs-Basofilt Pkt. 4,Lab.Us Int. Medicin,Lab. Undersøgelser
087219,F-Pus *katalase*   2,Lab.Us Int. Medicin,Lab. Undersøgelser
087220,S-Bilirubiner      5,Lab.Us Int. Medicin,Lab. Undersøgelser
087221,*b*ercs-Reticulocyt2,Lab.Us Int. Medicin,Lab. Undersøgelser
087222,U-Sediment *park*  6,Lab.Us Int. Medicin,Lab. Undersøgelser
087223,Fpt-Dioxygen*absb*15,Lab.Us Int. Medicin,Lab. Undersøgelser
087224,*fpt*s-Triglycerid15,Lab.Us Int. Medicin,Lab. Undersøgelser
087225,Urinkonkrement Uns.5,Lab.Us Int. Medicin,Lab. Undersøgelser
087226,S-Cholesteroler    9,Lab.Us Int. Medicin,Lab. Undersøgelser
087229,B-Eosinophilcyt.   1,Lab.Us Int. Medicin,Lab. Undersøgelser
087230,Peak exp.flow lunger,Lab.Us Int. Medicin,Lab. Undersøgelser
087233,Hæmatologisk Us.I  2,Lab.Us Int. Medicin,Lab. Undersøgelser
087244,Pt Ventrsek Histam.9,Lab.Us Int. Medicin,Lab. Undersøgelser
087264,*b*ercs-Osm.Tr-Reak4,Lab.Us Int. Medicin,Lab. Undersøgelser
087265,*b*ercs-Mikroskopi 1,Lab.Us Int. Medicin,Lab. Undersøgelser
087297,U-Bence Jones Prot.3,Lab.Us Int. Medicin,Lab. Undersøgelser
087298,EKG 12 afledninger,Lab.Us Int. Medicin,Lab. Undersøgelser
087299,Pt-Ekg  F E Belast 9,Lab.Us Int. Medicin,Lab. Undersøgelser
087800,Lab.Warming-Larsen,Lab.Warming-Larsen,Lab. Undersøgelser
087801,Jod Prot. I Serum 12,Lab.Warming-Larsen,Lab. Undersøgelser
087802,Thyroxin I Serum  12,Lab.Warming-Larsen,Lab. Undersøgelser
087803,Natrium I Serum 7,Lab.Warming-Larsen,Lab. Undersøgelser
087804,Kalium I Serum,Lab.Warming-Larsen,Lab. Undersøgelser
087805,Clorid I Serum,Lab.Warming-Larsen,Lab. Undersøgelser
087806,Transami I Serum,Lab.Warming-Larsen,Lab. Undersøgelser
087807,I Iii *serum*,Lab.Warming-Larsen,Lab. Undersøgelser
088000,Profylakse,Profylakse,Profylakse
088100,Undersøg. Af Gravide,Undersøg. Af Gravide,Profylakse
088110,1.Undersøgelse,Undersøg. Af Gravide,Profylakse
088120,2.Undersøgelse,Undersøg. Af Gravide,Profylakse
088130,3.Undersøgelse,Undersøg. Af Gravide,Profylakse
088140,4.Undersøgelse,Undersøg. Af Gravide,Profylakse
088141,Særkons. Sv.Forebyg,Undersøg. Af Gravide,Profylakse
088142,4 Hj. Fødende 1.Uge,Undersøg. Af Gravide,Profylakse
088143,Besøg I 0-4 Km,Undersøg. Af Gravide,Profylakse
088144,Besøg II  4-8 Km,Undersøg. Af Gravide,Profylakse
088145,Besøg III  8-12 Km,Undersøg. Af Gravide,Profylakse
088146,Besøg IV  12-16 Km,Undersøg. Af Gravide,Profylakse
088147,Besøg V   16-20 Km,Undersøg. Af Gravide,Profylakse
088148,Besøg VI  Over 20 Km,Undersøg. Af Gravide,Profylakse
088149,Pr. Km Ud Over 21,Undersøg. Af Gravide,Profylakse
088150,Unders.V.Vejl.9 uger,Undersøg. Af Gravide,Profylakse
088151,Blodprøvetagning,Undersøg. Af Gravide,Profylakse
088152,Podning t. dyrkning,Undersøg. Af Gravide,Profylakse
088153,"B-glukose,fotometer",Undersøg. Af Gravide,Profylakse
088154,"B-glukose, stix",Undersøg. Af Gravide,Profylakse
088155,"Urinundersøg., stix",Undersøg. Af Gravide,Profylakse
088156,I. Urin,Undersøg. Af Gravide,Profylakse
088157,"II. Bakt.,tric. m.m.",Undersøg. Af Gravide,Profylakse
088158,"III. Andet, fx. orm",Undersøg. Af Gravide,Profylakse
088159,I. Bakterier,Undersøg. Af Gravide,Profylakse
088160,5. Hj. Fødende 9uger,Undersøg. Af Gravide,Profylakse
088161,II. Svampe,Undersøg. Af Gravide,Profylakse
088162,III. Andet,Undersøg. Af Gravide,Profylakse
088164,B-hæmoglobin (fotom),Undersøg. Af Gravide,Profylakse
088165,I. Mikrosk. af urin,Undersøg. Af Gravide,Profylakse
088166,II. Mirko. bakt. ol.,Undersøg. Af Gravide,Profylakse
088167,III. Mirkos. a. bio.,Undersøg. Af Gravide,Profylakse
088170,1 modul,Undersøg. Af Gravide,Profylakse
088171,2 moduler,Undersøg. Af Gravide,Profylakse
088172,3 moduler,Undersøg. Af Gravide,Profylakse
088173,Pr. påbegyndt over 3,Undersøg. Af Gravide,Profylakse
088180,Blodpr.1.graviditets,Undersøg. Af Gravide,Profylakse
088181,Blodpr.2.graviditets,Undersøg. Af Gravide,Profylakse
088182,Indtil 4 km.,Undersøg. Af Gravide,Profylakse
088183,Fra 4 indtil 8 km.,Undersøg. Af Gravide,Profylakse
088184,Fra 8 indtil 12 km.,Undersøg. Af Gravide,Profylakse
088185,Fra 12 indtil 16 km.,Undersøg. Af Gravide,Profylakse
088186,Fra 16 indtil 20 km.,Undersøg. Af Gravide,Profylakse
088187,Udover 20 km.,Undersøg. Af Gravide,Profylakse
088188,Kr/km. udover 21 km.,Undersøg. Af Gravide,Profylakse
088189,Blodprøvetagning,Undersøg. Af Gravide,Profylakse
088190,Blodprøvetagning,Undersøg. Af Gravide,Profylakse
088191,Kørselsgodtgør. I,Undersøg. Af Gravide,Profylakse
088192,Kørselsgodtgør. II,Undersøg. Af Gravide,Profylakse
088200,Børneundersøgelser,Børneundersøgelser,Profylakse
088201,1.Undersøgelse,Børneundersøgelser,Profylakse
088202,2.Undersøgelse,Børneundersøgelser,Profylakse
088203,3.Undersøgelse,Børneundersøgelser,Profylakse
088204,4.Undersøgelse,Børneundersøgelser,Profylakse
088205,5.Undersøgelse,Børneundersøgelser,Profylakse
088206,6.Undersøgelse,Børneundersøgelser,Profylakse
088207,7.Undersøgelse,Børneundersøgelser,Profylakse
088208,8.Undersøgelse,Børneundersøgelser,Profylakse
088209,9.Undersøgelse,Børneundersøgelser,Profylakse
088210,Undersøgelse,Børneundersøgelser,Profylakse
088211,1.Undersøgelse,Børneundersøgelser,Profylakse
088212,2.Undersøgelse,Børneundersøgelser,Profylakse
088213,3.Undersøgelse,Børneundersøgelser,Profylakse
088214,4.Undersøgelse,Børneundersøgelser,Profylakse
088215,5.Undersøgelse,Børneundersøgelser,Profylakse
088216,6.Undersøgelse,Børneundersøgelser,Profylakse
088217,7.Undersøgelse,Børneundersøgelser,Profylakse
088291,svangerskabsforb.p-p,Børneundersøgelser,Profylakse
088292,Svangersk. spiral,Børneundersøgelser,Profylakse
088293,Kontrol svanger.forb,Børneundersøgelser,Profylakse
088294,Telefonkons.,Børneundersøgelser,Profylakse
088300,Børnevaccinationer,Børnevaccinationer,Profylakse
088311,1.Kighostevaccinat.,Børnevaccinationer,Profylakse
088312,2.Kighostevaccinat.,Børnevaccinationer,Profylakse
088313,3.Kighostevaccinat.,Børnevaccinationer,Profylakse
088314,HepaB  vac barn 1mdr,Børnevaccinationer,Profylakse
088315,HepaB vac barn 2mdr,Børnevaccinationer,Profylakse
088316,HepaB vac barn 12mdr,Børnevaccinationer,Profylakse
088317,Vachon hepB ej us/ko,Børnevaccinationer,Profylakse
088318,Hep.B. ikke smittede,Børnevaccinationer,Profylakse
088319,Heb.B.smittede samle,Børnevaccinationer,Profylakse
088321,1.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse
088322,2.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse
088323,3.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse
088325,di-te-ki-pol vacc.,Børnevaccinationer,Profylakse
088331,1.Orale Poliovaccin.,Børnevaccinationer,Profylakse
088332,2.Orale Poliovaccin.,Børnevaccinationer,Profylakse
088333,3.Orale Poliovaccin.,Børnevaccinationer,Profylakse
088341,Di-Te-Ki-Pol-vac.3md,Børnevaccinationer,Profylakse
088342,Di-Te-Ki-Pol-vac.5md,Børnevaccinationer,Profylakse
088343,Di-Te-Ki-Pol-vac.12m,Børnevaccinationer,Profylakse
088400,Mfr-Vaccinationer,Mfr-Vaccinationer,Profylakse
088401,Vaccinat. Inden 2 År,Mfr-Vaccinationer,Profylakse
088402,Vaccinat. 11-12 År,Mfr-Vaccinationer,Profylakse
088403,Vaccinat.  2-10 År,Mfr-Vaccinationer,Profylakse
088410,"Tillæg tolk, profyl.",Mfr-Vaccinationer,Profylakse
088500,Vacc. R.Hunde Kvinde,Vacc. R.Hunde Kvinde,Profylakse
088501,Antistofundersøgelse,Vacc. R.Hunde Kvinde,Profylakse
088502,Vaccination 18 År,Vacc. R.Hunde Kvinde,Profylakse
088503,Vaccination  Kvinder,Vacc. R.Hunde Kvinde,Profylakse
088601,MFR-vaccinat. 1 år,Profylakse,Profylakse
088605,MFR-vaccinat. 5 år,Profylakse,Profylakse
088612,MFR-vaccinat. 12 år,Profylakse,Profylakse
088618,tlf. henv. forældre,Profylakse,Profylakse
088701,Tillæg v. MFR-vacc.,Profylakse,Profylakse
088705,Till. v. Di-Te-vacc.,Profylakse,Profylakse
088706,Tillæg.vac.Di-Te-Ki,Profylakse,Profylakse
088801,Vacc. kv. røde hunde,,Profylakse
088900,Profylakse Kørsel,Profylakse Kørsel,Profylakse
088901,Tillæg til vacc.hon.,Profylakse Kørsel,Profylakse
088920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse
088921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse
088991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse
088992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse
089000,Kørselsgodtgørelse,Kørselsgodtgørelse,Kørselsgodtgørelse
089001,Kørselsgodtgør.  I,Kørselsgodtgørelse,Kørselsgodtgørelse
089002,Kørselsgodtgør. II,Kørselsgodtgørelse,Kørselsgodtgørelse
089999,pseudoydelse enheder,,Kørselsgodtgørelse
090000,Kirurgi,Kirurgi,Kirurgi
090100,Konsultation,Konsultation,Kirurgi
090105,E-mail konsultation,Konsultation,Kirurgi
090110,1. Kons.,Konsultation,Kirurgi
090111,1. Kons. M/operat.Mv,Konsultation,Kirurgi
090120,2. Kons.,Konsultation,Kirurgi
090130,Senere Kons.,Konsultation,Kirurgi
090161,tillæg for tolk,Konsultation,Kirurgi
090200,Tlf. Konsultation,Tlf. Konsultation,Kirurgi
090201,Tlf. Kons.,Tlf. Konsultation,Kirurgi
090205,Tlf.rådg.prakt.læge,Tlf. Konsultation,Kirurgi
090300,Erektiv Dysfunktion,Erektiv Dysfunktion,Kirurgi
090310,1. konsultation,Erektiv Dysfunktion,Kirurgi
090330,Senere konsultation,Erektiv Dysfunktion,Kirurgi
091000,Besøg og Afst.tillæg,Besøg og Afst.tillæg,Besøg og Afst.tillæg
091100,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg
091101,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg
091400,Besøg,Besøg,Besøg og Afst.tillæg
091401,Besøg,Besøg,Besøg og Afst.tillæg
092000,Tillægsydelser,Tillægsydelser,Tillægsydelser
092100,Biopsi,Biopsi,Tillægsydelser
092101,Biopsi,Biopsi,Tillægsydelser
092102,Cystometri,Biopsi,Tillægsydelser
092103,Uroflowmetri,Biopsi,Tillægsydelser
092104,Tryk-flow undersøg.,Biopsi,Tillægsydelser
092105,Flex.cystoskopi t. M,Biopsi,Tillægsydelser
092106,Kont.Flex.cysto.t.M.,Biopsi,Tillægsydelser
092110,blokadebehandling,Biopsi,Tillægsydelser
092111,Ultralydsscanning,Biopsi,Tillægsydelser
092112,"Residualurin,ultraly",Biopsi,Tillægsydelser
092113,Ano-rektal ultralyd,Biopsi,Tillægsydelser
092114,Total koloskopi,Biopsi,Tillægsydelser
092115,Dopplerundersøgelse,Biopsi,Tillægsydelser
092116,Duplexscanning,Biopsi,Tillægsydelser
092117,Pulsoxymetri,Biopsi,Tillægsydelser
092161,tolkebistand,Biopsi,Tillægsydelser
092162,ukendt,Biopsi,Tillægsydelser
092300,Scopier,Scopier,Tillægsydelser
092301,Bronchoscopi,Scopier,Tillægsydelser
092302,Oeso. Gast.     Duo.,Scopier,Tillægsydelser
092303,Anoscopi,Scopier,Tillægsydelser
092304,Kolposcopi,Scopier,Tillægsydelser
092305,Rectoscopi,Scopier,Tillægsydelser
092306,Cystoscopi,Scopier,Tillægsydelser
092307,Sigmoideo./ Colosco.,Scopier,Tillægsydelser
092400,Kontrol Scopier,Kontrol Scopier,Tillægsydelser
092401,Kontrol Bronchoscopi,Kontrol Scopier,Tillægsydelser
092402,Kontrol Oes Gas Duo,Kontrol Scopier,Tillægsydelser
092403,Kontrol Anoscopi,Kontrol Scopier,Tillægsydelser
092404,Kontrol Kolposcopi,Kontrol Scopier,Tillægsydelser
092405,Kontrol Rectoscopi,Kontrol Scopier,Tillægsydelser
092406,Kontrol Cystoscopi,Kontrol Scopier,Tillægsydelser
092407,Kontrol Sigmoi/ Col.,Kontrol Scopier,Tillægsydelser
092500,Forbindsstoffer,Forbindsstoffer,Tillægsydelser
092501,Zinklim- & Plastbind,Forbindsstoffer,Tillægsydelser
093000,Særydelser,Særydelser,Særydelser
093100,1. Operation,1. Operation,Særydelser
093110,Incision Absces   1.,1. Operation,Særydelser
093111,Incision Cyste    1.,1. Operation,Særydelser
093112,Bougiebeh. Ureth. 1.,1. Operation,Særydelser
093113,Injekt. Hæmorr.   1.,1. Operation,Særydelser
093114,Hæmorr. Ligaturb. 1.,1. Operation,Særydelser
093115,Tapning Vandbrok  1.,1. Operation,Særydelser
093116,Tapning i Led     1.,1. Operation,Særydelser
093117,Rensning Småsår   1.,1. Operation,Særydelser
093118,Fjern. Negl       1.,1. Operation,Særydelser
093120,Fjern. Svulst Hud 1.,1. Operation,Særydelser
093121,Indgreb Livmoder. 1.,1. Operation,Særydelser
093122,Korr. Ope. Fødsl. 1.,1. Operation,Særydelser
093123,Operat. Åreknuder 1.,1. Operation,Særydelser
093124,Revision Sår      1.,1. Operation,Særydelser
093125,Operat. Hammertå  1.,1. Operation,Særydelser
093126,Amputat. Finger   1.,1. Operation,Særydelser
093127,Oper. Bullen Fing.1.,1. Operation,Særydelser
093130,Fj. Svulst Bryst  1.,1. Operation,Særydelser
093131,Plast. Operat.    1.,1. Operation,Særydelser
093132,Oper. Forhudsfors.1.,1. Operation,Særydelser
093133,Ope. Springfinger 1.,1. Operation,Særydelser
093134,Ope. Knyst        1.,1. Operation,Særydelser
093135,Oper. Seneknude   1.,1. Operation,Særydelser
093136,Analoperationer   1.,1. Operation,Særydelser
093137,Fjern. Negleleje  1.,1. Operation,Særydelser
093138,Behandl. Brud 1.,1. Operation,Særydelser
093139,Ope. Årekn. Lyske 1.,1. Operation,Særydelser
093140,Op. Lyskebrok M.V.1.,1. Operation,Særydelser
093141,aspirationscytologi,1. Operation,Særydelser
093142,Trucut biopsi,1. Operation,Særydelser
093145,Op. Kont. Håndfl. 1.,1. Operation,Særydelser
093150,1.Brokop.netprotese,1. Operation,Særydelser
093151,Brokoperaton protese,1. Operation,Særydelser
093152,"Fj.polyp, rectum",1. Operation,Særydelser
093153,"Fj.polyp, colon",1. Operation,Særydelser
093154,opr.kort forh.streng,1. Operation,Særydelser
093155,Fj. byld på haleben,1. Operation,Særydelser
093160,Op.årekn.hø.b.ex ly,1. Operation,Særydelser
093161,"Opr.årekn.lysk, hø.b",1. Operation,Særydelser
093162,Atemporalis biopsi,1. Operation,Særydelser
093163,Opr. brystudvikling,1. Operation,Særydelser
093164,Fj.slimsæk på albue,1. Operation,Særydelser
093165,"Opr.vandbrok, testes",1. Operation,Særydelser
093175,Op.årekn.ex.lysk.hø,1. Operation,Særydelser
093176,Op.årekn.ex.lysk.ve,1. Operation,Særydelser
093177,Op.årekn.i lysk.hø.b,1. Operation,Særydelser
093178,Op.årekn.i lysk.ve.b,1. Operation,Særydelser
093200,Følgende Operationer,Følgende Operationer,Særydelser
093210,Incision Absces Flg.,Følgende Operationer,Særydelser
093211,Incision Cyste  Flg.,Følgende Operationer,Særydelser
093212,Bougiebeh. Ureth.Flg,Følgende Operationer,Særydelser
093213,Injekt. Hæmorr. Flg.,Følgende Operationer,Særydelser
093214,Hæmorr. Ligaturb.Flg,Følgende Operationer,Særydelser
093215,Tapning Vandbrok Flg,Følgende Operationer,Særydelser
093216,Tapn. i Led     Flg.,Følgende Operationer,Særydelser
093217,Rensning Småsår Flg.,Følgende Operationer,Særydelser
093218,Fjern. Negl     Flg.,Følgende Operationer,Særydelser
093220,Fjern. Svulst H. Flg,Følgende Operationer,Særydelser
093221,Indgreb Livmoder.Flg,Følgende Operationer,Særydelser
093222,Korr. Ope. Fødsl.Flg,Følgende Operationer,Særydelser
